trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.0000,2.914200,1155.7220,-6502.2180,10554.1060,434.1394,-7286.4390,6020.8795,12450.0476
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.0438,2.914100,1157.5250,-6497.4080,10552.1700,435.9424,-7281.6290,6018.9435,12446.0623
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.1314,2.912600,1152.1170,-6502.2180,10542.4900,430.5344,-7286.4390,6009.2635,12439.8677
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.2194,2.912700,1153.3180,-6509.4290,10551.2000,431.7354,-7293.6500,6017.9735,12451.1297
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.3074,2.913000,1153.9190,-6502.8210,10548.2980,432.3364,-7287.0420,6015.0715,12445.2722
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.3955,2.912500,1155.1210,-6500.4150,10561.8500,433.5384,-7284.6360,6028.6235,12455.6162
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.4834,2.912200,1154.5200,-6504.0210,10546.3570,432.9374,-7288.2420,6013.1305,12444.3100
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.5715,2.911500,1158.1260,-6499.2100,10549.2640,436.5434,-7283.4310,6016.0375,12444.5955
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.6592,2.911100,1155.1210,-6501.6160,10552.1700,433.5384,-7285.8370,6018.9435,12448.0363
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.7474,2.909200,1153.9190,-6508.2260,10554.1060,432.3364,-7292.4470,6020.8795,12453.0192
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.8355,2.910400,1152.1170,-6507.0260,10553.1410,430.5344,-7291.2470,6019.9145,12451.4074
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,0.9236,2.910300,1150.3130,-6506.4240,10547.3280,428.7304,-7290.6450,6014.1015,12445.9994
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.0114,2.910000,1152.7170,-6506.4240,10553.1410,431.1344,-7290.6450,6019.9145,12451.1483
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.0994,2.909600,1152.7170,-6496.8070,10546.3570,431.1344,-7281.0280,6013.1305,12440.3739
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.1875,2.908800,1151.5150,-6505.8230,10555.0720,429.9324,-7290.0440,6021.8455,12452.3598
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.2755,2.908100,1149.1110,-6502.2180,10548.2980,427.5284,-7286.4390,6015.0715,12444.5123
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.3635,2.907900,1149.1110,-6506.4240,10554.1060,427.5284,-7290.6450,6020.8795,12451.6329
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.4517,2.907100,1158.7270,-6499.2100,10545.3910,437.1444,-7283.4310,6012.1645,12441.3685
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.5397,2.906500,1154.5200,-6501.6160,10543.4560,432.9374,-7285.8370,6010.2295,12440.5945
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.6275,2.906400,1150.3130,-6498.6130,10551.2000,428.7304,-7282.8340,6017.9735,12445.2004
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.7155,2.907000,1154.5200,-6502.8210,10549.2640,432.9374,-7287.0420,6016.0375,12446.1467
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.8035,2.906900,1156.3240,-6508.2260,10550.2340,434.7414,-7292.4470,6017.0075,12449.9610
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.8915,2.906300,1160.5300,-6500.4150,10549.2640,438.9474,-7284.6360,6016.0375,12445.4488
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,1.9795,2.904100,1150.9140,-6504.0210,10547.3280,429.3314,-7288.2420,6014.1015,12444.7989
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,2.0682,2.901800,1147.9100,-6501.0150,10548.2980,426.3274,-7285.2360,6015.0715,12443.7729
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,2.1555,2.904000,1151.5150,-6496.8070,10544.4210,429.9324,-7281.0280,6011.1945,12438.6214
1,100,holding,disp_hold,4.8000,4.7900,-8.3800,2.2438,2.905600,1153.3180,-6498.6130,10540.5540,431.7354,-7282.8340,6007.3275,12436.4542
