trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.0000,3.067800,1137.6920,-6708.3590,10527.9680,416.1094,-7492.5800,5994.7415,12535.3314
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.0465,3.067300,1136.4900,-6709.5620,10521.1940,414.9074,-7493.7830,5987.9675,12530.1778
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.1342,3.067700,1139.4960,-6705.3540,10530.8740,417.9134,-7489.5750,5997.6475,12536.3284
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.2222,3.066600,1141.8990,-6703.5520,10525.0610,420.3164,-7487.7730,5991.8345,12530.7004
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.3101,3.066900,1144.9040,-6707.7590,10518.2880,423.3214,-7491.9800,5985.0615,12527.5384
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.3981,3.065300,1144.9040,-6706.5570,10530.8740,423.3214,-7490.7780,5997.6475,12537.4646
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.4870,3.064400,1141.2980,-6708.3590,10534.7460,419.7154,-7492.5800,6001.5195,12541.3522
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.5741,3.065100,1138.2930,-6702.9520,10527.0020,416.7104,-7487.1730,5993.7755,12531.6818
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.6620,3.065200,1138.2930,-6707.1590,10528.9380,416.7104,-7491.3800,5995.7115,12535.5586
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.7500,3.065900,1134.6870,-6703.5520,10515.3860,413.1044,-7487.7730,5982.1595,12521.9195
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.8379,3.065100,1136.4900,-6707.7590,10523.1300,414.9074,-7491.9800,5989.9035,12530.8382
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,0.9258,3.063900,1137.6920,-6701.1490,10527.0020,416.1094,-7485.3700,5993.7755,12530.6629
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.0137,3.063100,1141.8990,-6705.3540,10527.0020,420.3164,-7489.5750,5993.7755,12533.2947
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.1016,3.062900,1139.4960,-6704.7540,10527.9680,417.9134,-7488.9750,5994.7415,12533.5664
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.1896,3.061700,1141.2980,-6706.5570,10524.0950,419.7154,-7490.7780,5990.8685,12531.4422
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.2784,3.060200,1143.1010,-6704.7540,10531.8400,421.5184,-7488.9750,5998.6135,12537.1472
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.3655,3.059600,1137.0910,-6706.5570,10530.8740,415.5084,-7490.7780,5997.6475,12536.7536
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.4535,3.060800,1134.0860,-6704.7540,10522.1600,412.5034,-7488.9750,5988.9335,12528.1973
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.5412,3.059900,1137.6920,-6706.5570,10523.1300,416.1094,-7490.7780,5989.9035,12530.3039
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.6292,3.058900,1145.5050,-6701.7490,10527.9680,423.9224,-7485.9700,5994.7415,12532.5070
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.7171,3.058800,1142.5000,-6705.9540,10526.0310,420.9174,-7490.1750,5992.8045,12532.8550
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.8054,3.059500,1138.2930,-6706.5570,10518.2880,416.7104,-7490.7780,5985.0615,12526.2924
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.8931,3.058100,1139.4960,-6705.3540,10525.0610,417.9134,-7489.5750,5991.8345,12531.4457
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,1.9810,3.057500,1137.6920,-6708.9600,10520.2240,416.1094,-7493.1810,5986.9975,12529.1500
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,2.0691,3.056600,1139.4960,-6706.5570,10517.3220,417.9134,-7490.7780,5984.0955,12525.5906
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,2.1571,3.056300,1138.2930,-6704.7540,10520.2240,416.7104,-7488.9750,5986.9975,12526.9529
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,2.2450,3.055600,1132.2830,-6701.1490,10525.0610,410.7004,-7485.3700,5991.8345,12528.5423
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,2.3329,3.057400,1141.2980,-6704.7540,10518.2880,419.7154,-7488.9750,5985.0615,12525.6006
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,2.4206,3.057000,1137.6920,-6701.1490,10522.1600,416.1094,-7485.3700,5988.9335,12526.5954
2,100,holding,disp_hold,4.8000,4.7900,-8.4200,2.5088,3.055900,1138.2930,-6698.7440,10524.0950,416.7104,-7482.9650,5990.8685,12526.9892
