trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.0000,1.902000,1070.9810,-4865.6950,9233.7490,349.3984,-5649.9160,4700.5225,10492.0974
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.0476,1.901600,1066.1730,-4864.4930,9239.5620,344.5904,-5648.7140,4706.3355,10496.1671
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.1356,1.901500,1069.1790,-4871.1040,9236.6560,347.5964,-5655.3250,4703.4295,10496.9811
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.2239,1.901600,1070.3800,-4866.8980,9228.9110,348.7974,-5651.1190,4695.6845,10488.3367
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.3116,1.900700,1066.1730,-4864.4930,9236.6560,344.5904,-5648.7140,4703.4295,10493.6091
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.3995,1.900300,1066.7740,-4866.8980,9235.6900,345.1914,-5651.1190,4702.4635,10493.9350
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.4882,1.899800,1068.5780,-4866.8980,9231.8180,346.9954,-5651.1190,4698.5915,10490.7111
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.5758,1.900200,1069.7790,-4862.6900,9237.6260,348.1964,-5646.9110,4704.3995,10493.9942
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.6637,1.898600,1072.1830,-4863.8900,9233.7490,350.6004,-5648.1110,4700.5225,10491.3833
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.7515,1.897200,1066.7740,-4865.6950,9233.7490,345.1914,-5649.9160,4700.5225,10491.6688
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.8396,1.898200,1072.1830,-4866.2960,9232.7830,350.6004,-5650.5170,4699.5565,10491.6488
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,0.9276,1.899600,1063.7690,-4865.0950,9229.8820,342.1864,-5649.3160,4696.6555,10487.6821
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.0155,1.899100,1073.9860,-4860.2870,9236.6560,352.4034,-5644.5080,4703.4295,10492.4568
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.1036,1.898100,1073.9860,-4860.8870,9231.8180,352.4034,-5645.1080,4698.5915,10488.4761
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.1915,1.897300,1068.5780,-4863.8900,9239.5620,346.9954,-5648.1110,4706.3355,10496.1322
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.2795,1.897200,1069.7790,-4864.4930,9234.7190,348.1964,-5648.7140,4701.4925,10492.2712
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.3678,1.899800,1074.5870,-4857.8820,9235.6900,353.0044,-5642.1030,4702.4635,10490.5541
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.4555,1.896500,1068.5780,-4868.7010,9232.7830,346.9954,-5652.9220,4699.5565,10492.3968
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.5435,1.897200,1070.3800,-4865.0950,9235.6900,348.7974,-5649.3160,4702.4635,10493.4662
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.6322,1.897000,1067.9760,-4862.0880,9235.6900,346.3934,-5646.3090,4702.4635,10491.8274
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.7195,1.896200,1066.1730,-4868.0980,9238.5920,344.5904,-5652.3190,4705.3655,10496.9846
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.8075,1.897300,1067.3750,-4865.0950,9238.5920,345.7924,-5649.3160,4705.3655,10495.7144
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.8959,1.896800,1065.5720,-4866.2960,9230.8480,343.9894,-5650.5170,4697.6215,10489.2724
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,1.9835,1.896700,1070.3800,-4867.4960,9227.9410,348.7974,-5651.7170,4694.7145,10487.7608
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,2.0716,1.897300,1076.3900,-4864.4930,9232.7830,354.8074,-5648.7140,4699.5565,10491.2435
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,2.1595,1.895500,1069.1790,-4865.6950,9230.8480,347.5964,-5649.9160,4697.6215,10489.3606
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,2.2475,1.895200,1073.9860,-4865.6950,9229.8820,352.4034,-5649.9160,4696.6555,10489.0016
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,2.3354,1.892900,1073.3860,-4864.4930,9239.5620,351.8034,-5648.7140,4706.3355,10496.9022
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,2.4238,1.892400,1067.3750,-4861.4870,9234.7190,345.7924,-5645.7080,4701.4925,10490.6330
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,2.5119,1.893600,1069.7790,-4865.0950,9236.6560,348.1964,-5649.3160,4703.4295,10494.2551
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,2.5998,1.892900,1072.7850,-4864.4930,9240.5280,351.2024,-5648.7140,4707.3015,10497.6911
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,2.6881,1.893100,1067.9760,-4860.8870,9234.7190,346.3934,-5645.1080,4701.4925,10490.4161
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,2.7758,1.893000,1062.5670,-4868.7010,9235.6900,340.9844,-5652.9220,4702.4635,10494.3446
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,2.8638,1.892000,1069.1790,-4859.6850,9239.5620,347.5964,-5643.9060,4706.3355,10494.2455
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,2.9518,1.893200,1069.1790,-4870.5030,9236.6560,347.5964,-5654.7240,4703.4295,10496.7022
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,3.0398,1.893300,1065.5720,-4868.0980,9242.4690,343.9894,-5652.3190,4709.2425,10500.3359
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,3.1279,1.892200,1071.5820,-4872.3040,9234.7190,349.9994,-5656.5250,4701.4925,10496.0788
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,3.2159,1.893000,1069.1790,-4863.2880,9235.6900,347.5964,-5647.5090,4702.4635,10492.5061
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,3.3038,1.891000,1070.3800,-4863.8900,9231.8180,348.7974,-5648.1110,4698.5915,10489.4996
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,3.3918,1.891200,1070.9810,-4859.6850,9231.8180,349.3984,-5643.9060,4698.5915,10487.6118
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,3.4799,1.890900,1070.3800,-4869.3030,9234.7190,348.7974,-5653.5240,4701.4925,10494.5634
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,3.5680,1.890100,1064.3710,-4862.0880,9237.6260,342.7884,-5646.3090,4704.3995,10493.1654
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,3.6557,1.891800,1066.1730,-4870.5030,9232.7830,344.5904,-5654.7240,4699.5565,10492.9884
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,3.7437,1.890200,1072.7850,-4864.4930,9235.6900,351.2024,-5648.7140,4702.4635,10493.4327
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,3.8318,1.890400,1066.7740,-4869.3030,9232.7830,345.1914,-5653.5240,4699.5565,10492.4926
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,3.9201,1.890000,1071.5820,-4865.0950,9230.8480,349.9994,-5649.3160,4697.6215,10489.3275
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,4.0087,1.890100,1067.9760,-4868.0980,9230.8480,346.3934,-5652.3190,4697.6215,10490.3530
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,4.0958,1.889200,1067.3750,-4866.2960,9229.8820,345.7924,-5650.5170,4696.6555,10488.6056
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,4.1841,1.889800,1069.1790,-4862.6900,9234.7190,347.5964,-5646.9110,4701.4925,10491.3742
3,90,holding,disp_hold,4.3200,4.3000,-7.8900,4.2722,1.888700,1076.9920,-4862.0880,9237.6260,355.4094,-5646.3090,4704.3995,10494.4531
