trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.0000,1.987300,1093.2180,-4966.6630,9419.6100,371.6354,-5750.8840,4886.3835,10704.7615
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.0523,1.985000,1086.6070,-4969.0660,9424.4470,365.0244,-5753.2870,4891.2205,10709.4600
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.1401,1.984900,1091.4150,-4964.2580,9413.8020,369.8324,-5748.4790,4880.5755,10698.3509
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.2281,1.985300,1084.8040,-4969.0660,9411.8660,363.2214,-5753.2870,4878.6395,10698.2072
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.3161,1.986000,1090.8140,-4972.6720,9416.7030,369.2314,-5756.8930,4883.4765,10704.7484
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.4040,1.984500,1088.4100,-4965.4610,9412.8320,366.8274,-5749.6820,4879.6055,10697.7496
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.4921,1.984000,1087.8090,-4967.8640,9416.7030,366.2264,-5752.0850,4883.4765,10702.2099
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.5807,1.983100,1094.4200,-4968.4660,9411.8660,372.8374,-5752.6870,4878.6395,10698.9079
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.6682,1.983200,1090.8140,-4973.2720,9409.9250,369.2314,-5757.4930,4876.6985,10699.0653
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.7559,1.983100,1093.2180,-4973.2720,9407.0240,371.6354,-5757.4930,4873.7975,10696.7593
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.8438,1.983400,1090.8140,-4966.0630,9409.9250,369.2314,-5750.2840,4876.6985,10695.7162
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,0.9318,1.982400,1093.2180,-4961.8550,9403.1520,371.6354,-5746.0760,4869.9255,10688.0493
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.0197,1.980700,1089.0110,-4966.6630,9406.0580,367.4284,-5750.8840,4872.8315,10692.4091
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.1077,1.982500,1094.4200,-4968.4660,9405.0880,372.8374,-5752.6870,4871.8615,10692.9458
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.1958,1.982700,1090.2130,-4966.6630,9407.0240,368.6304,-5750.8840,4873.7975,10693.3814
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.2846,1.980600,1090.2130,-4971.4710,9410.8960,368.6304,-5755.6920,4877.6695,10699.0211
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.3717,1.979600,1093.8190,-4969.6660,9417.6740,372.2364,-5753.8870,4884.4475,10704.5132
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.4594,1.981000,1095.6220,-4972.6720,9416.7030,374.0394,-5756.8930,4883.4765,10705.2394
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.5473,1.980200,1088.4100,-4972.0710,9410.8960,366.8274,-5756.2920,4877.6695,10699.1163
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.6352,1.980000,1084.8040,-4968.4660,9411.8660,363.2214,-5752.6870,4878.6395,10697.9286
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.7231,1.980300,1091.4150,-4969.0660,9411.8660,369.8324,-5753.2870,4878.6395,10698.8796
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.8110,1.979600,1086.6070,-4972.6720,9413.8020,365.0244,-5756.8930,4880.5755,10701.7685
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.8990,1.982000,1090.8140,-4971.4710,9411.8660,369.2314,-5755.6920,4878.6395,10699.9355
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,1.9870,1.980900,1089.0110,-4967.8640,9410.8960,367.4284,-5752.0850,4877.6695,10697.2231
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,2.0758,1.979800,1094.4200,-4967.2640,9411.8660,372.8374,-5751.4850,4878.6395,10698.3498
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,2.1632,1.979200,1089.6120,-4970.2690,9411.8660,368.0294,-5754.4900,4878.6395,10699.2546
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,2.2512,1.978200,1088.4100,-4969.6660,9407.0240,366.8274,-5753.8870,4873.7975,10694.5929
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,2.3392,1.978200,1093.2180,-4972.6720,9420.5760,371.6354,-5756.8930,4887.3495,10708.4007
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,2.4269,1.979200,1092.6170,-4969.0660,9411.8660,371.0344,-5753.2870,4878.6395,10699.0023
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,2.5148,1.975500,1087.2080,-4966.0630,9409.9250,365.6254,-5750.2840,4876.6985,10695.3491
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,2.6028,1.976800,1090.2130,-4969.6660,9410.8960,368.6304,-5753.8870,4877.6695,10698.1825
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,2.6907,1.975600,1092.0160,-4967.2640,9407.9940,370.4334,-5751.4850,4874.7675,10694.6978
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,2.7787,1.974900,1095.6220,-4968.4660,9422.5120,374.0394,-5752.6870,4889.2855,10708.3974
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,2.8667,1.976900,1083.6020,-4967.8640,9412.8320,362.0194,-5752.0850,4879.6055,10698.3771
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,2.9548,1.977800,1095.6220,-4973.8740,9416.7030,374.0394,-5758.0950,4883.4765,10705.7978
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,3.0425,1.977500,1089.6120,-4970.2690,9404.1170,368.0294,-5754.4900,4870.8905,10692.4387
2,90,holding,disp_hold,4.3200,4.3100,-7.9400,3.1306,1.976900,1087.8090,-4964.8580,9410.8960,366.2264,-5749.0790,4877.6695,10695.7051
