Bx_uT,By_uT,Bz_uT
1.451549999999999955e+03,3.886199999999999818e+03,6.176806999999999789e+03
1.453049999999999955e+03,3.885898999999999887e+03,6.175113999999999578e+03
1.455150000000000091e+03,3.884550000000000182e+03,6.186005000000000109e+03
1.451849999999999909e+03,3.885148999999999887e+03,6.179469000000000051e+03
1.454699000000000069e+03,3.882599999999999909e+03,6.178985999999999876e+03
1.452449000000000069e+03,3.885898999999999887e+03,6.180436999999999898e+03
1.448849999999999909e+03,3.874949999999999818e+03,6.173662999999999556e+03
1.447650000000000091e+03,3.885750000000000000e+03,6.181890000000000327e+03
1.447199000000000069e+03,3.877648999999999887e+03,6.179229000000000269e+03
1.450500000000000000e+03,3.880500000000000000e+03,6.178502999999999702e+03
1.449299999999999955e+03,3.880949999999999818e+03,6.169304000000000087e+03
1.448400000000000091e+03,3.875398999999999887e+03,6.153092999999999847e+03
1.450650000000000091e+03,3.881250000000000000e+03,6.173662999999999556e+03
1.454549999999999955e+03,3.884550000000000182e+03,6.176082000000000335e+03
1.458750000000000000e+03,3.882000000000000000e+03,6.178743999999999687e+03
1.454250000000000000e+03,3.890398999999999887e+03,6.190359000000000378e+03
1.451250000000000000e+03,3.886648999999999887e+03,6.186488000000000284e+03
1.452150000000000091e+03,3.878550000000000182e+03,6.169064000000000306e+03
1.454400000000000091e+03,3.883648999999999887e+03,6.181890000000000327e+03
1.451699000000000069e+03,3.885599999999999909e+03,6.187698000000000320e+03
1.449599999999999909e+03,3.886949999999999818e+03,6.180436999999999898e+03
1.450949000000000069e+03,3.882898999999999887e+03,6.169304000000000087e+03
1.459049999999999955e+03,3.888300000000000182e+03,6.175113999999999578e+03
1.459650000000000091e+03,3.885148999999999887e+03,6.172210000000000036e+03
1.459799999999999955e+03,3.880199999999999818e+03,6.176567000000000007e+03
1.461750000000000000e+03,3.880800000000000182e+03,6.176324999999999818e+03
1.461449000000000069e+03,3.884550000000000182e+03,6.175840000000000146e+03
1.458449000000000069e+03,3.873449999999999818e+03,6.171242000000000189e+03
1.456949000000000069e+03,3.873898999999999887e+03,6.165918999999999869e+03
1.456199000000000069e+03,3.883800000000000182e+03,6.175840000000000146e+03
1.458750000000000000e+03,3.878699999999999818e+03,6.177775999999999840e+03
1.460099999999999909e+03,3.874050000000000182e+03,6.164708999999999833e+03
1.458750000000000000e+03,3.882000000000000000e+03,6.172210000000000036e+03
1.459500000000000000e+03,3.889050000000000182e+03,6.169788999999999760e+03
1.464000000000000000e+03,3.883648999999999887e+03,6.177047999999999774e+03
1.462199000000000069e+03,3.888000000000000000e+03,6.179952000000000226e+03
1.460400000000000091e+03,3.884099999999999909e+03,6.177289999999999964e+03
1.463549999999999955e+03,3.884099999999999909e+03,6.178502999999999702e+03
1.462949000000000069e+03,3.881099999999999909e+03,6.166885000000000218e+03
1.459949000000000069e+03,3.882300000000000182e+03,6.168095999999999549e+03
1.458299999999999955e+03,3.883800000000000182e+03,6.173421000000000276e+03
1.459500000000000000e+03,3.886800000000000182e+03,6.179952000000000226e+03
1.462500000000000000e+03,3.883500000000000000e+03,6.179952000000000226e+03
1.462650000000000091e+03,3.881099999999999909e+03,6.181890000000000327e+03
1.458900000000000091e+03,3.877648999999999887e+03,6.174386000000000422e+03
1.458000000000000000e+03,3.882148999999999887e+03,6.167854999999999563e+03
1.461000000000000000e+03,3.888148999999999887e+03,6.176324999999999818e+03
1.462199000000000069e+03,3.884099999999999909e+03,6.177289999999999964e+03
1.461000000000000000e+03,3.880648999999999887e+03,6.167613000000000284e+03
1.457099999999999909e+03,3.878099999999999909e+03,6.161561999999999898e+03
1.457400000000000091e+03,3.885300000000000182e+03,6.175840000000000146e+03
1.461449000000000069e+03,3.885148999999999887e+03,6.180679000000000087e+03
1.462049999999999955e+03,3.886800000000000182e+03,6.184551999999999680e+03
1.459349999999999909e+03,3.891898999999999887e+03,6.185520000000000437e+03
1.460099999999999909e+03,3.884849999999999909e+03,6.182858000000000175e+03
1.461750000000000000e+03,3.881550000000000182e+03,6.170271999999999935e+03
1.458599999999999909e+03,3.881398999999999887e+03,6.175356999999999971e+03
1.456650000000000091e+03,3.884398999999999887e+03,6.171967999999999847e+03
1.456650000000000091e+03,3.875849999999999909e+03,6.160837000000000444e+03
1.459949000000000069e+03,3.883349999999999909e+03,6.165192000000000007e+03
1.462199000000000069e+03,3.885449999999999818e+03,6.168581000000000131e+03
1.464750000000000000e+03,3.879449999999999818e+03,6.166645000000000437e+03
1.467299999999999955e+03,3.880500000000000000e+03,6.165676999999999680e+03
1.466099999999999909e+03,3.874800000000000182e+03,6.172935999999999694e+03
1.465650000000000091e+03,3.881099999999999909e+03,6.180679000000000087e+03
1.465349999999999909e+03,3.892349999999999909e+03,6.190845000000000255e+03
1.465799999999999955e+03,3.879000000000000000e+03,6.178985999999999876e+03
1.465349999999999909e+03,3.886500000000000000e+03,6.179469000000000051e+03
1.465799999999999955e+03,3.883500000000000000e+03,6.164466000000000349e+03
1.465199000000000069e+03,3.882148999999999887e+03,6.174631000000000313e+03
1.465349999999999909e+03,3.883050000000000182e+03,6.183583999999999833e+03
1.465349999999999909e+03,3.879750000000000000e+03,6.173177999999999884e+03
1.464900000000000091e+03,3.890699999999999818e+03,6.178018000000000029e+03
1.464000000000000000e+03,3.886199999999999818e+03,6.178743999999999687e+03
1.464299999999999955e+03,3.879898999999999887e+03,6.165918999999999869e+03
1.463250000000000000e+03,3.887398999999999887e+03,6.180679000000000087e+03
1.464000000000000000e+03,3.882449999999999818e+03,6.181407000000000153e+03
1.465799999999999955e+03,3.885148999999999887e+03,6.172694999999999709e+03
1.465199000000000069e+03,3.881699999999999818e+03,6.172935999999999694e+03
1.462500000000000000e+03,3.883500000000000000e+03,6.181890000000000327e+03
1.466699000000000069e+03,3.882300000000000182e+03,6.170030999999999949e+03
1.467599999999999909e+03,3.880349999999999909e+03,6.183342999999999847e+03
1.465349999999999909e+03,3.879148999999999887e+03,6.177047999999999774e+03
1.462949000000000069e+03,3.877050000000000182e+03,6.167854999999999563e+03
1.464449000000000069e+03,3.886050000000000182e+03,6.174872000000000298e+03
1.465500000000000000e+03,3.876000000000000000e+03,6.169546000000000276e+03
1.465799999999999955e+03,3.879449999999999818e+03,6.172453000000000429e+03
1.462949000000000069e+03,3.883800000000000182e+03,6.177289999999999964e+03
1.465500000000000000e+03,3.889949999999999818e+03,6.179952000000000226e+03
1.467000000000000000e+03,3.879449999999999818e+03,6.158658000000000357e+03
1.467750000000000000e+03,3.881699999999999818e+03,6.170030999999999949e+03
1.465199000000000069e+03,3.882750000000000000e+03,6.168095999999999549e+03
1.465949000000000069e+03,3.886349999999999909e+03,6.179229000000000269e+03
1.465799999999999955e+03,3.891898999999999887e+03,6.182615999999999985e+03
1.467150000000000091e+03,3.882148999999999887e+03,6.174872000000000298e+03
1.466549999999999955e+03,3.885599999999999909e+03,6.187698000000000320e+03
1.465799999999999955e+03,3.891148999999999887e+03,6.175599000000000160e+03
1.468199000000000069e+03,3.884699999999999818e+03,6.174386000000000422e+03
1.466849999999999909e+03,3.878099999999999909e+03,6.172453000000000429e+03
1.467299999999999955e+03,3.882000000000000000e+03,6.172210000000000036e+03
1.466549999999999955e+03,3.883349999999999909e+03,6.181407000000000153e+03
1.468650000000000091e+03,3.886349999999999909e+03,6.176324999999999818e+03
1.468349999999999909e+03,3.882750000000000000e+03,6.169546000000000276e+03
1.467599999999999909e+03,3.883050000000000182e+03,6.175356999999999971e+03
1.468049999999999955e+03,3.882599999999999909e+03,6.172694999999999709e+03
1.468049999999999955e+03,3.884250000000000000e+03,6.164951000000000022e+03
1.468349999999999909e+03,3.882300000000000182e+03,6.165676999999999680e+03
1.468349999999999909e+03,3.876300000000000182e+03,6.161561999999999898e+03
1.467150000000000091e+03,3.876599999999999909e+03,6.165434000000000196e+03
1.469099999999999909e+03,3.880349999999999909e+03,6.169546000000000276e+03
1.469400000000000091e+03,3.882000000000000000e+03,6.173177999999999884e+03
1.468049999999999955e+03,3.875699999999999818e+03,6.171000000000000000e+03
1.468349999999999909e+03,3.876599999999999909e+03,6.165434000000000196e+03
1.468049999999999955e+03,3.879449999999999818e+03,6.171484999999999673e+03
1.470299999999999955e+03,3.881250000000000000e+03,6.168095999999999549e+03
