time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,note
1781383970.877393,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.772200,3.75000,3.772200,+0.022200,nan,2.5600,2.5600,,-4.6500,0.0000,-560.7320,5899.4150,6241.6640,-560.7320,5899.4150,6241.6640,-86.6784,2565.5824,3796.0250,8606.7350,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383970.877393,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.774400,3.75000,3.774400,+0.024400,nan,2.5600,2.5600,,-4.6500,0.0004,-561.3330,5893.4070,6246.5040,-561.3330,5893.4070,6246.5040,-87.2794,2559.5744,3800.8650,8606.1695,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383970.886410,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.774600,3.75000,3.774600,+0.024600,nan,2.5600,2.5600,,-4.6500,0.0007,-563.1360,5896.4080,6249.4080,-563.1360,5896.4080,6249.4080,-89.0824,2562.5754,3803.7690,8610.4500,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383970.975302,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.772500,3.75000,3.772500,+0.022500,nan,2.5600,2.5600,,-4.6500,0.0092,-560.1310,5894.0050,6244.5700,-560.1310,5894.0050,6244.5700,-86.0774,2560.1724,3798.9310,8605.0971,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383971.064220,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.772500,3.75000,3.772500,+0.022500,nan,2.5600,2.5600,,-4.6500,0.0985,-565.5400,5898.2100,6240.6950,-565.5400,5898.2100,6240.6950,-91.4864,2564.3774,3795.0560,8605.5209,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383971.152028,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.773200,3.75000,3.773200,+0.023200,nan,2.5600,2.5600,,-4.6500,0.1868,-563.7370,5893.4070,6248.4400,-563.7370,5893.4070,6248.4400,-89.6834,2559.5744,3802.8010,8607.7319,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383971.240305,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.773900,3.75000,3.773900,+0.023900,nan,2.5600,2.5600,,-4.6500,0.2747,-558.9290,5891.6000,6251.3440,-558.9290,5891.6000,6251.3440,-84.8754,2557.7674,3805.7050,8608.2898,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383971.328318,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.772300,3.75000,3.772300,+0.022300,nan,2.5600,2.5600,,-4.6500,0.3632,-563.1360,5895.8080,6244.5700,-563.1360,5895.8080,6244.5700,-89.0824,2561.9754,3798.9310,8606.5283,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383971.417025,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.772700,3.75000,3.772700,+0.022700,nan,2.5600,2.5600,,-4.6500,0.4517,-563.1360,5898.8130,6251.3440,-563.1360,5898.8130,6251.3440,-89.0824,2564.9804,3805.7050,8613.5021,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383971.506121,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.773500,3.75000,3.773500,+0.023500,nan,2.5600,2.5600,,-4.6500,0.5401,-561.9340,5893.4070,6234.8870,-561.9340,5893.4070,6234.8870,-87.8804,2559.5744,3789.2480,8597.7806,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383971.594225,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.771200,3.75000,3.771200,+0.021200,nan,2.5600,2.5600,,-4.6500,0.6293,-561.9340,5900.6160,6243.6000,-561.9340,5900.6160,6243.6000,-87.8804,2566.7834,3797.9610,8609.0406,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383971.682351,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.770600,3.75000,3.770600,+0.020600,nan,2.5600,2.5600,,-4.6500,0.7170,-562.5350,5901.8210,6250.3750,-562.5350,5901.8210,6250.3750,-88.4814,2567.9884,3804.7360,8614.8200,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383971.771387,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.770900,3.75000,3.770900,+0.020900,nan,2.5600,2.5600,,-4.6500,0.8056,-560.7320,5897.0100,6248.4400,-560.7320,5897.0100,6248.4400,-86.6784,2563.1774,3802.8010,8610.0029,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383971.860523,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.772000,3.75000,3.772000,+0.022000,nan,2.5600,2.5600,,-4.6500,0.8940,-563.1360,5892.2020,6250.3750,-563.1360,5892.2020,6250.3750,-89.0824,2558.3694,3804.7360,8608.2724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383971.947541,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.772400,3.75000,3.772400,+0.022400,nan,2.5600,2.5600,,-4.6500,0.9832,-557.7270,5896.4080,6243.6000,-557.7270,5896.4080,6243.6000,-83.6734,2562.5754,3797.9610,8605.8833,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383972.036452,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.772300,3.75000,3.772300,+0.022300,nan,2.5600,2.5600,,-4.6500,1.0707,-558.3290,5897.6130,6244.5700,-558.3290,5897.6130,6244.5700,-84.2754,2563.7804,3798.9310,8607.4517,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383972.124685,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.769500,3.75000,3.769500,+0.019500,nan,2.5600,2.5600,,-4.6500,1.1591,-563.7370,5894.6070,6251.3440,-563.7370,5894.6070,6251.3440,-89.6834,2560.7744,3805.7050,8610.6616,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383972.212724,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.768500,3.75000,3.768500,+0.018500,nan,2.5600,2.5600,,-4.6500,1.2479,-557.7270,5901.2180,6243.6000,-557.7270,5901.2180,6243.6000,-83.6734,2567.3854,3797.9610,8609.1797,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383972.301781,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.769500,3.75000,3.769500,+0.019500,nan,2.5600,2.5600,,-4.6500,1.3361,-558.3290,5896.4080,6244.5700,-558.3290,5896.4080,6244.5700,-84.2754,2562.5754,3798.9310,8606.6261,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383972.390578,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.769500,3.75000,3.769500,+0.019500,nan,2.5600,2.5600,,-4.6500,1.4248,-561.9340,5898.2100,6247.4710,-561.9340,5898.2100,6247.4710,-87.8804,2564.3774,3801.8320,8610.2001,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781383972.478305,session_20260613_162917,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.769300,3.75000,3.769300,+0.019300,nan,2.5600,2.5600,,-4.6500,1.5132,-564.9390,5893.4070,6246.5040,-564.9390,5893.4070,6246.5040,-90.8854,2559.5744,3800.8650,8606.4054,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
