session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260613_150229,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,375,3.75000,3.568900,2.7700,0.2000,3.568900,3.596600,+0.027700,2.5800,2.6800,+0.1000,8636.5741,8907.8752,+271.3012,+0.0000,+162.2690,+221.6720,274.7175,2713.0118,1,0,1,weak_disp_split
session_20260613_150229,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,375,3.75000,3.591800,2.7300,0.2000,3.591800,3.582200,-0.009600,2.5400,2.6400,+0.1000,8622.7992,8896.7446,+273.9454,-1.8030,+166.4790,+219.7350,275.6846,2739.4541,1,0,1,weak_disp_split
session_20260613_150229,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,375,3.75000,3.595700,2.7500,0.2000,3.595700,3.589000,-0.006700,2.5600,2.6600,+0.1000,8616.7467,8890.7842,+274.0375,-2.4040,+164.0770,+222.1560,276.1889,2740.3750,1,0,1,weak_disp_split
