session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260618_191117,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,800,8.00000,7.999900,3.7900,0.0000,7.999900,8.030200,+0.030300,3.1300,3.2300,+0.1000,9356.6470,9678.3546,+321.7077,-25.2420,+28.8480,+320.4110,322.6958,3217.0765,1,1,1,strong
