trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.0000,1.060400,1028.3100,-2136.5540,8054.7280,268.9790,-3201.3393,3431.4009,8396.4830
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.0552,1.060100,1019.8960,-2143.1650,8055.6950,260.5650,-3207.9503,3432.3679,8398.0692
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.1429,1.060000,1022.9010,-2138.9580,8060.5360,263.5700,-3203.7433,3437.2089,8402.0062
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.2309,1.060100,1023.5020,-2143.1650,8048.9200,264.1710,-3207.9503,3425.5929,8392.0096
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.3191,1.060500,1027.7090,-2144.3670,8059.5700,268.3780,-3209.1523,3436.2429,8403.0449
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.4071,1.059700,1025.3050,-2141.3630,8052.7910,265.9740,-3206.1483,3429.4639,8395.4826
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.4950,1.062100,1021.6990,-2144.9680,8055.6950,262.3680,-3209.7533,3432.3679,8398.7486
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.5830,1.059100,1024.7040,-2140.1600,8055.6950,265.3730,-3204.9453,3432.3679,8397.8881
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.6711,1.058400,1024.1030,-2135.3510,8055.6950,264.7720,-3200.1363,3432.3679,8396.5905
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.7593,1.059200,1025.9060,-2134.1510,8058.6000,266.5750,-3198.9363,3435.2729,8399.2927
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.8471,1.056300,1023.5020,-2141.3630,8054.7280,264.1710,-3206.1483,3431.4009,8397.1206
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.9351,1.057400,1018.6940,-2140.1600,8052.7910,259.3630,-3204.9453,3429.4639,8394.3710
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.0232,1.056500,1021.6990,-2139.5580,8055.6950,262.3680,-3204.3433,3432.3679,8397.3686
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.1112,1.056400,1023.5020,-2143.7650,8048.9200,264.1710,-3208.5503,3425.5929,8392.1629
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.1991,1.056900,1023.5020,-2140.7610,8052.7910,264.1710,-3205.5463,3429.4639,8395.1091
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.2874,1.057600,1023.5020,-2137.1560,8058.6000,264.1710,-3201.9413,3435.2729,8399.7635
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.3755,1.060300,1020.4970,-2141.3630,8051.8240,261.1660,-3206.1483,3428.4969,8393.9692
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.4634,1.056600,1027.7090,-2140.7610,8051.8240,268.3780,-3205.5463,3428.4969,8394.6955
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.5515,1.055600,1028.9120,-2137.1560,8051.8240,269.5810,-3201.9413,3428.4969,8393.9243
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.6397,1.055500,1024.7040,-2138.9580,8051.8240,265.3730,-3203.7433,3428.4969,8393.8686
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.7277,1.055800,1024.1030,-2138.3580,8053.7600,264.7720,-3203.1433,3430.4329,8395.4995
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.8159,1.053900,1029.5120,-2141.3630,8060.5360,270.1810,-3206.1483,3437.2089,8403.4262
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.9038,1.054000,1024.7040,-2141.3630,8054.7280,265.3730,-3206.1483,3431.4009,8397.2672
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.9919,1.056300,1019.8960,-2132.9490,8057.6320,260.5650,-3197.7343,3434.3049,8397.3265
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.0800,1.054300,1017.4920,-2143.7650,8053.7600,258.1610,-3208.5503,3430.4329,8396.0746
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.1680,1.054900,1026.5070,-2139.5580,8049.8900,267.1760,-3204.3433,3426.5629,8392.3867
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.2559,1.058300,1027.7090,-2141.9630,8051.8240,268.3780,-3206.7483,3428.4969,8395.0021
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.3440,1.054400,1022.9010,-2141.3630,8056.6640,263.5700,-3206.1483,3433.3369,8398.9045
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.4320,1.052600,1019.2950,-2136.5540,8057.6320,259.9640,-3201.3393,3434.3049,8398.1700
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.5201,1.055300,1022.3000,-2132.9490,8052.7910,262.9690,-3197.7343,3429.4639,8392.9739
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.6081,1.053700,1016.8910,-2137.7560,8055.6950,257.5600,-3202.5413,3432.3679,8396.3260
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.6961,1.053400,1020.4970,-2138.3580,8050.8560,261.1660,-3203.1433,3427.5289,8392.2745
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.7842,1.053100,1022.3000,-2141.3630,8054.7280,262.9690,-3206.1483,3431.4009,8396.9742
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.8721,1.053200,1028.9120,-2137.1560,8053.7600,269.5810,-3201.9413,3430.4329,8395.7814
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.9602,1.053500,1024.1030,-2134.7510,8056.6640,264.7720,-3199.5363,3433.3369,8397.3677
2,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.0483,1.052300,1023.5020,-2138.3580,8060.5360,264.1710,-3203.1433,3437.2089,8401.9267
