trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.0000,1.029200,1001.8660,-2310.2430,7832.0880,242.5350,-3375.0283,3208.7609,8226.9411
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.0539,1.029800,998.2600,-2309.6410,7824.3440,238.9290,-3374.4263,3201.0169,8218.9612
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.1420,1.028900,1000.0630,-2312.0460,7827.2480,240.7320,-3376.8313,3203.9209,8222.6209
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.2301,1.028200,1002.4670,-2312.0460,7822.4080,243.1360,-3376.8313,3199.0809,8218.3066
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.3179,1.028100,995.8560,-2307.8390,7833.0560,236.5250,-3372.6243,3209.7289,8226.4583
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.4059,1.026800,1000.6640,-2312.6480,7823.3750,241.3330,-3377.4333,3200.0479,8219.1767
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.4939,1.025600,1001.8660,-2312.0460,7830.1520,242.5350,-3376.8313,3206.8249,8225.6047
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.5819,1.026700,1001.2650,-2310.8430,7833.0560,241.9340,-3375.6283,3209.7289,8227.9580
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.6707,1.027300,1001.2650,-2309.0410,7826.2800,241.9340,-3373.8263,3202.9529,8221.0012
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.7581,1.028000,997.0580,-2306.6360,7831.1190,237.7270,-3371.4213,3207.7919,8224.4221
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.8460,1.027700,1001.2650,-2312.0460,7832.0880,241.9340,-3376.8313,3208.7609,8227.3745
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.9341,1.026000,1003.0680,-2310.2430,7824.3440,243.7370,-3375.0283,3201.0169,8219.7158
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.0221,1.025900,997.0580,-2308.4410,7836.9280,237.7270,-3373.2263,3213.6009,8230.4596
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.1101,1.024800,1003.0680,-2310.8430,7830.1520,243.7370,-3375.6283,3206.8249,8225.4131
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.1982,1.025300,997.6590,-2312.6480,7831.1190,238.3280,-3377.4333,3207.7919,8226.1831
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.2862,1.025300,999.4620,-2316.2530,7830.1520,240.1310,-3381.0383,3206.8249,8226.4958
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.3744,1.024200,1000.6640,-2310.8430,7832.0880,241.3330,-3375.6283,3208.7609,8226.9634
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.4623,1.024000,1005.4720,-2305.4340,7826.2800,246.1410,-3370.2193,3202.9529,8220.5023
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.5503,1.025400,1001.8660,-2312.0460,7821.4400,242.5350,-3376.8313,3198.1129,8217.3120
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.6385,1.024800,997.0580,-2309.0410,7832.0880,237.7270,-3373.8263,3208.7609,8226.0195
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.7267,1.026300,992.2500,-2306.0360,7826.2800,232.9190,-3370.8213,3202.9529,8219.0645
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.8144,1.025500,1003.0680,-2311.4450,7830.1520,243.7370,-3376.2303,3206.8249,8225.5823
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.9024,1.025200,998.8610,-2311.4450,7827.2480,239.5300,-3376.2303,3203.9209,8222.3058
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.9903,1.026600,1003.6690,-2310.8430,7828.2160,244.3380,-3375.6283,3204.8889,8223.6435
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.0783,1.027900,995.8560,-2316.8540,7834.0230,236.5250,-3381.6393,3210.6959,8229.9124
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.1665,1.026200,1000.0630,-2313.2480,7827.2480,240.7320,-3378.0333,3203.9209,8222.9589
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.2545,1.025500,1001.8660,-2313.8490,7829.1840,242.5350,-3378.6343,3205.8569,8225.1903
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.3427,1.024900,1005.4720,-2310.8430,7830.1520,246.1410,-3375.6283,3206.8249,8225.7066
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.4305,1.024000,999.4620,-2314.4500,7825.3120,240.1310,-3379.2353,3201.9849,8221.3813
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.5188,1.023400,1008.4770,-2310.2430,7826.2800,249.1460,-3375.0283,3202.9529,8222.2203
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.6068,1.022400,1000.0630,-2314.4500,7833.0560,240.7320,-3379.2353,3209.7289,8228.8256
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.6948,1.021000,1002.4670,-2315.0500,7825.3120,243.1360,-3379.8353,3201.9849,8221.9161
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.7830,1.021000,1001.8660,-2310.8430,7828.2160,242.5350,-3375.6283,3204.8889,8223.4237
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.8709,1.020800,1001.8660,-2309.0410,7832.0880,242.5350,-3373.8263,3208.7609,8226.6037
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,2.9591,1.022600,1003.0680,-2314.4500,7827.2480,243.7370,-3379.2353,3203.9209,8223.6631
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.0471,1.022700,996.4570,-2311.4450,7829.1840,237.1260,-3376.2303,3205.8569,8223.8572
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.1350,1.022500,998.2600,-2304.2340,7829.1840,238.9290,-3369.0193,3205.8569,8222.0520
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.2230,1.023700,998.8610,-2309.6410,7824.3440,239.5300,-3374.4263,3201.0169,8219.0342
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.3111,1.021800,992.8510,-2312.0460,7831.1190,233.5200,-3376.8313,3207.7919,8225.4322
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.3991,1.020500,1003.6690,-2315.0500,7823.3750,244.3380,-3379.8353,3200.0479,8220.2192
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.4872,1.021000,1003.6690,-2310.8430,7825.3120,244.3380,-3375.6283,3201.9849,8220.8792
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.5752,1.020400,999.4620,-2307.8390,7823.3750,240.1310,-3372.6243,3200.0479,8217.6786
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.6633,1.022000,1000.0630,-2310.8430,7827.2480,240.7320,-3375.6283,3203.9209,8222.2827
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.7512,1.019800,994.6540,-2311.4450,7826.2800,235.3230,-3376.2303,3202.9529,8220.8742
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.8393,1.020500,998.2600,-2307.8390,7817.5700,238.9290,-3372.6243,3194.2429,8212.0061
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,3.9273,1.022200,1001.2650,-2312.6480,7816.6000,241.9340,-3377.4333,3193.2729,8212.8015
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.0152,1.020300,1000.6640,-2312.6480,7831.1190,241.3330,-3377.4333,3207.7919,8226.5481
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.1033,1.019500,1001.8660,-2310.2430,7828.2160,242.5350,-3375.0283,3204.8889,8223.2551
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.1913,1.019800,1000.0630,-2310.2430,7826.2800,240.7320,-3375.0283,3202.9529,8221.1926
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.2793,1.019800,996.4570,-2311.4450,7829.1840,237.1260,-3376.2303,3205.8569,8223.8572
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.3675,1.019200,1001.2650,-2306.6360,7826.2800,241.9340,-3371.4213,3202.9529,8220.3260
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.4554,1.019400,999.4620,-2309.0410,7829.1840,240.1310,-3373.8263,3205.8569,8223.5465
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.5436,1.018700,999.4620,-2313.2480,7824.3440,240.1310,-3378.0333,3201.0169,8220.1216
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.6314,1.018900,1003.0680,-2310.8430,7834.0230,243.7370,-3375.6283,3210.6959,8229.0982
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.7195,1.020400,995.8560,-2313.8490,7823.3750,236.5250,-3378.6343,3200.0479,8218.9308
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.8076,1.021000,1007.2750,-2311.4450,7825.3120,247.9440,-3376.2303,3201.9849,8221.4895
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.8959,1.019600,999.4620,-2304.2340,7828.2160,240.1310,-3369.0193,3204.8889,8221.2763
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,4.9838,1.017900,1001.8660,-2315.0500,7826.2800,242.5350,-3379.8353,3202.9529,8222.7642
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,5.0721,1.018700,1004.8710,-2311.4450,7829.1840,245.5400,-3376.2303,3205.8569,8224.8809
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,5.1601,1.018700,1002.4670,-2312.6480,7831.1190,243.1360,-3377.4333,3207.7919,8226.7676
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,5.2478,1.017800,1001.8660,-2313.2480,7821.4400,242.5350,-3378.0333,3198.1129,8217.6502
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,5.3360,1.019400,996.4570,-2307.8390,7832.0880,237.1260,-3372.6243,3208.7609,8225.6094
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,5.4252,1.018200,998.2600,-2307.8390,7827.2480,238.9290,-3372.6243,3203.9209,8221.2198
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,5.5119,1.017800,1003.0680,-2307.8390,7823.3750,243.7370,-3372.6243,3200.0479,8218.1180
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,5.6000,1.018500,998.2600,-2310.2430,7828.2160,238.9290,-3375.0283,3204.8889,8222.8165
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,5.6880,1.019900,1006.6740,-2310.8430,7829.1840,247.3430,-3375.6283,3205.8569,8224.9322
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,5.7766,1.019300,1000.0630,-2307.8390,7825.3120,240.7320,-3372.6243,3201.9849,8219.5958
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,5.8641,1.017100,1004.2700,-2316.2530,7817.5700,244.9390,-3381.0383,3194.2429,8215.1072
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,5.9522,1.020800,997.6590,-2307.8390,7825.3120,238.3280,-3372.6243,3201.9849,8219.3036
