time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,note
1782234543.338384,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.559300,7.50000,7.559300,+0.059300,nan,2.9800,2.9800,,-4.9800,0.0000,-627.4440,1730.8790,9003.3700,-627.4440,1730.8790,9003.3700,-202.5380,-197.9320,5756.7879,9189.6844,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234543.339396,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.560600,7.50000,7.560600,+0.060600,nan,2.9800,2.9800,,-4.9800,0.0006,-626.8420,1726.6720,8997.5620,-626.8420,1726.6720,8997.5620,-201.9360,-202.1390,5750.9799,9183.1612,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234543.347865,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.558800,7.50000,7.558800,+0.058800,nan,2.9800,2.9800,,-4.9800,0.0011,-622.6350,1729.6770,8980.1430,-622.6350,1729.6770,8980.1430,-197.7290,-199.1340,5733.5609,9166.3747,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234543.436293,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.556500,7.50000,7.556500,+0.056500,nan,2.9800,2.9800,,-4.9800,0.0101,-629.2470,1724.2680,8984.0100,-629.2470,1724.2680,8984.0100,-204.3410,-204.5430,5737.4279,9169.5958,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234543.525200,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.558000,7.50000,7.558000,+0.058000,nan,2.9800,2.9800,,-4.9800,0.0987,-627.4440,1726.0710,8996.5920,-627.4440,1726.0710,8996.5920,-202.5380,-202.7400,5750.0099,9182.1389,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234543.613139,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.558600,7.50000,7.558600,+0.058600,nan,2.9800,2.9800,,-4.9800,0.1870,-624.4380,1729.0760,8998.5280,-624.4380,1729.0760,8998.5280,-199.5320,-199.7350,5751.9459,9184.3962,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234543.702225,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.559300,7.50000,7.559300,+0.059300,nan,2.9800,2.9800,,-4.9800,0.2756,-619.6300,1732.0810,9000.4690,-619.6300,1732.0810,9000.4690,-194.7240,-196.7300,5753.8869,9186.5384,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234543.790414,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.559200,7.50000,7.559200,+0.059200,nan,2.9800,2.9800,,-4.9800,0.3639,-623.2360,1730.8790,8994.6560,-623.2360,1730.8790,8994.6560,-198.3300,-197.9320,5748.0739,9180.8606,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234543.878944,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.559900,7.50000,7.559900,+0.059900,nan,2.9800,2.9800,,-4.9800,0.4524,-624.4380,1724.8690,9005.3060,-624.4380,1724.8690,9005.3060,-199.5320,-203.9420,5758.7239,9190.2466,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234543.967056,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.559700,7.50000,7.559700,+0.059700,nan,2.9800,2.9800,,-4.9800,0.5408,-622.0340,1726.0710,8990.7830,-622.0340,1726.0710,8990.7830,-197.1280,-202.7400,5744.2009,9176.0790,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234544.055429,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.559400,7.50000,7.559400,+0.059400,nan,2.9800,2.9800,,-4.9800,0.6294,-621.4330,1726.0710,9001.4340,-621.4330,1726.0710,9001.4340,-196.5270,-202.7400,5754.8519,9186.4745,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234544.144540,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.558100,7.50000,7.558100,+0.058100,nan,2.9800,2.9800,,-4.9800,0.7177,-627.4440,1727.2730,8996.5920,-627.4440,1727.2730,8996.5920,-202.5380,-201.5380,5750.0099,9182.3649,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234544.232484,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.556900,7.50000,7.556900,+0.056900,nan,2.9800,2.9800,,-4.9800,0.8061,-620.8320,1723.6670,8997.5620,-620.8320,1723.6670,8997.5620,-195.9260,-205.1440,5750.9799,9182.1883,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234544.320709,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.557200,7.50000,7.557200,+0.057200,nan,2.9800,2.9800,,-4.9800,0.8945,-621.4330,1727.2730,9007.2370,-621.4330,1727.2730,9007.2370,-196.5270,-201.5380,5760.6549,9192.3865,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234544.409515,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.559500,7.50000,7.559500,+0.059500,nan,2.9800,2.9800,,-4.9800,0.9829,-623.8370,1730.2780,8995.6260,-623.8370,1730.2780,8995.6260,-198.9310,-198.5330,5749.0439,9181.7385,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234544.497929,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.559200,7.50000,7.559200,+0.059200,nan,2.9800,2.9800,,-4.9800,1.0715,-620.8320,1731.4800,8989.8180,-620.8320,1731.4800,8989.8180,-195.9260,-197.3310,5743.2359,9176.0712,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234544.586150,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.560000,7.50000,7.560000,+0.060000,nan,2.9800,2.9800,,-4.9800,1.1602,-622.0340,1728.4750,8995.6260,-622.0340,1728.4750,8995.6260,-197.1280,-200.3360,5749.0439,9181.2766,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234544.675209,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.558700,7.50000,7.558700,+0.058700,nan,2.9800,2.9800,,-4.9800,1.2485,-623.2360,1730.2780,8992.7190,-623.2360,1730.2780,8992.7190,-198.3300,-198.5330,5746.1369,9178.8496,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234544.763559,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.560300,7.50000,7.560300,+0.060300,nan,2.9800,2.9800,,-4.9800,1.3371,-620.2310,1723.6670,8989.8180,-620.2310,1723.6670,8989.8180,-195.3250,-205.1440,5743.2359,9174.5595,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234544.939993,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.557700,7.50000,7.557700,+0.057700,nan,2.9800,2.9800,,-4.9800,1.4256,-622.0340,1724.8690,8988.8480,-622.0340,1724.8690,8988.8480,-197.1280,-203.9420,5742.2659,9173.9570,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234545.029236,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.557800,7.50000,7.557800,+0.057800,nan,2.9800,2.9800,,-4.9800,1.6024,-626.2410,1724.8690,8984.9760,-626.2410,1724.8690,8984.9760,-201.3350,-203.9420,5738.3939,9170.4495,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234545.117427,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.559700,7.50000,7.559700,+0.059700,nan,2.9800,2.9800,,-4.9800,1.6911,-622.6350,1726.0710,8991.7490,-622.6350,1726.0710,8991.7490,-197.7290,-202.7400,5745.1669,9177.0663,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234545.205077,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.559100,7.50000,7.559100,+0.059100,nan,2.9800,2.9800,,-4.9800,1.7792,-622.6350,1726.0710,8992.7190,-622.6350,1726.0710,8992.7190,-197.7290,-202.7400,5746.1369,9178.0167,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234545.294388,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.559700,7.50000,7.559700,+0.059700,nan,2.9800,2.9800,,-4.9800,1.8678,-626.2410,1720.0610,8998.5280,-626.2410,1720.0610,8998.5280,-201.3350,-208.7500,5751.9459,9182.8260,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234545.382816,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.561100,7.50000,7.561100,+0.061100,nan,2.9800,2.9800,,-4.9800,1.9562,-624.4380,1725.4700,8992.7190,-624.4380,1725.4700,8992.7190,-199.5320,-203.3410,5746.1369,9178.0262,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234545.471166,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.561500,7.50000,7.561500,+0.061500,nan,2.9800,2.9800,,-4.9800,2.0448,-620.8320,1725.4700,8993.6900,-620.8320,1725.4700,8993.6900,-195.9260,-203.3410,5747.1079,9178.7330,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1782234545.559247,session_20260623_130309,1,1,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,750,7.50000,7.560000,7.50000,7.560000,+0.060000,nan,2.9800,2.9800,,-4.9800,2.1331,-623.8370,1730.2780,8992.7190,-623.8370,1730.2780,8992.7190,-198.9310,-198.5330,5746.1369,9178.8904,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
