time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780362642.663812,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.713700,1.80000,1.713700,-0.086300,4.9000,4.3000,4.3000,,-7.8900,0.0000,-1104.6380,12448.5110,170.3680,-1104.6380,12448.5110,170.3680,-682.7607,6686.9986,-136.4114,12498.5870,,,
1780362642.664814,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.714500,1.80000,1.714500,-0.085500,4.9000,4.3000,4.3000,,-7.8900,0.0006,-1109.4450,12455.7170,170.3680,-1109.4450,12455.7170,170.3680,-687.5677,6694.2046,-136.4114,12506.1896,,,
1780362642.666945,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712500,1.80000,1.712500,-0.087500,4.9000,4.3000,4.3000,,-7.8900,0.0009,-1105.2380,12460.5280,166.4960,-1105.2380,12460.5280,166.4960,-683.3607,6699.0156,-140.2834,12510.5567,,,
1780362642.755619,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.714000,1.80000,1.714000,-0.086000,4.9000,4.3000,4.3000,,-7.8900,0.0039,-1103.4350,12455.7170,182.9510,-1103.4350,12455.7170,182.9510,-681.5577,6694.2046,-123.8284,12505.8357,,,
1780362642.844036,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712000,1.80000,1.712000,-0.088000,4.9000,4.3000,4.3000,,-7.8900,0.0921,-1103.4350,12444.9060,177.1440,-1103.4350,12444.9060,177.1440,-681.5577,6683.3936,-129.6354,12494.9844,,,
1780362642.931797,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.713100,1.80000,1.713100,-0.086900,4.9000,4.3000,4.3000,,-7.8900,0.1805,-1104.0370,12450.9110,172.3040,-1104.0370,12450.9110,172.3040,-682.1597,6689.3986,-134.4754,12500.9508,,,
1780362643.019904,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.713700,1.80000,1.713700,-0.086300,4.9000,4.3000,4.3000,,-7.8900,0.2682,-1103.4350,12465.3380,168.4320,-1103.4350,12465.3380,168.4320,-681.5577,6703.8256,-138.3474,12515.2143,,,
1780362643.107786,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.713400,1.80000,1.713400,-0.086600,4.9000,4.3000,4.3000,,-7.8900,0.3562,-1108.8450,12470.7510,165.5280,-1108.8450,12470.7510,165.5280,-686.9677,6709.2386,-141.2514,12521.0450,,,
1780362643.196058,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.715300,1.80000,1.715300,-0.084700,4.9000,4.3000,4.3000,,-7.8900,0.4443,-1101.0310,12449.1090,172.3040,-1101.0310,12449.1090,172.3040,-679.1537,6687.5966,-134.4754,12498.8909,,,
1780362643.284144,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.714800,1.80000,1.714800,-0.085200,4.9000,4.3000,4.3000,,-7.8900,0.5325,-1107.6420,12461.7330,176.1760,-1107.6420,12461.7330,176.1760,-685.7647,6700.2206,-130.6034,12512.1021,,,
1780362643.372510,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.711100,1.80000,1.711100,-0.088900,4.9000,4.3000,4.3000,,-7.8900,0.6206,-1102.2330,12437.6950,170.3680,-1102.2330,12437.6950,170.3680,-680.3557,6676.1826,-136.4114,12487.6018,,,
1780362643.460335,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.711500,1.80000,1.711500,-0.088500,4.9000,4.3000,4.3000,,-7.8900,0.7087,-1102.8340,12459.9250,175.2080,-1102.8340,12459.9250,175.2080,-680.9567,6698.4126,-131.5714,12509.8630,,,
1780362643.548555,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712000,1.80000,1.712000,-0.088000,4.9000,4.3000,4.3000,,-7.8900,0.7970,-1107.6420,12444.3030,172.3040,-1107.6420,12444.3030,172.3040,-685.7647,6682.7906,-134.4754,12494.6883,,,
1780362643.636541,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.711400,1.80000,1.711400,-0.088600,4.9000,4.3000,4.3000,,-7.8900,0.8849,-1102.2330,12452.1120,173.2710,-1102.2330,12452.1120,173.2710,-680.3557,6690.5996,-133.5084,12502.0012,,,
1780362643.724633,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.711600,1.80000,1.711600,-0.088400,4.9000,4.3000,4.3000,,-7.8900,0.9731,-1101.0310,12452.1120,172.3040,-1101.0310,12452.1120,172.3040,-679.1537,6690.5996,-134.4754,12501.8819,,,
1780362643.812664,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712000,1.80000,1.712000,-0.088000,4.9000,4.3000,4.3000,,-7.8900,1.0611,-1098.0260,12453.9200,175.2080,-1098.0260,12453.9200,175.2080,-676.1487,6692.4076,-131.5714,12503.4588,,,
1780362643.900255,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712700,1.80000,1.712700,-0.087300,4.9000,4.3000,4.3000,,-7.8900,1.1493,-1104.0370,12442.5010,178.1120,-1104.0370,12442.5010,178.1120,-682.1597,6680.9886,-128.6674,12492.6560,,,
1780362643.988127,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.711300,1.80000,1.711300,-0.088700,4.9000,4.3000,4.3000,,-7.8900,1.2372,-1108.8450,12457.5250,168.4320,-1108.8450,12457.5250,168.4320,-686.9677,6696.0126,-138.3474,12507.9109,,,
1780362644.077162,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.709000,1.80000,1.709000,-0.091000,4.9000,4.3000,4.3000,,-7.8900,1.3252,-1105.2380,12451.5140,173.2710,-1105.2380,12451.5140,173.2710,-683.3607,6690.0016,-133.5084,12501.6709,,,
1780362644.164686,session_20260601_210151,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.709500,1.80000,1.709500,-0.090500,4.9000,4.3000,4.3000,,-7.8900,1.4136,-1104.0370,12471.9460,169.3990,-1104.0370,12471.9460,169.3990,-682.1597,6710.4336,-137.3804,12521.8621,,,
