trial,hold_label,phase,control_mode,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,200,holding,force_hold,2.00000,1.970400,-0.029600,4.6400,-8.0300,65.4031,down,4.6600,-0.0200,-1000.6640,12247.1730,560.4720,-667.4144,6879.1258,179.4879,12300.7603
1,200,holding,force_hold,2.00000,1.969700,-0.030300,4.6600,-8.0500,69.5560,down,4.6800,-0.0200,-1001.2650,12260.9970,561.4400,-668.0154,6892.9498,180.4559,12314.6171
1,200,holding,force_hold,2.00000,1.968200,-0.031800,4.6800,-8.0700,73.6974,down,4.7000,-0.0200,-1004.2700,12261.5990,553.6960,-671.0204,6893.5518,172.7119,12315.1105
1,200,holding,force_hold,2.00000,1.968400,-0.031600,4.7000,-8.0900,77.8460,down,4.7200,-0.0200,-1004.2700,12265.8070,552.7280,-671.0204,6897.7598,171.7439,12319.2568
1,200,holding,force_hold,2.00000,1.968000,-0.032000,4.7200,-8.1100,82.0040,down,4.7200,0.0000,-1004.8710,12247.7750,556.5990,-671.6214,6879.7278,175.6149,12301.5268
1,200,holding,force_hold,2.00000,1.968000,-0.032000,4.7200,-8.1100,86.1391,down,4.7400,-0.0200,-1006.6740,12247.1730,552.7280,-673.4244,6879.1258,171.7439,12300.9003
1,200,holding,force_hold,2.00000,1.967900,-0.032100,4.7400,-8.1300,90.2802,down,4.7600,-0.0200,-999.4620,12267.0080,560.4720,-666.2124,6898.9608,179.4879,12320.4115
1,200,holding,force_hold,2.00000,1.968200,-0.031800,4.7600,-8.1500,94.4362,down,4.7800,-0.0200,-1006.0730,12251.3810,554.6640,-672.8234,6883.3338,173.6799,12305.1279
1,200,holding,force_hold,2.00000,1.969200,-0.030800,4.7800,-8.1700,98.5649,down,4.8000,-0.0200,-1008.4770,12260.3990,558.5360,-675.2274,6892.3518,177.5519,12314.4781
1,200,holding,force_hold,2.00000,1.968100,-0.031900,4.8000,-8.1900,102.7193,down,4.8300,-0.0300,-1002.4670,12263.4020,557.5680,-669.2174,6895.3548,176.5839,12316.9335
1,200,holding,force_hold,2.00000,1.966800,-0.033200,4.8300,-8.2200,106.8850,down,4.8400,-0.0100,-1009.0780,12262.8000,553.6960,-675.8284,6894.7528,172.7119,12316.6993
1,200,holding,force_hold,2.00000,1.966500,-0.033500,4.8400,-8.2300,111.0250,down,4.8700,-0.0300,-1000.6640,12262.8000,553.6960,-667.4144,6894.7528,172.7119,12316.0128
1,200,holding,force_hold,2.00000,1.966500,-0.033500,4.8700,-8.2600,115.1864,down,4.8800,-0.0100,-1007.2750,12252.5810,555.6310,-674.0254,6884.5338,174.6469,12306.4646
1,200,holding,force_hold,2.00000,1.968300,-0.031700,4.8800,-8.2700,119.3461,down,4.8800,0.0000,-1001.2650,12257.3910,556.5990,-668.0154,6889.3438,175.6149,12310.8070
1,200,holding,force_hold,2.00000,1.969900,-0.030100,4.8800,-8.2700,123.4949,down,4.9100,-0.0300,-1006.6740,12260.9970,555.6310,-673.4244,6892.9498,174.6469,12314.7946
1,200,holding,force_hold,2.00000,1.989800,-0.010200,4.9100,-8.3000,127.6499,down,4.9200,-0.0100,-1005.4720,12265.2000,560.4720,-672.2224,6897.1528,179.4879,12319.1004
1,200,holding,force_hold,2.00000,2.036800,0.036800,4.9200,-8.3100,131.8064,down,4.9500,-0.0300,-1000.0630,12264.0000,562.4080,-666.8134,6895.9528,181.4239,12317.5535
1,200,holding,force_hold,2.00000,2.041200,0.041200,4.9500,-8.3400,135.9382,down,4.9600,-0.0100,-1006.0730,12261.5990,550.7920,-672.8234,6893.5518,169.8079,12315.1275
1,200,holding,force_hold,2.00000,2.039900,0.039900,4.9600,-8.3500,140.0690,none,4.9600,0.0000,-1004.8710,12269.4080,550.7920,-671.6214,6901.3608,169.8079,12322.8045
1,200,holding,force_hold,2.00000,2.036600,0.036600,4.9600,-8.3500,140.0694,none,4.9600,0.0000,-1007.8760,12255.5890,554.6640,-674.6264,6887.5418,173.6799,12309.4650
1,200,holding,force_hold,2.00000,2.034300,0.034300,4.9600,-8.3500,140.0697,none,4.9600,0.0000,-1006.6740,12257.9940,548.8560,-673.4244,6889.9468,167.8719,12311.5008
1,200,holding,force_hold,2.00000,2.033200,0.033200,4.9600,-8.3500,140.0699,none,4.9600,0.0000,-1006.6740,12264.0000,550.7920,-673.4244,6895.9528,169.8079,12317.5671
1,200,holding,force_hold,2.00000,2.030700,0.030700,4.9600,-8.3500,140.0702,none,4.9600,0.0000,-1002.4670,12263.4020,558.5360,-669.2174,6895.3548,177.5519,12316.9774
1,200,holding,force_hold,2.00000,2.028300,0.028300,4.9600,-8.3500,140.0705,none,4.9600,0.0000,-1004.2700,12247.1730,551.7600,-671.0204,6879.1258,170.7759,12300.6603
1,200,holding,force_hold,2.00000,2.028400,0.028400,4.9600,-8.3500,140.0707,none,4.9600,0.0000,-1004.2700,12248.9760,564.3440,-671.0204,6880.9288,183.3599,12303.0263
1,200,holding,force_hold,2.00000,2.029000,0.029000,4.9600,-8.3500,140.0710,none,4.9600,0.0000,-1005.4720,12253.1840,556.5990,-672.2224,6885.1368,175.6149,12306.9612
1,200,holding,force_hold,2.00000,2.027300,0.027300,4.9600,-8.3500,140.0712,none,4.9600,0.0000,-1000.0630,12256.1910,558.5360,-666.8134,6888.1438,177.5519,12309.6022
1,200,holding,force_hold,2.00000,2.027100,0.027100,4.9600,-8.3500,140.0715,none,4.9600,0.0000,-1007.2750,12250.1810,550.7920,-674.0254,6882.1338,169.8079,12303.8575
1,200,holding,force_hold,2.00000,2.028000,0.028000,4.9600,-8.3500,140.0718,none,4.9600,0.0000,-1006.6740,12247.1730,551.7600,-673.4244,6879.1258,170.7759,12300.8568
1,200,holding,force_hold,2.00000,2.028000,0.028000,4.9600,-8.3500,140.0720,none,4.9600,0.0000,-1004.2700,12247.7750,553.6960,-671.0204,6879.7278,172.7119,12301.3467
1,200,holding,force_hold,2.00000,2.025800,0.025800,4.9600,-8.3500,140.0723,none,4.9600,0.0000,-1008.4770,12248.3730,559.5030,-675.2274,6880.3258,178.5189,12302.5489
1,200,holding,force_hold,2.00000,2.023400,0.023400,4.9600,-8.3500,140.0725,none,4.9600,0.0000,-1006.6740,12250.7830,557.5680,-673.4244,6882.7358,176.5839,12304.7129
1,200,holding,force_hold,2.00000,2.022600,0.022600,4.9600,-8.3500,140.0728,none,4.9600,0.0000,-1004.2700,12256.1910,551.7600,-671.0204,6888.1438,170.7759,12309.6391
1,200,holding,force_hold,2.00000,2.022800,0.022800,4.9600,-8.3500,140.0730,none,4.9600,0.0000,-1004.2700,12251.3810,553.6960,-671.0204,6883.3338,172.7119,12304.9370
1,200,holding,force_hold,2.00000,2.021800,0.021800,4.9600,-8.3500,140.0733,none,4.9600,0.0000,-1006.0730,12262.8000,553.6960,-672.8234,6894.7528,172.7119,12316.4535
1,200,holding,force_hold,2.00000,2.021500,0.021500,4.9600,-8.3500,140.0736,none,4.9600,0.0000,-1006.0730,12268.8150,556.5990,-672.8234,6900.7678,175.6149,12322.5731
1,200,holding,force_hold,2.00000,2.020600,0.020600,4.9600,-8.3500,140.0738,none,4.9600,0.0000,-1004.2700,12252.5810,561.4400,-671.0204,6884.5338,180.4559,12306.4826
1,200,holding,force_hold,2.00000,2.021200,0.021200,4.9600,-8.3500,140.0741,none,4.9600,0.0000,-1003.6690,12262.2020,558.5360,-670.4194,6894.1548,177.5519,12315.8805
1,200,holding,force_hold,2.00000,2.019100,0.019100,4.9600,-8.3500,140.0743,none,4.9600,0.0000,-1006.6740,12258.5920,545.9520,-673.4244,6890.5448,164.9679,12311.9671
1,200,holding,force_hold,2.00000,2.019900,0.019900,4.9600,-8.3500,140.0746,none,4.9600,0.0000,-1007.8760,12272.4160,550.7920,-674.6264,6904.3688,169.8079,12326.0448
1,200,holding,force_hold,2.00000,2.019800,0.019800,4.9600,-8.3500,140.0748,none,4.9600,0.0000,-1001.8660,12254.9860,561.4400,-668.6164,6886.9388,180.4559,12308.6812
1,200,holding,force_hold,2.00000,2.019200,0.019200,4.9600,-8.3500,140.0751,none,4.9600,0.0000,-1001.8660,12257.3910,552.7280,-668.6164,6889.3438,171.7439,12310.6815
1,200,holding,force_hold,2.00000,2.017800,0.017800,4.9600,-8.3500,140.0753,none,4.9600,0.0000,-1003.0680,12249.5780,554.6640,-669.8184,6881.5308,173.6799,12303.0874
1,200,holding,force_hold,2.00000,2.017800,0.017800,4.9600,-8.3500,140.0756,none,4.9600,0.0000,-1003.0680,12248.3730,549.8240,-669.8184,6880.3258,168.8399,12301.6703
1,200,holding,force_hold,2.00000,2.017600,0.017600,4.9600,-8.3500,140.0758,none,4.9600,0.0000,-1006.0730,12253.1840,560.4720,-672.8234,6885.1368,179.4879,12307.1861
1,200,holding,force_hold,2.00000,2.018500,0.018500,4.9600,-8.3500,140.0761,none,4.9600,0.0000,-1003.0680,12255.5890,554.6640,-669.8184,6887.5418,173.6799,12309.0722
1,200,holding,force_hold,2.00000,2.017700,0.017700,4.9600,-8.3500,140.0763,none,4.9600,0.0000,-1010.2800,12245.9730,550.7920,-677.0304,6877.9258,169.8079,12299.9143
1,200,holding,force_hold,2.00000,2.016000,0.016000,4.9600,-8.3500,140.0766,none,4.9600,0.0000,-1001.2650,12242.9700,546.9190,-668.0154,6874.9228,165.9349,12296.0142
1,200,holding,force_hold,2.00000,2.015900,0.015900,4.9600,-8.3500,140.0770,none,4.9600,0.0000,-1001.8660,12260.3990,551.7600,-668.6164,6892.3518,170.7759,12313.6330
1,200,holding,force_hold,2.00000,2.016700,0.016700,4.9600,-8.3500,140.0772,none,4.9600,0.0000,-1005.4720,12262.2020,551.7600,-672.2224,6894.1548,170.7759,12315.7221
1,200,holding,force_hold,2.00000,2.015200,0.015200,4.9600,-8.3500,140.0775,none,4.9600,0.0000,-1003.0680,12256.7890,555.6310,-669.8184,6888.7418,174.6469,12310.3106
1,200,holding,force_hold,2.00000,2.014400,0.014400,4.9600,-8.3500,140.0777,none,4.9600,0.0000,-1001.8660,12241.7650,555.6310,-668.6164,6873.7178,174.6469,12295.2540
1,200,holding,force_hold,2.00000,2.014400,0.014400,4.9600,-8.3500,140.0780,none,4.9600,0.0000,-1007.2750,12253.1840,555.6310,-674.0254,6885.1368,174.6469,12307.0649
1,200,holding,force_hold,2.00000,2.013800,0.013800,4.9600,-8.3500,140.0782,none,4.9600,0.0000,-1005.4720,12254.9860,551.7600,-672.2224,6886.9388,170.7759,12308.5375
1,200,holding,force_hold,2.00000,2.013300,0.013300,4.9600,-8.3500,140.0785,none,4.9600,0.0000,-1010.2800,12247.7750,553.6960,-677.0304,6879.7278,172.7119,12301.8388
1,200,holding,force_hold,2.00000,2.011600,0.011600,4.9600,-8.3500,140.0787,none,4.9600,0.0000,-1002.4670,12249.5780,553.6960,-669.2174,6881.5308,172.7119,12302.9948
1,200,holding,force_hold,2.00000,2.013500,0.013500,4.9600,-8.3500,140.0790,none,4.9600,0.0000,-1008.4770,12244.7680,554.6640,-675.2274,6876.7208,173.6799,12298.7406
1,200,holding,force_hold,2.00000,2.015600,0.015600,4.9600,-8.3500,140.0792,none,4.9600,0.0000,-1005.4720,12254.9860,561.4400,-672.2224,6886.9388,180.4559,12308.9752
1,200,holding,force_hold,2.00000,2.013900,0.013900,4.9600,-8.3500,140.0795,none,4.9600,0.0000,-1000.6640,12243.5670,557.5680,-667.4144,6875.5198,176.5839,12297.0380
1,200,holding,force_hold,2.00000,2.013200,0.013200,4.9600,-8.3500,140.0797,none,4.9600,0.0000,-1004.8710,12259.1940,545.9520,-671.6214,6891.1468,164.9679,12312.4192
1,200,holding,force_hold,2.00000,2.014200,0.014200,4.9600,-8.3500,140.0800,none,4.9600,0.0000,-1006.0730,12258.5920,550.7920,-672.8234,6890.5448,169.8079,12312.1335
1,200,holding,force_hold,2.00000,2.014800,0.014800,4.9600,-8.3500,140.0802,none,4.9600,0.0000,-1004.8710,12253.7860,555.6310,-671.6214,6885.7388,174.6469,12307.4678
1,200,holding,force_hold,2.00000,2.030800,0.030800,4.9600,-8.3500,140.0806,none,4.9600,0.0000,-1001.8660,12254.3890,549.8240,-668.6164,6886.3418,168.8399,12307.5624
1,200,holding,force_hold,2.00000,2.091700,0.091700,4.9600,-8.3500,140.0808,none,4.9600,0.0000,-1004.8710,12249.5780,546.9190,-671.6214,6881.5308,165.9349,12302.8878
1,200,holding,force_hold,2.00000,2.103300,0.103300,4.9600,-8.3500,140.0811,none,4.9600,0.0000,-1006.0730,12253.7860,561.4400,-672.8234,6885.7388,180.4559,12307.8296
1,200,holding,force_hold,2.00000,2.093400,0.093400,4.9600,-8.3500,140.0814,none,4.9600,0.0000,-1003.0680,12255.5890,556.5990,-669.8184,6887.5418,175.6149,12309.1596
1,200,holding,force_hold,2.00000,2.088800,0.088800,4.9600,-8.3500,140.0816,none,4.9600,0.0000,-1003.6690,12244.7680,547.8880,-670.4194,6876.7208,166.9039,12298.0436
1,200,holding,force_hold,2.00000,2.086500,0.086500,4.9600,-8.3500,140.0819,none,4.9600,0.0000,-1000.6640,12259.1940,559.5030,-667.4144,6891.1468,178.5189,12312.6849
1,200,holding,force_hold,2.00000,2.083000,0.083000,4.9600,-8.3500,140.0822,none,4.9600,0.0000,-1003.0680,12258.5920,555.6310,-669.8184,6890.5448,174.6469,12312.1058
1,200,holding,force_hold,2.00000,2.079000,0.079000,4.9600,-8.3500,140.0824,none,4.9600,0.0000,-1007.8760,12255.5890,552.7280,-674.6264,6887.5418,171.7439,12309.3779
1,200,holding,force_hold,2.00000,2.075700,0.075700,4.9600,-8.3500,140.0827,none,4.9600,0.0000,-1010.2800,12257.3910,545.9520,-677.0304,6889.3438,164.9679,12311.0667
1,200,holding,force_hold,2.00000,2.075100,0.075100,4.9600,-8.3500,140.0830,none,4.9600,0.0000,-1006.0730,12253.7860,549.8240,-672.8234,6885.7388,168.8399,12307.3052
1,200,holding,force_hold,2.00000,2.075100,0.075100,4.9600,-8.3500,140.0832,none,4.9600,0.0000,-1009.0780,12263.4020,552.7280,-675.8284,6895.3548,171.7439,12317.2552
1,200,holding,force_hold,2.00000,2.073200,0.073200,4.9600,-8.3500,140.0835,none,4.9600,0.0000,-1006.0730,12256.7890,559.5030,-672.8234,6888.7418,178.5189,12310.7312
1,200,holding,force_hold,2.00000,2.069800,0.069800,4.9600,-8.3500,140.0837,none,4.9600,0.0000,-1006.0730,12242.3670,555.6310,-672.8234,6874.3198,174.6469,12296.1969
1,200,holding,force_hold,2.00000,2.070100,0.070100,4.9600,-8.3500,140.0840,none,4.9600,0.0000,-1004.8710,12266.4050,560.4720,-671.6214,6898.3578,179.4879,12320.2511
1,200,holding,force_hold,2.00000,2.069300,0.069300,4.9600,-8.3500,140.0843,none,4.9600,0.0000,-1003.6690,12245.3750,554.6640,-670.4194,6877.3278,173.6799,12298.9517
1,200,holding,force_hold,2.00000,2.068000,0.068000,4.9600,-8.3500,140.0845,none,4.9600,0.0000,-1009.0780,12261.5990,554.6640,-675.8284,6893.5518,173.6799,12315.5471
1,200,holding,force_hold,2.00000,2.067000,0.067000,4.9600,-8.3500,140.0848,none,4.9600,0.0000,-1003.0680,12271.8130,558.5360,-669.8184,6903.7658,177.5519,12325.4007
1,200,holding,force_hold,2.00000,2.066300,0.066300,4.9600,-8.3500,140.0851,none,4.9600,0.0000,-1005.4720,12259.1940,553.6960,-672.2224,6891.1468,172.7119,12312.8141
1,200,holding,force_hold,2.00000,2.064800,0.064800,4.9600,-8.3500,140.0853,none,4.9600,0.0000,-1000.6640,12242.9700,553.6960,-667.4144,6874.9228,172.7119,12296.2686
1,200,holding,force_hold,2.00000,2.063700,0.063700,4.9600,-8.3500,140.0856,none,4.9600,0.0000,-1006.0730,12253.1840,560.4720,-672.8234,6885.1368,179.4879,12307.1861
1,200,holding,force_hold,2.00000,2.063000,0.063000,4.9600,-8.3500,140.0858,none,4.9600,0.0000,-1004.2700,12257.9940,551.7600,-671.0204,6889.9468,170.7759,12311.4343
1,200,holding,force_hold,2.00000,2.063500,0.063500,4.9600,-8.3500,140.0861,none,4.9600,0.0000,-1005.4720,12253.7860,555.6310,-672.2224,6885.7388,174.6469,12307.5169
1,200,holding,force_hold,2.00000,2.062700,0.062700,4.9600,-8.3500,140.0864,none,4.9600,0.0000,-1004.2700,12265.2000,553.6960,-671.0204,6897.1528,172.7119,12318.6959
1,200,holding,force_hold,2.00000,2.058800,0.058800,4.9600,-8.3500,140.0866,none,4.9600,0.0000,-1000.6640,12244.7680,557.5680,-667.4144,6876.7208,176.5839,12298.2338
1,200,holding,force_hold,2.00000,2.059100,0.059100,4.9600,-8.3500,140.0869,none,4.9600,0.0000,-1007.8760,12248.3730,553.6960,-674.6264,6880.3258,172.7119,12302.2370
1,200,holding,force_hold,2.00000,2.058800,0.058800,4.9600,-8.3500,140.0871,none,4.9600,0.0000,-1004.8710,12257.9940,560.4720,-671.6214,6889.9468,179.4879,12311.8768
1,200,holding,force_hold,2.00000,2.059200,0.059200,4.9600,-8.3500,140.0874,none,4.9600,0.0000,-1006.0730,12260.3990,563.3760,-672.8234,6892.3518,182.3919,12314.5020
1,200,holding,force_hold,2.00000,2.057000,0.057000,4.9600,-8.3500,140.0876,none,4.9600,0.0000,-1006.0730,12251.9830,552.7280,-672.8234,6883.9358,171.7439,12305.6401
1,200,holding,force_hold,2.00000,2.056800,0.056800,4.9600,-8.3500,140.0879,none,4.9600,0.0000,-1004.2700,12259.1940,554.6640,-671.0204,6891.1468,173.6799,12312.7596
