session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260611_195525,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,550,5.50000,5.323550,3.2800,0.3000,5.323550,5.326900,+0.003350,3.0000,3.1000,+0.1000,9518.3199,9862.3321,+344.0122,+4.2070,+218.7630,+266.1990,344.5821,3440.1216,1,0,1,weak_disp_split
session_20260611_195525,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,550,5.50000,5.451350,3.3300,0.3000,5.451350,5.529400,+0.078050,3.0400,3.1400,+0.1000,9797.8166,10125.3614,+327.5449,+3.0050,+201.9390,+259.4240,328.7692,3275.4486,0,0,1,bad_F_match
session_20260611_195525,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,550,5.50000,5.437400,3.3500,0.3000,5.437400,5.528500,+0.091100,3.0600,3.1600,+0.1000,9805.3047,10121.7112,+316.4065,+4.2070,+197.7280,+248.7790,317.8129,3164.0651,0,0,1,bad_F_match
