time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,note
1781386196.584109,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.680200,3.75000,3.680200,-0.069800,nan,2.5000,2.5000,,-4.1900,0.0000,-564.3380,5909.0310,6251.3440,-564.3380,5909.0310,6251.3440,-87.5072,2567.5720,3793.0538,8620.5816,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781386196.584109,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.679800,3.75000,3.679800,-0.070200,nan,2.5000,2.5000,,-4.1900,0.0005,-567.3430,5913.2370,6256.1840,-567.3430,5913.2370,6256.1840,-90.5122,2571.7780,3797.8938,8627.1715,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781386196.592530,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.678200,3.75000,3.678200,-0.071800,nan,2.5000,2.5000,,-4.1900,0.0008,-566.1410,5912.0370,6256.1840,-566.1410,5912.0370,6256.1840,-89.3102,2570.5780,3797.8938,8626.2701,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781386196.681000,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.677300,3.75000,3.677300,-0.072700,nan,2.5000,2.5000,,-4.1900,0.0087,-569.1460,5913.2370,6256.1840,-569.1460,5913.2370,6256.1840,-92.3152,2571.7780,3797.8938,8627.2903,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781386196.769491,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.678400,3.75000,3.678400,-0.071600,nan,2.5000,2.5000,,-4.1900,0.0972,-572.7520,5912.0370,6260.0550,-572.7520,5912.0370,6260.0550,-95.9212,2570.5780,3801.7648,8629.5142,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781386196.858487,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.677400,3.75000,3.677400,-0.072600,nan,2.5000,2.5000,,-4.1900,0.1858,-564.3380,5915.6400,6258.1190,-564.3380,5915.6400,6258.1190,-87.5072,2574.1810,3799.8288,8630.0248,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781386196.946506,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.675200,3.75000,3.675200,-0.074800,nan,2.5000,2.5000,,-4.1900,0.2747,-563.1360,5908.4290,6257.1520,-563.1360,5908.4290,6257.1520,-86.3052,2566.9700,3798.8618,8624.3033,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781386197.034923,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.675800,3.75000,3.675800,-0.074200,nan,2.5000,2.5000,,-4.1900,0.3626,-570.3480,5914.4400,6257.1520,-570.3480,5914.4400,6257.1520,-93.5172,2572.9810,3798.8618,8628.8961,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781386197.123418,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.674900,3.75000,3.674900,-0.075100,nan,2.5000,2.5000,,-4.1900,0.4510,-563.7370,5907.8290,6261.9920,-563.7370,5907.8290,6261.9920,-86.9062,2566.3700,3803.7018,8627.4438,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781386197.211335,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.674800,3.75000,3.674800,-0.075200,nan,2.5000,2.5000,,-4.1900,0.5395,-566.1410,5912.6340,6258.1190,-566.1410,5912.6340,6258.1190,-89.3102,2571.1750,3799.8288,8628.0826,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781386197.300486,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.675000,3.75000,3.675000,-0.075000,nan,2.5000,2.5000,,-4.1900,0.6280,-566.1410,5906.0260,6262.9600,-566.1410,5906.0260,6262.9600,-89.3102,2564.5670,3804.6698,8627.0694,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781386197.389171,session_20260613_170606,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.674700,3.75000,3.674700,-0.075300,nan,2.5000,2.5000,,-4.1900,0.7164,-566.7420,5907.2260,6257.1520,-566.7420,5907.2260,6257.1520,-89.9112,2565.7670,3798.8618,8623.7154,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
