session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,cycle,state_index,branch,state_label,path_mode,phase,d_target_mm,d_preload_mm,record_s,summary_window_s,n,d_median_mm,F_median_N,Bmag_median_uT,Bx_median_uT,By_median_uT,Bz_median_uT,delta_Bx_median_uT,delta_By_median_uT,delta_Bz_median_uT
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,loading,loading_d_185,loading_branch,loading_dense,1.8500,2.6000,15.0,5.0,114,1.8400,2.629950,6939.5681,-581.7670,1804.8020,6676.2960,-144.9087,-146.1067,3216.5231
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,2,loading,loading_d_195,loading_branch,loading_dense,1.9500,2.6000,15.0,5.0,113,1.9400,3.005500,7137.6223,-584.1710,1783.7670,6886.3510,-147.3127,-167.1417,3426.5781
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,3,loading,loading_d_205,loading_branch,loading_dense,2.0500,2.6000,15.0,5.0,114,2.0400,3.372800,7341.6029,-585.6735,1763.3330,7102.2160,-148.8152,-187.5757,3642.4431
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,4,loading,loading_d_215,loading_branch,loading_dense,2.1500,2.6000,15.0,5.0,114,2.1400,3.770000,7548.9182,-587.1760,1745.9040,7320.9840,-150.3177,-205.0047,3861.2111
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,5,loading,loading_d_225,loading_branch,loading_dense,2.2500,2.6000,15.0,5.0,113,2.2200,4.205000,7754.3268,-591.3830,1727.8740,7535.8800,-154.5247,-223.0347,4076.1071
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,6,loading,loading_d_235,loading_branch,loading_dense,2.3500,2.6000,15.0,5.0,113,2.3500,4.685600,7959.1515,-596.1910,1709.8440,7749.8080,-159.3327,-241.0647,4290.0351
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,7,preload,preload_d_260,preload_loading,preload_dense,2.6000,2.6000,30.0,5.0,113,2.5800,6.074800,8518.1116,-608.8120,1717.0560,8320.9270,-171.9537,-233.8527,4861.1541
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,8,unloading,unloading_d_235,return_unloading,unloading_dense,2.3500,2.6000,15.0,5.0,113,2.3100,3.522300,7980.3014,-594.9890,1761.5300,7760.4550,-158.1307,-189.3787,4300.6821
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,9,unloading,unloading_d_225,return_unloading,unloading_dense,2.2500,2.6000,15.0,5.0,114,2.2200,3.081350,7829.4746,-590.7820,1777.7570,7601.7030,-153.9237,-173.1517,4141.9301
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,10,unloading,unloading_d_215,return_unloading,unloading_dense,2.1500,2.6000,15.0,5.0,113,2.1400,2.737800,7667.6954,-588.9790,1793.3830,7431.3360,-152.1207,-157.5257,3971.5631
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,11,unloading,unloading_d_205,return_unloading,unloading_dense,2.0500,2.6000,15.0,5.0,113,2.0200,2.269700,7385.7018,-584.1710,1818.6250,7134.1600,-147.3127,-132.2837,3674.3871
session_20260624_164026,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,12,unloading,unloading_d_195,return_unloading,unloading_dense,1.9500,2.6000,15.0,5.0,110,1.9400,2.021100,7228.8997,-584.1710,1832.1475,6968.6320,-147.3127,-118.7612,3508.8591
