trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.421700,-0.078300,2.5200,-4.2100,0.0000,down,2.5400,-0.0200,-723.0020,4467.8320,7926.9520,-258.4738,1595.4073,4620.9886,9128.0240
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.421100,-0.078900,2.5400,-4.2300,4.1895,down_no_motion,2.5400,0.0000,-718.1940,4473.2400,7925.9840,-253.6658,1600.8153,4620.0206,9129.4524
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.421800,-0.078200,2.5400,-4.2300,8.2990,down,2.5600,-0.0200,-714.5880,4472.0390,7919.2080,-250.0598,1599.6143,4613.2446,9122.6983
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.420200,-0.079800,2.5600,-4.2500,12.4313,down,2.5800,-0.0200,-715.1890,4483.4610,7925.9840,-250.6608,1611.0363,4620.0206,9134.2290
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.418200,-0.081800,2.5800,-4.2700,16.5604,down,2.6000,-0.0200,-715.7900,4478.6500,7930.8240,-251.2618,1606.2253,4624.8606,9136.1168
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.418600,-0.081400,2.6000,-4.2900,20.6801,down,2.6200,-0.0200,-714.5880,4478.6500,7927.9200,-250.0598,1606.2253,4621.9566,9133.5019
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.418200,-0.081800,2.6200,-4.3100,24.8104,down,2.6400,-0.0200,-721.1990,4471.4370,7926.9520,-256.6708,1599.0123,4620.9886,9129.6465
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.418600,-0.081400,2.6400,-4.3300,28.9452,down,2.6700,-0.0300,-721.1990,4478.0480,7936.6320,-256.6708,1605.6233,4630.6686,9141.2893
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.418900,-0.081100,2.6700,-4.3600,33.0804,down,2.6900,-0.0200,-716.3910,4474.4450,7937.6000,-251.8628,1602.0203,4631.6366,9139.9873
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.417900,-0.082100,2.6900,-4.3800,37.2314,down,2.7100,-0.0200,-715.7900,4472.0390,7932.7600,-251.2618,1599.6143,4626.7966,9134.5591
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.416300,-0.083700,2.7100,-4.4000,41.3881,down,2.7300,-0.0200,-722.4010,4478.0480,7925.0150,-257.8728,1605.6233,4619.0516,9131.3000
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.417100,-0.082900,2.7300,-4.4200,45.5132,down,2.7500,-0.0200,-721.1990,4479.2530,7928.8900,-256.6708,1606.8283,4622.9266,9135.1591
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.417300,-0.082700,2.7500,-4.4400,49.6480,down,2.7700,-0.0200,-718.7950,4476.2470,7935.6640,-254.2668,1603.8223,4629.7006,9139.3773
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.416800,-0.083200,2.7700,-4.4600,53.7834,down,2.7900,-0.0200,-714.5880,4479.2530,7925.9840,-250.0598,1606.8283,4620.0206,9132.1173
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.414600,-0.085400,2.7900,-4.4800,57.9029,down,2.8100,-0.0200,-721.1990,4478.0480,7933.7280,-256.6708,1605.6233,4627.7646,9138.7681
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.411900,-0.088100,2.8100,-4.5000,62.0380,down,2.8200,-0.0100,-721.1990,4475.0470,7930.8240,-256.6708,1602.6223,4624.8606,9134.7766
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.412800,-0.087200,2.8200,-4.5100,66.1506,down,2.8400,-0.0200,-716.3910,4476.2470,7925.9840,-251.8628,1603.8223,4620.0206,9130.7845
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.411500,-0.088500,2.8400,-4.5300,70.2842,down,2.8600,-0.0200,-718.7950,4473.2400,7933.7280,-254.2668,1600.8153,4627.7646,9136.2236
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.408900,-0.091100,2.8600,-4.5500,74.4564,down,2.8800,-0.0200,-711.5830,4481.6560,7934.6950,-247.0548,1609.2313,4628.7316,9140.6223
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.410700,-0.089300,2.8800,-4.5700,78.5833,down,2.9000,-0.0200,-716.3910,4478.0480,7937.6000,-251.8628,1605.6233,4631.6366,9141.7517
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.410200,-0.089800,2.9000,-4.5900,82.7145,down,2.9200,-0.0200,-719.3960,4479.2530,7931.7910,-254.8678,1606.8283,4625.8276,9137.5350
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.410100,-0.089900,2.9200,-4.6100,86.8633,down,2.9400,-0.0200,-718.7950,4479.8500,7935.6640,-254.2668,1607.4253,4629.7006,9141.1425
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.409700,-0.090300,2.9400,-4.6300,90.9902,down,2.9600,-0.0200,-715.7900,4473.2400,7925.9840,-251.2618,1600.8153,4620.0206,9129.2636
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.407000,-0.093000,2.9600,-4.6500,95.1313,down,2.9800,-0.0200,-722.4010,4477.4480,7941.4720,-257.8728,1605.0233,4635.5086,9145.2929
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.404900,-0.095100,2.9800,-4.6700,99.2558,down,3.0000,-0.0200,-721.1990,4481.6560,7932.7600,-256.6708,1609.2313,4626.7966,9139.6964
