t_s,Bx_uT,By_uT,Bz_uT
3.729999999999999982e-01,-6.059899999999999665e+01,-2.325000000000000000e+01,-1.882760000000000105e+02
3.820000000000000062e-01,-4.904999999999999716e+01,-2.039999999999999858e+01,-1.756920000000000073e+02
3.910000000000000142e-01,-5.520000000000000284e+01,-2.369999999999999929e+01,-1.776279999999999859e+02
4.040000000000000258e-01,-5.159899999999999665e+01,-2.160000000000000142e+01,-1.831939999999999884e+02
4.149999999999999800e-01,-6.164999999999999858e+01,-2.519999999999999929e+01,-1.783540000000000134e+02
4.249999999999999889e-01,-5.504999999999999716e+01,-1.829899999999999949e+01,-1.829509999999999934e+02
4.319999999999999951e-01,-5.534899999999999665e+01,-1.769999999999999929e+01,-1.761759999999999877e+02
4.420000000000000040e-01,-5.714999999999999858e+01,-2.354899999999999949e+01,-1.919060000000000059e+02
4.570000000000000173e-01,-6.179999999999999716e+01,-1.635000000000000142e+01,-1.860970000000000084e+02
4.660000000000000253e-01,-5.054999999999999716e+01,-2.085000000000000142e+01,-1.795629999999999882e+02
4.749999999999999778e-01,-5.204999999999999716e+01,-1.484999999999999964e+01,-1.790800000000000125e+02
4.839999999999999858e-01,-5.354999999999999716e+01,-1.919999999999999929e+01,-1.892429999999999950e+02
4.989999999999999991e-01,-5.939999999999999858e+01,-1.484999999999999964e+01,-1.858559999999999945e+02
5.090000000000000080e-01,-5.700000000000000000e+01,-1.739999999999999858e+01,-1.858559999999999945e+02
5.160000000000000142e-01,-6.195000000000000284e+01,-1.889999999999999858e+01,-1.725449999999999875e+02
5.260000000000000231e-01,-5.970000000000000284e+01,-2.594999999999999929e+01,-1.783540000000000134e+02
5.370000000000000329e-01,-5.909899999999999665e+01,-2.100000000000000000e+01,-1.735140000000000100e+02
5.500000000000000444e-01,-5.909899999999999665e+01,-2.369999999999999929e+01,-1.800480000000000018e+02
5.590000000000000524e-01,-5.759899999999999665e+01,-1.919999999999999929e+01,-1.805310000000000059e+02
5.679999999999999494e-01,-5.670000000000000284e+01,-2.279899999999999949e+01,-1.863400000000000034e+02
5.789999999999999591e-01,-5.939999999999999858e+01,-1.785000000000000142e+01,-1.827090000000000032e+02
5.889999999999999680e-01,-5.579999999999999716e+01,-2.175000000000000000e+01,-1.865819999999999936e+02
6.019999999999999796e-01,-6.164999999999999858e+01,-2.264999999999999858e+01,-1.785960000000000036e+02
6.099999999999999867e-01,-5.279999999999999716e+01,-2.519999999999999929e+01,-1.795629999999999882e+02
6.209999999999999964e-01,-5.970000000000000284e+01,-2.160000000000000142e+01,-1.771440000000000055e+02
6.300000000000000044e-01,-6.225000000000000000e+01,-1.950000000000000000e+01,-1.836769999999999925e+02
6.430000000000000160e-01,-6.120000000000000284e+01,-1.979899999999999949e+01,-1.870660000000000025e+02
