t_s,Bx_uT,By_uT,Bz_uT
3.579999999999999849e-01,2.092500000000000000e+02,-6.944899999999999807e+01,2.770899999999999750e+02
3.689999999999999947e-01,2.155500000000000114e+02,-7.515000000000000568e+01,2.959649999999999750e+02
3.780000000000000027e-01,2.200500000000000114e+02,-6.509999999999999432e+01,3.000799999999999841e+02
3.870000000000000107e-01,2.122500000000000000e+02,-8.040000000000000568e+01,2.853179999999999836e+02
3.970000000000000195e-01,2.238000000000000114e+02,-6.345000000000000284e+01,2.877370000000000232e+02
4.040000000000000258e-01,2.195999999999999943e+02,-6.494899999999999807e+01,3.015319999999999823e+02
4.159999999999999809e-01,2.120999999999999943e+02,-6.359899999999999665e+01,2.925779999999999745e+02
4.249999999999999889e-01,2.077500000000000000e+02,-7.440000000000000568e+01,2.949979999999999905e+02
4.339999999999999969e-01,2.164499999999999886e+02,-7.200000000000000000e+01,3.012900000000000205e+02
4.420000000000000040e-01,2.133000000000000114e+02,-7.350000000000000000e+01,2.850760000000000218e+02
4.550000000000000155e-01,2.083499999999999943e+02,-7.409999999999999432e+01,3.054030000000000200e+02
4.640000000000000235e-01,2.188499999999999943e+02,-6.675000000000000000e+01,3.039519999999999982e+02
4.729999999999999760e-01,2.223000000000000114e+02,-6.854999999999999716e+01,2.933039999999999736e+02
4.809999999999999831e-01,2.153990000000000009e+02,-6.929999999999999716e+01,2.903999999999999773e+02
4.899999999999999911e-01,2.298000000000000114e+02,-6.734999999999999432e+01,3.063720000000000141e+02
5.020000000000000018e-01,2.210999999999999943e+02,-7.469899999999999807e+01,3.126639999999999873e+02
5.110000000000000098e-01,2.185500000000000114e+02,-6.359899999999999665e+01,2.957239999999999895e+02
5.200000000000000178e-01,2.150999999999999943e+02,-6.825000000000000000e+01,2.971759999999999877e+02
5.280000000000000249e-01,2.185500000000000114e+02,-6.389999999999999858e+01,2.954809999999999945e+02
5.370000000000000329e-01,2.167500000000000000e+02,-7.275000000000000000e+01,2.942710000000000150e+02
5.490000000000000435e-01,2.278499999999999943e+02,-6.765000000000000568e+01,2.913670000000000186e+02
