t_s,Bx_uT,By_uT,Bz_uT
4.319999999999999951e-01,3.169499999999999886e+02,6.750000000000000000e+00,4.941639999999999873e+02
4.450000000000000067e-01,3.016499999999999773e+02,6.599999999999999645e+00,5.026340000000000146e+02
4.570000000000000173e-01,3.093000000000000114e+02,5.250000000000000000e+00,4.917440000000000282e+02
4.680000000000000271e-01,3.056999999999999886e+02,2.999999999999999889e-01,5.031179999999999950e+02
4.799999999999999822e-01,2.943000000000000114e+02,9.750000000000000000e+00,4.832740000000000009e+02
4.919999999999999929e-01,3.006000000000000227e+02,2.999999999999999889e-01,4.941639999999999873e+02
5.070000000000000062e-01,3.131999999999999886e+02,1.094999999999999929e+01,4.864200000000000159e+02
5.190000000000000169e-01,3.010500000000000114e+02,-7.200000000000000178e+00,4.813380000000000223e+02
5.290000000000000258e-01,3.048000000000000114e+02,3.299999999999999822e+00,5.016659999999999968e+02
5.420000000000000373e-01,3.053999999999999773e+02,6.299999999999999822e+00,4.990040000000000191e+02
5.530000000000000471e-01,3.056999999999999886e+02,-4.799999999999999822e+00,4.893240000000000123e+02
5.699999999999999512e-01,3.036000000000000227e+02,4.799999999999999822e+00,4.970679999999999836e+02
5.819999999999999618e-01,3.041999999999999886e+02,6.750000000000000000e+00,4.956159999999999854e+02
5.909999999999999698e-01,3.031499999999999773e+02,2.850000000000000089e+00,4.997300000000000182e+02
6.039999999999999813e-01,3.131999999999999886e+02,8.849999999999999645e+00,4.883559999999999945e+02
6.149999999999999911e-01,3.079499999999999886e+02,1.800000000000000044e+00,4.912599999999999909e+02
6.250000000000000000e-01,3.053999999999999773e+02,2.999999999999999889e-01,4.854519999999999982e+02
6.430000000000000160e-01,3.051000000000000227e+02,1.500000000000000000e+00,4.791600000000000250e+02
6.540000000000000258e-01,3.052500000000000000e+02,1.350000000000000089e+00,4.929540000000000077e+02
6.650000000000000355e-01,3.049499999999999886e+02,1.050000000000000044e+00,4.975520000000000209e+02
6.750000000000000444e-01,2.980500000000000114e+02,-2.100000000000000089e+00,4.888399999999999750e+02
6.870000000000000551e-01,3.051000000000000227e+02,-3.149999999999999911e+00,4.743199999999999932e+02
6.969999999999999529e-01,3.105000000000000000e+02,-9.000000000000000222e-01,4.902919999999999732e+02
7.139999999999999680e-01,3.075000000000000000e+02,9.599999999999999645e+00,4.924700000000000273e+02
7.229999999999999760e-01,3.070500000000000114e+02,9.000000000000000222e-01,4.924700000000000273e+02
7.359999999999999876e-01,3.031499999999999773e+02,3.149999999999999911e+00,4.796440000000000055e+02
7.469999999999999973e-01,3.112500000000000000e+02,5.400000000000000355e+00,4.755299999999999727e+02
7.570000000000000062e-01,3.088500000000000227e+02,4.500000000000000111e-01,4.956159999999999854e+02
7.700000000000000178e-01,2.977500000000000000e+02,4.500000000000000111e-01,4.842420000000000186e+02
7.850000000000000311e-01,3.011999999999999886e+02,-3.600000000000000089e+00,4.827900000000000205e+02
7.960000000000000409e-01,3.028500000000000227e+02,-7.500000000000000000e-01,4.905339999999999918e+02
8.070000000000000506e-01,3.085500000000000114e+02,2.100000000000000089e+00,4.927119999999999891e+02
8.199999999999999512e-01,2.962500000000000000e+02,-1.949999999999999956e+00,4.818220000000000027e+02
8.319999999999999618e-01,3.066000000000000227e+02,7.349999999999999645e+00,4.936800000000000068e+02
8.459999999999999742e-01,2.988000000000000114e+02,-5.400000000000000355e+00,4.992459999999999809e+02
8.589999999999999858e-01,2.963999999999999773e+02,1.125000000000000000e+01,4.902919999999999732e+02
8.699999999999999956e-01,3.030000000000000000e+02,-7.950000000000000178e+00,4.936800000000000068e+02
8.800000000000000044e-01,3.001499999999999773e+02,-6.450000000000000178e+00,4.946480000000000246e+02
8.930000000000000160e-01,3.076499999999999773e+02,4.950000000000000178e+00,4.956159999999999854e+02
9.040000000000000258e-01,2.991000000000000227e+02,-2.399999999999999911e+00,4.861779999999999973e+02
9.190000000000000391e-01,3.056999999999999886e+02,-4.349999999999999645e+00,4.832740000000000009e+02
9.310000000000000497e-01,3.038999999999999773e+02,1.800000000000000000e+01,4.965840000000000032e+02
9.429999999999999494e-01,3.090000000000000000e+02,-7.500000000000000000e+00,4.861779999999999973e+02
