t_s,Bx_uT,By_uT,Bz_uT
7.479999999999999982e-01,2.744999999999999929e+01,4.995000000000000284e+01,1.040600000000000058e+01
7.650000000000000133e-01,2.535000000000000142e+01,4.860000000000000142e+01,5.565999999999999837e+00
7.850000000000000311e-01,2.655000000000000071e+01,4.875000000000000000e+01,6.775999999999999801e+00
8.070000000000000506e-01,2.535000000000000142e+01,5.054999999999999716e+01,7.743999999999999773e+00
8.249999999999999556e-01,2.655000000000000071e+01,4.964999999999999858e+01,9.195999999999999730e+00
8.449999999999999734e-01,2.685000000000000142e+01,5.010000000000000142e+01,6.291999999999999815e+00
8.619999999999999885e-01,2.610000000000000142e+01,5.129999999999999716e+01,6.775999999999999801e+00
8.820000000000000062e-01,2.489999999999999858e+01,4.950000000000000000e+01,5.081999999999999851e+00
9.000000000000000222e-01,2.505000000000000071e+01,5.160000000000000142e+01,6.775999999999999801e+00
9.240000000000000435e-01,2.730000000000000071e+01,5.010000000000000142e+01,6.049999999999999822e+00
9.399999999999999467e-01,2.519999999999999929e+01,5.145000000000000284e+01,6.533999999999999808e+00
9.589999999999999636e-01,2.460000000000000142e+01,5.039999999999999858e+01,6.049999999999999822e+00
9.759999999999999787e-01,2.669999999999999929e+01,4.950000000000000000e+01,9.195999999999999730e+00
9.959999999999999964e-01,2.714999999999999858e+01,5.145000000000000284e+01,6.775999999999999801e+00
1.018000000000000016e+00,2.639999999999999858e+01,4.979999999999999716e+01,8.227999999999999758e+00
1.038999999999999924e+00,2.685000000000000142e+01,4.964999999999999858e+01,5.807999999999999829e+00
1.056999999999999940e+00,2.430000000000000071e+01,5.054999999999999716e+01,8.227999999999999758e+00
1.076999999999999957e+00,2.639999999999999858e+01,5.039999999999999858e+01,6.291999999999999815e+00
1.096000000000000085e+00,2.625000000000000000e+01,4.950000000000000000e+01,7.017999999999999794e+00
1.112999999999999989e+00,2.775000000000000000e+01,5.189999999999999858e+01,7.501999999999999780e+00
1.137999999999999901e+00,2.685000000000000142e+01,5.175000000000000000e+01,9.679999999999999716e+00
1.153999999999999915e+00,2.655000000000000071e+01,4.829999999999999716e+01,8.227999999999999758e+00
1.175000000000000044e+00,2.669999999999999929e+01,5.070000000000000284e+01,4.355999999999999872e+00
1.193000000000000060e+00,2.744999999999999929e+01,5.054999999999999716e+01,7.017999999999999794e+00
1.211999999999999966e+00,2.744999999999999929e+01,5.189999999999999858e+01,7.985999999999999766e+00
1.229000000000000092e+00,2.700000000000000000e+01,5.039999999999999858e+01,7.259999999999999787e+00
1.252000000000000002e+00,2.894999999999999929e+01,4.935000000000000142e+01,9.195999999999999730e+00
1.268999999999999906e+00,2.730000000000000071e+01,5.114999999999999858e+01,9.438000000000000611e+00
1.288999999999999924e+00,2.639999999999999858e+01,4.845000000000000284e+01,6.291999999999999815e+00
1.306999999999999940e+00,2.564999999999999858e+01,5.070000000000000284e+01,7.017999999999999794e+00
1.326999999999999957e+00,2.519999999999999929e+01,4.875000000000000000e+01,5.565999999999999837e+00
1.348000000000000087e+00,2.655000000000000071e+01,5.114999999999999858e+01,7.501999999999999780e+00
1.366999999999999993e+00,2.519999999999999929e+01,5.220000000000000284e+01,6.291999999999999815e+00
1.387000000000000011e+00,2.460000000000000142e+01,4.979999999999999716e+01,7.017999999999999794e+00
1.403999999999999915e+00,2.700000000000000000e+01,5.114999999999999858e+01,5.323999999999999844e+00
1.423000000000000043e+00,2.580000000000000071e+01,4.964999999999999858e+01,5.565999999999999837e+00
1.439999999999999947e+00,2.535000000000000142e+01,5.114999999999999858e+01,7.259999999999999787e+00
