t_s,Bx_uT,By_uT,Bz_uT
7.610000000000000098e-01,2.519999999999999929e+01,4.979999999999999716e+01,4.839999999999999858e+00
7.780000000000000249e-01,2.400000000000000000e+01,5.129999999999999716e+01,5.323999999999999844e+00
7.950000000000000400e-01,2.369999999999999929e+01,4.950000000000000000e+01,2.177999999999999936e+00
8.110000000000000542e-01,2.279899999999999949e+01,4.995000000000000284e+01,4.839999999999999858e+00
8.329999999999999627e-01,2.279899999999999949e+01,4.995000000000000284e+01,4.839999999999999858e+00
8.479999999999999760e-01,2.189999999999999858e+01,4.845000000000000284e+01,4.355999999999999872e+00
8.649999999999999911e-01,2.369999999999999929e+01,4.979999999999999716e+01,2.419999999999999929e+00
8.810000000000000053e-01,2.429899999999999949e+01,5.220000000000000284e+01,2.661999999999999922e+00
8.970000000000000195e-01,2.264999999999999858e+01,5.204999999999999716e+01,5.081999999999999851e+00
9.190000000000000391e-01,2.429899999999999949e+01,4.934899999999999665e+01,4.839999999999999858e+00
9.340000000000000524e-01,2.475000000000000000e+01,4.859899999999999665e+01,1.209999999999999964e+00
9.509999999999999565e-01,2.129899999999999949e+01,5.129999999999999716e+01,1.935999999999999943e+00
9.669999999999999707e-01,2.339999999999999858e+01,5.114999999999999858e+01,4.839999999999999858e+00
9.829999999999999849e-01,2.219999999999999929e+01,4.964999999999999858e+01,3.145999999999999908e+00
1.004999999999999893e+00,2.535000000000000142e+01,4.889999999999999858e+01,2.903999999999999915e+00
1.020000000000000018e+00,2.310000000000000142e+01,4.859899999999999665e+01,4.355999999999999872e+00
1.036999999999999922e+00,2.219999999999999929e+01,4.889999999999999858e+01,5.807999999999999829e+00
1.052999999999999936e+00,2.414999999999999858e+01,5.100000000000000000e+01,5.565999999999999837e+00
1.074000000000000066e+00,2.250000000000000000e+01,4.964999999999999858e+01,4.597000000000000419e+00
1.090999999999999970e+00,2.310000000000000142e+01,4.814999999999999858e+01,2.419999999999999929e+00
1.106999999999999984e+00,2.400000000000000000e+01,5.009899999999999665e+01,3.871999999999999886e+00
1.125000000000000000e+00,2.310000000000000142e+01,5.070000000000000284e+01,3.145999999999999908e+00
1.139999999999999902e+00,2.444999999999999929e+01,4.979999999999999716e+01,2.419999999999999929e+00
1.161999999999999922e+00,2.400000000000000000e+01,4.950000000000000000e+01,4.355999999999999872e+00
1.177999999999999936e+00,2.429899999999999949e+01,5.084899999999999665e+01,2.177999999999999936e+00
1.193000000000000060e+00,2.325000000000000000e+01,5.189999999999999858e+01,6.049999999999999822e+00
1.209000000000000075e+00,2.339999999999999858e+01,5.039999999999999858e+01,4.597000000000000419e+00
1.225999999999999979e+00,2.550000000000000000e+01,5.070000000000000284e+01,4.597000000000000419e+00
1.247999999999999998e+00,2.325000000000000000e+01,5.175000000000000000e+01,4.597000000000000419e+00
1.264000000000000012e+00,2.369999999999999929e+01,4.920000000000000284e+01,3.145999999999999908e+00
1.280000000000000027e+00,2.325000000000000000e+01,4.964999999999999858e+01,2.661999999999999922e+00
1.294999999999999929e+00,2.264999999999999858e+01,4.829999999999999716e+01,1.935999999999999943e+00
1.316999999999999948e+00,2.444999999999999929e+01,4.889999999999999858e+01,2.661999999999999922e+00
1.334000000000000075e+00,2.339999999999999858e+01,5.054999999999999716e+01,4.839999999999999858e+00
1.350000000000000089e+00,2.294999999999999929e+01,5.175000000000000000e+01,4.355999999999999872e+00
1.364999999999999991e+00,2.354899999999999949e+01,5.204999999999999716e+01,3.145999999999999908e+00
1.381999999999999895e+00,2.310000000000000142e+01,4.934899999999999665e+01,5.323999999999999844e+00
1.403999999999999915e+00,2.175000000000000000e+01,4.964999999999999858e+01,4.597000000000000419e+00
1.419999999999999929e+00,2.189999999999999858e+01,5.084899999999999665e+01,4.113999999999999879e+00
1.435999999999999943e+00,2.414999999999999858e+01,5.025000000000000000e+01,4.839999999999999858e+00
1.453999999999999959e+00,2.369999999999999929e+01,5.339999999999999858e+01,4.113999999999999879e+00
1.467999999999999972e+00,2.189999999999999858e+01,5.204999999999999716e+01,-9.679999999999999716e-01
1.489999999999999991e+00,2.504899999999999949e+01,5.220000000000000284e+01,5.081999999999999851e+00
1.506000000000000005e+00,2.310000000000000142e+01,5.070000000000000284e+01,4.355999999999999872e+00
1.522000000000000020e+00,2.310000000000000142e+01,4.814999999999999858e+01,3.145999999999999908e+00
1.540000000000000036e+00,2.369999999999999929e+01,4.979999999999999716e+01,2.419999999999999929e+00
1.558999999999999941e+00,2.414999999999999858e+01,5.009899999999999665e+01,2.903999999999999915e+00
1.576000000000000068e+00,2.385000000000000142e+01,5.054999999999999716e+01,4.355999999999999872e+00
1.592000000000000082e+00,2.400000000000000000e+01,4.964999999999999858e+01,5.565999999999999837e+00
1.608999999999999986e+00,2.489999999999999858e+01,5.025000000000000000e+01,4.355999999999999872e+00
1.625999999999999890e+00,2.250000000000000000e+01,4.920000000000000284e+01,-2.419999999999999929e-01
1.645999999999999908e+00,2.460000000000000142e+01,5.220000000000000284e+01,9.679999999999999716e+00
1.663999999999999924e+00,2.339999999999999858e+01,5.070000000000000284e+01,4.839999999999999858e+00
1.679000000000000048e+00,2.310000000000000142e+01,5.100000000000000000e+01,3.871999999999999886e+00
1.695000000000000062e+00,2.310000000000000142e+01,5.039999999999999858e+01,8.954000000000000625e+00
1.711999999999999966e+00,2.594999999999999929e+01,5.070000000000000284e+01,1.935999999999999943e+00
1.731999999999999984e+00,2.385000000000000142e+01,5.025000000000000000e+01,5.565999999999999837e+00
1.750000000000000000e+00,2.339999999999999858e+01,4.995000000000000284e+01,3.387999999999999901e+00
1.764999999999999902e+00,2.564999999999999858e+01,5.084899999999999665e+01,2.903999999999999915e+00
1.780999999999999917e+00,2.354899999999999949e+01,5.009899999999999665e+01,2.419999999999999929e+00
1.802999999999999936e+00,2.414999999999999858e+01,4.964999999999999858e+01,2.419999999999999929e+00
1.818999999999999950e+00,2.204899999999999949e+01,5.070000000000000284e+01,9.679999999999999716e-01
1.834000000000000075e+00,2.369999999999999929e+01,5.009899999999999665e+01,2.177999999999999936e+00
1.850999999999999979e+00,2.235000000000000142e+01,5.039999999999999858e+01,5.565999999999999837e+00
1.868000000000000105e+00,2.235000000000000142e+01,5.054999999999999716e+01,1.935999999999999943e+00
1.889000000000000012e+00,2.339999999999999858e+01,4.829999999999999716e+01,5.807999999999999829e+00
1.905000000000000027e+00,2.189999999999999858e+01,4.814999999999999858e+01,3.629999999999999893e+00
1.921000000000000041e+00,2.160000000000000142e+01,4.979999999999999716e+01,3.629999999999999893e+00
1.937999999999999945e+00,2.294999999999999929e+01,4.904999999999999716e+01,2.419999999999999929e+00
1.955000000000000071e+00,2.460000000000000142e+01,4.964999999999999858e+01,4.839999999999999858e+00
1.975000000000000089e+00,2.294999999999999929e+01,4.934899999999999665e+01,2.661999999999999922e+00
1.989999999999999991e+00,2.235000000000000142e+01,5.100000000000000000e+01,2.419999999999999929e-01
2.007000000000000117e+00,2.339999999999999858e+01,5.054999999999999716e+01,4.597000000000000419e+00
2.024000000000000021e+00,2.085000000000000142e+01,5.054999999999999716e+01,6.775999999999999801e+00
2.044999999999999929e+00,2.385000000000000142e+01,5.114999999999999858e+01,3.871999999999999886e+00
2.060999999999999943e+00,2.475000000000000000e+01,4.920000000000000284e+01,4.597000000000000419e+00
2.079000000000000181e+00,2.519999999999999929e+01,4.995000000000000284e+01,5.565999999999999837e+00
2.093999999999999861e+00,2.204899999999999949e+01,5.054999999999999716e+01,1.209999999999999964e+00
2.109999999999999876e+00,2.400000000000000000e+01,4.964999999999999858e+01,3.387999999999999901e+00
2.130999999999999783e+00,2.369999999999999929e+01,4.920000000000000284e+01,4.113999999999999879e+00
2.148000000000000131e+00,2.400000000000000000e+01,4.934899999999999665e+01,5.807999999999999829e+00
2.165000000000000036e+00,2.235000000000000142e+01,5.129999999999999716e+01,2.903999999999999915e+00
2.180000000000000160e+00,2.339999999999999858e+01,5.054999999999999716e+01,7.259999999999999787e+00
2.197000000000000064e+00,2.535000000000000142e+01,5.250000000000000000e+01,2.177999999999999936e+00
2.217000000000000082e+00,2.189999999999999858e+01,4.875000000000000000e+01,2.903999999999999915e+00
2.233999999999999986e+00,2.429899999999999949e+01,5.114999999999999858e+01,4.113999999999999879e+00
2.250999999999999890e+00,2.339999999999999858e+01,5.159899999999999665e+01,3.145999999999999908e+00
2.266000000000000014e+00,2.460000000000000142e+01,4.979999999999999716e+01,9.195000000000000284e+00
2.289000000000000146e+00,2.189999999999999858e+01,4.979999999999999716e+01,4.597000000000000419e+00
2.303999999999999826e+00,2.400000000000000000e+01,4.995000000000000284e+01,3.629999999999999893e+00
2.319999999999999840e+00,2.219999999999999929e+01,4.950000000000000000e+01,4.597000000000000419e+00
2.337000000000000188e+00,2.339999999999999858e+01,5.129999999999999716e+01,6.291999999999999815e+00
2.354000000000000092e+00,2.250000000000000000e+01,4.904999999999999716e+01,4.113999999999999879e+00
2.375000000000000000e+00,2.279899999999999949e+01,5.175000000000000000e+01,2.177999999999999936e+00
2.390000000000000124e+00,2.294999999999999929e+01,4.950000000000000000e+01,2.661999999999999922e+00
2.407000000000000028e+00,2.264999999999999858e+01,5.129999999999999716e+01,3.387999999999999901e+00
2.423999999999999932e+00,2.339999999999999858e+01,5.070000000000000284e+01,4.597000000000000419e+00
2.439000000000000057e+00,2.294999999999999929e+01,4.995000000000000284e+01,4.113999999999999879e+00
2.459999999999999964e+00,2.519999999999999929e+01,4.829999999999999716e+01,4.355999999999999872e+00
2.475999999999999979e+00,2.264999999999999858e+01,5.084899999999999665e+01,2.177999999999999936e+00
2.492999999999999883e+00,2.385000000000000142e+01,5.129999999999999716e+01,5.081999999999999851e+00
2.509999999999999787e+00,2.144999999999999929e+01,5.114999999999999858e+01,6.049999999999999822e+00
2.529999999999999805e+00,2.204899999999999949e+01,4.859899999999999665e+01,6.049999999999999822e+00
2.545999999999999819e+00,2.235000000000000142e+01,5.175000000000000000e+01,2.177999999999999936e+00
2.563000000000000167e+00,2.489999999999999858e+01,4.995000000000000284e+01,4.597000000000000419e+00
2.580000000000000071e+00,2.325000000000000000e+01,4.979999999999999716e+01,6.049999999999999822e+00
2.596000000000000085e+00,2.594999999999999929e+01,4.904999999999999716e+01,7.743999999999999773e+00
2.616999999999999993e+00,2.354899999999999949e+01,4.979999999999999716e+01,3.629999999999999893e+00
2.633999999999999897e+00,2.279899999999999949e+01,5.009899999999999665e+01,2.903999999999999915e+00
2.649000000000000021e+00,2.414999999999999858e+01,5.114999999999999858e+01,4.355999999999999872e+00
2.665999999999999925e+00,2.594999999999999929e+01,5.234899999999999665e+01,-2.419999999999999929e-01
2.681999999999999940e+00,2.504899999999999949e+01,4.845000000000000284e+01,4.839999999999999858e+00
2.704000000000000181e+00,2.144999999999999929e+01,4.995000000000000284e+01,4.355999999999999872e+00
2.718999999999999861e+00,2.325000000000000000e+01,5.159899999999999665e+01,5.081999999999999851e+00
2.734999999999999876e+00,2.279899999999999949e+01,4.889999999999999858e+01,5.565999999999999837e+00
2.751999999999999780e+00,2.385000000000000142e+01,4.995000000000000284e+01,3.387999999999999901e+00
2.773000000000000131e+00,2.339999999999999858e+01,4.964999999999999858e+01,1.693999999999999950e+00
2.790999999999999925e+00,2.400000000000000000e+01,4.950000000000000000e+01,3.145999999999999908e+00
2.805000000000000160e+00,2.339999999999999858e+01,5.054999999999999716e+01,3.629999999999999893e+00
2.822000000000000064e+00,2.460000000000000142e+01,5.114999999999999858e+01,5.081999999999999851e+00
2.838000000000000078e+00,2.204899999999999949e+01,5.039999999999999858e+01,2.177999999999999936e+00
2.858999999999999986e+00,2.385000000000000142e+01,4.934899999999999665e+01,1.693999999999999950e+00
2.875999999999999890e+00,2.339999999999999858e+01,5.009899999999999665e+01,4.839999999999999858e+00
2.892999999999999794e+00,2.354899999999999949e+01,5.189999999999999858e+01,2.177999999999999936e+00
2.907999999999999918e+00,2.400000000000000000e+01,4.964999999999999858e+01,6.775999999999999801e+00
2.923999999999999932e+00,2.250000000000000000e+01,5.084899999999999665e+01,2.903999999999999915e+00
2.944999999999999840e+00,2.339999999999999858e+01,5.039999999999999858e+01,3.629999999999999893e+00
2.962000000000000188e+00,2.175000000000000000e+01,5.009899999999999665e+01,5.323999999999999844e+00
2.979000000000000092e+00,2.354899999999999949e+01,5.054999999999999716e+01,2.419999999999999929e+00
2.995999999999999996e+00,2.400000000000000000e+01,4.995000000000000284e+01,3.629999999999999893e+00
3.015000000000000124e+00,2.489999999999999858e+01,5.145000000000000284e+01,3.629999999999999893e+00
