t_s,Bx_uT,By_uT,Bz_uT
2.595000000000000195e+00,2.610000000000000142e+01,5.054999999999999716e+01,7.501999999999999780e+00
2.664000000000000146e+00,2.610000000000000142e+01,5.054999999999999716e+01,7.501999999999999780e+00
2.730999999999999872e+00,2.550000000000000000e+01,5.085000000000000142e+01,6.291999999999999815e+00
2.798999999999999932e+00,2.594999999999999929e+01,5.129999999999999716e+01,8.711999999999999744e+00
2.870999999999999996e+00,2.639999999999999858e+01,5.070000000000000284e+01,6.533999999999999808e+00
2.939000000000000057e+00,2.639999999999999858e+01,5.025000000000000000e+01,7.501999999999999780e+00
3.007000000000000117e+00,2.669999999999999929e+01,5.100000000000000000e+01,7.017999999999999794e+00
3.073999999999999844e+00,2.580000000000000071e+01,5.054999999999999716e+01,7.017999999999999794e+00
3.141999999999999904e+00,2.610000000000000142e+01,5.070000000000000284e+01,7.501999999999999780e+00
3.209000000000000075e+00,2.625000000000000000e+01,5.054999999999999716e+01,7.259999999999999787e+00
3.281000000000000139e+00,2.550000000000000000e+01,5.054999999999999716e+01,7.259999999999999787e+00
3.347999999999999865e+00,2.639999999999999858e+01,5.085000000000000142e+01,7.985999999999999766e+00
3.416999999999999815e+00,2.639999999999999858e+01,5.100000000000000000e+01,6.775999999999999801e+00
3.484999999999999876e+00,2.594999999999999929e+01,5.085000000000000142e+01,7.259999999999999787e+00
3.551000000000000156e+00,2.625000000000000000e+01,5.085000000000000142e+01,6.049999999999999822e+00
3.623000000000000220e+00,2.594999999999999929e+01,5.010000000000000142e+01,7.985999999999999766e+00
3.689999999999999947e+00,2.655000000000000071e+01,5.054999999999999716e+01,7.259999999999999787e+00
3.758000000000000007e+00,2.610000000000000142e+01,5.010000000000000142e+01,6.291999999999999815e+00
3.826000000000000068e+00,2.550000000000000000e+01,5.039999999999999858e+01,7.743999999999999773e+00
3.891999999999999904e+00,2.594999999999999929e+01,5.100000000000000000e+01,7.985999999999999766e+00
3.959999999999999964e+00,2.655000000000000071e+01,5.070000000000000284e+01,6.533999999999999808e+00
4.032000000000000028e+00,2.625000000000000000e+01,5.025000000000000000e+01,7.017999999999999794e+00
