t_s,Bx_uT,By_uT,Bz_uT
5.700000000000000205e-02,2.339999999999999858e+01,4.559899999999999665e+01,6.775999999999999801e+00
4.660000000000000253e-01,2.129899999999999949e+01,5.279999999999999716e+01,-9.679999999999999716e-01
4.749999999999999778e-01,2.504899999999999949e+01,5.325000000000000000e+01,3.387999999999999901e+00
4.839999999999999858e-01,2.519999999999999929e+01,4.814999999999999858e+01,9.679999999999999716e-01
4.979999999999999982e-01,2.714999999999999858e+01,4.425000000000000000e+01,-2.419999999999999929e-01
5.090000000000000080e-01,2.250000000000000000e+01,5.145000000000000284e+01,5.565999999999999837e+00
5.170000000000000151e-01,1.935000000000000142e+01,4.800000000000000000e+01,3.387999999999999901e+00
5.270000000000000240e-01,2.310000000000000142e+01,4.845000000000000284e+01,3.145999999999999908e+00
5.360000000000000320e-01,2.714999999999999858e+01,4.889999999999999858e+01,-2.419999999999999929e-01
5.520000000000000462e-01,2.444999999999999929e+01,5.325000000000000000e+01,4.113999999999999879e+00
5.600000000000000533e-01,2.175000000000000000e+01,4.679999999999999716e+01,-5.323999999999999844e+00
5.689999999999999503e-01,2.264999999999999858e+01,4.664999999999999858e+01,9.922000000000000597e+00
5.789999999999999591e-01,2.354899999999999949e+01,5.234899999999999665e+01,9.438000000000000611e+00
5.869999999999999662e-01,2.010000000000000142e+01,5.325000000000000000e+01,3.629999999999999893e+00
6.019999999999999796e-01,2.489999999999999858e+01,5.234899999999999665e+01,5.807999999999999829e+00
6.099999999999999867e-01,2.564999999999999858e+01,4.950000000000000000e+01,7.259999999999999787e+00
6.209999999999999964e-01,2.310000000000000142e+01,5.054999999999999716e+01,5.565999999999999837e+00
6.300000000000000044e-01,2.504899999999999949e+01,4.559899999999999665e+01,-2.661999999999999922e+00
6.440000000000000169e-01,2.085000000000000142e+01,4.620000000000000284e+01,1.935999999999999943e+00
6.530000000000000249e-01,2.744999999999999929e+01,4.920000000000000284e+01,6.291999999999999815e+00
6.620000000000000329e-01,2.010000000000000142e+01,4.725000000000000000e+01,1.161599999999999966e+01
6.730000000000000426e-01,2.189999999999999858e+01,4.725000000000000000e+01,4.597000000000000419e+00
6.810000000000000497e-01,2.910000000000000142e+01,4.245000000000000284e+01,-1.209999999999999964e+00
6.959999999999999520e-01,2.610000000000000142e+01,5.114999999999999858e+01,8.470000000000000639e+00
7.039999999999999591e-01,2.025000000000000000e+01,5.339999999999999858e+01,4.597000000000000419e+00
7.139999999999999680e-01,2.189999999999999858e+01,4.829999999999999716e+01,2.419999999999999929e+00
7.229999999999999760e-01,2.819999999999999929e+01,5.339999999999999858e+01,1.693999999999999950e+00
7.329999999999999849e-01,2.339999999999999858e+01,4.859899999999999665e+01,-1.209999999999999964e+00
7.469999999999999973e-01,2.250000000000000000e+01,4.604999999999999716e+01,7.743999999999999773e+00
7.560000000000000053e-01,2.804899999999999949e+01,4.859899999999999665e+01,-2.419999999999999929e+00
