t_s,Bx_uT,By_uT,Bz_uT
7.499999999999999722e-02,2.460000000000000142e+01,4.785000000000000142e+01,8.470000000000000639e+00
4.859999999999999876e-01,2.669999999999999929e+01,4.875000000000000000e+01,1.693999999999999950e+00
4.979999999999999982e-01,2.730000000000000071e+01,4.695000000000000284e+01,-2.177999999999999936e+00
5.140000000000000124e-01,2.339999999999999858e+01,4.904999999999999716e+01,6.775999999999999801e+00
5.270000000000000240e-01,1.935000000000000142e+01,4.845000000000000284e+01,6.291999999999999815e+00
5.380000000000000338e-01,2.475000000000000000e+01,5.085000000000000142e+01,9.679999999999999716e+00
5.480000000000000426e-01,2.880000000000000071e+01,5.129999999999999716e+01,1.306799999999999962e+01
5.600000000000000533e-01,2.475000000000000000e+01,4.904999999999999716e+01,6.775999999999999801e+00
5.779999999999999583e-01,2.955000000000000071e+01,5.189999999999999858e+01,1.234200000000000053e+01
5.889999999999999680e-01,3.075000000000000000e+01,5.220000000000000284e+01,3.871999999999999886e+00
5.989999999999999769e-01,2.414999999999999858e+01,5.129999999999999716e+01,1.935999999999999943e+00
6.129999999999999893e-01,2.100000000000000000e+01,4.845000000000000284e+01,2.903999999999999915e+00
6.250000000000000000e-01,2.250000000000000000e+01,5.204999999999999716e+01,6.291999999999999815e+00
6.350000000000000089e-01,2.444999999999999929e+01,4.454999999999999716e+01,1.040600000000000058e+01
6.520000000000000240e-01,3.075000000000000000e+01,4.695000000000000284e+01,6.775999999999999801e+00
6.640000000000000346e-01,2.444999999999999929e+01,5.414999999999999858e+01,3.629999999999999893e+00
6.750000000000000444e-01,3.030000000000000071e+01,5.460000000000000142e+01,3.871999999999999886e+00
6.850000000000000533e-01,2.760000000000000142e+01,5.685000000000000142e+01,6.775999999999999801e+00
6.969999999999999529e-01,2.264999999999999858e+01,4.875000000000000000e+01,6.533999999999999808e+00
7.099999999999999645e-01,2.310000000000000142e+01,4.920000000000000284e+01,6.533999999999999808e+00
7.259999999999999787e-01,2.850000000000000000e+01,4.889999999999999858e+01,1.258399999999999963e+01
7.379999999999999893e-01,1.769999999999999929e+01,4.860000000000000142e+01,9.679999999999999716e+00
7.479999999999999982e-01,2.460000000000000142e+01,5.114999999999999858e+01,1.282600000000000051e+01
7.590000000000000080e-01,2.850000000000000000e+01,5.054999999999999716e+01,1.306799999999999962e+01
7.720000000000000195e-01,2.519999999999999929e+01,4.979999999999999716e+01,4.113999999999999879e+00
7.850000000000000311e-01,2.700000000000000000e+01,4.995000000000000284e+01,1.693999999999999950e+00
8.000000000000000444e-01,1.994999999999999929e+01,5.114999999999999858e+01,9.195999999999999730e+00
8.120000000000000551e-01,2.519999999999999929e+01,4.995000000000000284e+01,1.597199999999999953e+01
8.239999999999999547e-01,2.744999999999999929e+01,5.054999999999999716e+01,5.323999999999999844e+00
8.349999999999999645e-01,2.369999999999999929e+01,5.070000000000000284e+01,2.661999999999999922e+00
8.449999999999999734e-01,2.805000000000000071e+01,5.564999999999999858e+01,1.185800000000000054e+01
8.629999999999999893e-01,2.460000000000000142e+01,4.964999999999999858e+01,2.903999999999999915e+00
8.750000000000000000e-01,2.744999999999999929e+01,5.129999999999999716e+01,5.323999999999999844e+00
8.850000000000000089e-01,2.819999999999999929e+01,5.010000000000000142e+01,5.807999999999999829e+00
8.980000000000000204e-01,2.669999999999999929e+01,5.460000000000000142e+01,1.693999999999999950e+00
9.100000000000000311e-01,3.060000000000000142e+01,4.829999999999999716e+01,2.903999999999999915e+00
9.210000000000000409e-01,2.385000000000000142e+01,5.085000000000000142e+01,7.017999999999999794e+00
9.379999999999999449e-01,2.535000000000000142e+01,5.429999999999999716e+01,8.711999999999999744e+00
9.489999999999999547e-01,2.775000000000000000e+01,5.414999999999999858e+01,2.419999999999999929e+00
9.599999999999999645e-01,3.000000000000000000e+01,4.904999999999999716e+01,6.533999999999999808e+00
9.719999999999999751e-01,2.594999999999999929e+01,5.054999999999999716e+01,6.291999999999999815e+00
9.839999999999999858e-01,2.985000000000000142e+01,4.950000000000000000e+01,3.629999999999999893e+00
9.949999999999999956e-01,2.880000000000000071e+01,4.950000000000000000e+01,1.113199999999999967e+01
1.010000000000000009e+00,2.894999999999999929e+01,4.620000000000000284e+01,1.403599999999999959e+01
1.022999999999999909e+00,2.894999999999999929e+01,5.264999999999999858e+01,5.807999999999999829e+00
1.034999999999999920e+00,2.369999999999999929e+01,5.039999999999999858e+01,8.227999999999999758e+00
1.046000000000000041e+00,2.894999999999999929e+01,5.250000000000000000e+01,4.839999999999999858e+00
1.056000000000000050e+00,2.205000000000000071e+01,4.800000000000000000e+01,2.661999999999999922e+00
1.068000000000000060e+00,2.505000000000000071e+01,5.745000000000000284e+01,6.291999999999999815e+00
1.084999999999999964e+00,2.610000000000000142e+01,5.264999999999999858e+01,1.113199999999999967e+01
1.094000000000000083e+00,2.550000000000000000e+01,5.100000000000000000e+01,4.355999999999999872e+00
1.106999999999999984e+00,2.894999999999999929e+01,5.445000000000000284e+01,-2.903999999999999915e+00
1.118999999999999995e+00,2.864999999999999858e+01,5.400000000000000000e+01,1.258399999999999963e+01
1.129999999999999893e+00,2.760000000000000142e+01,4.920000000000000284e+01,7.743999999999999773e+00
1.147000000000000020e+00,2.550000000000000000e+01,5.400000000000000000e+01,7.743999999999999773e+00
1.157999999999999918e+00,2.925000000000000000e+01,5.475000000000000000e+01,5.807999999999999829e+00
1.169000000000000039e+00,2.864999999999999858e+01,4.800000000000000000e+01,3.629999999999999893e+00
1.179999999999999938e+00,2.819999999999999929e+01,5.400000000000000000e+01,4.355999999999999872e+00
1.193000000000000060e+00,2.625000000000000000e+01,5.475000000000000000e+01,1.548799999999999955e+01
