t_s,Bx_uT,By_uT,Bz_uT
2.326000000000000068e+00,-5.759899999999999665e+01,-2.100000000000000000e+01,-1.824679999999999893e+02
2.391000000000000014e+00,-5.714999999999999858e+01,-2.100000000000000000e+01,-1.824679999999999893e+02
2.455000000000000071e+00,-5.700000000000000000e+01,-2.054899999999999949e+01,-1.819840000000000089e+02
2.521999999999999797e+00,-5.759899999999999665e+01,-2.069999999999999929e+01,-1.817419999999999902e+02
2.591000000000000192e+00,-5.745000000000000284e+01,-2.054899999999999949e+01,-1.819840000000000089e+02
2.657000000000000028e+00,-5.714999999999999858e+01,-2.054899999999999949e+01,-1.824679999999999893e+02
2.722999999999999865e+00,-5.745000000000000284e+01,-2.100000000000000000e+01,-1.824679999999999893e+02
2.786999999999999922e+00,-5.759899999999999665e+01,-2.100000000000000000e+01,-1.829509999999999934e+02
2.854000000000000092e+00,-5.820000000000000284e+01,-2.129899999999999949e+01,-1.827090000000000032e+02
2.923000000000000043e+00,-5.639999999999999858e+01,-2.069999999999999929e+01,-1.824679999999999893e+02
2.988999999999999879e+00,-5.759899999999999665e+01,-2.129899999999999949e+01,-1.822259999999999991e+02
3.055000000000000160e+00,-5.729999999999999716e+01,-2.085000000000000142e+01,-1.824679999999999893e+02
3.119000000000000217e+00,-5.729999999999999716e+01,-2.160000000000000142e+01,-1.824679999999999893e+02
3.189999999999999947e+00,-5.745000000000000284e+01,-2.025000000000000000e+01,-1.827090000000000032e+02
3.254999999999999893e+00,-5.729999999999999716e+01,-2.085000000000000142e+01,-1.829509999999999934e+02
3.321000000000000174e+00,-5.684899999999999665e+01,-2.114999999999999858e+01,-1.817419999999999902e+02
3.386000000000000121e+00,-5.789999999999999858e+01,-2.114999999999999858e+01,-1.831939999999999884e+02
3.452999999999999847e+00,-5.700000000000000000e+01,-2.129899999999999949e+01,-1.822259999999999991e+02
3.521999999999999797e+00,-5.684899999999999665e+01,-2.069999999999999929e+01,-1.824679999999999893e+02
3.587000000000000188e+00,-5.714999999999999858e+01,-2.144999999999999929e+01,-1.817419999999999902e+02
3.652000000000000135e+00,-5.775000000000000000e+01,-2.100000000000000000e+01,-1.822259999999999991e+02
3.717000000000000082e+00,-5.729999999999999716e+01,-2.129899999999999949e+01,-1.829509999999999934e+02
