session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260610_141445,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,150,1.50000,1.423000,1.9400,0.3000,1.423000,1.464100,+0.041100,1.6600,1.8300,+0.1700,6233.7756,6581.8060,+348.0304,+0.3005,+281.2690,+209.0880,350.4713,2047.2376,1,1,1,strong
session_20260610_141445,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,2,200,2.00000,1.941000,2.1300,0.3000,1.941000,1.982950,+0.041950,1.8500,2.0300,+0.1800,6782.5155,7145.4426,+362.9271,+2.4040,+293.2860,+217.3155,365.0322,2016.2617,1,1,1,strong
session_20260610_141445,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,150,1.50000,1.435900,1.9400,0.3000,1.435900,1.480450,+0.044550,1.6600,1.8100,+0.1500,6265.6584,6568.8126,+303.1542,+1.8030,+245.2060,+181.9840,305.3644,2021.0280,1,1,1,strong
session_20260610_141445,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,2,200,2.00000,1.935300,2.1600,0.3000,1.935300,1.975300,+0.040000,1.8800,2.0500,+0.1700,6768.5900,7085.2424,+316.6525,+1.2010,+255.1255,+191.1800,318.8107,1862.6617,1,1,1,strong
session_20260610_141445,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,150,1.50000,1.443850,1.8500,0.3000,1.443850,1.489850,+0.046000,1.5700,1.7400,+0.1700,6256.1554,6607.2611,+351.1058,+1.5015,+284.8740,+209.5720,353.6607,2065.3280,1,1,1,strong
