Bx_uT,By_uT,Bz_uT
1.024489999999999981e+02,-8.990000000000000213e-01,8.259460000000000264e+02
1.027500000000000000e+02,-1.199999999999999956e+00,8.266710000000000491e+02
1.024489999999999981e+02,-7.500000000000000000e-01,8.254610000000000127e+02
1.018499999999999943e+02,-1.048999999999999932e+00,8.257039999999999509e+02
1.025999999999999943e+02,-7.500000000000000000e-01,8.257039999999999509e+02
1.029000000000000057e+02,-1.350000000000000089e+00,8.259460000000000264e+02
1.024489999999999981e+02,-2.099000000000000199e+00,8.257039999999999509e+02
1.029000000000000057e+02,-1.649999999999999911e+00,8.259460000000000264e+02
1.022999999999999972e+02,-7.500000000000000000e-01,8.254610000000000127e+02
1.022999999999999972e+02,-1.500000000000000000e+00,8.261879999999999882e+02
1.021500000000000057e+02,-1.350000000000000089e+00,8.257039999999999509e+02
1.021500000000000057e+02,-1.350000000000000089e+00,8.261879999999999882e+02
1.015499999999999972e+02,-1.649999999999999911e+00,8.259460000000000264e+02
1.022999999999999972e+02,-1.048999999999999932e+00,8.257039999999999509e+02
1.027500000000000000e+02,-1.350000000000000089e+00,8.273980000000000246e+02
1.025999999999999943e+02,-1.048999999999999932e+00,8.259460000000000264e+02
1.021500000000000057e+02,-1.949999999999999956e+00,8.259460000000000264e+02
1.030499999999999972e+02,-1.350000000000000089e+00,8.259460000000000264e+02
1.029000000000000057e+02,-8.990000000000000213e-01,8.269139999999999873e+02
1.014000000000000057e+02,-1.649999999999999911e+00,8.271559999999999491e+02
1.024489999999999981e+02,-1.199999999999999956e+00,8.261879999999999882e+02
1.024489999999999981e+02,-1.199999999999999956e+00,8.266710000000000491e+02
1.024489999999999981e+02,-1.199999999999999956e+00,8.269139999999999873e+02
1.025999999999999943e+02,-1.199999999999999956e+00,8.254610000000000127e+02
1.029000000000000057e+02,-1.350000000000000089e+00,8.254610000000000127e+02
1.031989999999999981e+02,-1.199999999999999956e+00,8.259460000000000264e+02
1.021500000000000057e+02,-8.990000000000000213e-01,8.261879999999999882e+02
1.018499999999999943e+02,-1.199999999999999956e+00,8.264299999999999500e+02
1.029000000000000057e+02,-1.199999999999999956e+00,8.257039999999999509e+02
1.025999999999999943e+02,-1.949999999999999956e+00,8.257039999999999509e+02
1.029000000000000057e+02,-1.199999999999999956e+00,8.259460000000000264e+02
1.021500000000000057e+02,-2.250000000000000000e+00,8.249779999999999518e+02
1.021500000000000057e+02,-1.949999999999999956e+00,8.259460000000000264e+02
1.037999999999999972e+02,-7.500000000000000000e-01,8.249779999999999518e+02
1.024489999999999981e+02,-1.798999999999999932e+00,8.257039999999999509e+02
1.020000000000000000e+02,-1.199999999999999956e+00,8.261879999999999882e+02
