Bx_uT,By_uT,Bz_uT
6.976499999999999773e+02,9.045000000000000000e+02,1.406746000000000095e+03
6.976499999999999773e+02,9.045000000000000000e+02,1.407471000000000004e+03
6.970499999999999545e+02,9.047999999999999545e+02,1.404567999999999984e+03
6.975000000000000000e+02,9.049500000000000455e+02,1.406746000000000095e+03
6.970499999999999545e+02,9.045000000000000000e+02,1.404326000000000022e+03
6.964500000000000455e+02,9.042000000000000455e+02,1.408440000000000055e+03
6.970499999999999545e+02,9.050990000000000464e+02,1.403115000000000009e+03
6.976499999999999773e+02,9.049500000000000455e+02,1.402147999999999911e+03
6.975000000000000000e+02,9.055499999999999545e+02,1.406502999999999929e+03
6.976499999999999773e+02,9.053999999999999773e+02,1.406260999999999967e+03
6.964500000000000455e+02,9.050990000000000464e+02,1.409407999999999902e+03
6.975000000000000000e+02,9.049500000000000455e+02,1.406988000000000056e+03
6.973490000000000464e+02,9.053999999999999773e+02,1.405294000000000096e+03
6.973490000000000464e+02,9.047999999999999545e+02,1.406988000000000056e+03
6.976499999999999773e+02,9.050990000000000464e+02,1.411102000000000089e+03
6.976499999999999773e+02,9.055499999999999545e+02,1.411586000000000013e+03
6.979500000000000455e+02,9.047999999999999545e+02,1.409892000000000053e+03
6.968999999999999773e+02,9.055499999999999545e+02,1.409407999999999902e+03
6.970499999999999545e+02,9.046499999999999773e+02,1.411827999999999975e+03
6.973490000000000464e+02,9.042000000000000455e+02,1.406746000000000095e+03
6.970499999999999545e+02,9.053999999999999773e+02,1.408923000000000002e+03
6.980990000000000464e+02,9.049500000000000455e+02,1.412311999999999898e+03
6.979500000000000455e+02,9.043490000000000464e+02,1.408682000000000016e+03
6.977999999999999545e+02,9.046499999999999773e+02,1.405294000000000096e+03
6.973490000000000464e+02,9.049500000000000455e+02,1.406019999999999982e+03
6.973490000000000464e+02,9.052500000000000000e+02,1.409892000000000053e+03
6.975000000000000000e+02,9.052500000000000000e+02,1.405294000000000096e+03
6.975000000000000000e+02,9.045000000000000000e+02,1.407471000000000004e+03
6.977999999999999545e+02,9.047999999999999545e+02,1.406019999999999982e+03
6.976499999999999773e+02,9.057000000000000455e+02,1.408196999999999889e+03
6.979500000000000455e+02,9.047999999999999545e+02,1.405051999999999907e+03
6.970499999999999545e+02,9.050990000000000464e+02,1.403840999999999894e+03
6.975000000000000000e+02,9.049500000000000455e+02,1.404809999999999945e+03
6.987000000000000455e+02,9.055499999999999545e+02,1.405778000000000020e+03
6.973490000000000464e+02,9.050990000000000464e+02,1.405778000000000020e+03
6.973490000000000464e+02,9.049500000000000455e+02,1.405294000000000096e+03
6.985499999999999545e+02,9.052500000000000000e+02,1.407713999999999942e+03
6.979500000000000455e+02,9.049500000000000455e+02,1.408440000000000055e+03
6.970499999999999545e+02,9.046499999999999773e+02,1.406988000000000056e+03
6.973490000000000464e+02,9.052500000000000000e+02,1.407955999999999904e+03
6.980990000000000464e+02,9.057000000000000455e+02,1.408196999999999889e+03
6.961499999999999773e+02,9.061499999999999773e+02,1.404084000000000060e+03
6.973490000000000464e+02,9.053999999999999773e+02,1.407955999999999904e+03
6.973490000000000464e+02,9.050990000000000464e+02,1.404326000000000022e+03
6.973490000000000464e+02,9.049500000000000455e+02,1.405051999999999907e+03
6.973490000000000464e+02,9.053999999999999773e+02,1.411586000000000013e+03
6.975000000000000000e+02,9.052500000000000000e+02,1.401905999999999949e+03
6.972000000000000455e+02,9.047999999999999545e+02,1.405778000000000020e+03
6.977999999999999545e+02,9.049500000000000455e+02,1.404567999999999984e+03
6.976499999999999773e+02,9.057000000000000455e+02,1.408196999999999889e+03
6.976499999999999773e+02,9.053999999999999773e+02,1.407230000000000018e+03
6.982500000000000000e+02,9.046499999999999773e+02,1.407955999999999904e+03
6.973490000000000464e+02,9.055499999999999545e+02,1.407713999999999942e+03
6.975000000000000000e+02,9.053999999999999773e+02,1.406260999999999967e+03
6.973490000000000464e+02,9.049500000000000455e+02,1.409407999999999902e+03
6.977999999999999545e+02,9.049500000000000455e+02,1.410616999999999962e+03
