Bx_uT,By_uT,Bz_uT
1.998000000000000114e+02,1.773000000000000114e+02,4.264521999999999935e+03
2.002500000000000000e+02,1.768499999999999943e+02,4.264765000000000327e+03
1.998000000000000114e+02,1.770000000000000000e+02,4.263796999999999571e+03
2.005500000000000114e+02,1.773000000000000114e+02,4.263314000000000306e+03
2.000999999999999943e+02,1.766999999999999886e+02,4.264279999999999745e+03
2.002500000000000000e+02,1.768499999999999943e+02,4.264279999999999745e+03
1.998000000000000114e+02,1.775999999999999943e+02,4.263554000000000087e+03
1.995000000000000000e+02,1.773000000000000114e+02,4.263796999999999571e+03
2.006999999999999886e+02,1.766999999999999886e+02,4.263554000000000087e+03
1.995000000000000000e+02,1.768499999999999943e+02,4.264279999999999745e+03
2.005500000000000114e+02,1.763990000000000009e+02,4.263072000000000116e+03
1.999499999999999886e+02,1.766999999999999886e+02,4.264521999999999935e+03
1.998000000000000114e+02,1.770000000000000000e+02,4.264279999999999745e+03
1.998000000000000114e+02,1.774499999999999886e+02,4.263314000000000306e+03
1.999499999999999886e+02,1.760999999999999943e+02,4.263314000000000306e+03
2.000999999999999943e+02,1.765500000000000114e+02,4.263072000000000116e+03
1.996490000000000009e+02,1.762500000000000000e+02,4.263314000000000306e+03
1.998000000000000114e+02,1.766999999999999886e+02,4.262831000000000131e+03
1.999499999999999886e+02,1.770000000000000000e+02,4.264765000000000327e+03
2.002500000000000000e+02,1.763990000000000009e+02,4.262588999999999942e+03
1.995000000000000000e+02,1.766999999999999886e+02,4.264765000000000327e+03
1.999499999999999886e+02,1.762500000000000000e+02,4.263554000000000087e+03
1.998000000000000114e+02,1.763990000000000009e+02,4.263554000000000087e+03
1.998000000000000114e+02,1.760999999999999943e+02,4.262831000000000131e+03
1.996490000000000009e+02,1.762500000000000000e+02,4.262831000000000131e+03
1.999499999999999886e+02,1.773000000000000114e+02,4.262831000000000131e+03
2.008499999999999943e+02,1.768499999999999943e+02,4.263072000000000116e+03
1.999499999999999886e+02,1.765500000000000114e+02,4.262831000000000131e+03
2.003990000000000009e+02,1.765500000000000114e+02,4.262345999999999549e+03
2.000999999999999943e+02,1.770000000000000000e+02,4.262831000000000131e+03
1.998000000000000114e+02,1.770000000000000000e+02,4.265250000000000000e+03
1.995000000000000000e+02,1.765500000000000114e+02,4.264521999999999935e+03
1.999499999999999886e+02,1.773000000000000114e+02,4.264038999999999760e+03
1.999499999999999886e+02,1.759499999999999886e+02,4.262588999999999942e+03
1.995000000000000000e+02,1.774499999999999886e+02,4.263314000000000306e+03
1.996490000000000009e+02,1.771490000000000009e+02,4.264765000000000327e+03
2.002500000000000000e+02,1.768499999999999943e+02,4.262104000000000269e+03
1.998000000000000114e+02,1.765500000000000114e+02,4.263072000000000116e+03
2.002500000000000000e+02,1.765500000000000114e+02,4.263796999999999571e+03
2.002500000000000000e+02,1.768499999999999943e+02,4.262588999999999942e+03
1.999499999999999886e+02,1.759499999999999886e+02,4.264765000000000327e+03
1.999499999999999886e+02,1.766999999999999886e+02,4.263314000000000306e+03
1.993499999999999943e+02,1.763990000000000009e+02,4.263314000000000306e+03
2.003990000000000009e+02,1.768499999999999943e+02,4.264279999999999745e+03
2.003990000000000009e+02,1.762500000000000000e+02,4.263796999999999571e+03
1.993499999999999943e+02,1.771490000000000009e+02,4.263314000000000306e+03
1.998000000000000114e+02,1.760999999999999943e+02,4.263314000000000306e+03
1.995000000000000000e+02,1.765500000000000114e+02,4.263554000000000087e+03
1.999499999999999886e+02,1.766999999999999886e+02,4.263554000000000087e+03
2.003990000000000009e+02,1.766999999999999886e+02,4.262831000000000131e+03
2.002500000000000000e+02,1.763990000000000009e+02,4.264038999999999760e+03
