time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780359742.571048,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.755100,1.80000,1.755100,-0.044900,4.9000,4.3400,4.3400,,-7.5300,0.0000,-1071.5820,12325.9040,371.7120,-1071.5820,12325.9040,371.7120,-681.6255,6752.5661,15.8152,12377.9791,,,
1780359742.571048,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.755900,1.80000,1.755900,-0.044100,4.9000,4.3400,4.3400,,-7.5300,0.0005,-1075.7890,12321.6960,370.7440,-1075.7890,12321.6960,370.7440,-685.8325,6748.3581,14.8472,12374.1248,,,
1780359742.575575,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.755200,1.80000,1.755200,-0.044800,4.9000,4.3400,4.3400,,-7.5300,0.0008,-1072.7850,12332.5170,369.7760,-1072.7850,12332.5170,369.7760,-682.8285,6759.1791,13.8792,12384.6105,,,
1780359742.663798,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.756200,1.80000,1.756200,-0.043800,4.9000,4.3400,4.3400,,-7.5300,0.0046,-1076.3900,12321.6960,370.7440,-1076.3900,12321.6960,370.7440,-686.4335,6748.3581,14.8472,12374.1771,,,
1780359742.751408,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.753700,1.80000,1.753700,-0.046300,4.9000,4.3400,4.3400,,-7.5300,0.0928,-1070.9810,12325.9040,377.5200,-1070.9810,12325.9040,377.5200,-681.0245,6752.5661,21.6232,12378.1029,,,
1780359742.839439,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.753400,1.80000,1.753400,-0.046600,4.9000,4.3400,4.3400,,-7.5300,0.1807,-1072.1830,12322.9010,377.5200,-1072.1830,12322.9010,377.5200,-682.2265,6749.5631,21.6232,12375.2166,,,
1780359742.927859,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.754100,1.80000,1.754100,-0.045900,4.9000,4.3400,4.3400,,-7.5300,0.2687,-1076.9920,12340.3300,372.6800,-1076.9920,12340.3300,372.6800,-687.0355,6766.9921,16.7832,12392.8426,,,
1780359743.015446,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.753500,1.80000,1.753500,-0.046500,4.9000,4.3400,4.3400,,-7.5300,0.3567,-1075.7890,12331.9190,378.4870,-1075.7890,12331.9190,378.4870,-685.8325,6758.5811,22.5902,12384.5388,,,
1780359743.103084,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.753300,1.80000,1.753300,-0.046700,4.9000,4.3400,4.3400,,-7.5300,0.4447,-1068.5780,12336.1270,373.6470,-1068.5780,12336.1270,373.6470,-678.6215,6762.7891,17.7502,12387.9579,,,
1780359743.191160,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.754200,1.80000,1.754200,-0.045800,4.9000,4.3400,4.3400,,-7.5300,0.5327,-1076.3900,12334.3190,369.7760,-1076.3900,12334.3190,369.7760,-686.4335,6760.9811,13.8792,12386.7177,,,
1780359743.279118,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.753600,1.80000,1.753600,-0.046400,4.9000,4.3400,4.3400,,-7.5300,0.6207,-1081.1990,12337.3270,373.6470,-1081.1990,12337.3270,373.6470,-691.2425,6763.9891,17.7502,12390.2478,,,
1780359743.367430,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.753700,1.80000,1.753700,-0.046300,4.9000,4.3400,4.3400,,-7.5300,0.7086,-1072.1830,12316.2880,375.5840,-1072.1830,12316.2880,375.5840,-682.2265,6742.9501,19.6872,12368.5727,,,
1780359743.455413,session_20260601_201708,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.754800,1.80000,1.754800,-0.045200,4.9000,4.3400,4.3400,,-7.5300,0.7967,-1076.3900,12318.6930,369.7760,-1076.3900,12318.6930,369.7760,-686.4335,6745.3551,13.8792,12371.1579,,,
