time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780361072.023135,session_20260601_201708,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.745000,1.80000,1.745000,-0.055000,4.9000,4.3100,4.3100,,-7.5300,0.0000,-1081.1990,12324.7030,443.3440,-1081.1990,12324.7030,443.3440,-691.2425,6751.3651,87.4472,12379.9778,,,
1780361072.023135,session_20260601_201708,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.746100,1.80000,1.746100,-0.053900,4.9000,4.3100,4.3100,,-7.5300,0.0005,-1081.7990,12325.9040,443.3440,-1081.7990,12325.9040,443.3440,-691.8425,6752.5661,87.4472,12381.2258,,,
1780361072.024138,session_20260601_201708,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.746400,1.80000,1.746400,-0.053600,4.9000,4.3100,4.3100,,-7.5300,0.0008,-1074.5870,12345.1410,452.0560,-1074.5870,12345.1410,452.0560,-684.6305,6771.8031,96.1592,12400.0644,,,
1780361072.106809,session_20260601_201708,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.746000,1.80000,1.746000,-0.054000,4.9000,4.3100,4.3100,,-7.5300,0.0011,-1078.1930,12321.0980,438.5040,-1078.1930,12321.0980,438.5040,-688.2365,6747.7601,82.6072,12375.9542,,,
1780361072.195621,session_20260601_201708,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.746500,1.80000,1.746500,-0.053500,4.9000,4.3100,4.3100,,-7.5300,0.0842,-1081.7990,12329.5140,446.2480,-1081.7990,12329.5140,446.2480,-691.8425,6756.1761,90.3512,12384.9240,,,
1780361072.282754,session_20260601_201708,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.745400,1.80000,1.745400,-0.054600,4.9000,4.3100,4.3100,,-7.5300,0.1730,-1081.1990,12325.3060,447.2150,-1081.1990,12325.3060,447.2150,-691.2425,6751.9681,91.3182,12380.7173,,,
1780361072.371152,session_20260601_201708,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.745000,1.80000,1.745000,-0.055000,4.9000,4.3100,4.3100,,-7.5300,0.2604,-1081.1990,12315.0880,433.6640,-1081.1990,12315.0880,433.6640,-691.2425,6741.7501,77.7672,12370.0626,,,
1780361072.459213,session_20260601_201708,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.745400,1.80000,1.745400,-0.054600,4.9000,4.3100,4.3100,,-7.5300,0.3484,-1079.3950,12312.0800,446.2480,-1079.3950,12312.0800,446.2480,-689.4385,6738.7421,90.3512,12367.3580,,,
1780361072.546823,session_20260601_201708,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.746100,1.80000,1.746100,-0.053900,4.9000,4.3100,4.3100,,-7.5300,0.4364,-1073.9860,12311.4820,453.0230,-1073.9860,12311.4820,453.0230,-684.0295,6738.1441,97.1262,12366.5381,,,
1780361072.635277,session_20260601_201708,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.746800,1.80000,1.746800,-0.053200,4.9000,4.3100,4.3100,,-7.5300,0.5245,-1075.1880,12309.0770,445.2800,-1075.1880,12309.0770,445.2800,-685.2315,6735.7391,89.3832,12363.9670,,,
1780361072.723712,session_20260601_201708,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.746200,1.80000,1.746200,-0.053800,4.9000,4.3100,4.3100,,-7.5300,0.6126,-1083.6020,12306.0740,453.0230,-1083.6020,12306.0740,453.0230,-693.6455,6732.7361,97.1262,12361.9934,,,
