time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780360622.684260,session_20260601_201708,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.161200,2.20000,2.161200,-0.038800,4.9000,4.4000,4.4000,,-7.7500,0.0000,-1176.7570,12799.4930,285.5600,-1176.7570,12799.4930,285.5600,-786.8005,7226.1551,-70.3368,12856.6451,,,
1780360622.684260,session_20260601_201708,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.160700,2.20000,2.160700,-0.039300,4.9000,4.4000,4.4000,,-7.7500,0.0005,-1171.9490,12797.0930,275.8800,-1171.9490,12797.0930,275.8800,-781.9925,7223.7551,-80.0168,12853.6051,,,
1780360622.685344,session_20260601_201708,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.161400,2.20000,2.161400,-0.038600,4.9000,4.4000,4.4000,,-7.7500,0.0008,-1176.1560,12806.1060,287.4960,-1176.1560,12806.1060,287.4960,-786.1995,7232.7681,-68.4008,12863.2169,,,
1780360622.764628,session_20260601_201708,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.161700,2.20000,2.161700,-0.038300,4.9000,4.4000,4.4000,,-7.7500,0.0011,-1173.7520,12798.8900,281.6880,-1173.7520,12798.8900,281.6880,-783.7955,7225.5521,-74.2088,12855.6846,,,
1780360622.852479,session_20260601_201708,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.160500,2.20000,2.160500,-0.039500,4.9000,4.4000,4.4000,,-7.7500,0.0806,-1177.3580,12806.1060,280.7200,-1177.3580,12806.1060,280.7200,-787.4015,7232.7681,-75.1768,12863.1772,,,
1780360622.940506,session_20260601_201708,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.160000,2.20000,2.160000,-0.040000,4.9000,4.4000,4.4000,,-7.7500,0.1686,-1176.1560,12814.5170,284.5910,-1176.1560,12814.5170,284.5910,-786.1995,7241.1791,-71.3058,12871.5260,,,
1780360623.028518,session_20260601_201708,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.160400,2.20000,2.160400,-0.039600,4.9000,4.4000,4.4000,,-7.7500,0.2565,-1175.5550,12806.7030,292.3350,-1175.5550,12806.7030,292.3350,-785.5985,7233.3651,-63.5618,12863.8653,,,
1780360623.116088,session_20260601_201708,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.160200,2.20000,2.160200,-0.039800,4.9000,4.4000,4.4000,,-7.7500,0.3447,-1173.1510,12815.1190,285.5600,-1173.1510,12815.1190,285.5600,-783.1945,7241.7811,-70.3368,12871.8725,,,
1780360623.204891,session_20260601_201708,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.159900,2.20000,2.159900,-0.040100,4.9000,4.4000,4.4000,,-7.7500,0.4326,-1171.9490,12797.6900,282.6560,-1171.9490,12797.6900,282.6560,-781.9925,7224.3521,-73.2408,12854.3467,,,
1780360623.292576,session_20260601_201708,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.157400,2.20000,2.157400,-0.042600,4.9000,4.4000,4.4000,,-7.7500,0.5206,-1179.1620,12800.0950,288.4640,-1179.1620,12800.0950,288.4640,-789.2055,7226.7571,-67.4328,12857.5296,,,
1780360623.380604,session_20260601_201708,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.157300,2.20000,2.157300,-0.042700,4.9000,4.4000,4.4000,,-7.7500,0.6087,-1172.5500,12804.9060,284.5910,-1172.5500,12804.9060,284.5910,-782.5935,7231.5681,-71.3058,12861.6283,,,
