time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780411302.869112,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.695200,1.80000,1.695200,-0.104800,nan,3.8600,3.8600,,-7.6500,0.0000,-3184.6970,9539.0660,8190.2480,-3184.6970,9539.0660,8190.2480,-1710.2146,4144.8078,4250.6139,12969.8203,,,
1780411302.869112,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.694500,1.80000,1.694500,-0.105500,nan,3.8600,3.8600,,-7.6500,0.0004,-3190.7080,9544.4790,8193.1540,-3190.7080,9544.4790,8193.1540,-1716.2256,4150.2208,4253.5199,12977.1133,,,
1780411302.870184,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.693300,1.80000,1.693300,-0.106700,nan,3.8600,3.8600,,-7.6500,0.0007,-3190.7080,9545.6800,8189.2800,-3190.7080,9545.6800,8189.2800,-1716.2256,4151.4218,4249.6459,12975.5513,,,
1780411303.041957,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.695500,1.80000,1.695500,-0.104500,nan,3.8600,3.8600,,-7.6500,0.0010,-3185.8990,9538.4690,8197.9940,-3185.8990,9538.4690,8197.9940,-1711.4166,4144.2108,4258.3599,12974.5693,,,
1780411303.129628,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.694300,1.80000,1.694300,-0.105700,nan,3.8600,3.8600,,-7.6500,0.1733,-3188.3040,9539.0660,8190.2480,-3188.3040,9539.0660,8190.2480,-1713.8216,4144.8078,4250.6139,12970.7064,,,
1780411303.218458,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.693000,1.80000,1.693000,-0.107000,nan,3.8600,3.8600,,-7.6500,0.2613,-3191.9100,9533.6630,8195.0880,-3191.9100,9533.6630,8195.0880,-1717.4276,4139.4048,4255.4539,12970.6780,,,
1780411303.306622,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.692300,1.80000,1.692300,-0.107700,nan,3.8600,3.8600,,-7.6500,0.3496,-3188.9040,9534.8580,8191.2160,-3188.9040,9534.8580,8191.2160,-1714.4216,4140.5998,4251.5819,12968.3710,,,
1780411303.395120,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.694400,1.80000,1.694400,-0.105600,nan,3.8600,3.8600,,-7.6500,0.4378,-3188.9040,9549.2850,8186.3750,-3188.9040,9549.2850,8186.3750,-1714.4216,4155.0268,4246.7409,12975.9273,,,
1780411303.482773,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.692700,1.80000,1.692700,-0.107300,nan,3.8600,3.8600,,-7.6500,0.5268,-3184.6970,9539.6690,8191.2160,-3184.6970,9539.6690,8191.2160,-1710.2146,4145.4108,4251.5819,12970.8750,,,
1780411303.570900,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.692200,1.80000,1.692200,-0.107800,nan,3.8600,3.8600,,-7.6500,0.6139,-3188.9040,9538.4690,8191.2160,-3188.9040,9538.4690,8191.2160,-1714.4216,4144.2108,4251.5819,12971.0261,,,
1780411303.659024,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.690600,1.80000,1.690600,-0.109400,nan,3.8600,3.8600,,-7.6500,0.7022,-3191.3080,9541.4720,8185.4080,-3191.3080,9541.4720,8185.4080,-1716.8256,4147.2138,4245.7739,12970.1596,,,
1780411303.747495,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.690600,1.80000,1.690600,-0.109400,nan,3.8600,3.8600,,-7.6500,0.7902,-3192.5110,9543.2740,8188.3120,-3192.5110,9543.2740,8188.3120,-1718.0286,4149.0158,4248.6779,12973.6139,,,
1780411303.835486,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.690700,1.80000,1.690700,-0.109300,nan,3.8600,3.8600,,-7.6500,0.8783,-3194.3130,9541.4720,8193.1540,-3194.3130,9541.4720,8193.1540,-1719.8306,4147.2138,4253.5199,12975.7888,,,
1780411303.923424,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.693000,1.80000,1.693000,-0.107000,nan,3.8600,3.8600,,-7.6500,0.9666,-3187.7030,9540.2710,8195.0880,-3187.7030,9540.2710,8195.0880,-1713.2206,4146.0128,4255.4539,12974.5015,,,
1780411304.011779,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.691400,1.80000,1.691400,-0.108600,nan,3.8600,3.8600,,-7.6500,1.0548,-3191.9100,9536.0630,8178.6320,-3191.9100,9536.0630,8178.6320,-1717.4276,4141.8048,4238.9979,12962.0526,,,
1780411304.099851,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.693500,1.80000,1.693500,-0.106500,nan,3.8600,3.8600,,-7.6500,1.1430,-3188.3040,9539.0660,8185.4080,-3188.3040,9539.0660,8185.4080,-1713.8216,4144.8078,4245.7739,12967.6508,,,
1780411304.187918,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.692800,1.80000,1.692800,-0.107200,nan,3.8600,3.8600,,-7.6500,1.2310,-3183.4960,9540.2710,8187.3440,-3183.4960,9540.2710,8187.3440,-1709.0136,4146.0128,4247.7099,12968.5782,,,
1780411304.276018,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.685700,1.80000,1.685700,-0.114300,nan,3.8600,3.8600,,-7.6500,1.3193,-3188.9040,9539.6690,8195.0880,-3188.9040,9539.6690,8195.0880,-1714.4216,4145.4108,4255.4539,12974.3540,,,
1780411304.364210,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.688400,1.80000,1.688400,-0.111600,nan,3.8600,3.8600,,-7.6500,1.4074,-3187.1010,9532.4580,8182.5040,-3187.1010,9532.4580,8182.5040,-1712.6186,4138.1998,4242.8699,12960.6612,,,
1780411304.452485,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.687200,1.80000,1.687200,-0.112800,nan,3.8600,3.8600,,-7.6500,1.4953,-3186.5010,9537.8710,8188.3120,-3186.5010,9537.8710,8188.3120,-1712.0186,4143.6128,4248.6779,12968.1620,,,
1780411304.540621,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.688000,1.80000,1.688000,-0.112000,nan,3.8600,3.8600,,-7.6500,1.5836,-3194.3130,9537.2640,8190.2480,-3194.3130,9537.2640,8190.2480,-1719.8306,4143.0058,4250.6139,12970.8597,,,
1780411304.628683,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.688900,1.80000,1.688900,-0.111100,nan,3.8600,3.8600,,-7.6500,1.6717,-3189.5060,9535.4610,8191.2160,-3189.5060,9535.4610,8191.2160,-1715.0236,4141.2028,4251.5819,12968.9624,,,
1780411304.716852,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.689100,1.80000,1.689100,-0.110900,nan,3.8600,3.8600,,-7.6500,1.7599,-3188.3040,9541.4720,8188.3120,-3188.3040,9541.4720,8188.3120,-1713.8216,4147.2138,4248.6779,12971.2537,,,
1780411304.804695,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.688500,1.80000,1.688500,-0.111500,nan,3.8600,3.8600,,-7.6500,1.8480,-3196.1170,9540.2710,8183.4720,-3196.1170,9540.2710,8183.4720,-1721.6346,4146.0128,4243.8379,12969.2386,,,
1780411304.892974,session_20260602_103531,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.689900,1.80000,1.689900,-0.110100,nan,3.8600,3.8600,,-7.6500,1.9362,-3188.9040,9542.0790,8193.1540,-3188.9040,9542.0790,8193.1540,-1714.4216,4147.8208,4253.5199,12974.9047,,,
