time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780412615.938859,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.087800,2.20000,2.087800,-0.112200,nan,4.1000,4.1000,,-7.8500,0.0000,-3327.1350,10108.2180,8421.5990,-3327.1350,10108.2180,8421.5990,-1852.6526,4713.9598,4481.9649,13570.8964,,,
1780412615.939862,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.088900,2.20000,2.088900,-0.111100,nan,4.1000,4.1000,,-7.8500,0.0005,-3326.5350,10117.8340,8422.5650,-3326.5350,10117.8340,8422.5650,-1852.0526,4723.5758,4482.9309,13578.5125,,,
1780412615.941870,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.089500,2.20000,2.089500,-0.110500,nan,4.1000,4.1000,,-7.8500,0.0009,-3325.3320,10108.2180,8413.8560,-3325.3320,10108.2180,8413.8560,-1850.8496,4713.9598,4474.2219,13565.6506,,,
1780412616.029480,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.089000,2.20000,2.089000,-0.111000,nan,4.1000,4.1000,,-7.8500,0.0030,-3327.1350,10112.4210,8421.5990,-3327.1350,10112.4210,8421.5990,-1852.6526,4718.1628,4481.9649,13574.0272,,,
1780412616.117615,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.088800,2.20000,2.088800,-0.111200,nan,4.1000,4.1000,,-7.8500,0.0912,-3326.5350,10113.0240,8414.8260,-3326.5350,10113.0240,8414.8260,-1852.0526,4718.7658,4475.1919,13570.1284,,,
1780412616.206055,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.090900,2.20000,2.090900,-0.109100,nan,4.1000,4.1000,,-7.8500,0.1793,-3327.7350,10110.6180,8421.5990,-3327.7350,10110.6180,8421.5990,-1853.2526,4716.3598,4481.9649,13572.8312,,,
1780412616.293723,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.090100,2.20000,2.090100,-0.109900,nan,4.1000,4.1000,,-7.8500,0.2674,-3328.3370,10111.8230,8415.7910,-3328.3370,10111.8230,8415.7910,-1853.8546,4717.5648,4476.1569,13570.2738,,,
1780412616.382637,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.089100,2.20000,2.089100,-0.110900,nan,4.1000,4.1000,,-7.8500,0.3556,-3325.9330,10116.6290,8423.5360,-3325.9330,10116.6290,8423.5360,-1851.4506,4722.3708,4483.9019,13578.0695,,,
1780412616.470424,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.087600,2.20000,2.087600,-0.112400,nan,4.1000,4.1000,,-7.8500,0.4438,-3327.7350,10119.6320,8422.5650,-3327.7350,10119.6320,8422.5650,-1853.2526,4725.3738,4482.9309,13580.1463,,,
1780412616.558174,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.086800,2.20000,2.086800,-0.113200,nan,4.1000,4.1000,,-7.8500,0.5319,-3325.9330,10116.6290,8411.9200,-3325.9330,10116.6290,8411.9200,-1851.4506,4722.3708,4472.2859,13570.8662,,,
1780412616.646688,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.084600,2.20000,2.084600,-0.115400,nan,4.1000,4.1000,,-7.8500,0.6200,-3326.5350,10110.0210,8414.8260,-3326.5350,10110.0210,8414.8260,-1852.0526,4715.7628,4475.1919,13567.8906,,,
1780412616.734811,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.085100,2.20000,2.085100,-0.114900,nan,4.1000,4.1000,,-7.8500,0.7081,-3327.7350,10108.8160,8420.6340,-3327.7350,10108.8160,8420.6340,-1853.2526,4714.5578,4480.9999,13570.8901,,,
1780412616.822832,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.087300,2.20000,2.087300,-0.112700,nan,4.1000,4.1000,,-7.8500,0.7960,-3324.7300,10111.8230,8424.5060,-3324.7300,10111.8230,8424.5060,-1850.2476,4717.5648,4484.8719,13574.7963,,,
1780412616.911347,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.087900,2.20000,2.087900,-0.112100,nan,4.1000,4.1000,,-7.8500,0.8841,-3321.7260,10109.4230,8420.6340,-3321.7260,10109.4230,8420.6340,-1847.2436,4715.1648,4480.9999,13569.8701,,,
1780412616.998862,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.086300,2.20000,2.086300,-0.113700,nan,4.1000,4.1000,,-7.8500,0.9725,-3324.7300,10116.0310,8420.6340,-3324.7300,10116.0310,8420.6340,-1850.2476,4721.7728,4480.9999,13575.5291,,,
1780412617.086881,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.085900,2.20000,2.085900,-0.114100,nan,4.1000,4.1000,,-7.8500,1.0605,-3325.9330,10110.0210,8422.5650,-3325.9330,10110.0210,8422.5650,-1851.4506,4715.7628,4482.9309,13572.5442,,,
1780412617.174677,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.085400,2.20000,2.085400,-0.114600,nan,4.1000,4.1000,,-7.8500,1.1488,-3324.1300,10110.6180,8417.7280,-3324.1300,10110.6180,8417.7280,-1849.6476,4716.3598,4478.0939,13569.5461,,,
1780412617.263232,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.083500,2.20000,2.083500,-0.116500,nan,4.1000,4.1000,,-7.8500,1.2369,-3325.9330,10113.0240,8408.0470,-3325.9330,10113.0240,8408.0470,-1851.4506,4718.7658,4468.4129,13565.7782,,,
1780412617.351766,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.085600,2.20000,2.085600,-0.114400,nan,4.1000,4.1000,,-7.8500,1.3250,-3325.9330,10115.4240,8413.8560,-3325.9330,10115.4240,8413.8560,-1851.4506,4721.1658,4474.2219,13571.1682,,,
1780412617.439795,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.086500,2.20000,2.086500,-0.113500,nan,4.1000,4.1000,,-7.8500,1.4129,-3331.9420,10114.8260,8416.7620,-3331.9420,10114.8260,8416.7620,-1857.4596,4720.5678,4477.1279,13573.9981,,,
1780412617.528318,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.086600,2.20000,2.086600,-0.113400,nan,4.1000,4.1000,,-7.8500,1.5011,-3324.7300,10119.6320,8415.7910,-3324.7300,10119.6320,8415.7910,-1850.2476,4725.3738,4476.1569,13575.2097,,,
1780412617.616258,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.086400,2.20000,2.086400,-0.113600,nan,4.1000,4.1000,,-7.8500,1.5894,-3323.5280,10106.4100,8421.5990,-3323.5280,10106.4100,8421.5990,-1849.0456,4712.1518,4481.9649,13568.6658,,,
1780412617.704448,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.084400,2.20000,2.084400,-0.115600,nan,4.1000,4.1000,,-7.8500,1.6775,-3324.1300,10116.6290,8411.9200,-3324.1300,10116.6290,8411.9200,-1849.6476,4722.3708,4472.2859,13570.4245,,,
1780412617.792130,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.084000,2.20000,2.084000,-0.116000,nan,4.1000,4.1000,,-7.8500,1.7658,-3327.7350,10113.6260,8416.7620,-3327.7350,10113.6260,8416.7620,-1853.2526,4719.3678,4477.1279,13572.0718,,,
1780412617.880051,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.083100,2.20000,2.083100,-0.116900,nan,4.1000,4.1000,,-7.8500,1.8539,-3329.5390,10108.2180,8417.7280,-3329.5390,10108.2180,8417.7280,-1855.0566,4713.9598,4478.0939,13569.0842,,,
1780412617.968076,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.085900,2.20000,2.085900,-0.114100,nan,4.1000,4.1000,,-7.8500,1.9420,-3322.3280,10115.4240,8414.8260,-3322.3280,10115.4240,8414.8260,-1847.8456,4721.1658,4475.1919,13570.8866,,,
1780412618.056105,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.084400,2.20000,2.084400,-0.115600,nan,4.1000,4.1000,,-7.8500,2.0300,-3323.5280,10113.6260,8415.7910,-3323.5280,10113.6260,8415.7910,-1849.0456,4719.3678,4476.1569,13570.4387,,,
1780412618.145142,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.084300,2.20000,2.084300,-0.115700,nan,4.1000,4.1000,,-7.8500,2.1180,-3323.5280,10112.4210,8413.8560,-3323.5280,10112.4210,8413.8560,-1849.0456,4718.1628,4474.2219,13568.3407,,,
1780412618.233021,session_20260602_103531,2,2,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.083300,2.20000,2.083300,-0.116700,nan,4.1000,4.1000,,-7.8500,2.2061,-3324.1300,10107.6150,8418.6980,-3324.1300,10107.6150,8418.6980,-1849.6476,4713.3568,4479.0639,13567.9106,,,
