time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780412193.394294,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.704700,1.80000,1.704700,-0.095300,nan,3.8600,3.8600,,-7.6500,0.0000,-3190.7080,9502.4050,8246.3910,-3190.7080,9502.4050,8246.3910,-1716.2256,4108.1468,4306.7569,12979.9570,,,
1780412193.394294,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.703700,1.80000,1.703700,-0.096300,nan,3.8600,3.8600,,-7.6500,0.0007,-3190.7080,9506.0150,8227.0310,-3190.7080,9506.0150,8227.0310,-1716.2256,4111.7568,4287.3969,12970.3114,,,
1780412193.400302,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.703300,1.80000,1.703300,-0.096700,nan,3.8600,3.8600,,-7.6500,0.0012,-3195.5150,9497.5990,8237.6800,-3195.5150,9497.5990,8237.6800,-1721.0326,4103.3408,4298.0459,12972.0883,,,
1780412193.489259,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.703300,1.80000,1.703300,-0.096700,nan,3.8600,3.8600,,-7.6500,0.0071,-3194.3130,9504.8150,8239.6150,-3194.3130,9504.8150,8239.6150,-1719.8306,4110.5568,4299.9809,12978.3049,,,
1780412193.576754,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.703700,1.80000,1.703700,-0.096300,nan,3.8600,3.8600,,-7.6500,0.0956,-3196.1170,9496.9970,8244.4530,-3196.1170,9496.9970,8244.4530,-1721.6346,4102.7388,4304.8189,12976.0981,,,
1780412193.665250,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.704100,1.80000,1.704100,-0.095900,nan,3.8600,3.8600,,-7.6500,0.1836,-3195.5150,9503.0080,8236.7120,-3195.5150,9503.0080,8236.7120,-1721.0326,4108.7498,4297.0779,12975.4345,,,
1780412193.753393,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.705000,1.80000,1.705000,-0.095000,nan,3.8600,3.8600,,-7.6500,0.2717,-3199.1220,9501.8070,8239.6150,-3199.1220,9501.8070,8239.6150,-1724.6396,4107.5488,4299.9809,12977.2868,,,
1780412193.841467,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.703900,1.80000,1.703900,-0.096100,nan,3.8600,3.8600,,-7.6500,0.3598,-3196.1170,9498.2020,8234.7750,-3196.1170,9498.2020,8234.7750,-1721.6346,4103.9438,4295.1409,12970.8336,,,
1780412193.929640,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.703700,1.80000,1.703700,-0.096300,nan,3.8600,3.8600,,-7.6500,0.4479,-3191.3080,9495.7970,8237.6800,-3191.3080,9495.7970,8237.6800,-1716.8256,4101.5388,4298.0459,12969.7332,,,
1780412194.017203,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.705000,1.80000,1.705000,-0.095000,nan,3.8600,3.8600,,-7.6500,0.5359,-3190.1060,9501.8070,8235.7440,-3190.1060,9501.8070,8235.7440,-1715.6236,4107.5488,4296.1099,12972.6093,,,
1780412194.105650,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.703300,1.80000,1.703300,-0.096700,nan,3.8600,3.8600,,-7.6500,0.6242,-3190.1060,9500.6080,8235.7440,-3190.1060,9500.6080,8235.7440,-1715.6236,4106.3498,4296.1099,12971.7311,,,
1780412194.194089,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.704300,1.80000,1.704300,-0.095700,nan,3.8600,3.8600,,-7.6500,0.7124,-3196.1170,9501.2000,8246.3910,-3196.1170,9501.2000,8246.3910,-1721.6346,4106.9418,4306.7569,12980.4056,,,
1780412194.282424,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.703800,1.80000,1.703800,-0.096200,nan,3.8600,3.8600,,-7.6500,0.8005,-3196.1170,9500.0050,8237.6800,-3196.1170,9500.0050,8237.6800,-1721.6346,4105.7468,4298.0459,12973.9983,,,
1780412194.370922,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.703900,1.80000,1.703900,-0.096100,nan,3.8600,3.8600,,-7.6500,0.8886,-3194.3130,9502.4050,8243.4880,-3194.3130,9502.4050,8243.4880,-1719.8306,4108.1468,4303.8539,12978.9996,,,
1780412194.458965,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.703800,1.80000,1.703800,-0.096200,nan,3.8600,3.8600,,-7.6500,0.9770,-3196.1170,9498.8000,8230.9040,-3196.1170,9498.8000,8230.9040,-1721.6346,4104.5418,4291.2699,12968.8144,,,
1780412194.546495,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.704600,1.80000,1.704600,-0.095400,nan,3.8600,3.8600,,-7.6500,1.0651,-3193.7130,9500.6080,8235.7440,-3193.7130,9500.6080,8235.7440,-1719.2306,4106.3498,4296.1099,12972.6186,,,
1780412194.635118,session_20260602_103531,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.702400,1.80000,1.702400,-0.097600,nan,3.8600,3.8600,,-7.6500,1.1529,-3192.5110,9497.5990,8231.8740,-3192.5110,9497.5990,8231.8740,-1718.0286,4103.3408,4292.2399,12967.6622,,,
