time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780413082.005274,session_20260602_103531,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.724000,1.80000,1.724000,-0.076000,nan,4.0800,4.0800,,-7.6700,0.0000,-3205.1320,9541.4720,8254.1380,-3205.1320,9541.4720,8254.1380,-1730.6496,4147.2138,4314.5039,13017.0409,,,
1780413082.005274,session_20260602_103531,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.725600,1.80000,1.725600,-0.074400,nan,4.0800,4.0800,,-7.6700,0.0004,-3207.5360,9539.0660,8259.9430,-3207.5360,9539.0660,8259.9430,-1733.0536,4144.8078,4320.3089,13019.5517,,,
1780413082.006281,session_20260602_103531,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.727300,1.80000,1.727300,-0.072700,nan,4.0800,4.0800,,-7.6700,0.0007,-3211.1410,9540.8740,8253.1700,-3211.1410,9540.8740,8253.1700,-1736.6586,4146.6158,4313.5359,13017.4697,,,
1780413082.094248,session_20260602_103531,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.724800,1.80000,1.724800,-0.075200,nan,4.0800,4.0800,,-7.6700,0.0010,-3211.1410,9534.8580,8259.9430,-3211.1410,9534.8580,8259.9430,-1736.6586,4140.5998,4320.3089,13017.3577,,,
1780413082.181772,session_20260602_103531,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.724300,1.80000,1.724300,-0.075700,nan,4.0800,4.0800,,-7.6700,0.0892,-3206.9340,9530.6550,8252.2020,-3206.9340,9530.6550,8252.2020,-1732.4516,4136.3968,4312.5679,13008.3300,,,
1780413082.270161,session_20260602_103531,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.724900,1.80000,1.724900,-0.075100,nan,4.0800,4.0800,,-7.6700,0.1769,-3210.5410,9536.6660,8258.0100,-3210.5410,9536.6660,8258.0100,-1736.0586,4142.4078,4318.3759,13017.3078,,,
1780413082.446384,session_20260602_103531,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.724500,1.80000,1.724500,-0.075500,nan,4.0800,4.0800,,-7.6700,0.2649,-3204.5310,9536.6660,8257.0400,-3204.5310,9536.6660,8257.0400,-1730.0486,4142.4078,4317.4059,13015.2114,,,
1780413082.534484,session_20260602_103531,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.723700,1.80000,1.723700,-0.076300,nan,4.0800,4.0800,,-7.6700,0.4413,-3206.9340,9537.2640,8254.1380,-3206.9340,9537.2640,8254.1380,-1732.4516,4143.0058,4314.5039,13014.4007,,,
1780413082.622640,session_20260602_103531,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.723000,1.80000,1.723000,-0.077000,nan,4.0800,4.0800,,-7.6700,0.5296,-3208.1360,9534.8580,8254.1380,-3208.1360,9534.8580,8254.1380,-1733.6536,4140.5998,4314.5039,13012.9339,,,
1780413082.710791,session_20260602_103531,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.724800,1.80000,1.724800,-0.075200,nan,4.0800,4.0800,,-7.6700,0.6176,-3203.3290,9540.2710,8254.1380,-3203.3290,9540.2710,8254.1380,-1728.8466,4146.0128,4314.5039,13015.7167,,,
