time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,note
1780509730.417907,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.760900,1.80000,1.760900,-0.039100,nan,1.3300,1.3300,,-2.0300,0.0000,-1141.8990,9286.0470,5208.8070,-1141.8990,9286.0470,5208.8070,-267.2343,2859.5365,1712.2089,10708.2339,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509730.418909,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.761400,1.80000,1.761400,-0.038600,nan,1.3300,1.3300,,-2.0300,0.0005,-1135.8890,9283.0450,5205.9060,-1135.8890,9283.0450,5205.9060,-261.2243,2856.5345,1709.3079,10703.5800,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509730.418909,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.761900,1.80000,1.761900,-0.038100,nan,1.3300,1.3300,,-2.0300,0.0008,-1140.6970,9279.4390,5204.9360,-1140.6970,9279.4390,5204.9360,-266.0323,2852.9285,1708.3379,10700.4924,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509730.502821,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.761400,1.80000,1.761400,-0.038600,nan,1.3300,1.3300,,-2.0300,0.0013,-1141.2980,9283.0450,5195.2560,-1141.2980,9283.0450,5195.2560,-266.6333,2856.5345,1698.6579,10698.9799,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509730.591486,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.760200,1.80000,1.760200,-0.039800,nan,1.3300,1.3300,,-2.0300,0.0851,-1138.2930,9283.0450,5199.1270,-1138.2930,9283.0450,5199.1270,-263.6283,2856.5345,1702.5289,10700.5400,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509730.679374,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.760600,1.80000,1.760600,-0.039400,nan,1.3300,1.3300,,-2.0300,0.1734,-1136.4900,9283.0450,5205.9060,-1136.4900,9283.0450,5205.9060,-261.8253,2856.5345,1709.3079,10703.6438,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509730.767772,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.762600,1.80000,1.762600,-0.037400,nan,1.3300,1.3300,,-2.0300,0.2618,-1139.4960,9286.0470,5204.9360,-1139.4960,9286.0470,5204.9360,-264.8313,2859.5365,1708.3379,10706.0954,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509730.856314,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.760900,1.80000,1.760900,-0.039100,nan,1.3300,1.3300,,-2.0300,0.3501,-1140.0960,9283.0450,5199.1270,-1140.0960,9283.0450,5199.1270,-265.4313,2856.5345,1702.5289,10700.7320,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509730.944871,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.762800,1.80000,1.762800,-0.037200,nan,1.3300,1.3300,,-2.0300,0.4383,-1143.1010,9281.2370,5200.0960,-1143.1010,9281.2370,5200.0960,-268.4363,2854.7265,1703.4979,10699.9551,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509731.032539,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.761500,1.80000,1.761500,-0.038500,nan,1.3300,1.3300,,-2.0300,0.5269,-1142.5000,9284.2450,5203.9680,-1142.5000,9284.2450,5203.9680,-267.8353,2857.7345,1707.3699,10704.3820,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509731.121053,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.759300,1.80000,1.759300,-0.040700,nan,1.3300,1.3300,,-2.0300,0.6151,-1141.2980,9283.6470,5198.1600,-1141.2980,9283.6470,5198.1600,-266.6333,2857.1365,1701.5619,10700.9126,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509731.209705,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.760400,1.80000,1.760400,-0.039600,nan,1.3300,1.3300,,-2.0300,0.7037,-1140.6970,9284.8470,5202.0310,-1140.6970,9284.8470,5202.0310,-266.0323,2858.3365,1705.4329,10703.7704,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509731.297778,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.761000,1.80000,1.761000,-0.039000,nan,1.3300,1.3300,,-2.0300,0.7919,-1137.0910,9282.4420,5206.8720,-1137.0910,9282.4420,5206.8720,-262.4263,2855.9315,1710.2739,10703.6546,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509731.386308,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.761400,1.80000,1.761400,-0.038600,nan,1.3300,1.3300,,-2.0300,0.8803,-1141.8990,9286.6500,5203.9680,-1141.8990,9286.6500,5203.9680,-267.2343,2860.1395,1707.3699,10706.4039,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509731.474216,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.759600,1.80000,1.759600,-0.040400,nan,1.3300,1.3300,,-2.0300,0.9687,-1140.6970,9287.2480,5201.0640,-1140.6970,9287.2480,5201.0640,-266.0323,2860.7375,1704.4659,10705.3833,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509731.562830,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.759900,1.80000,1.759900,-0.040100,nan,1.3300,1.3300,,-2.0300,1.0570,-1144.9040,9290.2550,5193.3200,-1144.9040,9290.2550,5193.3200,-270.2393,2863.7445,1696.7219,10704.6820,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509731.651410,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.758700,1.80000,1.758700,-0.041300,nan,1.3300,1.3300,,-2.0300,1.1451,-1138.2930,9283.0450,5205.9060,-1138.2930,9283.0450,5205.9060,-263.6283,2856.5345,1709.3079,10703.8354,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509731.739755,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.758700,1.80000,1.758700,-0.041300,nan,1.3300,1.3300,,-2.0300,1.2337,-1144.3040,9287.8550,5198.1600,-1144.3040,9287.8550,5198.1600,-269.6393,2861.3445,1701.5619,10704.8844,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509731.827915,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.759600,1.80000,1.759600,-0.040400,nan,1.3300,1.3300,,-2.0300,1.3220,-1141.8990,9282.4420,5200.0960,-1141.8990,9282.4420,5200.0960,-267.2343,2855.9315,1703.4979,10700.8720,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509731.916336,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.760800,1.80000,1.760800,-0.039200,nan,1.3300,1.3300,,-2.0300,1.4102,-1139.4960,9292.0630,5203.9680,-1139.4960,9292.0630,5203.9680,-264.8313,2865.5525,1707.3699,10710.8435,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509732.004817,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.759600,1.80000,1.759600,-0.040400,nan,1.3300,1.3300,,-2.0300,1.4987,-1141.8990,9287.2480,5203.0000,-1141.8990,9287.2480,5203.0000,-267.2343,2860.7375,1706.4019,10706.4522,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780509732.092843,session_20260603_135934,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.759400,1.80000,1.759400,-0.040600,nan,1.3300,1.3300,,-2.0300,1.5871,-1137.0910,9284.8470,5208.8070,-1137.0910,9284.8470,5208.8070,-262.4263,2858.3365,1712.2089,10706.6816,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
