time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,note
1781475722.572205,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.736100,3.75000,3.736100,-0.013900,nan,2.3800,2.3800,,-4.1700,0.0000,-567.9440,5550.2340,6401.3830,-567.9440,5550.2340,6401.3830,-99.7222,2337.3569,3894.2312,8491.4876,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781475722.572205,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.735000,3.75000,3.735000,-0.015000,nan,2.3800,2.3800,,-4.1700,0.0004,-564.9390,5549.0310,6399.4480,-564.9390,5549.0310,6399.4480,-96.7172,2336.1539,3892.2962,8489.0421,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781475722.579081,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.734100,3.75000,3.734100,-0.015900,nan,2.3800,2.3800,,-4.1700,0.0007,-569.1460,5545.4240,6400.4160,-569.1460,5545.4240,6400.4160,-100.9242,2332.5469,3893.2642,8487.6958,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781475722.667919,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.736400,3.75000,3.736400,-0.013600,nan,2.3800,2.3800,,-4.1700,0.0072,-558.3290,5544.8240,6407.1920,-558.3290,5544.8240,6407.1920,-90.1072,2331.9469,3900.0402,8491.6968,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781475722.755710,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.736800,3.75000,3.736800,-0.013200,nan,2.3800,2.3800,,-4.1700,0.0959,-564.9390,5544.2230,6403.3200,-564.9390,5544.2230,6403.3200,-96.7172,2331.3459,3896.1682,8488.8204,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781475722.844798,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.736000,3.75000,3.736000,-0.014000,nan,2.3800,2.3800,,-4.1700,0.1842,-567.9440,5546.6260,6406.2230,-567.9440,5546.6260,6406.2230,-99.7222,2333.7489,3899.0712,8492.7801,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781475722.932729,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.733400,3.75000,3.733400,-0.016600,nan,2.3800,2.3800,,-4.1700,0.2727,-569.1460,5543.6230,6404.2880,-569.1460,5543.6230,6404.2880,-100.9242,2330.7459,3897.1362,8489.4398,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781475723.021524,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.732700,3.75000,3.732700,-0.017300,nan,2.3800,2.3800,,-4.1700,0.3610,-565.5400,5546.0260,6407.1920,-565.5400,5546.0260,6407.1920,-97.3182,2333.1489,3900.0402,8492.9588,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781475723.110132,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.731700,3.75000,3.731700,-0.018300,nan,2.3800,2.3800,,-4.1700,0.4496,-565.5400,5544.2230,6401.3830,-565.5400,5544.2230,6401.3830,-97.3182,2331.3459,3894.2312,8487.3994,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781475723.198436,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.733500,3.75000,3.733500,-0.016500,nan,2.3800,2.3800,,-4.1700,0.5381,-565.5400,5538.8150,6402.3510,-565.5400,5538.8150,6402.3510,-97.3182,2325.9379,3895.1992,8484.5981,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781475723.287083,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.733700,3.75000,3.733700,-0.016300,nan,2.3800,2.3800,,-4.1700,0.6266,-568.5450,5548.4290,6400.4160,-568.5450,5548.4290,6400.4160,-100.3232,2335.5519,3893.2642,8489.6191,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781475723.375397,session_20260614_175601,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,375,3.75000,3.733300,3.75000,3.733300,-0.016700,nan,2.3800,2.3800,,-4.1700,0.7152,-567.3430,5548.4290,6406.2230,-567.3430,5548.4290,6406.2230,-99.1212,2335.5519,3899.0712,8493.9176,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
