trial,step,d_target_mm,d_actual_mm,mark10_pos_mm,F_mean_N,F_std_N,F_n_samples,mean_Bx_uT,mean_By_uT,mean_Bz_uT,sigma_Bx_uT,sigma_By_uT,sigma_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
3,1,0.0000,0.0000,-5.4800,-0.02970,0.00178,24,-51.6719,-4519.9055,1835.2919,1.2204,86.3592,155.2882,-6.3459,135.1621,-509.7933,4878.5769
3,2,0.4480,0.4400,-5.9200,-0.04420,0.00133,24,-30.5248,-4417.5813,1582.6897,0.2762,1.1129,1.0352,14.8012,237.4864,-762.3956,4692.6392
3,3,0.8960,0.8900,-6.3700,0.01645,0.00163,24,-25.4560,-4501.3440,1559.5082,0.4433,0.6585,0.6666,19.8699,153.7236,-785.5771,4763.9072
3,4,1.3440,1.3300,-6.8100,0.14000,0.00104,23,-45.5249,-4779.0252,1794.9945,0.3281,0.5910,0.8221,-0.1990,-123.9575,-550.0908,5105.2090
3,5,1.7920,1.7700,-7.2500,0.30890,0.00178,23,-70.2374,4634.7501,2164.8513,0.3041,0.6216,0.8433,-24.9115,9289.8177,-180.2339,5115.8990
3,6,2.2400,2.2300,-7.7100,0.55090,0.00178,23,-98.9541,4094.9150,2644.9649,0.3517,0.9077,0.6910,-53.6282,8749.9827,299.8797,4875.8548
3,7,2.6880,2.6700,-8.1500,0.85780,0.00326,23,-134.6800,3472.5063,3189.5282,0.3871,0.6338,0.6497,-89.3540,8127.5739,844.4429,4716.9406
3,8,3.1360,3.1300,-8.6100,1.31765,0.00704,24,-181.5780,2811.6453,3789.9091,0.3725,1.0338,0.7183,-136.2520,7466.7129,1444.8238,4722.4708
3,9,3.5840,3.5700,-9.0500,1.98460,0.01060,24,-229.4374,2170.1997,4376.2677,0.3618,0.6678,0.7188,-184.1114,6825.2674,2031.1824,4890.2073
