trial,step,d_target_mm,d_actual_mm,mark10_pos_mm,F_mean_N,F_std_N,F_n_samples,mean_Bx_uT,mean_By_uT,mean_Bz_uT,sigma_Bx_uT,sigma_By_uT,sigma_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,1,0.0000,0.0000,-5.5900,-0.03425,0.00141,24,-35.6165,-4465.3836,1965.0129,5.2599,71.3927,154.1793,9.7094,189.6841,-380.0724,4878.7493
1,2,0.4480,0.4400,-6.0300,-0.02820,0.00104,23,-16.8999,-4411.6378,1758.8859,0.5246,0.8721,0.6473,28.4261,243.4298,-586.1993,4749.3698
1,3,0.8960,0.8900,-6.4800,0.06750,0.00237,23,-24.0122,-4557.0625,1856.7349,0.5323,0.5286,0.5970,21.3137,98.0052,-488.3504,4920.8596
1,4,1.3440,1.3300,-6.9200,0.20490,0.00119,23,-49.0937,-4857.4251,2149.0103,0.3818,0.7720,0.8940,-3.7677,-202.3575,-196.0749,5311.8014
1,5,1.7920,1.7600,-7.3500,0.40110,0.00141,24,-75.1107,4548.3720,2571.8180,0.3817,0.3644,0.6388,-29.7847,9203.4397,226.7327,5225.6652
1,6,2.2400,2.2200,-7.8100,0.66030,0.00311,23,-102.4874,4037.3935,3083.2109,0.4060,0.6293,0.7750,-57.1614,8692.4612,738.1256,5081.0667
1,7,2.6880,2.6800,-8.2700,0.99960,0.00489,23,-142.1309,3427.7936,3682.9273,0.4724,0.9885,0.8365,-96.8049,8082.8612,1337.8420,5033.2816
1,8,3.1360,3.1300,-8.7200,1.50550,0.00652,23,-190.5936,2794.9873,4316.6352,0.3977,1.0488,0.7475,-145.2677,7450.0549,1971.5499,5146.0295
1,9,3.5840,3.5600,-9.1500,2.23330,0.01357,24,-241.0171,2189.8955,4938.4730,0.5016,1.0610,0.7218,-195.6912,6844.9632,2593.3878,5407.6102
