trial,step,d_target_mm,d_actual_mm,mark10_pos_mm,F_mean_N,F_std_N,F_n_samples,mean_Bx_uT,mean_By_uT,mean_Bz_uT,sigma_Bx_uT,sigma_By_uT,sigma_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
2,1,0.0000,0.0000,-5.4400,-0.02875,0.00096,24,-44.7386,-4514.9941,1961.5801,0.4718,86.6720,149.5202,0.5873,140.0735,-383.5052,4922.9026
2,2,0.4480,0.4300,-5.8700,-0.04310,0.00126,24,-25.7623,-4412.4751,1708.9029,0.4383,1.0953,1.1830,19.5636,242.5926,-636.1824,4731.9076
2,3,0.8960,0.8900,-6.3300,0.01325,0.00119,24,-20.6000,-4477.2752,1669.6588,0.4188,0.4009,0.5384,24.7260,177.7924,-675.4265,4778.5121
2,4,1.3440,1.3300,-6.7700,0.13570,0.00163,23,-41.5498,-4740.0751,1903.1179,0.4639,0.6562,0.6820,3.7761,-85.0074,-441.9674,5108.0227
2,5,1.7920,1.7700,-7.2100,0.30050,0.00297,23,-67.3373,4695.0942,2269.7685,0.4658,0.9338,0.6055,-22.0114,9350.1619,-75.3168,5215.3900
2,6,2.2400,2.2300,-7.6700,0.53415,0.00334,24,-94.8749,4192.0439,2733.8842,0.3311,0.7043,0.7897,-49.5489,8847.1115,388.7989,5005.6324
2,7,2.6880,2.6700,-8.1100,0.84010,0.00341,23,-132.2873,3592.0124,3284.1316,0.3778,0.7829,0.6653,-86.9614,8247.0801,939.0464,4868.8370
2,8,3.1360,3.1300,-8.5700,1.27915,0.00786,24,-177.1435,2944.0436,3888.7687,0.3495,0.9503,0.7534,-131.8175,7599.1113,1543.6834,4880.7063
2,9,3.5840,3.5700,-9.0100,1.91510,0.01112,23,-227.5497,2315.6062,4493.9500,0.3566,1.0743,0.9236,-182.2238,6970.6738,2148.8647,5060.5728
