work_zone,model,session_id,cycle_index,d_target_mm,measured_delta_F_N,predicted_delta_F_N,abs_delta_F_residual_N,measured_delta_d_mm,predicted_delta_d_mm,abs_delta_d_residual_mm
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,1,2.45,-1.5113999999999996,-2.4736803146073605,0.9622803146073609,-0.020000000000000018,-0.03433572936595741,0.014335729365957395
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,1,2.55,-1.5455000000000005,-1.8585223258902115,0.31302232589021095,0.0,0.011043707423335825,0.011043707423335825
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,1,2.65,-1.46725,-1.2917590178010014,0.1754909821989985,0.040000000000000036,0.04783607596935102,0.007836075969350986
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,1,2.75,-1.64255,-1.3094053627869338,0.3331446372130662,0.020000000000000018,0.026889094148305315,0.006889094148305297
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,1,2.85,-1.8017500000000002,-1.2842343204333941,0.517515679566606,-0.020000000000000018,0.003290852381343079,0.023290852381343097
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,1,2.95,-1.387500000000001,-0.9543607090139394,0.43313929098606163,0.020000000000000018,0.026722962443882725,0.006722962443882707
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,2,2.45,-1.5803000000000003,-2.2329359960796955,0.6526359960796952,-0.009999999999999787,-0.021718436433251664,0.011718436433251878
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,2,2.55,-1.6426999999999996,-1.63260582023796,0.010094179762039523,0.0,0.02318622490490796,0.02318622490490796
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,2,2.65,-1.85705,-1.5621451118813248,0.2949048881186753,-0.020000000000000018,0.0021447430972902914,0.02214474309729031
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,2,2.75,-1.7267000000000001,-1.1400641999569716,0.5866358000430285,0.0,0.03404218455386232,0.03404218455386232
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,2,2.85,-1.9028,-1.2824409249231055,0.6203590750768946,-0.020000000000000018,0.003116947974338924,0.02311694797433894
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,2,2.95,-1.4758499999999994,-0.8729203975780209,0.6029296024219786,0.0,0.029100152950534586,0.029100152950534586
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,3,2.45,-1.3310500000000003,-1.8175856287606562,0.4865356287606559,0.009999999999999787,0.031499329359494954,0.021499329359495167
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,3,2.55,-1.6162,-1.7017865044236062,0.08558650442360616,0.0,0.018613515703477912,0.018613515703477912
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,3,2.65,-1.8304,-1.6550234399746957,0.17537656002530433,-0.020000000000000018,-0.0031213378250307677,0.01687866217496925
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,3,2.75,-1.7026499999999993,-1.2455338065574573,0.45711619344254206,0.0,0.028069796613539477,0.028069796613539477
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,3,2.85,-1.8754000000000008,-1.287092325461269,0.5883076745387319,-0.020000000000000018,0.0007654081819952196,0.020765408181995237
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_173504,3,2.95,-1.4333999999999998,-0.9166298089868778,0.5167701910131219,0.0,0.025563200207142867,0.025563200207142867
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_180702,1,2.45,-1.5033999999999996,-2.3942245252142946,0.890824525214295,-0.020000000000000018,-0.02622013551945246,0.006220135519452441
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_180702,1,2.55,-1.5344000000000002,-1.7652629654913419,0.23086296549134167,0.020000000000000018,0.02081750852174835,0.0008175085217483335
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_180702,1,2.65,-1.4536500000000006,-1.1878502644868165,0.26579973551318403,0.040000000000000036,0.05527527871341453,0.015275278713414497
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_180702,1,2.75,-1.6241000000000003,-1.1563757406278192,0.4677242593721811,0.020000000000000018,0.03231697812152756,0.012316978121527544
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_180702,1,2.85,-1.7848499999999996,-1.322711418894471,0.4621385811055285,0.0,0.00506213410584655,0.00506213410584655
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_180702,1,2.95,-1.3839499999999996,-0.8817535936819922,0.5021964063180073,0.020000000000000018,0.02891787833323578,0.008917878333235763
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,1,2.45,-1.5785000000000005,-2.3030972681555033,0.7245972681555028,-0.020000000000000018,-0.023876741091120035,0.0038767410911200173
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,1,2.55,-1.6370499999999995,-1.57003350878926,0.06701649121073938,0.0,0.021586882177113687,0.021586882177113687
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,1,2.65,-1.8399999999999999,-1.524652332699807,0.3153476673001929,-0.020000000000000018,0.0007217110121637837,0.0207217110121638
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,1,2.75,-1.7155499999999995,-1.1033764144147877,0.6121735855852117,0.0,0.031259574904754395,0.031259574904754395
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,1,2.85,-1.8929,-1.2065053457667592,0.6863946542332409,-0.020000000000000018,0.004276573387952176,0.024276573387952194
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,1,2.95,-1.4774000000000012,-0.8638220526416909,0.6135779473583103,0.0,0.029562352333854847,0.029562352333854847
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,2,2.45,-1.5238499999999995,-2.2877218207417487,0.7638718207417492,-0.020000000000000018,-0.022023627153968217,0.0020236271539681994
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,2,2.55,-1.5740000000000003,-1.6883707317930905,0.11437073179309021,0.0,0.023448280455195647,0.023448280455195647
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,2,2.65,-1.7782499999999999,-1.6333722172246379,0.144877782775362,-0.020000000000000018,-0.0014554619538489355,0.018544538046151082
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,2,2.75,-1.6507500000000004,-1.1634658569338079,0.4872841430661925,0.0,0.03045535062074034,0.03045535062074034
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,2,2.85,-1.8327,-1.225995808031188,0.6067041919688121,0.0,0.0035162221359716916,0.0035162221359716916
2.4-3.2 mm,apmd_path_memory_ridge,session_20260622_185538,2,2.95,-1.4165999999999999,-0.8818318164268906,0.5347681835731093,0.0,0.0269950758962203,0.0269950758962203
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,1,2.45,-1.5113999999999996,-1.7505616405241744,0.23916164052417477,-0.020000000000000018,-0.020629535651210507,0.0006295356512104888
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,1,2.55,-1.5455000000000005,-1.5014017923946272,0.04409820760537331,0.0,0.01713189985885233,0.01713189985885233
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,1,2.65,-1.46725,-1.2728047686575268,0.19444523134247316,0.040000000000000036,0.0472198330350726,0.007219833035072565
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,1,2.75,-1.64255,-1.494401646130731,0.14814835386926895,0.020000000000000018,0.024175504065206077,0.004175504065206059
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,1,2.85,-1.8017500000000002,-1.6694946470676388,0.13225535293236135,-0.020000000000000018,-0.0018414140073450547,0.018158585992654963
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,1,2.95,-1.387500000000001,-1.650553499479602,0.263053499479601,0.020000000000000018,0.01633675358529496,0.003663246414705057
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,2,2.45,-1.5803000000000003,-1.5422826443837145,0.03801735561628572,-0.009999999999999787,-0.009852619397415996,0.00014738060258379093
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,2,2.55,-1.6426999999999996,-1.299819576546951,0.3428804234530487,0.0,0.027912062661370918,0.027912062661370918
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,2,2.65,-1.85705,-1.438019467655348,0.41903053234465215,-0.020000000000000018,0.004040563182299284,0.0240405631822993
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,2,2.75,-1.7267000000000001,-1.3379726291379974,0.3887273708620027,0.0,0.03038130220805524,0.03038130220805524
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,2,2.85,-1.9028,-1.663387041550239,0.23941295844976107,-0.020000000000000018,-0.0018269711708565062,0.01817302882914351
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,2,2.95,-1.4758499999999994,-1.5796361212577903,0.10378612125779085,0.0,0.017900898933619125,0.017900898933619125
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,3,2.45,-1.3310500000000003,-1.2432905746189356,0.08775942538106474,0.009999999999999787,0.04015563255263288,0.030155632552633094
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,3,2.55,-1.6162,-1.3596836713071214,0.25651632869287866,0.0,0.02377159160911768,0.02377159160911768
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,3,2.65,-1.8304,-1.5208109239984537,0.3095890760015463,-0.020000000000000018,-0.0007511344129014219,0.019248865587098596
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,3,2.75,-1.7026499999999993,-1.4306922600207423,0.271957739979257,0.0,0.025079880293446433,0.025079880293446433
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,3,2.85,-1.8754000000000008,-1.664769874050803,0.21063012594919783,-0.020000000000000018,-0.004217848752403164,0.015782151247596854
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_173504,3,2.95,-1.4333999999999998,-1.614628051100821,0.1812280511008213,0.0,0.014747664673350869,0.014747664673350869
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_180702,1,2.45,-1.5033999999999996,-1.6913096186572245,0.18790961865722489,-0.020000000000000018,-0.013238070507790134,0.006761929492209884
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_180702,1,2.55,-1.5344000000000002,-1.4315719081909473,0.10282809180905295,0.020000000000000018,0.026130687267839736,0.006130687267839718
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_180702,1,2.65,-1.4536500000000006,-1.1878892198907112,0.2657607801092894,0.040000000000000036,0.05381091746775413,0.013810917467754091
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_180702,1,2.75,-1.6241000000000003,-1.3583586926060462,0.2657413073939541,0.020000000000000018,0.028387844210600033,0.008387844210600015
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_180702,1,2.85,-1.7848499999999996,-1.7122056132204522,0.07264438677954743,0.0,9.12047210710476e-05,9.12047210710476e-05
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_180702,1,2.95,-1.3839499999999996,-1.5853843262235205,0.20143432622352098,0.020000000000000018,0.017943614672154773,0.002056385327845245
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,1,2.45,-1.5785000000000005,-1.6112765525585724,0.032776552558571925,-0.020000000000000018,-0.011757230501376448,0.00824276949862357
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,1,2.55,-1.6370499999999995,-1.2431582720389969,0.3938917279610026,0.0,0.025521749920559333,0.025521749920559333
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,1,2.65,-1.8399999999999999,-1.4053570170015508,0.43464298299844906,-0.020000000000000018,0.0020062193958074737,0.02200621939580749
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,1,2.75,-1.7155499999999995,-1.301369376941059,0.41418062305894043,0.0,0.027129473094875678,0.027129473094875678
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,1,2.85,-1.8929,-1.5944185330099527,0.2984814669900473,-0.020000000000000018,-0.0013329378160364946,0.018667062183963523
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,1,2.95,-1.4774000000000012,-1.571328962249476,0.09392896224947478,0.0,0.01837885445169274,0.01837885445169274
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,2,2.45,-1.5238499999999995,-1.5953811836882759,0.07153118368827638,-0.020000000000000018,-0.009782900469895495,0.010217099530104523
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,2,2.55,-1.5740000000000003,-1.3581141898101086,0.21588581018989172,0.0,0.028408020177185023,0.028408020177185023
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,2,2.65,-1.7782499999999999,-1.504419071757253,0.2738309282427469,-0.020000000000000018,0.0007134834700934789,0.020713483470093497
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,2,2.75,-1.6507500000000004,-1.3572925093329289,0.2934574906670715,0.0,0.026806370885112063,0.026806370885112063
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,2,2.85,-1.8327,-1.6125550559623232,0.22014494403767682,0.0,-0.0020313454558018584,0.0020313454558018584
2.4-3.2 mm,lim_style_branch_ridge,session_20260622_185538,2,2.95,-1.4165999999999999,-1.584086192652844,0.16748619265284415,0.0,0.01588714876169961,0.01588714876169961
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,1,2.45,-1.5113999999999996,0.581747254968854,2.0931472549688537,-0.020000000000000018,0.02631164056062385,0.04631164056062387
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,1,2.55,-1.5455000000000005,0.8520600461834587,2.397560046183459,0.0,0.06461340703423213,0.06461340703423213
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,1,2.65,-1.46725,1.0974767619906878,2.5647267619906877,0.040000000000000036,0.09497395930112029,0.054973959301120257
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,1,2.75,-1.64255,0.8880903588336668,2.530640358833667,0.020000000000000018,0.0720056779410605,0.05200567794106048
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,1,2.85,-1.8017500000000002,0.7078448837766231,2.5095948837766233,-0.020000000000000018,0.04559182735308287,0.06559182735308289
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,1,2.95,-1.387500000000001,0.7644794396558154,2.1519794396558165,0.020000000000000018,0.06472450184398726,0.04472450184398724
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,2,2.45,-1.5803000000000003,0.7617728985765773,2.3420728985765775,-0.009999999999999787,0.036307606870728204,0.04630760687072799
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,2,2.55,-1.6426999999999996,1.0315787354343557,2.6742787354343553,0.0,0.07466945563000449,0.07466945563000449
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,2,2.65,-1.85705,0.8839552275653277,2.741005227565328,-0.020000000000000018,0.05034214704941231,0.07034214704941233
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,2,2.75,-1.7267000000000001,1.0234492103262083,2.7501492103262084,0.0,0.07751115672343456,0.07751115672343456
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,2,2.85,-1.9028,0.7148300082168166,2.6176300082168167,-0.020000000000000018,0.04555191475173137,0.06555191475173139
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,2,2.95,-1.4758499999999994,0.8168471900675858,2.292697190067585,0.0,0.0658125573324444,0.0658125573324444
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,3,2.45,-1.3310500000000003,1.0951675202370392,2.4262175202370395,0.009999999999999787,0.08722183853921806,0.07722183853921827
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,3,2.55,-1.6162,0.9769638680099231,2.593163868009923,0.0,0.07071016632559246,0.07071016632559246
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,3,2.65,-1.8304,0.8056010342408397,2.6360010342408398,-0.020000000000000018,0.04568195158438337,0.06568195158438339
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,3,2.75,-1.7026499999999993,0.9403350558544554,2.6429850558544548,0.0,0.07250941518329457,0.07250941518329457
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,3,2.85,-1.8754000000000008,0.7077391266276063,2.583139126627607,-0.020000000000000018,0.04303000946497493,0.06303000946497495
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_173504,3,2.95,-1.4333999999999998,0.7861299289410724,2.219529928941072,0.0,0.06279362940016409,0.06279362940016409
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_180702,1,2.45,-1.5033999999999996,0.6392229390822433,2.142622939082243,-0.020000000000000018,0.0336682109632247,0.053668210963224716
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_180702,1,2.55,-1.5344000000000002,0.9233448111930329,2.457744811193033,0.020000000000000018,0.07368305434256728,0.05368305434256726
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_180702,1,2.65,-1.4536500000000006,1.1743703309773794,2.62802033097738,0.040000000000000036,0.10136334834444938,0.06136334834444934
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_180702,1,2.75,-1.6241000000000003,0.9991400321166362,2.6232400321166365,0.020000000000000018,0.07556700360202084,0.055567003602020826
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_180702,1,2.85,-1.7848499999999996,0.6769351442303657,2.4617851442303653,0.0,0.0478693020491634,0.0478693020491634
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_180702,1,2.95,-1.3839499999999996,0.8163035041977764,2.200253504197776,0.020000000000000018,0.06597908191337831,0.045979081913378295
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,1,2.45,-1.5785000000000005,0.700500870249515,2.2790008702495155,-0.020000000000000018,0.03470389289259623,0.05470389289259625
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,1,2.55,-1.6370499999999995,1.065207169874899,2.7022571698748985,0.0,0.07179523652666431,0.07179523652666431
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,1,2.65,-1.8399999999999999,0.8981078136965275,2.7381078136965273,-0.020000000000000018,0.047905838105370524,0.06790583810537054
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,1,2.75,-1.7155499999999995,1.0409801630617883,2.7565301630617878,0.0,0.07382490039978551,0.07382490039978551
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,1,2.85,-1.8929,0.7664307763254348,2.659330776325435,-0.020000000000000018,0.04562036818414361,0.06562036818414363
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,1,2.95,-1.4774000000000012,0.8271447917963943,2.3045447917963955,0.0,0.06638171505001988,0.06638171505001988
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,2,2.45,-1.5238499999999995,0.7210729911304536,2.244922991130453,-0.020000000000000018,0.036728338875668065,0.05672833887566808
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,2,2.55,-1.5740000000000003,0.9872649016762525,2.5612649016762528,0.0,0.07563140012294456,0.07563140012294456
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,2,2.65,-1.7782499999999999,0.8215292726244705,2.5997792726244704,-0.020000000000000018,0.04717915617017221,0.06717915617017223
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,2,2.75,-1.6507500000000004,0.9998144658771668,2.650564465877167,0.0,0.07389916437020894,0.07389916437020894
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,2,2.85,-1.8327,0.7490108580473223,2.5817108580473223,0.0,0.044924874448105,0.044924874448105
2.4-3.2 mm,plain_magnetic_ridge,session_20260622_185538,2,2.95,-1.4165999999999999,0.8103328339832547,2.2269328339832546,0.0,0.06375450593297272,0.06375450593297272
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,1,3.05,-2.1603000000000003,-1.7551666529297583,0.40513334707024207,-0.020000000000000018,0.02269306077020916,0.04269306077020918
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,1,3.15,-2.2179,-2.1870872107980706,0.030812789201929647,0.0,0.03133415709867382,0.03133415709867382
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,1,3.25,-2.4623,-2.4374799819392825,0.02482001806071743,-0.020000000000000018,0.011536781112235328,0.031536781112235346
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,1,3.35,-2.3344999999999994,-2.245404787328771,0.08909521267122855,0.0,0.032209576749083535,0.032209576749083535
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,1,3.45,-2.5323,-2.4374238790739513,0.09487612092604891,-0.020000000000000018,0.006968664980469441,0.02696866498046946
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,1,3.55,-2.0322999999999993,-1.9185863357291275,0.11371366427087182,0.0,0.027508460708492777,0.027508460708492777
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,2,3.05,-2.3884,-2.4864364737386175,0.09803647373861768,-0.020000000000000018,-0.00076193741540731,0.019238062584592708
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,2,3.15,-2.8383000000000003,-2.8871240601080963,0.048824060108096035,-0.040000000000000036,-0.028370189854378225,0.01162981014562181
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,2,3.25,-2.798,-2.760486663868936,0.037513336131064,-0.010000000000000231,0.0036562830917552525,0.013656283091755483
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,2,3.35,-2.6327,-2.5307318004707557,0.10196819952924407,0.0,0.02538035183773868,0.02538035183773868
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,2,3.45,-2.8407999999999998,-2.7129066783204223,0.12789332167957745,-0.020000000000000018,0.006022883051247874,0.02602288305124789
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,2,3.55,-2.261700000000001,-2.127285939434927,0.13441406056507432,0.0,0.024519419362396544,0.024519419362396544
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,3,3.05,-2.4448,-2.540693553884232,0.09589355388423204,-0.029999999999999805,-0.0012519501209089512,0.028748049879090853
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,3,3.15,-2.553699999999999,-2.5385476690213995,0.015152330978599693,0.0,0.025958043066871994,0.025958043066871994
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,3,3.25,-2.8796999999999997,-2.8381749907560927,0.04152500924390701,-0.020000000000000018,0.0020204452871701584,0.022020445287170176
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,3,3.35,-2.6889000000000003,-2.5787933343740193,0.11010666562598104,0.0,0.025512905237410788,0.025512905237410788
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,3,3.45,-2.9232499999999995,-2.7868619544292557,0.1363880455707438,-0.020000000000000018,0.005614574784939208,0.025614574784939226
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260615_160438,3,3.55,-3.0694,-2.8906941458142263,0.17870585418577356,-0.04999999999999982,-0.03887564759699158,0.011124352403008242
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,1,3.05,-2.5864000000000003,-2.675542201283868,0.08914220128386763,-0.020000000000000018,-0.0041980552351752465,0.01580194476482477
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,1,3.15,-2.6544999999999996,-2.630884308344764,0.023615691655235693,0.020000000000000018,0.023626569988509427,0.0036265699885094094
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,1,3.25,-2.4861000000000004,-2.3860205577139153,0.10007944228608512,0.040000000000000036,0.04360042427959554,0.0036004242795955044
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,1,3.35,-2.763,-2.628904483416937,0.13409551658306285,0.020000000000000018,0.03135398224984165,0.011353982249841632
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,1,3.45,-3.0108999999999995,-2.852894286193658,0.15800571380634132,-0.020000000000000018,0.00922267038445801,0.029222670384458027
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,1,3.55,-2.3241999999999994,-2.1672361075468416,0.15696389245315778,0.020000000000000018,0.031465222091286105,0.011465222091286087
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,2,3.05,-2.5469999999999997,-2.6445349245042884,0.09753492450428869,-0.020000000000000018,-0.004480926929601559,0.01551907307039846
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,2,3.15,-2.631500000000001,-2.6155129643716952,0.015987035628305613,0.0,0.02068179765344036,0.02068179765344036
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,2,3.25,-2.931000000000001,-2.875646290366504,0.05535370963349706,-0.020000000000000018,0.0027987637820445777,0.022798763782044595
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,2,3.35,-2.7254000000000005,-2.5954364947315796,0.12996350526842093,0.0,0.0279440241772142,0.0279440241772142
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,2,3.45,-2.9907999999999983,-2.8399572444448893,0.15084275555510906,0.0,0.006235518698344489,0.006235518698344489
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,2,3.55,-3.1265,-2.981577364133825,0.14492263586617504,-0.040000000000000036,-0.02403308428785822,0.015966915712141816
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,3,3.05,-2.6947,-2.7713425291090505,0.07664252910905045,-0.020000000000000018,-0.006345806158770895,0.013654193841229123
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,3,3.15,-2.7441000000000004,-2.705819105620087,0.038280894379913555,0.020000000000000018,0.023984489549384147,0.003984489549384129
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,3,3.25,-2.5755999999999997,-2.4623228638973753,0.11327713610262435,0.040000000000000036,0.04283974282162628,0.0028397428216262455
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,3,3.35,-2.8724000000000007,-2.7208115033795934,0.1515884966204073,0.020000000000000018,0.03087910974884478,0.010879109748844762
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,3,3.45,-3.1067,-2.939687242152498,0.1670127578475018,0.0,0.006216928110223119,0.006216928110223119
3.0-3.8 mm,apmd_local_identifiability_ridge,session_20260618_161152,3,3.55,-2.3354,-2.1782202869846703,0.15717971301532963,0.020000000000000018,0.031193914151888436,0.011193914151888418
3.0-3.8 mm,apmd_path_memory_ridge,session_20260615_160438,1,3.05,-2.1603000000000003,-0.6694688705865861,1.4908311294134142,-0.020000000000000018,0.0322389384045203,0.05223893840452032
3.0-3.8 mm,apmd_path_memory_ridge,session_20260615_160438,1,3.15,-2.2179,-0.33570851613773733,1.8821914838622629,0.0,0.06818747459044028,0.06818747459044028
3.0-3.8 mm,apmd_path_memory_ridge,session_20260615_160438,1,3.25,-2.4623,-0.5973366636790534,1.8649633363209466,-0.020000000000000018,0.03895631206742278,0.0589563120674228
3.0-3.8 mm,apmd_path_memory_ridge,session_20260615_160438,1,3.35,-2.3344999999999994,-0.3991395101150772,1.9353604898849222,0.0,0.061115591421290194,0.061115591421290194
3.0-3.8 mm,apmd_path_memory_ridge,session_20260615_160438,1,3.45,-2.5323,-0.7039299782178254,1.8283700217821748,-0.020000000000000018,0.02504864161416709,0.045048641614167106
3.0-3.8 mm,apmd_path_memory_ridge,session_20260615_160438,1,3.55,-2.0322999999999993,-0.42832209084549255,1.6039779091545068,0.0,0.043557563391860565,0.043557563391860565
3.0-3.8 mm,apmd_path_memory_ridge,session_20260615_160438,2,3.05,-2.3884,-1.18859354419814,1.19980645580186,-0.020000000000000018,0.023371809002744826,0.04337180900274484
