work_zone,model,session_id,cycle_index,d_target_mm,measured_delta_F_N,predicted_delta_F_N,abs_delta_F_residual_N,measured_delta_d_mm,predicted_delta_d_mm,abs_delta_d_residual_mm
1.8-2.6 mm,apmd_local_identifiability_ridge,session_20260624_164026,3,1.85,-0.9193999999999998,-0.6943480535209172,0.22505194647908255,-0.020000000000000018,4.220439342761395e-05,0.02004220439342763
1.8-2.6 mm,apmd_local_identifiability_ridge,session_20260624_164026,3,1.95,-0.964,-1.1607296563353753,0.1967296563353753,0.0,-0.0003550174811159934,0.0003550174811159934
1.8-2.6 mm,apmd_local_identifiability_ridge,session_20260624_164026,3,2.05,-1.0873999999999997,-0.896048384267405,0.19135161573259474,-0.020000000000000018,0.000949073164959291,0.02094907316495931
1.8-2.6 mm,apmd_local_identifiability_ridge,session_20260624_164026,3,2.15,-1.0159500000000001,-0.9671104547592098,0.04883954524079037,0.0,0.007213127300877975,0.007213127300877975
1.8-2.6 mm,apmd_local_identifiability_ridge,session_20260624_164026,3,2.25,-1.1113500000000003,-1.1929652570898317,0.08161525708983142,-0.020000000000000018,-0.0175510945973123,0.0024489054026877177
1.8-2.6 mm,apmd_local_identifiability_ridge,session_20260624_164026,3,2.35,-1.1611500000000001,-1.0331478081895935,0.12800219181040662,-0.040000000000000036,-0.02546311056013062,0.014536889439869416
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,1,1.85,-0.8934499999999999,-3.302984606661889,2.4095346066618895,-0.020000000000000018,-0.06729630172079637,0.04729630172079635
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,1,1.95,-0.9513499999999999,-2.769308062224014,1.8179580622240141,0.0,-0.028574569475236178,0.028574569475236178
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,1,2.05,-1.0730499999999998,-2.7072816713005494,1.6342316713005496,0.0,-0.05004533473423134,0.05004533473423134
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,1,2.15,-1.0098499999999997,-2.171628541590951,1.1617785415909512,0.0,-0.011394729238092705,0.011394729238092705
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,1,2.25,-1.0956000000000001,-2.070470146763946,0.974870146763946,0.0,-0.027544801161333954,0.027544801161333954
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,1,2.35,-1.12995,-2.0165548272067113,0.8866048272067113,-0.020000000000000018,-0.04927745157105923,0.02927745157105921
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,2,1.85,-0.8915499999999998,-3.3013292966427876,2.409779296642788,-0.020000000000000018,-0.07203273594266046,0.052032735942660446
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,2,1.95,-0.9425999999999999,-2.783412141955571,1.8408121419555712,0.0,-0.03254730483682722,0.03254730483682722
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,2,2.05,-1.0619,-2.6765215627973893,1.6146215627973892,0.0,-0.05251028500133925,0.05251028500133925
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,2,2.15,-1.0040499999999999,-2.1812706389261125,1.1772206389261126,0.0,-0.01390025252268412,0.01390025252268412
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,2,2.25,-1.0927000000000002,-1.9902945819582136,0.8975945819582134,0.0,-0.02852542251921175,0.02852542251921175
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,2,2.35,-1.1362499999999995,-1.9588661019986322,0.8226161019986327,-0.020000000000000018,-0.050865263825275786,0.03086526382527577
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,3,1.85,-0.8896999999999999,-3.258388004265915,2.368688004265915,-0.020000000000000018,-0.07052913150852369,0.05052913150852367
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,3,1.95,-0.9342999999999999,-2.768533539890977,1.834233539890977,0.0,-0.032043637016819115,0.032043637016819115
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,3,2.05,-1.05545,-2.673971109832766,1.6185211098327659,0.0,-0.05337103312757918,0.05337103312757918
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,3,2.15,-0.9927000000000001,-2.147447971343029,1.1547479713430286,0.020000000000000018,-0.0124851591240569,0.03248515912405692
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,3,2.25,-1.0806499999999999,-2.0842107024596945,1.0035607024596946,0.0,-0.029403619158379968,0.029403619158379968
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_155402,3,2.35,-1.1265,-1.9553878488375123,0.8288878488375122,-0.040000000000000036,-0.04960245031676047,0.009602450316760436
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,1,1.85,-0.93295,-3.153052823174516,2.220102823174516,-0.020000000000000018,-0.06948663576104441,0.049486635761044395
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,1,1.95,-0.9843999999999999,-2.733014642838203,1.748614642838203,0.0,-0.03371224554562735,0.03371224554562735
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,1,2.05,-1.1031,-2.6443615571836965,1.5412615571836965,-0.020000000000000018,-0.05186727937540292,0.0318672793754029
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,1,2.15,-1.0322,-2.0083859798081427,0.9761859798081427,0.0,-0.009818686105169228,0.009818686105169228
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,1,2.25,-1.12365,-1.9701202486801122,0.8464702486801121,0.0,-0.026267576020623462,0.026267576020623462
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,1,2.35,-1.1633,-1.866343845378763,0.7030438453787631,-0.040000000000000036,-0.0455768738186455,0.005576873818645467
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,2,1.85,-0.9151,-3.2081106654429057,2.293010665442906,-0.020000000000000018,-0.06769042181646867,0.04769042181646865
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,2,1.95,-0.9670000000000001,-2.782310509372966,1.8153105093729658,0.0,-0.03192722415020599,0.03192722415020599
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,2,2.05,-1.0859,-2.6012628767154116,1.5153628767154115,-0.020000000000000018,-0.051411188423273746,0.03141118842327373
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,2,2.15,-1.0180499999999997,-2.034463276322227,1.0164132763222273,0.0,-0.009557088858143992,0.009557088858143992
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,2,2.25,-1.1146499999999997,-1.9784804476116875,0.8638304476116878,-0.020000000000000018,-0.026663145357909368,0.00666314535790935
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,2,2.35,-1.1631999999999998,-1.841366340865437,0.6781663408654373,-0.040000000000000036,-0.04582686909031253,0.005826869090312492
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,3,1.85,-0.9193999999999998,-3.236449135437443,2.3170491354374434,-0.020000000000000018,-0.07270629265462158,0.05270629265462157
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,3,1.95,-0.964,-2.7560608313942403,1.7920608313942403,0.0,-0.03218912983750877,0.03218912983750877
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,3,2.05,-1.0873999999999997,-2.589839799181787,1.5024397991817873,-0.020000000000000018,-0.05332847063953228,0.03332847063953226
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,3,2.15,-1.0159500000000001,-2.0736304547009206,1.0576804547009204,0.0,-0.01053707442922791,0.01053707442922791
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,3,2.25,-1.1113500000000003,-1.9843250932319698,0.8729750932319695,-0.020000000000000018,-0.027496233755556876,0.007496233755556858
1.8-2.6 mm,apmd_path_memory_ridge,session_20260624_164026,3,2.35,-1.1611500000000001,-1.7921971415774731,0.631047141577473,-0.040000000000000036,-0.044552638684577595,0.004552638684577559
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,1,1.85,-0.8934499999999999,-2.44589446037822,1.5524444603782201,-0.020000000000000018,-0.04512178121978261,0.02512178121978259
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,1,1.95,-0.9513499999999999,-2.2648588570633925,1.3135088570633926,0.0,-0.013522145329500468,0.013522145329500468
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,1,2.05,-1.0730499999999998,-2.4227814373819836,1.3497314373819838,0.0,-0.03840863719697918,0.03840863719697918
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,1,2.15,-1.0098499999999997,-2.238403028026158,1.2285530280261585,0.0,-0.006841569230163103,0.006841569230163103
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,1,2.25,-1.0956000000000001,-2.3683720473892675,1.2727720473892674,0.0,-0.026703092177305265,0.026703092177305265
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,1,2.35,-1.12995,-2.532441833436585,1.402491833436585,-0.020000000000000018,-0.05179101496249361,0.03179101496249359
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,2,1.85,-0.8915499999999998,-2.435927756512159,1.5443777565121592,-0.020000000000000018,-0.0498424284498995,0.029842428449899483
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,2,1.95,-0.9425999999999999,-2.27144080570422,1.32884080570422,0.0,-0.017383107164029576,0.017383107164029576
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,2,2.05,-1.0619,-2.3892934200842095,1.3273934200842095,0.0,-0.04116014664218093,0.04116014664218093
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,2,2.15,-1.0040499999999999,-2.24307712894739,1.2390271289473902,0.0,-0.009258361187455488,0.009258361187455488
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,2,2.25,-1.0927000000000002,-2.289985612043165,1.197285612043165,0.0,-0.02835177363049235,0.02835177363049235
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,2,2.35,-1.1362499999999995,-2.4747444468147544,1.3384944468147548,-0.020000000000000018,-0.05384453262161637,0.03384453262161635
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,3,1.85,-0.8896999999999999,-2.396530222588238,1.506830222588238,-0.020000000000000018,-0.048641431995696705,0.028641431995696687
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,3,1.95,-0.9342999999999999,-2.2577806788148997,1.3234806788148998,0.0,-0.016981997563507933,0.016981997563507933
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,3,2.05,-1.05545,-2.385746142041749,1.3302961420417492,0.0,-0.042049008669299504,0.042049008669299504
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,3,2.15,-0.9927000000000001,-2.2129938217892606,1.2202938217892605,0.020000000000000018,-0.008101785918481319,0.028101785918481337
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,3,2.25,-1.0806499999999999,-2.3782823511572166,1.2976323511572168,0.0,-0.02848392135525124,0.02848392135525124
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_155402,3,2.35,-1.1265,-2.4736401213468158,1.3471401213468157,-0.040000000000000036,-0.05261510187974805,0.012615101879748014
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,1,1.85,-0.93295,-2.297779930867705,1.364829930867705,-0.020000000000000018,-0.04840441518408567,0.028404415184085652
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,1,1.95,-0.9843999999999999,-2.221050171406148,1.236650171406148,0.0,-0.018970790125957926,0.018970790125957926
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,1,2.05,-1.1031,-2.3615480663592843,1.2584480663592843,-0.020000000000000018,-0.040862410339268074,0.020862410339268056
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,1,2.15,-1.0322,-2.08458897855994,1.0523889785599398,0.0,-0.00650188352968506,0.00650188352968506
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,1,2.25,-1.12365,-2.2755388548048296,1.1518888548048296,0.0,-0.02627445561257291,0.02627445561257291
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,1,2.35,-1.1633,-2.3969636365718476,1.2336636365718476,-0.040000000000000036,-0.04935133049211027,0.009351330492110232
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,2,1.85,-0.9151,-2.354326919713394,1.4392269197133938,-0.020000000000000018,-0.04623353790494256,0.02623353790494254
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,2,1.95,-0.9670000000000001,-2.272024408149073,1.3050244081490727,0.0,-0.016824887986204073,0.016824887986204073
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,2,2.05,-1.0859,-2.3198160398248455,1.2339160398248454,-0.020000000000000018,-0.04066044480988129,0.020660444809881273
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,2,2.15,-1.0180499999999997,-2.110287090920788,1.0922370909207881,0.0,-0.006040453705810744,0.006040453705810744
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,2,2.25,-1.1146499999999997,-2.283112339789116,1.1684623397891163,-0.020000000000000018,-0.026656149234939086,0.006656149234939068
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,2,2.35,-1.1631999999999998,-2.3722170852643307,1.209017085264331,-0.040000000000000036,-0.049785518491068714,0.009785518491068679
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,3,1.85,-0.9193999999999998,-2.3714106835400734,1.4520106835400737,-0.020000000000000018,-0.050977365451852386,0.030977365451852368
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,3,1.95,-0.964,-2.2455410952972983,1.2815410952972983,0.0,-0.017237515331189446,0.017237515331189446
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,3,2.05,-1.0873999999999997,-2.304476451744418,1.2170764517444184,-0.020000000000000018,-0.04264168557706949,0.02264168557706947
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,3,2.15,-1.0159500000000001,-2.1463972984538957,1.1304472984538956,0.0,-0.006764269350355345,0.006764269350355345
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,3,2.25,-1.1113500000000003,-2.28603533139933,1.1746853313993295,-0.020000000000000018,-0.027360344150141547,0.007360344150141529
1.8-2.6 mm,lim_style_branch_ridge,session_20260624_164026,3,2.35,-1.1611500000000001,-2.32699280964773,1.1658428096477298,-0.040000000000000036,-0.0488733956661731,0.008873395666173067
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,1,1.85,-0.8934499999999999,0.02754314746882436,0.9209931474688242,-0.020000000000000018,0.004880495788619044,0.02488049578861906
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,1,1.95,-0.9513499999999999,0.2315783151223414,1.1829283151223413,0.0,0.03710706879280945,0.03710706879280945
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,1,2.05,-1.0730499999999998,0.05980186538234955,1.1328518653823494,0.0,0.011869996219473933,0.011869996219473933
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,1,2.15,-1.0098499999999997,0.2659666264436824,1.275816626443682,0.0,0.04399505597272402,0.04399505597272402
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,1,2.25,-1.0956000000000001,0.12547844961334764,1.2210784496133478,0.0,0.0238536542172465,0.0238536542172465
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,1,2.35,-1.12995,-0.054627259965050357,1.0753227400349497,-0.020000000000000018,-0.0017157440326318607,0.018284255967368157
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,2,1.85,-0.8915499999999998,0.027396034813063963,0.9189460348130638,-0.020000000000000018,-5.633463473175837e-05,0.01994366536526826
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,2,1.95,-0.9425999999999999,0.2193548443753368,1.1619548443753367,0.0,0.03312714616785328,0.03312714616785328
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,2,2.05,-1.0619,0.07744357062752627,1.1393435706275263,0.0,0.008696077344375164,0.008696077344375164
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,2,2.15,-1.0040499999999999,0.2581652701125665,1.2622152701125664,0.0,0.04151316764861823,0.04151316764861823
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,2,2.25,-1.0927000000000002,0.1789674706645643,1.2716674706645645,0.0,0.021528961158804538,0.021528961158804538
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,2,2.35,-1.1362499999999995,-0.015185549444983959,1.1210644505550156,-0.020000000000000018,-0.004230201432268377,0.01576979856773164
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,3,1.85,-0.8896999999999999,0.05927180068130511,0.948971800681305,-0.020000000000000018,0.0009104748887263092,0.020910474888726327
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,3,1.95,-0.9342999999999999,0.230513880564573,1.164813880564573,0.0,0.03345288807239988,0.03345288807239988
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,3,2.05,-1.05545,0.07901818258476823,1.1344681825847682,0.0,0.007779511188978017,0.007779511188978017
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,3,2.15,-0.9927000000000001,0.2829279657867989,1.275627965786799,0.020000000000000018,0.04251503971088244,0.022515039710882423
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,3,2.25,-1.0806499999999999,0.11271341903111987,1.1933634190311198,0.0,0.02198492055764456,0.02198492055764456
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_155402,3,2.35,-1.1265,-0.012400058233545508,1.1140999417664545,-0.040000000000000036,-0.00296961708661847,0.037030382913381565
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,1,1.85,-0.93295,0.13612481641745422,1.0690748164174542,-0.020000000000000018,0.000600661255968582,0.0206006612559686
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,1,1.95,-0.9843999999999999,0.25272765415284226,1.2371276541528422,0.0,0.031073286997936655,0.031073286997936655
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,1,2.05,-1.1031,0.09814466167667746,1.2012446616766774,-0.020000000000000018,0.008844555821379885,0.028844555821379902
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,1,2.15,-1.0322,0.3844248304295639,1.4166248304295639,0.0,0.043416068452585055,0.043416068452585055
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,1,2.25,-1.12365,0.1947996634801159,1.318449663480116,0.0,0.023665433311826245,0.023665433311826245
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,1,2.35,-1.1633,0.051374722461319244,1.2146747224613192,-0.040000000000000036,-3.186655738707245e-05,0.03996813344261296
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,2,1.85,-0.9151,0.09579083761766771,1.0108908376176677,-0.020000000000000018,0.003178401541203968,0.023178401541203986
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,2,1.95,-0.9670000000000001,0.21825673833883807,1.1852567383388382,0.0,0.0336574692459366,0.0336574692459366
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,2,2.05,-1.0859,0.13188478053295283,1.217784780532953,-0.020000000000000018,0.008826707522164412,0.02882670752216443
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,2,2.15,-1.0180499999999997,0.3662522566720816,1.3843022566720813,0.0,0.044085574443523345,0.044085574443523345
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,2,2.25,-1.1146499999999997,0.18579659291509643,1.3004465929150961,-0.020000000000000018,0.023220716537285302,0.04322071653728532
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,2,2.35,-1.1631999999999998,0.06887322720790401,1.2320732272079038,-0.040000000000000036,-0.0006692471991476268,0.03933075280085241
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,3,1.85,-0.9193999999999998,0.07432649467176056,0.9937264946717603,-0.020000000000000018,-0.0016794125176471386,0.01832058748235288
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,3,1.95,-0.964,0.23870757968010814,1.202707579680108,0.0,0.0330809818697817,0.0330809818697817
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,3,2.05,-1.0873999999999997,0.13891412306917328,1.226314123069173,-0.020000000000000018,0.006599224011009319,0.026599224011009337
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,3,2.15,-1.0159500000000001,0.33547671703352133,1.3514267170335215,0.0,0.04348571985819216,0.04348571985819216
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,3,2.25,-1.1113500000000003,0.184512354793525,1.2958623547935253,-0.020000000000000018,0.022562097734666775,0.04256209773466679
1.8-2.6 mm,plain_magnetic_ridge,session_20260624_164026,3,2.35,-1.1611500000000001,0.10522028664088268,1.2663702866408828,-0.040000000000000036,-1.6715982962267617e-06,0.03999832840170381
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,1,2.45,-1.5113999999999996,-1.8287932675138636,0.317393267513864,-0.020000000000000018,-0.043768882869126724,0.023768882869126706
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,1,2.55,-1.5455000000000005,-1.4982435589270215,0.047256441072978994,0.0,-0.0009781894193041651,0.0009781894193041651
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,1,2.65,-1.46725,-1.564798273103741,0.09754827310374115,0.040000000000000036,0.019884890255835952,0.020115109744164084
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,1,2.75,-1.64255,-1.692421408837128,0.04987140883712815,0.020000000000000018,0.01983993059508604,0.00016006940491397614
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,1,2.85,-1.8017500000000002,-1.8308546041415,0.029104604141499735,-0.020000000000000018,-0.0011801249582954476,0.01881987504170457
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,1,2.95,-1.387500000000001,-1.3763048630781647,0.01119513692183638,0.020000000000000018,0.023174607186702723,0.003174607186702705
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,2,2.45,-1.5803000000000003,-1.5330349098268954,0.04726509017310487,-0.009999999999999787,-0.035214392612844314,0.025214392612844527
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,2,2.55,-1.6426999999999996,-1.4320518561273952,0.21064814387260444,0.0,0.002725847727297115,0.002725847727297115
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,2,2.65,-1.85705,-1.9887059690809599,0.13165596908095978,-0.020000000000000018,-0.01858822574283847,0.0014117742571615466
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,2,2.75,-1.7267000000000001,-1.7590758100080608,0.03237581000806067,0.0,0.01708422638730056,0.01708422638730056
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,2,2.85,-1.9028,-1.92152583734977,0.018725837349769847,-0.020000000000000018,-0.003325572090243867,0.01667442790975615
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,2,2.95,-1.4758499999999994,-1.4547401209053978,0.021109879094601602,0.0,0.019681979168043817,0.019681979168043817
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,3,2.45,-1.3310500000000003,-0.9938393549172351,0.3372106450827652,0.009999999999999787,0.049260270474438705,0.03926027047443892
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,3,2.55,-1.6162,-1.5492775866529058,0.06692241334709426,0.0,0.0007273152436071406,0.0007273152436071406
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,3,2.65,-1.8304,-1.9748200425729516,0.1444200425729516,-0.020000000000000018,-0.021156471435431534,0.0011564714354315164
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,3,2.75,-1.7026499999999993,-1.747395513597663,0.044745513597663766,0.0,0.014873106108673984,0.014873106108673984
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,3,2.85,-1.8754000000000008,-1.9012792526152742,0.02587925261527335,-0.020000000000000018,-0.004979758383166555,0.015020241616833463
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_173504,3,2.95,-1.4333999999999998,-1.422206667072773,0.011193332927226685,0.0,0.018206811063951278,0.018206811063951278
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_180702,1,2.45,-1.5033999999999996,-1.8226358246198995,0.31923582461989986,-0.020000000000000018,-0.03862167947845485,0.018621679478454833
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_180702,1,2.55,-1.5344000000000002,-1.4684503576636256,0.06594964233637457,0.020000000000000018,0.010045239331152533,0.009954760668847484
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_180702,1,2.65,-1.4536500000000006,-1.539919232665878,0.08626923266587738,0.040000000000000036,0.02492179866118782,0.015078201338812214
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_180702,1,2.75,-1.6241000000000003,-1.667603147209907,0.04350314720990678,0.020000000000000018,0.021220841548008185,0.001220841548008167
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_180702,1,2.85,-1.7848499999999996,-1.8150227172542301,0.03017271725423054,0.0,-0.000608607759964741,0.000608607759964741
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_180702,1,2.95,-1.3839499999999996,-1.3699835030514578,0.013966496948541796,0.020000000000000018,0.0233426872406004,0.003342687240600384
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,1,2.45,-1.5785000000000005,-1.5428039429233533,0.035696057076647136,-0.020000000000000018,-0.042691084558998504,0.022691084558998487
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,1,2.55,-1.6370499999999995,-1.37300487894922,0.2640451210507795,0.0,0.0017558573483746898,0.0017558573483746898
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,1,2.65,-1.8399999999999999,-1.9764195288909887,0.13641952889098885,-0.020000000000000018,-0.019545761596392097,0.00045423840360792056
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,1,2.75,-1.7155499999999995,-1.7545899094345998,0.03903990943460034,0.0,0.013983385655431668,0.013983385655431668
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,1,2.85,-1.8929,-1.911359346659494,0.018459346659494003,-0.020000000000000018,-0.00395696804692669,0.016043031953073328
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,1,2.95,-1.4774000000000012,-1.4547684187618586,0.022631581238142573,0.0,0.02005943730962878,0.02005943730962878
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,2,2.45,-1.5238499999999995,-1.6018797045031663,0.07802970450316682,-0.020000000000000018,-0.037394345084340586,0.017394345084340568
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,2,2.55,-1.5740000000000003,-1.5006331311195003,0.07336686888050004,0.0,0.008062492734561388,0.008062492734561388
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,2,2.65,-1.7782499999999999,-1.9245980333073316,0.1463480333073317,-0.020000000000000018,-0.01854835796957044,0.0014516420304295785
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,2,2.75,-1.6507500000000004,-1.697288075680719,0.04653807568071855,0.0,0.015793654547013425,0.015793654547013425
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,2,2.85,-1.8327,-1.8617849232022454,0.029084923202245427,0.0,-0.006224492290144212,0.006224492290144212
2.4-3.2 mm,apmd_local_identifiability_ridge,session_20260622_185538,2,2.95,-1.4165999999999999,-1.4052444565541684,0.01135554344583145,0.0,0.018713257972528652,0.018713257972528652
