model,session_id,cycle_index,d_target_mm,measured_delta_F_N,predicted_delta_F_N,abs_delta_F_residual_N,measured_delta_d_mm,predicted_delta_d_mm,abs_delta_d_residual_mm
apmd_local_identifiability_dot_dual_mlp,session_20260624_164026,3,2.15,-1.0159500000000001,-1.0308120893452415,0.014862089345241358,0.0,0.031952123643057107,0.031952123643057107
apmd_local_identifiability_dot_dual_mlp,session_20260624_164026,3,2.25,-1.1113500000000003,-1.0262241477747578,0.0851258522252425,-0.020000000000000018,0.020896925971199742,0.04089692597119976
apmd_local_identifiability_dot_dual_mlp,session_20260624_164026,3,2.35,-1.1611500000000001,-0.9013926666248713,0.25975733337512885,-0.040000000000000036,0.07453870700470944,0.11453870700470947
apmd_local_identifiability_dot_mlp,session_20260615_160438,1,3.05,-2.1603000000000003,-1.9225787517594624,0.23772124824053797,-0.020000000000000018,0.031615165426106984,0.051615165426107
apmd_local_identifiability_dot_mlp,session_20260615_160438,1,3.15,-2.2179,-2.1490198996586845,0.06888010034131575,0.0,-0.07816746789999174,0.07816746789999174
apmd_local_identifiability_dot_mlp,session_20260615_160438,1,3.25,-2.4623,-2.4542283858308993,0.008071614169100627,-0.020000000000000018,-0.07633577895176424,0.056335778951764226
apmd_local_identifiability_dot_mlp,session_20260615_160438,1,3.35,-2.3344999999999994,-2.325531247990887,0.00896875200911218,0.0,0.018580279779171427,0.018580279779171427
apmd_local_identifiability_dot_mlp,session_20260615_160438,1,3.45,-2.5323,-2.4921764500163643,0.040123549983635876,-0.020000000000000018,-0.028473889190490542,0.008473889190490524
apmd_local_identifiability_dot_mlp,session_20260615_160438,1,3.55,-2.0322999999999993,-1.9941121213413933,0.03818787865860607,0.0,0.007609695765147695,0.007609695765147695
apmd_local_identifiability_dot_mlp,session_20260615_160438,2,3.05,-2.3884,-2.583790544356474,0.1953905443564743,-0.020000000000000018,-0.05374595249115899,0.03374595249115897
apmd_local_identifiability_dot_mlp,session_20260615_160438,2,3.15,-2.8383000000000003,-2.9125532927525866,0.0742532927525863,-0.040000000000000036,-0.029297521662800197,0.010702478337199839
apmd_local_identifiability_dot_mlp,session_20260615_160438,2,3.25,-2.798,-3.0502233378863055,0.25222333788630547,-0.010000000000000231,-0.033857171874163594,0.023857171874163363
apmd_local_identifiability_dot_mlp,session_20260615_160438,2,3.35,-2.6327,-2.5313659945098497,0.10133400549015015,0.0,-0.020573529978705984,0.020573529978705984
apmd_local_identifiability_dot_mlp,session_20260615_160438,2,3.45,-2.8407999999999998,-2.9192494318357944,0.07844943183579467,-0.020000000000000018,-0.03922127904390482,0.019221279043904804
apmd_local_identifiability_dot_mlp,session_20260615_160438,2,3.55,-2.261700000000001,-2.31294082580688,0.05124082580687883,0.0,0.01393837994308722,0.01393837994308722
apmd_local_identifiability_dot_mlp,session_20260615_160438,3,3.05,-2.4448,-2.682414117814983,0.23761411781498332,-0.029999999999999805,-0.04064003785694803,0.010640037856948226
apmd_local_identifiability_dot_mlp,session_20260615_160438,3,3.15,-2.553699999999999,-2.8100899286516547,0.25638992865165555,0.0,-0.01422678440364411,0.01422678440364411
apmd_local_identifiability_dot_mlp,session_20260615_160438,3,3.25,-2.8796999999999997,-3.117393389979487,0.23769338997948708,-0.020000000000000018,-0.033111777247914365,0.013111777247914347
apmd_local_identifiability_dot_mlp,session_20260615_160438,3,3.35,-2.6889000000000003,-2.6873588226821656,0.0015411773178346522,0.0,-0.012653492698575075,0.012653492698575075
apmd_local_identifiability_dot_mlp,session_20260615_160438,3,3.45,-2.9232499999999995,-3.0868308992123428,0.1635808992123433,-0.020000000000000018,-0.02679533376496268,0.006795333764962663
apmd_local_identifiability_dot_mlp,session_20260615_160438,3,3.55,-3.0694,-3.114232026841252,0.044832026841252315,-0.04999999999999982,-0.05602262409700076,0.006022624097000939
