model,session_id,cycle_index,d_target_mm,measured_delta_F_N,predicted_delta_F_N,abs_delta_F_residual_N,measured_delta_d_mm,predicted_delta_d_mm,abs_delta_d_residual_mm
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,1,2.65,-1.46725,-1.5591779650959303,0.09192796509593038,0.040000000000000036,0.020811200517479644,0.01918879948252039
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,1,2.75,-1.64255,-1.684406778155564,0.0418567781555641,0.020000000000000018,0.02187102725060086,0.001871027250600843
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,1,2.85,-1.8017500000000002,-1.820655463198504,0.018905463198503725,-0.020000000000000018,-0.0008613214550896586,0.01913867854491036
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,1,2.95,-1.387500000000001,-1.367232877563067,0.02026712243693396,0.020000000000000018,0.023999943002442237,0.003999943002442219
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,2,2.45,-1.5803000000000003,-1.5224935035942302,0.05780649640577007,-0.009999999999999787,-0.03278051330897247,0.022780513308972683
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,2,2.55,-1.6426999999999996,-1.4311851229259256,0.21151487707407401,0.0,0.005723696615987706,0.005723696615987706
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,2,2.65,-1.85705,-1.9850539468124158,0.12800394681241567,-0.020000000000000018,-0.01809840876922353,0.0019015912307764893
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,2,2.75,-1.7267000000000001,-1.7524238992753771,0.025723899275376994,0.0,0.016555085591555052,0.016555085591555052
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,2,2.85,-1.9028,-1.913711371679165,0.010911371679164894,-0.020000000000000018,-0.004454112167810109,0.015545887832189909
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,2,2.95,-1.4758499999999994,-1.4447441537115484,0.031105846288451033,0.0,0.01948192528536552,0.01948192528536552
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,3,2.45,-1.3310500000000003,-1.0072874511491827,0.32376254885081757,0.009999999999999787,0.014974578759935575,0.004974578759935788
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,3,2.55,-1.6162,-1.5508365147311691,0.06536348526883096,0.0,0.0006489370792275295,0.0006489370792275295
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,3,2.65,-1.8304,-1.97071545796845,0.14031545796845002,-0.020000000000000018,-0.019965167710886966,3.483228911305147e-05
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,3,2.75,-1.7026499999999993,-1.739859900968594,0.03720990096859467,0.0,0.015207606489628933,0.015207606489628933
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,3,2.85,-1.8754000000000008,-1.8928610226263025,0.01746102262630167,-0.020000000000000018,-0.005786400198466879,0.014213599801533139
apmd_local_identifiability_dot_dual_ridge,session_20260622_173504,3,2.95,-1.4333999999999998,-1.4119121357280564,0.02148786427194338,0.0,0.018375281330483606,0.018375281330483606
apmd_local_identifiability_dot_dual_ridge,session_20260622_180702,1,2.45,-1.5033999999999996,-1.8125204377489483,0.3091204377489487,-0.020000000000000018,-0.03552029528797984,0.015520295287979824
apmd_local_identifiability_dot_dual_ridge,session_20260622_180702,1,2.55,-1.5344000000000002,-1.4735652784271318,0.0608347215728684,0.020000000000000018,0.01050445985802373,0.009495540141976289
apmd_local_identifiability_dot_dual_ridge,session_20260622_180702,1,2.65,-1.4536500000000006,-1.534840506743543,0.08119050674354256,0.040000000000000036,0.025457650516259367,0.014542349483740669
apmd_local_identifiability_dot_dual_ridge,session_20260622_180702,1,2.75,-1.6241000000000003,-1.6597552670457771,0.03565526704577682,0.020000000000000018,0.022704730592201905,0.002704730592201887
apmd_local_identifiability_dot_dual_ridge,session_20260622_180702,1,2.85,-1.7848499999999996,-1.8034709735008452,0.018620973500845572,0.0,-0.00014353287158819228,0.00014353287158819228
apmd_local_identifiability_dot_dual_ridge,session_20260622_180702,1,2.95,-1.3839499999999996,-1.3608771775886135,0.023072822411386085,0.020000000000000018,0.023914845110013516,0.0039148451100134984
apmd_local_identifiability_dot_dual_ridge,session_20260622_185538,1,2.45,-1.5785000000000005,-1.5291786097398896,0.04932139026011084,-0.020000000000000018,-0.03204261984588985,0.012042619845889835
apmd_local_identifiability_dot_dual_ridge,session_20260622_185538,1,2.55,-1.6370499999999995,-1.3720570602445576,0.2649929397554418,0.0,0.004910440701875185,0.004910440701875185
apmd_local_identifiability_dot_dual_ridge,session_20260622_185538,1,2.65,-1.8399999999999999,-1.9726472295820727,0.13264722958207287,-0.020000000000000018,-0.01899982107627185,0.0010001789237281677
apmd_local_identifiability_dot_dual_ridge,session_20260622_185538,1,2.75,-1.7155499999999995,-1.7474362551277958,0.031886255127796304,0.0,0.013574029297438006,0.013574029297438006
apmd_local_identifiability_dot_dual_ridge,session_20260622_185538,1,2.85,-1.8929,-1.9033509299607374,0.010450929960737376,-0.020000000000000018,-0.005241346120341994,0.014758653879658024
apmd_local_identifiability_dot_dual_ridge,session_20260622_185538,1,2.95,-1.4774000000000012,-1.444823145532613,0.03257685446738812,0.0,0.0198319864221137,0.0198319864221137
apmd_local_identifiability_dot_dual_ridge,session_20260622_185538,2,2.45,-1.5238499999999995,-1.5903839320921414,0.06653393209214187,-0.020000000000000018,-0.031783016486224724,0.011783016486224707
apmd_local_identifiability_dot_dual_ridge,session_20260622_185538,2,2.55,-1.5740000000000003,-1.5037318910738717,0.07026810892612856,0.0,0.007501395795974197,0.007501395795974197
