experiment,path_family,session_id,trial,pair_id,cycle_index,state_index,branch,state_label,path_label,d_target_mm,F_N,d_mm,local_zone_id,local_p_F_uT,local_p_d_uT,local_residual_uT,local_angle_deg,model,model_family,F_pred_N,d_pred_mm,F_error_N,d_error_mm,work_zone,abs_F_error_N,abs_d_error_mm
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,4,loading,loading_d_275,direct_loading,2.75,7.09655,2.74,Block_L_d280_F490,4902.228975413666,3897.198740153177,601.9744563947564,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,7.0792316730911775,2.77175758564604,-0.0173183269088221,0.0317575856460394,2.4-3.2 mm,0.0173183269088221,0.0317575856460394
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,5,loading,loading_d_285,direct_loading,2.85,7.9129,2.85,Block_L_d280_F490,5126.985611144498,4087.782151598943,624.8028756614382,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,7.96408334444824,2.860030213345042,0.0511833444482405,0.010030213345042,2.4-3.2 mm,0.0511833444482405,0.010030213345042
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,6,loading,loading_d_295,direct_loading,2.95,8.8335,2.94,Block_L_d300_F490,5553.644294597316,4274.515193138516,208.0288044658992,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,8.779314058927566,2.971989917364827,-0.0541859410724345,0.031989917364827,2.4-3.2 mm,0.0541859410724345,0.031989917364827
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,7,preload,preload_d_320,preload_deep,3.2,11.3635,3.18,Block_L_d300_F490,6131.457488587755,4761.8582874947015,210.11011854713905,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,11.439089971927968,3.194312108341689,0.0755899719279664,0.0143121083416892,2.4-3.2 mm,0.0755899719279664,0.0143121083416892
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,8,unloading,unloading_d_295,return_unloading,2.95,7.3561,2.94,Block_L_d300_F490,5717.171499335359,4424.498560781343,202.8642233258437,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,7.324545640165708,2.9920493546744558,-0.031554359834292,0.0520493546744553,2.4-3.2 mm,0.031554359834292,0.0520493546744553
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,9,unloading,unloading_d_285,return_unloading,2.85,6.02,2.83,Block_L_d280_F490,5244.566339872245,4200.146501610246,619.1422704216719,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,6.052723997788746,2.8560732452981155,0.0327239977887465,0.0260732452981153,2.4-3.2 mm,0.0327239977887465,0.0260732452981153
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,10,unloading,unloading_d_275,return_unloading,2.75,5.381,2.74,Block_L_d280_F490,5093.133761763248,4078.033294239141,599.0594777592453,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,5.324641763656578,2.785740971301472,-0.0563582363434225,0.0457409713014715,2.4-3.2 mm,0.0563582363434225,0.0457409713014715
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,11,unloading,unloading_d_265,return_unloading,2.65,4.5245,2.62,Block_L_d260_F430,4347.171009566886,3965.719342570262,1185.077482740734,7.924945039293909,apmd_local_identifiability_ridge,APMD local identifiability,4.43080801466612,2.651250193289526,-0.09369198533388,0.0312501932895257,2.4-3.2 mm,0.09369198533388,0.0312501932895257
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,12,unloading,unloading_d_255,return_unloading,2.55,4.05705,2.54,Block_L_d260_F430,4202.048070428363,3833.7419644400256,1142.601209587086,7.924945039293909,apmd_local_identifiability_ridge,APMD local identifiability,4.2710415079367055,2.578738508492871,0.2139915079367051,0.0387385084928708,2.4-3.2 mm,0.2139915079367051,0.0387385084928708
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,1,1,1,13,unloading,unloading_d_245,return_unloading,2.45,3.42665,2.42,Block_L_d240_F320,3342.021402171424,2790.401564741655,894.3423999456525,9.34939631219766,apmd_local_identifiability_ridge,APMD local identifiability,3.3444033187414077,2.4456959571176045,-0.0822466812585926,0.0256959571176045,2.4-3.2 mm,0.0822466812585926,0.0256959571176045
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,1,loading,loading_d_245,direct_loading,2.45,4.83475,2.45,Block_L_d240_F490,3115.768890255073,3284.121872179572,2162.7692961864504,4.2407773672278015,apmd_local_identifiability_ridge,APMD local identifiability,4.796144326883645,2.4620132623194024,-0.0386056731163551,0.0120132623194022,2.4-3.2 mm,0.0386056731163551,0.0120132623194022
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,2,loading,loading_d_255,direct_loading,2.55,5.4995,2.54,Block_L_d260_F490,3905.993167409294,3447.5521013146317,974.1131965164776,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,5.420347316103507,2.5510022823163827,-0.0791526838964928,0.0110022823163826,2.4-3.2 mm,0.0791526838964928,0.0110022823163826
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,3,loading,loading_d_265,direct_loading,2.65,6.13925,2.64,Block_L_d260_F490,4116.146630689157,3637.7537287284295,1020.9978659379542,9.591395819878114,apmd_local_identifiability_ridge,APMD local identifiability,6.158037543103776,2.6467966414731743,0.0187875431037767,0.0067966414731741,2.4-3.2 mm,0.0187875431037767,0.0067966414731741
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,4,loading,loading_d_275,direct_loading,2.75,6.85045,2.74,Block_L_d280_F490,4822.487177093512,3826.789726939636,596.3264455250228,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,6.813142453517509,2.7503448260263035,-0.0373075464824914,0.0103448260263032,2.4-3.2 mm,0.0373075464824914,0.0103448260263032
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,5,loading,loading_d_285,direct_loading,2.85,7.6486,2.83,Block_L_d280_F490,5046.365787853956,4014.332877582331,619.8979903552039,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,7.686373968633818,2.8412264159846066,0.0377739686338181,0.0112264159846064,2.4-3.2 mm,0.0377739686338181,0.0112264159846064
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,6,loading,loading_d_295,direct_loading,2.95,8.5374,2.95,Block_L_d300_F490,5474.750228908019,4199.941040623451,209.00804640604665,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,8.473582426167104,2.95387398872331,-0.0638175738328961,0.0038739887233099,2.4-3.2 mm,0.0638175738328961,0.0038739887233099
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,7,preload,preload_d_320,preload_deep,3.2,10.9817,3.18,Block_L_d300_F490,6049.099670426094,4683.159597969016,212.4215937139132,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,11.052043726809073,3.1734407157951448,0.0703437268090709,-0.0065592842048554,2.4-3.2 mm,0.0703437268090709,0.0065592842048554
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,8,unloading,unloading_d_295,return_unloading,2.95,7.1208,2.95,Block_L_d300_F490,5632.576571576033,4345.412158508981,203.4593775710143,28.46804618966466,apmd_local_identifiability_ridge,APMD local identifiability,7.068337969612935,2.9725872466958387,-0.0524620303870646,0.0225872466958385,2.4-3.2 mm,0.0524620303870646,0.0225872466958385
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,9,unloading,unloading_d_285,return_unloading,2.85,5.8159,2.83,Block_L_d280_F490,5163.196997328784,4126.334647145972,614.2780587662425,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,5.824589045431573,2.8350019236944624,0.0086890454315726,0.0050019236944622,2.4-3.2 mm,0.0086890454315726,0.0050019236944622
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,10,unloading,unloading_d_275,return_unloading,2.75,5.1997,2.74,Block_L_d280_F490,5014.047233834372,4008.026185775621,594.8317610453182,21.73086934871879,apmd_local_identifiability_ridge,APMD local identifiability,5.11585437783679,2.766138480573317,-0.08384562216321,0.0261384805733166,2.4-3.2 mm,0.08384562216321,0.0261384805733166
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,11,unloading,unloading_d_265,return_unloading,2.65,4.361,2.62,Block_L_d260_F430,4270.459681637087,3893.662188827517,1171.256664333824,7.924945039293909,apmd_local_identifiability_ridge,APMD local identifiability,4.233439509796445,2.628248283503604,-0.1275604902035549,0.0082482835036037,2.4-3.2 mm,0.1275604902035549,0.0082482835036037
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,12,unloading,unloading_d_255,return_unloading,2.55,3.9255,2.54,Block_L_d260_F375,4132.124192085143,3814.753748467868,1473.8585982019445,7.516836414286701,apmd_local_identifiability_ridge,APMD local identifiability,3.919714184984007,2.559064775050944,-0.0057858150159932,0.019064775050944,2.4-3.2 mm,0.0057858150159932,0.019064775050944
6.1-L Block L local held-out dense-loop validation,local_minor_loop_dense,session_20260622_185538,2,2,2,13,unloading,unloading_d_245,return_unloading,2.45,3.3109,2.43,Block_L_d240_F320,3280.406355071,2736.709864103161,880.8803246827124,9.34939631219766,apmd_local_identifiability_ridge,APMD local identifiability,3.1942646223804783,2.424618917235062,-0.1166353776195219,-0.0053810827649383,2.4-3.2 mm,0.1166353776195219,0.0053810827649383
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,1,loading,loading_d_345,direct_loading,3.45,13.2656,3.44,Block_H_d340_F490,6282.303712384914,5279.538426890387,1413.3137662688314,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,13.317041793722405,3.415607665907227,0.0514417937224038,-0.0243923340927727,3.4-4.2 mm,0.0514417937224038,0.0243923340927727
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,2,loading,loading_d_355,direct_loading,3.55,14.93945,3.54,Block_H_d360_F490,6131.173958679317,5445.194957503443,1836.167787978313,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,14.96513431822444,3.5104455924436184,0.0256843182244388,-0.0295544075563816,3.4-4.2 mm,0.0256843182244388,0.0295544075563816
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,3,loading,loading_d_365,direct_loading,3.65,16.58685,3.64,Block_H_d360_F490,6327.946003115291,5624.758146078442,1876.570270750163,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,16.595628862340693,3.6043901466862094,0.0087788623406943,-0.0356098533137907,3.4-4.2 mm,0.0087788623406943,0.0356098533137907
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,4,loading,loading_d_375,direct_loading,3.75,18.38145,3.74,Block_H_d380_F490,5738.88776336579,5801.737147254341,4580.5335342209655,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,18.525128063185285,3.716358715120852,0.1436780631852841,-0.0236412848791482,3.4-4.2 mm,0.1436780631852841,0.0236412848791482
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,5,loading,loading_d_385,direct_loading,3.85,20.31825,3.85,Block_H_d380_F490,5901.027703069452,5964.82339179824,4669.49685858379,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.40230047120316,3.813845254302621,0.0840504712031631,-0.0361547456973796,3.4-4.2 mm,0.0840504712031631,0.0361547456973796
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,6,loading,loading_d_395,direct_loading,3.95,21.4931,3.89,Block_H_d380_F490,5970.667200968274,6034.889855606062,4710.49435424684,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.496374408032544,3.8531817680584513,0.0032744080325457,-0.0368182319415488,3.4-4.2 mm,0.0032744080325457,0.0368182319415488
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,7,preload,preload_d_420,preload_deep,4.2,21.278,3.89,Block_H_d380_F490,5972.378484322944,6036.560702866925,4711.82365303495,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.26184931146632,3.877926537566933,-0.0161506885336812,-0.0120734624330669,3.4-4.2 mm,0.0161506885336812,0.0120734624330669
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,8,unloading,unloading_d_395,return_unloading,3.95,21.1926,3.89,Block_H_d380_F490,5974.996902738534,6039.187696951703,4713.223789031924,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.96825318815204,3.840215040800687,-0.2243468118479583,-0.0497849591993131,3.4-4.2 mm,0.2243468118479583,0.0497849591993131
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,9,unloading,unloading_d_385,return_unloading,3.85,18.13125,3.81,Block_H_d380_F490,5922.639913708736,5986.30860881535,4664.439671086745,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,18.14508587419578,3.781329322054048,0.0138358741957773,-0.0286706779459526,3.4-4.2 mm,0.0138358741957773,0.0286706779459526
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,10,unloading,unloading_d_375,return_unloading,3.75,15.83575,3.72,Block_H_d380_F490,5843.004271857542,5905.959323393379,4603.828268815773,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,15.96141016271418,3.698551203910476,0.1256601627141798,-0.0214487960895239,3.4-4.2 mm,0.1256601627141798,0.0214487960895239
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,11,unloading,unloading_d_365,return_unloading,3.65,14.00485,3.64,Block_H_d360_F490,6523.884549864107,5812.43095480931,1893.485425841172,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,14.02030076270579,3.611439007490156,0.0154507627057913,-0.0285609925098446,3.4-4.2 mm,0.0154507627057913,0.0285609925098446
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,12,unloading,unloading_d_355,return_unloading,3.55,11.44845,3.52,Block_H_d360_F490,6298.813320149298,5606.5002164204825,1844.587519267088,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,11.500366707603789,3.4865770884324485,0.0519167076037874,-0.0334229115675515,3.4-4.2 mm,0.0519167076037874,0.0334229115675515
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,1,1,1,13,unloading,unloading_d_345,return_unloading,3.45,10.1779,3.44,Block_H_d340_F490,6487.9693867788055,5470.083426370512,1426.2792088463889,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,10.198116837401814,3.408035528852281,0.020216837401815,-0.0319644711477189,3.4-4.2 mm,0.020216837401815,0.0319644711477189
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,1,loading,loading_d_345,direct_loading,3.45,13.15555,3.44,Block_H_d340_F490,6082.175022963492,5109.1451136974365,1371.1137789334057,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,13.122165016763027,3.315576150703965,-0.0333849832369725,-0.124423849296035,3.4-4.2 mm,0.0333849832369725,0.124423849296035
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,2,loading,loading_d_355,direct_loading,3.55,14.83205,3.54,Block_H_d360_F490,5941.193422469962,5275.553594989608,1780.7880183741931,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,14.769460444236412,3.40710024990145,-0.0625895557635889,-0.13289975009855,3.4-4.2 mm,0.0625895557635889,0.13289975009855
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,3,loading,loading_d_365,direct_loading,3.65,16.48795,3.64,Block_H_d360_F490,6138.4666623306985,5455.499858893538,1822.2310130199771,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,16.407671640870795,3.501902123270474,-0.0802783591292062,-0.138097876729526,3.4-4.2 mm,0.0802783591292062,0.138097876729526
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,4,loading,loading_d_375,direct_loading,3.75,18.2891,3.74,Block_H_d380_F490,5568.856288047879,5629.834620088277,4448.433340225375,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,18.321040811572,3.59652428541082,0.0319408115719994,-0.1434757145891803,3.4-4.2 mm,0.0319408115719994,0.1434757145891803
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,5,loading,loading_d_385,direct_loading,3.85,20.2495,3.85,Block_H_d380_F490,5730.617292033952,5792.5171777227615,4539.685135516163,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.22221728389955,3.694529777011964,-0.0272827161004514,-0.1554702229880358,3.4-4.2 mm,0.0272827161004514,0.1554702229880358
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,6,loading,loading_d_395,direct_loading,3.95,21.45255,3.89,Block_H_d380_F490,5801.22280091893,5863.515270552729,4580.505671872728,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.34253981757043,3.734101350657447,-0.1100101824295691,-0.1558986493425531,3.4-4.2 mm,0.1100101824295691,0.1558986493425531
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,7,preload,preload_d_420,preload_deep,4.2,21.24625,3.89,Block_H_d380_F490,5801.592972573851,5863.890448335973,4580.795921277585,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.11321818361657,3.758748397667957,-0.1330318163834256,-0.1312516023320431,3.4-4.2 mm,0.1330318163834256,0.1312516023320431
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,8,unloading,unloading_d_395,return_unloading,3.95,21.16515,3.89,Block_H_d380_F490,5803.8337166025785,5866.148951465663,4581.810475782786,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.82239124777288,3.720964453260327,-0.3427587522271231,-0.1690355467396735,3.4-4.2 mm,0.3427587522271231,0.1690355467396735
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,9,unloading,unloading_d_385,return_unloading,3.85,18.0735,3.81,Block_H_d380_F490,5752.039667534169,5813.818035012545,4534.018301272052,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,17.973942695615392,3.661988940350496,-0.0995573043846071,-0.1480110596495039,3.4-4.2 mm,0.0995573043846071,0.1480110596495039
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,10,unloading,unloading_d_375,return_unloading,3.75,15.8061,3.72,Block_H_d380_F490,5672.949699104552,5734.044160140283,4473.284361844227,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,15.81459264287556,3.5799263429496078,0.0084926428755593,-0.1400736570503928,3.4-4.2 mm,0.0084926428755593,0.1400736570503928
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,11,unloading,unloading_d_365,return_unloading,3.65,13.93115,3.64,Block_H_d360_F490,6328.6470014660645,5637.873769942861,1835.5854161740715,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,13.851487448869122,3.5055242958187933,-0.0796625511308786,-0.1344757041812068,3.4-4.2 mm,0.0796625511308786,0.1344757041812068
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,12,unloading,unloading_d_355,return_unloading,3.55,11.37075,3.52,Block_H_d360_F490,6101.297142532424,5430.074396137597,1786.131517525952,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,11.324786558576792,3.379791112852876,-0.0459634414232059,-0.1402088871471241,3.4-4.2 mm,0.0459634414232059,0.1402088871471241
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,2,2,2,13,unloading,unloading_d_345,return_unloading,3.45,10.08135,3.44,Block_H_d340_F490,6276.685578531267,5290.646796274655,1379.267204090648,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,10.006486083886887,3.3023987953232066,-0.074863916113113,-0.1376012046767933,3.4-4.2 mm,0.074863916113113,0.1376012046767933
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,1,loading,loading_d_345,direct_loading,3.45,13.09705,3.44,Block_H_d340_F490,6083.732635081967,5110.159044397307,1372.013763748284,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,13.071635057683046,3.3169638037887377,-0.0254149423169529,-0.1230361962112622,3.4-4.2 mm,0.0254149423169529,0.1230361962112622
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,2,loading,loading_d_355,direct_loading,3.55,14.77275,3.54,Block_H_d360_F490,5945.171332635136,5278.821735817671,1783.350889971406,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,14.720655680836028,3.410052989459349,-0.052094319163972,-0.1299470105406506,3.4-4.2 mm,0.052094319163972,0.1299470105406506
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,3,loading,loading_d_365,direct_loading,3.65,16.42895,3.64,Block_H_d360_F490,6143.3297142048095,5459.906909557632,1824.0985209103192,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,16.358769908961598,3.504765288075001,-0.0701800910384022,-0.135234711924999,3.4-4.2 mm,0.0701800910384022,0.135234711924999
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,4,loading,loading_d_375,direct_loading,3.75,18.24365,3.74,Block_H_d380_F490,5574.280617581228,5635.38884572617,4452.110272219495,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,18.28465076766929,3.6007827424300296,0.041000767669292,-0.1392172575699706,3.4-4.2 mm,0.041000767669292,0.1392172575699706
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,5,loading,loading_d_385,direct_loading,3.85,20.19335,3.85,Block_H_d380_F490,5736.048372318855,5798.0639305641,4543.456959055891,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.17682382705545,3.698560755282585,-0.0165261729445482,-0.1514392447174155,3.4-4.2 mm,0.0165261729445482,0.1514392447174155
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,6,loading,loading_d_395,direct_loading,3.95,21.44415,3.89,Block_H_d380_F490,5806.250905988182,5868.694724750908,4584.525026083811,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.33900779087124,3.738973681653209,-0.1051422091287648,-0.151026318346791,3.4-4.2 mm,0.1051422091287648,0.151026318346791
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,7,preload,preload_d_420,preload_deep,4.2,21.2371,3.89,Block_H_d380_F490,5808.877210336184,5871.315420390328,4586.020794632928,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,21.11168296744363,3.76443017179989,-0.1254170325563706,-0.1255698282001103,3.4-4.2 mm,0.1254170325563706,0.1255698282001103
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,8,unloading,unloading_d_395,return_unloading,3.95,21.1556,3.89,Block_H_d380_F490,5810.353076627224,5872.8255370310535,4587.0885634219885,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,20.81972906452353,3.726595292606076,-0.3358709354764677,-0.1634047073939242,3.4-4.2 mm,0.3358709354764677,0.1634047073939242
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,9,unloading,unloading_d_385,return_unloading,3.85,18.04485,3.81,Block_H_d380_F490,5757.280211747426,5819.177947149333,4538.011926421377,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,17.953066907281077,3.666378019977711,-0.0917830927189236,-0.1436219800222891,3.4-4.2 mm,0.0917830927189236,0.1436219800222891
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,10,unloading,unloading_d_375,return_unloading,3.75,15.77445,3.72,Block_H_d380_F490,5677.651703848259,5738.821577313606,4477.495716161242,2.858413789808005,apmd_local_identifiability_ridge,APMD local identifiability,15.791975581115132,3.583782287491672,0.017525581115132,-0.1362177125083281,3.4-4.2 mm,0.017525581115132,0.1362177125083281
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,11,unloading,unloading_d_365,return_unloading,3.65,13.89475,3.64,Block_H_d360_F490,6332.421586383146,5641.141079678258,1836.8778376620817,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,13.822855127573852,3.50795625873281,-0.0718948724261476,-0.1320437412671902,3.4-4.2 mm,0.0718948724261476,0.1320437412671902
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,12,unloading,unloading_d_355,return_unloading,3.55,11.3498,3.52,Block_H_d360_F490,6105.863492974672,5434.499613771285,1787.777905903756,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,11.308345668674034,3.3830181693553354,-0.0414543313259656,-0.1369818306446646,3.4-4.2 mm,0.0414543313259656,0.1369818306446646
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_201622,3,3,3,13,unloading,unloading_d_345,return_unloading,3.45,10.06945,3.44,Block_H_d340_F490,6284.308112491542,5298.069452450117,1379.9712014542467,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,10.001196324606246,3.306049280790874,-0.0682536753937537,-0.133950719209126,3.4-4.2 mm,0.0682536753937537,0.133950719209126
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,1,loading,loading_d_345,direct_loading,3.45,13.41715,3.44,Block_H_d340_F490,6300.162269195045,5296.545945981448,1416.739326548118,17.51780227248731,apmd_local_identifiability_ridge,APMD local identifiability,13.465827262641572,3.4125251945941257,0.0486772626415721,-0.0274748054058742,3.4-4.2 mm,0.0486772626415721,0.0274748054058742
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,2,loading,loading_d_355,direct_loading,3.55,15.15125,3.54,Block_H_d360_F490,6149.981922121066,5463.334281226064,1840.1364398286448,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,15.16841434315991,3.5085241484250598,0.0171643431599104,-0.0314758515749407,3.4-4.2 mm,0.0171643431599104,0.0314758515749407
6.1-H upper work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260623_204724,1,1,1,3,loading,loading_d_365,direct_loading,3.65,16.84965,3.64,Block_H_d360_F490,6346.941405878607,5643.071695209296,1879.8956348067488,11.06041880572361,apmd_local_identifiability_ridge,APMD local identifiability,16.845431350927534,3.602716873994789,-0.0042186490724667,-0.0372831260052106,3.4-4.2 mm,0.0042186490724667,0.0372831260052106
