experiment,path_family,session_id,trial,pair_id,cycle_index,state_index,branch,state_label,path_label,d_target_mm,F_N,d_mm,local_zone_id,local_p_F_uT,local_p_d_uT,local_residual_uT,local_angle_deg,model,model_family,F_pred_N,d_pred_mm,F_error_N,d_error_mm,work_zone,abs_F_error_N,abs_d_error_mm
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,1,1,1,5,loading,loading_d_225,direct_loading,2.25,3.98,2.22,Block_S_d220_F375,3639.5099828809,3125.5601104081284,22.45629511898712,13.364682543104433,apmd_local_identifiability_ridge,APMD local identifiability,3.966978150049696,2.208782900359299,-0.0130218499503036,-0.0112170996407012,1.8-2.6 mm,0.0130218499503036,0.0112170996407012
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,1,1,1,6,loading,loading_d_235,direct_loading,2.35,4.4325,2.33,Block_S_d240_F430,4057.2216427330777,3249.532673933779,25.16381585327236,22.086283929734464,apmd_local_identifiability_ridge,APMD local identifiability,4.159396878257039,2.316326784726717,-0.2731031217429613,-0.013673215273283,1.8-2.6 mm,0.2731031217429613,0.013673215273283
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,1,1,1,7,preload,preload_d_260,preload_deep,2.6,5.70185,2.58,Block_S_d240_F490,4606.6225980427325,3602.565759967932,16.987092749586896,23.846359673102583,apmd_local_identifiability_ridge,APMD local identifiability,5.685197418621383,2.550571160426139,-0.0166525813786169,-0.0294288395738608,1.8-2.6 mm,0.0166525813786169,0.0294288395738608
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,1,1,1,8,unloading,unloading_d_235,return_unloading,2.35,3.30255,2.31,Block_S_d240_F320,4076.504473503448,2529.340703786899,53.242124965891705,35.95822711319985,apmd_local_identifiability_ridge,APMD local identifiability,3.4322996229140266,2.336403427892601,0.1297496229140264,0.026403427892601,1.8-2.6 mm,0.1297496229140264,0.026403427892601
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,1,1,1,9,unloading,unloading_d_225,return_unloading,2.25,2.8844,2.22,Block_S_d220_F320,3719.333205134786,2442.9662001942797,146.1470425667789,28.14053718621085,apmd_local_identifiability_ridge,APMD local identifiability,3.2299302249021045,2.235182361522212,0.3455302249021046,0.0151823615222119,1.8-2.6 mm,0.3455302249021046,0.0151823615222119
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,1,1,1,10,unloading,unloading_d_215,return_unloading,2.15,2.5596,2.14,Block_S_d220_F250,3567.3530729950835,2409.0066404201125,139.70707501574907,27.02910929790333,apmd_local_identifiability_ridge,APMD local identifiability,2.511980384517304,2.138211569735825,-0.0476196154826964,-0.0017884302641753,1.8-2.6 mm,0.0476196154826964,0.0017884302641753
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,1,1,1,11,unloading,unloading_d_205,return_unloading,2.05,2.12225,2.02,Block_S_d200_F180,3260.4831287254824,2280.56402522331,177.63783034754394,24.63008978437201,apmd_local_identifiability_ridge,APMD local identifiability,2.2443483580421777,2.011785154366282,0.1220983580421775,-0.0082148456337178,1.8-2.6 mm,0.1220983580421775,0.0082148456337178
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,1,1,1,12,unloading,unloading_d_195,return_unloading,1.95,1.8947,1.94,Block_S_d200_F180,3120.82855085369,2187.3679619796703,176.0710655728352,24.63008978437201,apmd_local_identifiability_ridge,APMD local identifiability,1.892215300399681,1.9501387197305529,-0.0024846996003187,0.0101387197305529,1.8-2.6 mm,0.0024846996003187,0.0101387197305529
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,1,1,1,13,unloading,unloading_d_185,return_unloading,1.85,1.59155,1.82,Block_S_d180_F150,2440.324576184361,1856.471517360691,201.07845211841237,14.2214016656986,apmd_local_identifiability_ridge,APMD local identifiability,1.621690525378649,1.8074186657228917,0.030140525378649,-0.0125813342771086,1.8-2.6 mm,0.030140525378649,0.0125813342771086
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,1,loading,loading_d_185,direct_loading,1.85,2.48955,1.84,Block_S_d180_F250,2363.221062297351,1906.5230875956656,46.812428421006686,11.407442662291237,apmd_local_identifiability_ridge,APMD local identifiability,2.3926604254340447,1.8027647994028129,-0.0968895745659552,-0.0372352005971872,1.8-2.6 mm,0.0968895745659552,0.0372352005971872
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,2,loading,loading_d_195,direct_loading,1.95,2.8493,1.94,Block_S_d200_F250,2973.8561684090496,2022.593348204132,151.87425048309836,25.49118691071736,apmd_local_identifiability_ridge,APMD local identifiability,2.661264286028328,1.943592760758035,-0.1880357139716717,0.003592760758035,1.8-2.6 mm,0.1880357139716717,0.003592760758035
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,3,loading,loading_d_205,direct_loading,2.05,3.2021,2.02,Block_S_d200_F320,3163.756928680134,2092.3824121914868,157.39115069887015,26.602933928872964,apmd_local_identifiability_ridge,APMD local identifiability,3.0763800387911084,1.999214592753621,-0.1257199612088917,-0.0207854072463788,1.8-2.6 mm,0.1257199612088917,0.0207854072463788
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,4,loading,loading_d_215,direct_loading,2.15,3.58545,2.14,Block_S_d220_F375,3402.9036133759355,2924.906762050143,29.078224782305988,13.364682543104433,apmd_local_identifiability_ridge,APMD local identifiability,3.7546678497909465,2.1141214624979643,0.1692178497909466,-0.0258785375020358,1.8-2.6 mm,0.1692178497909466,0.0258785375020358
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,5,loading,loading_d_225,direct_loading,2.25,4.0003,2.22,Block_S_d220_F375,3595.277961335342,3088.5862739783247,23.872165211417105,13.364682543104433,apmd_local_identifiability_ridge,APMD local identifiability,3.968882720284456,2.189121295880432,-0.0314172797155443,-0.0308787041195679,1.8-2.6 mm,0.0314172797155443,0.0308787041195679
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,6,loading,loading_d_235,direct_loading,2.35,4.4624,2.33,Block_S_d240_F430,4010.062208538469,3212.9669978221496,26.35348057049134,22.086283929734464,apmd_local_identifiability_ridge,APMD local identifiability,4.169830924444755,2.297006726544041,-0.292569075555245,-0.0329932734559585,1.8-2.6 mm,0.292569075555245,0.0329932734559585
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,7,preload,preload_d_260,preload_deep,2.6,5.7689,2.58,Block_S_d240_F490,4554.983779338469,3565.204959251472,20.436103208661677,23.846359673102583,apmd_local_identifiability_ridge,APMD local identifiability,5.728176911829724,2.529716985208873,-0.0407230881702762,-0.0502830147911272,1.8-2.6 mm,0.0407230881702762,0.0502830147911272
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,8,unloading,unloading_d_235,return_unloading,2.35,3.32615,2.31,Block_S_d240_F320,4024.076569844746,2500.692106138803,55.478330186978255,35.95822711319985,apmd_local_identifiability_ridge,APMD local identifiability,3.4346182749481127,2.315979537541074,0.1084682749481125,0.0059795375410738,1.8-2.6 mm,0.1084682749481125,0.0059795375410738
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,9,unloading,unloading_d_225,return_unloading,2.25,2.9076,2.22,Block_S_d220_F320,3669.880569708539,2413.53500931793,147.57512562456242,28.14053718621085,apmd_local_identifiability_ridge,APMD local identifiability,3.1906085798295374,2.2135326136669558,0.2830085798295374,-0.0064673863330448,1.8-2.6 mm,0.2830085798295374,0.0064673863330448
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,10,unloading,unloading_d_215,return_unloading,2.15,2.5814,2.14,Block_S_d220_F250,3519.6622293263035,2379.2563916042027,140.58119743639404,27.02910929790333,apmd_local_identifiability_ridge,APMD local identifiability,2.5139043267263013,2.117851364133087,-0.0674956732736986,-0.0221486358669129,1.8-2.6 mm,0.0674956732736986,0.0221486358669129
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,11,unloading,unloading_d_205,return_unloading,2.05,2.1402,2.02,Block_S_d200_F180,3213.1762072040883,2250.392948838248,178.12973292641837,24.63008978437201,apmd_local_identifiability_ridge,APMD local identifiability,2.242318617632466,1.9908194535932089,0.1021186176324659,-0.0291805464067911,1.8-2.6 mm,0.1021186176324659,0.0291805464067911
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,12,unloading,unloading_d_195,return_unloading,1.95,1.9067,1.94,Block_S_d200_F180,3073.2754448514875,2156.74585029035,176.25708299578605,24.63008978437201,apmd_local_identifiability_ridge,APMD local identifiability,1.884456973230881,1.929147251476092,-0.0222430267691191,-0.0108527485239082,1.8-2.6 mm,0.0222430267691191,0.0108527485239082
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,2,2,2,13,unloading,unloading_d_185,return_unloading,1.85,1.598,1.82,Block_S_d180_F150,2402.3301541451265,1829.9206803052984,200.0154329273426,14.2214016656986,apmd_local_identifiability_ridge,APMD local identifiability,1.607957554177753,1.7865605661327946,0.0099575541777532,-0.0334394338672054,1.8-2.6 mm,0.0099575541777532,0.0334394338672054
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,1,loading,loading_d_185,direct_loading,1.85,2.4945,1.84,Block_S_d180_F250,2354.2320060766747,1899.176939849791,46.03443838056257,11.407442662291237,apmd_local_identifiability_ridge,APMD local identifiability,2.3834784562668805,1.7993135903297537,-0.1110215437331194,-0.0406864096702463,1.8-2.6 mm,0.1110215437331194,0.0406864096702463
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,2,loading,loading_d_195,direct_loading,1.95,2.84985,1.94,Block_S_d200_F250,2962.7299327237324,2015.1027096345424,149.8370806485094,25.49118691071736,apmd_local_identifiability_ridge,APMD local identifiability,2.6544385956747565,1.940067626669479,-0.1954114043252435,6.762666947901508e-05,1.8-2.6 mm,0.1954114043252435,6.762666947901508e-05
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,3,loading,loading_d_205,direct_loading,2.05,3.20495,2.02,Block_S_d200_F320,3154.0690350740906,2085.1793385034407,156.51012488468527,26.602933928872964,apmd_local_identifiability_ridge,APMD local identifiability,3.075297491108797,1.9961734890569736,-0.129652508891203,-0.0238265109430262,1.8-2.6 mm,0.129652508891203,0.0238265109430262
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,4,loading,loading_d_215,direct_loading,2.15,3.58955,2.12,Block_S_d220_F375,3392.7197543303228,2916.0716364094324,27.37756184141521,13.364682543104433,apmd_local_identifiability_ridge,APMD local identifiability,3.742343228048543,2.1080902759673847,0.1527932280485426,-0.0119097240326153,1.8-2.6 mm,0.1527932280485426,0.0119097240326153
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,5,loading,loading_d_225,direct_loading,2.25,4.0065,2.22,Block_S_d220_F375,3584.955326952429,3079.501717265558,24.538916791558584,13.364682543104433,apmd_local_identifiability_ridge,APMD local identifiability,3.972502444781053,2.1854519877884253,-0.0339975552189466,-0.0345480122115748,1.8-2.6 mm,0.0339975552189466,0.0345480122115748
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,6,loading,loading_d_235,direct_loading,2.35,4.4733,2.35,Block_S_d240_F430,3996.453641561406,3201.7089275892554,25.31168298811328,22.086283929734464,apmd_local_identifiability_ridge,APMD local identifiability,4.175469872435691,2.2956078719581483,-0.2978301275643087,-0.0543921280418517,1.8-2.6 mm,0.2978301275643087,0.0543921280418517
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,7,preload,preload_d_260,preload_deep,2.6,5.7999,2.58,Block_S_d240_F490,4542.702521465038,3555.1391296912843,19.93849087417632,23.846359673102583,apmd_local_identifiability_ridge,APMD local identifiability,5.750899926212073,2.526156137173895,-0.0490000737879272,-0.0538438628261048,1.8-2.6 mm,0.0490000737879272,0.0538438628261048
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,8,unloading,unloading_d_235,return_unloading,2.35,3.3468,2.31,Block_S_d240_F320,4013.032979302024,2492.893048656346,54.25664700668692,35.95822711319985,apmd_local_identifiability_ridge,APMD local identifiability,3.448217640840676,2.313042863697712,0.1014176408406761,0.0030428636977117,1.8-2.6 mm,0.1014176408406761,0.0030428636977117
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,9,unloading,unloading_d_225,return_unloading,2.25,2.92585,2.22,Block_S_d220_F320,3660.76771246564,2406.481753542135,146.11236446028056,28.14053718621085,apmd_local_identifiability_ridge,APMD local identifiability,3.1706721865437446,2.210664631747279,0.2448221865437445,-0.0093353682527212,1.8-2.6 mm,0.2448221865437445,0.0093353682527212
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,10,unloading,unloading_d_215,return_unloading,2.15,2.59685,2.14,Block_S_d220_F250,3511.0207144828537,2373.0093954099966,139.15478792219417,27.02910929790333,apmd_local_identifiability_ridge,APMD local identifiability,2.5238360988751563,2.1154152803435338,-0.0730139011248436,-0.0245847196564663,1.8-2.6 mm,0.0730139011248436,0.0245847196564663
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,11,unloading,unloading_d_205,return_unloading,2.05,2.1495,2.02,Block_S_d200_F180,3202.476570439548,2243.038550432062,177.20481738648968,24.63008978437201,apmd_local_identifiability_ridge,APMD local identifiability,2.245814087240106,1.987271352829484,0.0963140872401058,-0.0327286471705163,1.8-2.6 mm,0.0963140872401058,0.0327286471705163
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,12,unloading,unloading_d_195,return_unloading,1.95,1.91555,1.94,Block_S_d200_F180,3062.3384765056426,2148.949256742335,174.42534718852798,24.63008978437201,apmd_local_identifiability_ridge,APMD local identifiability,1.8858413613985332,1.9257512534753856,-0.0297086386014666,-0.0142487465246141,1.8-2.6 mm,0.0297086386014666,0.0142487465246141
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_155402,3,3,3,13,unloading,unloading_d_185,return_unloading,1.85,1.6048,1.82,Block_S_d180_F150,2393.15308220276,1822.203326274988,199.6289316330568,14.2214016656986,apmd_local_identifiability_ridge,APMD local identifiability,1.6114975067776092,1.7833805799293192,0.0066975067776091,-0.0366194200706808,1.8-2.6 mm,0.0066975067776091,0.0366194200706808
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,1,loading,loading_d_185,direct_loading,1.85,2.62995,1.84,Block_S_d180_F250,2419.464324615808,1950.583250483122,43.25728332861388,11.407442662291237,apmd_local_identifiability_ridge,APMD local identifiability,2.540471362976937,1.824279427337815,-0.0894786370230624,-0.0157205726621851,1.8-2.6 mm,0.0894786370230624,0.0157205726621851
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,2,loading,loading_d_195,direct_loading,1.95,3.0055,1.94,Block_S_d200_F320,3045.403233555697,2015.9956335552497,154.8602455889341,26.602933928872964,apmd_local_identifiability_ridge,APMD local identifiability,3.1544522424774275,1.951730613469052,0.1489522424774274,0.0117306134690517,1.8-2.6 mm,0.1489522424774274,0.0117306134690517
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,3,loading,loading_d_205,direct_loading,2.05,3.3728,2.04,Block_S_d200_F320,3233.2311919407475,2135.4285406786166,156.63130371289287,26.602933928872964,apmd_local_identifiability_ridge,APMD local identifiability,3.2699754758635464,2.019276672410838,-0.1028245241364533,-0.0207233275891614,1.8-2.6 mm,0.1028245241364533,0.0207233275891614
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,4,loading,loading_d_215,direct_loading,2.15,3.77,2.14,Block_S_d220_F375,3472.1845582077344,2983.377433821734,25.024845739473925,13.364682543104433,apmd_local_identifiability_ridge,APMD local identifiability,3.66647485052436,2.1339106867098296,-0.1035251494756406,-0.0060893132901704,1.8-2.6 mm,0.1035251494756406,0.0060893132901704
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,5,loading,loading_d_225,direct_loading,2.25,4.205,2.22,Block_S_d220_F430,3662.8783250262513,3105.9097890654066,135.94355867639658,14.256344929846271,apmd_local_identifiability_ridge,APMD local identifiability,4.265454563722617,2.2519095550454047,0.060454563722617,0.0319095550454044,1.8-2.6 mm,0.060454563722617,0.0319095550454044
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,6,loading,loading_d_235,direct_loading,2.35,4.6856,2.35,Block_S_d240_F490,4077.4196416171626,3177.663817294213,21.969372859349253,23.846359673102583,apmd_local_identifiability_ridge,APMD local identifiability,4.817854152666039,2.3491517399834403,0.1322541526660385,-0.0008482600165597,1.8-2.6 mm,0.1322541526660385,0.0008482600165597
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,7,preload,preload_d_260,preload_deep,2.6,6.0748,2.58,Block_S_d240_F490,4630.469862169261,3625.597215126608,18.844770602457785,23.846359673102583,apmd_local_identifiability_ridge,APMD local identifiability,6.045457749036058,2.5542103947308803,-0.0293422509639418,-0.0257896052691197,1.8-2.6 mm,0.0293422509639418,0.0257896052691197
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,8,unloading,unloading_d_235,return_unloading,2.35,3.5223,2.31,Block_S_d240_F375,4101.258755235311,3346.284919059631,29.927798245904235,21.221455437738456,apmd_local_identifiability_ridge,APMD local identifiability,3.784971816520746,2.32452976962223,0.2626718165207466,0.0145297696222299,1.8-2.6 mm,0.2626718165207466,0.0145297696222299
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,9,unloading,unloading_d_225,return_unloading,2.25,3.08135,2.22,Block_S_d220_F320,3742.967433736557,2459.8033869843707,148.06549814800795,28.14053718621085,apmd_local_identifiability_ridge,APMD local identifiability,3.0831526336626087,2.2324905872146874,0.0018026336626086,0.0124905872146872,1.8-2.6 mm,0.0018026336626086,0.0124905872146872
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,10,unloading,unloading_d_215,return_unloading,2.15,2.7378,2.14,Block_S_d220_F250,3592.2946513406278,2426.510682823658,142.17009556125694,27.02910929790333,apmd_local_identifiability_ridge,APMD local identifiability,2.702633048117062,2.140416527874419,-0.035166951882938,0.0004165278744188,1.8-2.6 mm,0.035166951882938,0.0004165278744188
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,11,unloading,unloading_d_205,return_unloading,2.05,2.2697,2.02,Block_S_d200_F250,3285.275287039481,2255.128953447204,152.1001793801101,25.49118691071736,apmd_local_identifiability_ridge,APMD local identifiability,2.3309766787230126,2.022233230249036,0.0612766787230127,0.0022332302490357,1.8-2.6 mm,0.0612766787230127,0.0022332302490357
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,12,unloading,unloading_d_195,return_unloading,1.95,2.0211,1.94,Block_S_d200_F180,3140.341118928701,2201.6504749897563,176.95440263062045,24.63008978437201,apmd_local_identifiability_ridge,APMD local identifiability,2.028867190962491,1.950331759196969,0.007767190962491,0.0103317591969696,1.8-2.6 mm,0.007767190962491,0.0103317591969696
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,1,1,1,13,unloading,unloading_d_185,return_unloading,1.85,1.697,1.82,Block_S_d180_F180,2459.29956233992,2035.3503447670416,114.77945410609034,10.534332743740483,apmd_local_identifiability_ridge,APMD local identifiability,1.820340184966522,1.825357741270668,0.1233401849665218,0.0053577412706677,1.8-2.6 mm,0.1233401849665218,0.0053577412706677
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,1,loading,loading_d_185,direct_loading,1.85,2.6059,1.84,Block_S_d180_F250,2408.9322541222423,1942.2240171467265,44.16946600077624,11.407442662291237,apmd_local_identifiability_ridge,APMD local identifiability,2.5142143008244924,1.8202449913597276,-0.0916856991755077,-0.0197550086402726,1.8-2.6 mm,0.0916856991755077,0.0197550086402726
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,2,loading,loading_d_195,direct_loading,1.95,2.9808,1.94,Block_S_d200_F320,3033.00218264852,2008.3258907196548,155.88215268651203,26.602933928872964,apmd_local_identifiability_ridge,APMD local identifiability,3.17229517938144,1.948140044756776,0.1914951793814396,0.0081400447567756,1.8-2.6 mm,0.1914951793814396,0.0081400447567756
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,3,loading,loading_d_205,direct_loading,2.05,3.34615,2.04,Block_S_d200_F320,3225.498635923672,2131.289132389898,156.17939410086728,26.602933928872964,apmd_local_identifiability_ridge,APMD local identifiability,3.2426419684320638,2.01694913674894,-0.1035080315679368,-0.0230508632510599,1.8-2.6 mm,0.1035080315679368,0.0230508632510599
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,4,loading,loading_d_215,direct_loading,2.15,3.747,2.14,Block_S_d220_F375,3462.918596981456,2975.563341463205,25.851332253955903,13.364682543104433,apmd_local_identifiability_ridge,APMD local identifiability,3.6487031917059536,2.130988149530767,-0.0982968082940463,-0.0090118504692329,1.8-2.6 mm,0.0982968082940463,0.0090118504692329
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,5,loading,loading_d_225,direct_loading,2.25,4.1846,2.24,Block_S_d220_F430,3654.508688713588,3098.9986783569907,135.83653033631734,14.256344929846271,apmd_local_identifiability_ridge,APMD local identifiability,4.278361728213875,2.247080433848615,0.0937617282138756,0.007080433848615,1.8-2.6 mm,0.0937617282138756,0.007080433848615
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,6,loading,loading_d_235,direct_loading,2.35,4.67115,2.35,Block_S_d240_F490,4070.483742117448,3172.857503788936,21.532540848606963,23.846359673102583,apmd_local_identifiability_ridge,APMD local identifiability,4.828328470516355,2.347881939948876,0.1571784705163548,-0.0021180600511243,1.8-2.6 mm,0.1571784705163548,0.0021180600511243
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,7,preload,preload_d_260,preload_deep,2.6,6.08685,2.58,Block_S_d240_F490,4624.302856906691,3619.6352640328,18.68288789180556,23.846359673102583,apmd_local_identifiability_ridge,APMD local identifiability,6.056467586699918,2.553269140958197,-0.0303824133000825,-0.0267308590418031,1.8-2.6 mm,0.0303824133000825,0.0267308590418031
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,8,unloading,unloading_d_235,return_unloading,2.35,3.50795,2.31,Block_S_d240_F375,4092.383309498312,3339.44708853621,29.56762785486576,21.221455437738456,apmd_local_identifiability_ridge,APMD local identifiability,3.7947863654827527,2.3223390454230337,0.2868363654827526,0.0123390454230336,1.8-2.6 mm,0.2868363654827526,0.0123390454230336
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,9,unloading,unloading_d_225,return_unloading,2.25,3.06995,2.22,Block_S_d220_F320,3733.472835969063,2453.648006430658,147.91319777710632,28.14053718621085,apmd_local_identifiability_ridge,APMD local identifiability,3.089446285328406,2.230168825990828,0.0194962853284059,0.0101688259908279,1.8-2.6 mm,0.0194962853284059,0.0101688259908279
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,10,unloading,unloading_d_215,return_unloading,2.15,2.72895,2.14,Block_S_d220_F250,3584.815920416238,2421.892450974232,142.04343142885756,27.02910929790333,apmd_local_identifiability_ridge,APMD local identifiability,2.692456880883205,2.138490021706952,-0.0364931191167956,-0.0015099782930487,1.8-2.6 mm,0.0364931191167956,0.0015099782930487
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,11,unloading,unloading_d_205,return_unloading,2.05,2.26025,2.02,Block_S_d200_F250,3276.1523537728235,2249.25596713358,152.53539504581343,25.49118691071736,apmd_local_identifiability_ridge,APMD local identifiability,2.336917786374097,2.01977419156914,0.0766677863740969,-0.0002258084308599,1.8-2.6 mm,0.0766677863740969,0.0002258084308599
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,12,unloading,unloading_d_195,return_unloading,1.95,2.0138,1.94,Block_S_d200_F180,3133.741639849948,2197.3254602615534,176.72421448744063,24.63008978437201,apmd_local_identifiability_ridge,APMD local identifiability,2.020896722337647,1.9486912152842149,0.0070967223376472,0.0086912152842149,1.8-2.6 mm,0.0070967223376472,0.0086912152842149
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,2,2,2,13,unloading,unloading_d_185,return_unloading,1.85,1.6908,1.82,Block_S_d180_F180,2452.942938152265,2029.895858534474,114.06073404143844,10.534332743740483,apmd_local_identifiability_ridge,APMD local identifiability,1.8234009212426845,1.8239413865699383,0.1326009212426842,0.0039413865699384,1.8-2.6 mm,0.1326009212426842,0.0039413865699384
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,1,loading,loading_d_185,direct_loading,1.85,2.60545,1.84,Block_S_d180_F250,2410.434600382089,1943.260733338226,44.31886150598752,11.407442662291237,apmd_local_identifiability_ridge,APMD local identifiability,2.51591290935833,1.8194754230752896,-0.0895370906416697,-0.0205245769247104,1.8-2.6 mm,0.0895370906416697,0.0205245769247104
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,2,loading,loading_d_195,direct_loading,1.95,2.9742,1.94,Block_S_d200_F320,3029.0939216803267,2005.5566286956584,154.92575028588513,26.602933928872964,apmd_local_identifiability_ridge,APMD local identifiability,3.173409103016584,1.9455814588158185,0.1992091030165839,0.0055814588158185,1.8-2.6 mm,0.1992091030165839,0.0055814588158185
6.1-S shallow work-zone local held-out dense-loop validation,local_minor_loop_dense,session_20260624_164026,3,3,3,3,loading,loading_d_205,direct_loading,2.05,3.3396,2.04,Block_S_d200_F320,3221.5833411131694,2128.508786047211,155.8238551303335,26.602933928872964,apmd_local_identifiability_ridge,APMD local identifiability,3.233079123720235,2.014111903805609,-0.1065208762797649,-0.0258880961943912,1.8-2.6 mm,0.1065208762797649,0.0258880961943912
