model,model_family,train_n_states,heldout_n_states,F_MAE_N,F_RMSE_N,F_R2,d_MAE_mm,d_RMSE_mm,d_R2,F_MAE_vs_plain_pct,d_MAE_vs_plain_pct,F_MAE_vs_lim_style_pct,d_MAE_vs_lim_style_pct,balanced_relative_error,passes_current_F_goal,passes_ideal_F_goal,passes_d_goal
apmd_local_identifiability_dot_dual_ridge,APMD local-ID dot+dual,1461,312,0.08006047617774488,0.10591317507941907,0.9996533810671544,0.04420008172329981,0.06146986843384598,0.9905069322427376,94.80767671559549,22.778909360493017,92.2072095177286,11.088377694687445,0.8241341392391149,True,True,True
apmd_local_identifiability_dot_ridge,APMD local-ID dot,1461,312,0.08190387505197587,0.1094667745508845,0.9996297313444273,0.045676325658165456,0.06302901248568976,0.9900192536372764,94.68812305623598,20.199792710575387,92.02777989292544,8.118807547985833,0.8511208423318865,True,True,True
apmd_local_identifiability_dual_ridge,APMD local-ID dual,1461,312,0.08367727994385295,0.11006221744141911,0.9996256922472394,0.04263591553434414,0.05896070394543614,0.991266117728214,94.57310885756537,25.511633245682713,91.85516322334739,14.23480973718422,0.7991525789675192,True,True,True
apmd_path_memory_ridge,APMD path memory,1461,312,1.0134387885494436,1.345383670234975,0.9440700269776169,0.053062204264856166,0.07807665612911201,0.9846847382496168,34.27341342035722,7.296069932185032,1.3556186171161737,-6.738414960831431,1.5843051664745773,False,False,False
lim_style_branch_ridge,branch-label baseline,1461,312,1.0273659526697476,1.4041818778385784,0.9390745096412575,0.04971237795158172,0.07395155111132816,0.9862603209261324,33.37016699965108,13.148485386602882,0.0,0.0,1.5348134761374603,False,False,True
plain_magnetic_ridge,plain magnetic,1461,312,1.541900836918453,2.0034266704670642,0.8759778637530578,0.05723835464800683,0.08101672205883112,0.983509593981404,0.0,0.0,-50.08292156379309,-15.139039825765671,2.0,False,False,False
