model,model_family,train_n_states,heldout_n_states,F_MAE_N,F_RMSE_N,F_R2,d_MAE_mm,d_RMSE_mm,d_R2,F_MAE_vs_plain_mlp_pct,d_MAE_vs_plain_mlp_pct,F_MAE_vs_lim_style_mlp_pct,d_MAE_vs_lim_style_mlp_pct,passes_current_F_goal,passes_ideal_F_goal,passes_d_goal
apmd_local_identifiability_dot_mlp,APMD local-ID dot,1461,312,0.10929839301457027,0.15032370233976913,0.9993017559674879,0.03354007057571767,0.041094750972468626,0.9957571789038191,91.1142196907578,63.334380920205135,72.13916455525046,56.180893413143906,True,True,True
apmd_local_identifiability_dual_mlp,APMD local-ID dual,1461,312,0.130783833920403,0.18413773831015376,0.9989522976576463,0.03598028350433428,0.046678317632689814,0.9945259040762676,89.3674885406394,60.666768235483396,66.6623929667103,52.992827658413844,True,True,True
apmd_local_identifiability_dot_dual_mlp,APMD local-ID dot+dual,1461,312,0.15328363636814302,0.2093435775640534,0.9986458349861683,0.03326390962156955,0.03979053240136826,0.9960222130952188,87.53829145880017,63.636276896441956,60.927054356084135,56.54168950203782,True,True,True
lim_style_branch_mlp,branch-label baseline,1461,312,0.39230120443200095,0.7247639792116539,0.98376899142412,0.07654211413287532,0.12744062608473503,0.959196463439984,68.10655471239023,16.325041892129715,0.0,0.0,True,True,False
apmd_path_memory_mlp,APMD path memory,1461,312,0.5991476794010304,0.9201078735027599,0.9738404782586279,0.11156130700770876,0.12469169282818321,0.9609377679587965,51.29027513478527,-21.957536659153938,-52.72644402622092,-45.75153596364081,True,False,False
plain_magnetic_mlp,plain magnetic,1461,312,1.230037084091399,3.1440212930384313,0.694561862361122,0.09147553325835,0.162526113808572,0.9336366477782718,0.0,0.0,-213.54404987675895,-19.51006879631078,False,False,False
