time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,nominal_d_mm,nominal_preload_d_mm,motion_depth_from_start_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,note
1781638770.369627,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,0.8363,0.043400,-445.3400,2605.9340,2590.3680,3.8564,0.6735,5.1939,3701.2466,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638770.458065,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,0.9249,0.045000,-452.5520,2613.7480,2589.3990,-3.3556,8.4875,4.2249,3706.9488,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638770.545735,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.0132,0.045300,-451.9510,2611.3430,2587.4640,-2.7546,6.0825,2.2899,3703.8280,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638770.635080,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.1019,0.045300,-447.7440,2608.3390,2584.5590,1.4524,3.0785,-0.6151,3699.1691,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638770.723840,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.1902,0.046400,-448.9460,2607.1360,2589.3990,0.2504,1.8755,4.2249,3701.8506,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638770.812211,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.2790,0.048200,-456.1580,2607.7380,2582.6240,-6.9616,2.4775,-2.5501,3698.4219,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638770.901449,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.3673,0.046300,-447.1430,2607.7380,2588.4320,2.0534,2.4775,3.2579,3701.3801,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638770.989953,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.4566,0.046600,-448.9460,2608.3390,2596.1750,0.2504,3.0785,11.0009,3707.4397,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638771.077950,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.5448,0.046700,-451.3500,2611.9450,2581.6560,-2.1536,6.6845,-3.5181,3700.1245,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638771.166379,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.6335,0.048000,-448.3450,2614.3490,2588.4320,0.8514,9.0885,3.2579,3706.1859,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638771.254517,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.7219,0.045900,-451.3500,2607.7380,2586.4960,-2.1536,2.4775,1.3219,3700.5372,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638771.344117,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.8101,0.044900,-451.3500,2608.3390,2589.3990,-2.1536,3.0785,4.2249,3702.9902,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638771.433275,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.8993,0.044800,-447.7440,2605.3340,2586.4960,1.4524,0.0735,1.3219,3698.4053,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638771.520671,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,1.9880,0.046000,-451.3500,2611.3430,2593.2720,-2.1536,6.0825,8.0979,3707.8146,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638771.609570,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,2.0762,0.046300,-450.1480,2608.9400,2590.3680,-0.9516,3.6795,5.1939,3703.9449,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638771.697787,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,2.1646,0.047300,-453.1530,2605.3340,2587.4640,-3.9566,0.0735,2.2899,3699.7409,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638771.786682,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,2.2533,0.046500,-449.5470,2607.7380,2590.3680,-0.3506,2.4775,5.1939,3703.0253,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638771.874685,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,2.3415,0.044900,-452.5520,2611.9450,2585.5270,-3.3556,6.6845,0.3529,3702.9731,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638771.962744,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,2.4297,0.044500,-451.9510,2611.3430,2585.5270,-2.7546,6.0825,0.3529,3702.4751,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638772.051716,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,2.5183,0.045100,-445.9410,2608.9400,2585.5270,3.2554,3.6795,0.3529,3700.0515,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638772.139675,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,2.6067,0.045700,-448.3450,2615.5500,2586.4960,0.8514,10.2895,1.3219,3705.6817,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638772.228974,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,2.6952,0.045400,-447.1430,2605.9340,2594.2400,2.0534,0.6735,9.0659,3704.1747,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638772.316459,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,2.7838,0.045400,-447.7440,2607.7380,2588.4320,1.4524,2.4775,3.2579,3701.4527,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638772.405744,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,2.8721,0.044900,-452.5520,2611.9450,2585.5270,-3.3556,6.6845,0.3529,3702.9731,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638772.494079,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,2.9610,0.044300,-452.5520,2609.5410,2596.1750,-3.3556,4.2805,11.0009,3708.7238,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638772.582770,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,3.0496,0.046600,-453.7540,2607.7380,2587.4640,-4.5576,2.4775,2.2899,3701.5078,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638772.671085,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,3.1383,0.045000,-449.5470,2607.7380,2593.2720,-0.3506,2.4775,8.0979,3705.0573,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638772.759661,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,3.2261,0.045200,-447.1430,2613.7480,2583.5920,2.0534,8.4875,-1.5821,3702.2376,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638772.847856,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,3.3148,0.045500,-445.9410,2607.7380,2594.2400,3.2554,2.4775,9.0659,3705.2992,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638772.936755,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,3.4032,0.045000,-451.9510,2601.7270,2593.2720,-2.7546,-3.5335,8.0979,3701.1218,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.025056,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,3.4918,0.044200,-451.9510,2608.9400,2593.2720,-2.7546,3.6795,8.0979,3706.1958,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.113754,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,3.5801,0.043300,-451.3500,2605.9340,2580.6870,-2.1536,0.6735,-4.4871,3695.2069,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.201359,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,3.6688,0.043900,-450.1480,2606.5360,2593.2720,-0.9516,1.2755,8.0979,3704.2844,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.290768,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,3.7572,0.044200,-451.3500,2607.7380,2579.7200,-2.1536,2.4775,-5.4541,3695.8043,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.379086,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,3.8462,0.043600,-452.5520,2608.3390,2587.4640,-3.3556,3.0785,2.2899,3701.7841,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.468735,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,3.9342,0.043100,-450.1480,2611.3430,2584.5590,-0.9516,6.0825,-0.6151,3701.5795,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.555991,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.0238,0.043200,-448.3450,2614.3490,2587.4640,0.8514,9.0885,2.2899,3705.5099,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.644795,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.1114,0.042900,-448.9460,2616.7530,2585.5270,0.2504,11.4925,0.3529,3705.9275,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.733618,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.1998,0.044100,-451.3500,2606.5360,2592.3040,-2.1536,1.2755,7.1299,3703.7531,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.822075,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.2886,0.044500,-451.3500,2612.5460,2588.4320,-2.1536,7.2855,3.2579,3705.2792,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.909609,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.3773,0.044600,-450.7490,2607.7380,2590.3680,-1.5526,2.4775,5.1939,3703.1714,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638773.998247,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.4651,0.045600,-450.7490,2608.9400,2591.3360,-1.5526,3.6795,6.1619,3704.6950,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638774.086578,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.5541,0.047400,-446.5420,2611.3430,2588.4320,2.6544,6.0825,3.2579,3703.8483,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638774.175909,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.6422,0.046700,-448.3450,2606.5360,2589.3990,0.8514,1.2755,4.2249,3701.3552,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638774.264128,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.7311,0.045700,-450.7490,2607.7380,2587.4640,-1.5526,2.4775,2.2899,3701.1406,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638774.353220,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.8196,0.043600,-445.9410,2609.5410,2589.3990,3.2554,4.2805,4.2249,3703.1817,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638774.440931,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.9081,0.043900,-454.9560,2608.9400,2587.4640,-5.7596,3.6795,2.2899,3702.5022,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638774.529837,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,4.9962,0.044000,-450.7490,2609.5410,2588.4320,-1.5526,4.2805,3.2579,3703.0878,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638774.618116,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,5.0849,0.044100,-448.9460,2608.9400,2597.1440,0.2504,3.6795,11.9699,3708.5411,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638774.706242,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,5.1733,0.047600,-449.5470,2608.9400,2599.0800,-0.3506,3.6795,13.9059,3709.9700,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638774.796055,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,5.2619,0.047200,-446.5420,2602.9290,2582.6240,2.6544,-2.3315,-2.5501,3693.8579,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638774.884195,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,5.3508,0.045300,-447.7440,2611.3430,2584.5590,1.4524,6.0825,-0.6151,3701.2879,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638774.972410,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,5.4389,0.044500,-451.3500,2607.1360,2591.3360,-2.1536,1.8755,6.1619,3703.4980,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638775.061418,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,5.5274,0.044200,-451.9510,2612.5460,2590.3680,-2.7546,7.2855,5.1939,3706.7051,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638775.149109,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,5.6167,0.044900,-454.3550,2607.7380,2590.3680,-5.1586,2.4775,5.1939,3703.6121,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638775.237762,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,5.7042,0.044000,-453.7540,2611.3430,2589.3990,-4.5576,6.0825,4.2249,3705.4004,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638775.326136,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,5.7931,0.042800,-442.9360,2607.1360,2581.6560,6.2604,1.8755,-3.5181,3695.7135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638775.415205,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,5.8812,0.043400,-450.1480,2607.1360,2589.3990,-0.9516,1.8755,4.2249,3701.9966,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638775.503884,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,5.9700,0.043900,-450.1480,2608.9400,2584.5590,-0.9516,3.6795,-0.6151,3699.8846,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638775.591662,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,6.0590,0.044200,-448.3450,2608.9400,2588.4320,0.8514,3.6795,3.2579,3702.3724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638775.680136,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,6.1470,0.045000,-448.9460,2611.9450,2591.3360,0.2504,6.6845,6.1619,3706.5930,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638775.768739,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,6.2352,0.047500,-448.3450,2610.7430,2595.2080,0.8514,5.4825,10.0339,3708.3820,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638775.857441,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,6.3240,0.048100,-447.7440,2604.7330,2585.5270,1.4524,-0.5275,0.3529,3697.3042,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638775.945865,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,6.4122,0.045600,-452.5520,2611.3430,2592.3040,-3.3556,6.0825,7.1299,3707.2841,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
1781638776.034630,session_20260616_152850,3,3,1,no_contact_motion_artifact,direct_target,no_contact_replay,no_contact_motion_replay,direct_loading,340,3.4000,3.8000,5.0100,-5.0100,6.5009,0.044700,-451.3500,2610.7430,2588.4320,-2.1536,5.4825,3.2579,3704.0081,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,no_contact
