trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.471200,-0.028800,2.5400,-4.1700,0.0000,none,2.5400,0.0000,-714.5880,4461.2210,7854.3510,-256.1629,1606.2666,4609.9093,9061.1235
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.472800,-0.027200,2.5400,-4.1700,0.0560,none,2.5400,0.0000,-721.1990,4466.6320,7855.3200,-262.7739,1611.6776,4610.8783,9065.1521
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.471000,-0.029000,2.5400,-4.1700,0.1440,none,2.5400,0.0000,-709.7800,4467.8320,7854.3510,-251.3549,1612.8776,4609.9093,9064.0024
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.468300,-0.031700,2.5400,-4.1700,0.2322,none,2.5400,0.0000,-709.1790,4467.2310,7861.1270,-250.7539,1612.2766,4616.6853,9069.5317
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.469800,-0.030200,2.5400,-4.1700,0.3202,none,2.5400,0.0000,-708.5780,4469.0320,7850.4800,-250.1529,1614.0776,4606.0383,9061.1460
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.471200,-0.028800,2.5400,-4.1700,0.4084,none,2.5400,0.0000,-716.9920,4466.6320,7858.2260,-258.5669,1611.6776,4613.7843,9067.3367
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.470800,-0.029200,2.5400,-4.1700,0.4964,none,2.5400,0.0000,-709.1790,4467.2310,7863.0640,-250.7539,1612.2766,4618.6223,9071.2107
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.469600,-0.030400,2.5400,-4.1700,0.5846,none,2.5400,0.0000,-713.9870,4466.6320,7865.0000,-255.5619,1611.6776,4620.5583,9072.9711
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.467300,-0.032700,2.5400,-4.1700,0.6728,none,2.5400,0.0000,-716.3910,4464.8260,7860.1600,-257.9659,1609.8716,4615.7183,9068.0760
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.463900,-0.036100,2.5400,-4.1700,0.7609,none,2.5400,0.0000,-713.3860,4460.6180,7856.2880,-254.9609,1605.6636,4611.8463,9062.4110
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.466300,-0.033700,2.5400,-4.1700,0.8491,none,2.5400,0.0000,-715.1890,4463.0230,7856.2880,-256.7639,1608.0686,4611.8463,9063.7371
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.466000,-0.034000,2.5400,-4.1700,0.9372,none,2.5400,0.0000,-715.1890,4461.2210,7860.1600,-256.7639,1606.2666,4615.7183,9066.2067
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.466300,-0.033700,2.5400,-4.1700,1.0251,none,2.5400,0.0000,-716.9920,4470.8390,7861.1270,-258.5669,1615.8846,4616.6853,9071.9235
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.467300,-0.032700,2.5400,-4.1700,1.1132,none,2.5400,0.0000,-707.3760,4467.2310,7855.3200,-248.9509,1612.2766,4610.8783,9064.3580
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.464900,-0.035100,2.5400,-4.1700,1.2014,none,2.5400,0.0000,-712.7850,4463.0230,7857.2560,-254.3599,1608.0686,4612.8143,9064.3868
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.464200,-0.035800,2.5400,-4.1700,1.2897,none,2.5400,0.0000,-716.3910,4461.2210,7863.0640,-257.9659,1606.2666,4618.6223,9068.8193
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.462000,-0.038000,2.5400,-4.1700,1.3777,none,2.5400,0.0000,-711.5830,4466.6320,7858.2260,-253.1579,1611.6776,4613.7843,9066.9106
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.462000,-0.038000,2.5400,-4.1700,1.4659,none,2.5400,0.0000,-710.9820,4467.8320,7855.3200,-252.5569,1612.8776,4610.8783,9064.9363
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.464400,-0.035600,2.5400,-4.1700,1.5538,none,2.5400,0.0000,-719.3960,4462.4240,7858.2260,-260.9709,1607.4696,4613.7843,9065.4550
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.462400,-0.037600,2.5400,-4.1700,1.6422,none,2.5400,0.0000,-711.5830,4467.2310,7857.2560,-253.1579,1612.2766,4612.8143,9066.3650
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.461400,-0.038600,2.5400,-4.1700,1.7302,none,2.5400,0.0000,-709.1790,4465.4290,7850.4800,-250.7539,1610.4746,4606.0383,9059.4165
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.461800,-0.038200,2.5400,-4.1700,1.8182,none,2.5400,0.0000,-707.3760,4464.8260,7852.4160,-248.9509,1609.8716,4607.9743,9060.6561
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.461600,-0.038400,2.5400,-4.1700,1.9063,none,2.5400,0.0000,-709.7800,4464.2260,7846.6080,-251.3549,1609.2716,4602.1663,9055.5154
