trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.756100,-0.043900,1.3300,-2.0300,0.0000,down,1.3500,-0.0200,-1137.6920,9353.3590,4998.7520,-278.4262,2884.8017,1637.0485,10666.1703
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.756000,-0.044000,1.3500,-2.0500,4.2012,down,1.3700,-0.0200,-1138.2930,9353.3590,5007.4630,-279.0272,2884.8017,1645.7595,10670.3196
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.739500,-0.060500,1.3700,-2.0700,8.3453,down,1.3900,-0.0200,-1129.2780,9350.3570,5004.5590,-270.0122,2881.7997,1642.8555,10665.3671
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.756800,-0.043200,1.3900,-2.0900,12.4786,down,1.3900,0.0000,-1135.8890,9356.3670,5003.5920,-276.6232,2887.8097,1641.8885,10670.8847
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.756500,-0.043500,1.3900,-2.0900,16.6004,down,1.3900,0.0000,-1133.4850,9349.7540,5000.6870,-274.2192,2881.1967,1638.9835,10663.4684
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.755600,-0.044400,1.3900,-2.0900,20.7255,down,1.3900,0.0000,-1137.0910,9356.3670,5007.4630,-277.8252,2887.8097,1645.7595,10672.8284
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.755300,-0.044700,1.3900,-2.0900,24.8512,down,1.3900,0.0000,-1137.6920,9352.7620,4997.7830,-278.4262,2884.2047,1636.0795,10665.1927
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.755800,-0.044200,1.3900,-2.0900,28.9942,down,1.3900,0.0000,-1139.4960,9356.3670,5001.6560,-280.2302,2887.8097,1639.9525,10670.3616
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.757000,-0.043000,1.3900,-2.0900,33.1356,down,1.3900,0.0000,-1130.4800,9353.9620,4996.8160,-271.2142,2885.4047,1635.1125,10665.0251
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.758500,-0.041500,1.3900,-2.0900,37.2751,down,1.3900,0.0000,-1132.2830,9351.5570,5011.3360,-273.0172,2882.9997,1649.6325,10669.9190
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.753700,-0.046300,1.3900,-2.0900,41.3982,down,1.3900,0.0000,-1132.8840,9355.1620,5001.6560,-273.6182,2886.6047,1639.9525,10668.6009
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.752400,-0.047600,1.3900,-2.0900,45.5214,down,1.3900,0.0000,-1130.4800,9352.1590,5001.6560,-271.2142,2883.6017,1639.9525,10665.7126
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.753600,-0.046400,1.3900,-2.0900,49.6549,down,1.3900,0.0000,-1129.8790,9353.3590,5007.4630,-270.6132,2884.8017,1645.7595,10669.4253
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.755000,-0.045000,1.3900,-2.0900,53.8349,down,1.3900,0.0000,-1134.6870,9355.7650,5010.3670,-275.4212,2887.2077,1648.6635,10673.4076
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.753800,-0.046200,1.3900,-2.0900,57.9681,down,1.3900,0.0000,-1132.2830,9359.9680,5007.4630,-273.0172,2891.4107,1645.7595,10675.4743
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.753700,-0.046300,1.3900,-2.0900,62.0851,down,1.3900,0.0000,-1134.6870,9356.9700,4998.7520,-275.4212,2888.4127,1637.0485,10669.0170
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.754100,-0.045900,1.3900,-2.0900,66.2150,down,1.3900,0.0000,-1133.4850,9352.7620,5002.6240,-274.2192,2884.2047,1640.9205,10667.0142
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.754100,-0.045900,1.3900,-2.0900,70.3502,down,1.3900,0.0000,-1131.0810,9357.5670,5003.5920,-271.8152,2889.0097,1641.8885,10671.4262
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.753600,-0.046400,1.3900,-2.0900,74.5063,down,1.3900,0.0000,-1137.6920,9357.5670,5008.4320,-278.4262,2889.0097,1646.7285,10674.3990
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.754400,-0.045600,1.3900,-2.0900,78.6479,down,1.3900,0.0000,-1136.4900,9356.9700,5005.5280,-277.2242,2888.4127,1643.8245,10672.3853
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.754200,-0.045800,1.3900,-2.0900,82.7771,down,1.3900,0.0000,-1132.8840,9349.7540,5003.5920,-273.6182,2881.1967,1641.8885,10664.7672
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.755100,-0.044900,1.3900,-2.0900,86.9153,down,1.3900,0.0000,-1141.8990,9353.9620,5002.6240,-282.6332,2885.4047,1640.9205,10668.9636
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.754100,-0.045900,1.3900,-2.0900,91.0680,down,1.3900,0.0000,-1140.0960,9352.7620,5000.6870,-280.8302,2884.2047,1638.9835,10666.8105
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.753700,-0.046300,1.3900,-2.0900,95.2342,down,1.3900,0.0000,-1132.8840,9352.7620,5005.5280,-273.6182,2884.2047,1643.8245,10668.3126
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.752900,-0.047100,1.3900,-2.0900,99.3817,down,1.3900,0.0000,-1134.6870,9355.1620,4992.9440,-275.4212,2886.6047,1631.2405,10664.7110
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.752200,-0.047800,1.3900,-2.0900,103.5062,down,1.3900,0.0000,-1134.0860,9350.9540,5002.6240,-274.8202,2882.3967,1640.9205,10665.4929
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.387500,-0.412500,1.3900,-2.0900,107.6507,down,1.3900,0.0000,-1133.4850,9349.1520,4994.8800,-274.2192,2880.5947,1633.1765,10660.2185
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.753200,-0.046800,1.3900,-2.0900,111.8111,down,1.3900,0.0000,-1132.2830,9350.9540,5005.5280,-273.0172,2882.3967,1643.8245,10666.6638
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.754700,-0.045300,1.3900,-2.0900,115.9440,down,1.3900,0.0000,-1135.8890,9359.3700,5002.6240,-276.6232,2890.8127,1640.9205,10673.0641
