Bx_uT,By_uT,Bz_uT
-4.304999999999999716e+01,-3.659899999999999665e+01,-2.383700000000000045e+02
-4.334899999999999665e+01,-3.704999999999999716e+01,-2.381279999999999859e+02
-4.379999999999999716e+01,-3.659899999999999665e+01,-2.376440000000000055e+02
-4.200000000000000000e+01,-3.675000000000000000e+01,-2.378849999999999909e+02
-4.289999999999999858e+01,-3.614999999999999858e+01,-2.366759999999999877e+02
-4.320000000000000284e+01,-3.720000000000000284e+01,-2.378849999999999909e+02
-4.320000000000000284e+01,-3.645000000000000284e+01,-2.369170000000000016e+02
-4.259899999999999665e+01,-3.629999999999999716e+01,-2.364329999999999927e+02
-4.334899999999999665e+01,-3.704999999999999716e+01,-2.364329999999999927e+02
-4.320000000000000284e+01,-3.659899999999999665e+01,-2.386119999999999948e+02
-4.350000000000000000e+01,-3.570000000000000284e+01,-2.369170000000000016e+02
-4.304999999999999716e+01,-3.645000000000000284e+01,-2.376440000000000055e+02
-4.320000000000000284e+01,-3.704999999999999716e+01,-2.371589999999999918e+02
-4.350000000000000000e+01,-3.689999999999999858e+01,-2.366759999999999877e+02
-4.275000000000000000e+01,-3.614999999999999858e+01,-2.369170000000000016e+02
-4.364999999999999858e+01,-3.675000000000000000e+01,-2.371589999999999918e+02
-4.334899999999999665e+01,-3.675000000000000000e+01,-2.376440000000000055e+02
-4.320000000000000284e+01,-3.614999999999999858e+01,-2.378849999999999909e+02
-4.395000000000000284e+01,-3.614999999999999858e+01,-2.366759999999999877e+02
-4.320000000000000284e+01,-3.645000000000000284e+01,-2.378849999999999909e+02
-4.320000000000000284e+01,-3.704999999999999716e+01,-2.364329999999999927e+02
-4.364999999999999858e+01,-3.704999999999999716e+01,-2.366759999999999877e+02
-4.334899999999999665e+01,-3.539999999999999858e+01,-2.374019999999999868e+02
-4.275000000000000000e+01,-3.614999999999999858e+01,-2.374019999999999868e+02
-4.289999999999999858e+01,-3.645000000000000284e+01,-2.374019999999999868e+02
-4.320000000000000284e+01,-3.675000000000000000e+01,-2.371589999999999918e+02
-4.334899999999999665e+01,-3.675000000000000000e+01,-2.366759999999999877e+02
-4.259899999999999665e+01,-3.614999999999999858e+01,-2.371589999999999918e+02
-4.350000000000000000e+01,-3.659899999999999665e+01,-2.378849999999999909e+02
-4.334899999999999665e+01,-3.734899999999999665e+01,-2.361920000000000073e+02
-4.229999999999999716e+01,-3.675000000000000000e+01,-2.374019999999999868e+02
-4.229999999999999716e+01,-3.689999999999999858e+01,-2.386119999999999948e+02
