Bx_uT,By_uT,Bz_uT
-2.444999999999999929e+01,-4.379999999999999716e+01,-2.562769999999999868e+02
-2.414999999999999858e+01,-4.364999999999999858e+01,-2.572459999999999809e+02
-2.400000000000000000e+01,-4.259899999999999665e+01,-2.567620000000000005e+02
-2.429899999999999949e+01,-4.320000000000000284e+01,-2.570040000000000191e+02
-2.444999999999999929e+01,-4.289999999999999858e+01,-2.562769999999999868e+02
-2.444999999999999929e+01,-4.289999999999999858e+01,-2.565199999999999818e+02
-2.400000000000000000e+01,-4.320000000000000284e+01,-2.565199999999999818e+02
-2.414999999999999858e+01,-4.364999999999999858e+01,-2.562769999999999868e+02
-2.369999999999999929e+01,-4.304999999999999716e+01,-2.565199999999999818e+02
-2.385000000000000142e+01,-4.364999999999999858e+01,-2.565199999999999818e+02
-2.444999999999999929e+01,-4.304999999999999716e+01,-2.557940000000000111e+02
-2.460000000000000142e+01,-4.379999999999999716e+01,-2.565199999999999818e+02
-2.354899999999999949e+01,-4.395000000000000284e+01,-2.562769999999999868e+02
-2.369999999999999929e+01,-4.364999999999999858e+01,-2.570040000000000191e+02
-2.339999999999999858e+01,-4.304999999999999716e+01,-2.560360000000000014e+02
-2.429899999999999949e+01,-4.289999999999999858e+01,-2.553100000000000023e+02
-2.444999999999999929e+01,-4.350000000000000000e+01,-2.579710000000000036e+02
-2.475000000000000000e+01,-4.320000000000000284e+01,-2.562769999999999868e+02
-2.369999999999999929e+01,-4.289999999999999858e+01,-2.567620000000000005e+02
-2.444999999999999929e+01,-4.350000000000000000e+01,-2.572459999999999809e+02
-2.400000000000000000e+01,-4.350000000000000000e+01,-2.565199999999999818e+02
-2.325000000000000000e+01,-4.320000000000000284e+01,-2.572459999999999809e+02
-2.414999999999999858e+01,-4.289999999999999858e+01,-2.560360000000000014e+02
-2.354899999999999949e+01,-4.259899999999999665e+01,-2.565199999999999818e+02
-2.385000000000000142e+01,-4.289999999999999858e+01,-2.565199999999999818e+02
-2.460000000000000142e+01,-4.289999999999999858e+01,-2.567620000000000005e+02
-2.414999999999999858e+01,-4.395000000000000284e+01,-2.565199999999999818e+02
-2.385000000000000142e+01,-4.275000000000000000e+01,-2.560360000000000014e+02
-2.400000000000000000e+01,-4.320000000000000284e+01,-2.560360000000000014e+02
-2.385000000000000142e+01,-4.350000000000000000e+01,-2.565199999999999818e+02
-2.475000000000000000e+01,-4.379999999999999716e+01,-2.572459999999999809e+02
-2.414999999999999858e+01,-4.350000000000000000e+01,-2.565199999999999818e+02
-2.369999999999999929e+01,-4.304999999999999716e+01,-2.560360000000000014e+02
-2.400000000000000000e+01,-4.320000000000000284e+01,-2.567620000000000005e+02
-2.325000000000000000e+01,-4.289999999999999858e+01,-2.567620000000000005e+02
-2.460000000000000142e+01,-4.304999999999999716e+01,-2.567620000000000005e+02
-2.414999999999999858e+01,-4.350000000000000000e+01,-2.557940000000000111e+02
-2.310000000000000142e+01,-4.289999999999999858e+01,-2.562769999999999868e+02
-2.385000000000000142e+01,-4.395000000000000284e+01,-2.572459999999999809e+02
-2.414999999999999858e+01,-4.350000000000000000e+01,-2.562769999999999868e+02
-2.339999999999999858e+01,-4.259899999999999665e+01,-2.574870000000000232e+02
-2.429899999999999949e+01,-4.289999999999999858e+01,-2.562769999999999868e+02
-2.400000000000000000e+01,-4.379999999999999716e+01,-2.560360000000000014e+02
-2.369999999999999929e+01,-4.289999999999999858e+01,-2.557940000000000111e+02
-2.400000000000000000e+01,-4.409899999999999665e+01,-2.567620000000000005e+02
-2.369999999999999929e+01,-4.320000000000000284e+01,-2.562769999999999868e+02
-2.414999999999999858e+01,-4.364999999999999858e+01,-2.567620000000000005e+02
-2.429899999999999949e+01,-4.259899999999999665e+01,-2.565199999999999818e+02
-2.429899999999999949e+01,-4.350000000000000000e+01,-2.560360000000000014e+02
-2.369999999999999929e+01,-4.289999999999999858e+01,-2.550680000000000121e+02
-2.354899999999999949e+01,-4.334899999999999665e+01,-2.562769999999999868e+02
-2.339999999999999858e+01,-4.289999999999999858e+01,-2.557940000000000111e+02
-2.414999999999999858e+01,-4.289999999999999858e+01,-2.565199999999999818e+02
-2.444999999999999929e+01,-4.275000000000000000e+01,-2.570040000000000191e+02
-2.429899999999999949e+01,-4.364999999999999858e+01,-2.572459999999999809e+02
