session_id,trial,state_index,pair_id,state_label,path_mode,target_label,nominal_F_target_N,F_target_N,F_N,F_error_N,d_mm,mark10_pos_mm,Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,n,acquire_status,preload_status,note
session_20260603_160658,1,1,1,blind_01_loading,direct_loading,175,1.75000,1.75000,1.657600,-0.092400,1.3600,-1.9500,10484.2643,-262.0917,2728.0577,1695.1754,60,reached,not_started,
session_20260603_160658,1,2,1,blind_02_unloading,return_unloading,175,1.75000,1.65760,1.599500,-0.058100,1.5200,-2.1100,10921.3850,-285.5307,3116.6017,1895.5494,60,reached,reached,target_F_matched_to_loading_head_summary
session_20260603_160658,1,3,2,blind_03_loading,direct_loading,185,1.85000,1.85000,1.761150,-0.088850,1.3700,-2.0000,10601.9013,-266.2987,2807.6897,1791.9724,60,reached,not_started,
session_20260603_160658,1,4,2,blind_04_unloading,return_unloading,185,1.85000,1.76115,1.749000,-0.012150,1.5200,-2.1500,11060.1098,-289.4372,3221.1777,1992.3494,60,reached,reached,target_F_matched_to_loading_head_summary
