time_s,session_id,trial,repeat_id,pair_id,state_index,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,nominal_F_target_N,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780517346.859761,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66400,1.75000,1.75000,1.664000,-0.086000,nan,1.3600,1.3600,,-1.9500,0.0000,-1132.2830,9048.0530,5178.7990,-1132.2830,9048.0530,5178.7990,-263.8947,2728.3567,1698.0764,10486.6242,,,
1780517346.859761,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66300,1.75000,1.75000,1.663000,-0.087000,nan,1.3600,1.3600,,-1.9500,0.0006,-1131.0810,9052.2610,5171.0550,-1131.0810,9052.2610,5171.0550,-262.6927,2732.5647,1690.3324,10486.3046,,,
1780517346.860772,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66300,1.75000,1.75000,1.663000,-0.087000,nan,1.3600,1.3600,,-1.9500,0.0011,-1132.2830,9053.4610,5173.9600,-1132.2830,9053.4610,5173.9600,-263.8947,2733.7647,1693.2374,10488.9028,,,
1780517346.949225,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66220,1.75000,1.75000,1.662200,-0.087800,nan,1.3600,1.3600,,-1.9500,0.0018,-1132.8840,9045.6480,5174.9280,-1132.8840,9045.6480,5174.9280,-264.4957,2725.9517,1694.2054,10482.7026,,,
1780517347.037394,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66210,1.75000,1.75000,1.662100,-0.087900,nan,1.3600,1.3600,,-1.9500,0.0902,-1131.0810,9042.6400,5173.9600,-1131.0810,9042.6400,5173.9600,-262.6927,2722.9437,1693.2374,10479.4344,,,
1780517347.126061,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66090,1.75000,1.75000,1.660900,-0.089100,nan,1.3600,1.3600,,-1.9500,0.1784,-1123.8690,9048.6550,5166.2160,-1123.8690,9048.6550,5166.2160,-255.4807,2728.9587,1685.4934,10480.0299,,,
1780517347.214336,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66220,1.75000,1.75000,1.662200,-0.087800,nan,1.3600,1.3600,,-1.9500,0.2673,-1130.4800,9049.2530,5178.7990,-1130.4800,9049.2530,5178.7990,-262.0917,2729.5567,1698.0764,10487.4651,,,
1780517347.302823,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66270,1.75000,1.75000,1.662700,-0.087300,nan,1.3600,1.3600,,-1.9500,0.3553,-1130.4800,9044.4470,5178.7990,-1130.4800,9044.4470,5178.7990,-262.0917,2724.7507,1698.0764,10483.3184,,,
1780517347.390882,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66110,1.75000,1.75000,1.661100,-0.088900,nan,1.3600,1.3600,,-1.9500,0.4439,-1129.2780,9052.8580,5177.8320,-1129.2780,9052.8580,5177.8320,-260.8897,2733.1617,1697.1094,10489.9691,,,
1780517347.479805,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66080,1.75000,1.75000,1.660800,-0.089200,nan,1.3600,1.3600,,-1.9500,0.5324,-1126.2730,9045.0450,5176.8640,-1126.2730,9045.0450,5176.8640,-257.8847,2725.3487,1696.1414,10482.4258,,,
