time_s,session_id,trial,repeat_id,pair_id,state_index,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,nominal_F_target_N,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780517347.568170,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66010,1.75000,1.75000,1.660100,-0.089900,nan,1.3600,1.3600,,-1.9500,0.6208,-1129.8790,9047.4550,5180.7360,-1129.8790,9047.4550,5180.7360,-261.4907,2727.7587,1700.0134,10486.8057,,,
1780517347.656394,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66210,1.75000,1.75000,1.662100,-0.087900,nan,1.3600,1.3600,,-1.9500,0.7095,-1130.4800,9044.4470,5170.0880,-1130.4800,9044.4470,5170.0880,-262.0917,2724.7507,1689.3654,10479.0179,,,
1780517347.744906,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66070,1.75000,1.75000,1.660700,-0.089300,nan,1.3600,1.3600,,-1.9500,0.7975,-1133.4850,9051.6580,5179.7680,-1133.4850,9051.6580,5179.7680,-265.0967,2731.9617,1699.0454,10490.3431,,,
1780517347.833400,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65880,1.75000,1.75000,1.658800,-0.091200,nan,1.3600,1.3600,,-1.9500,0.8859,-1128.0760,9044.4470,5173.9600,-1128.0760,9044.4470,5173.9600,-259.6877,2724.7507,1693.2374,10480.6698,,,
1780517347.922332,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65940,1.75000,1.75000,1.659400,-0.090600,nan,1.3600,1.3600,,-1.9500,0.9744,-1132.8840,9049.2530,5176.8640,-1132.8840,9049.2530,5176.8640,-264.4957,2729.5567,1696.1414,10486.7691,,,
1780517348.009838,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65820,1.75000,1.75000,1.658200,-0.091800,nan,1.3600,1.3600,,-1.9500,1.0631,-1128.0760,9048.6550,5174.9280,-1128.0760,9048.6550,5174.9280,-259.6877,2728.9587,1694.2054,10484.7791,,,
1780517348.099019,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65880,1.75000,1.75000,1.658800,-0.091200,nan,1.3600,1.3600,,-1.9500,1.1513,-1128.0760,9048.6550,5169.1190,-1128.0760,9048.6550,5169.1190,-259.6877,2728.9587,1688.3964,10481.9132,,,
1780517348.187283,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.66030,1.75000,1.75000,1.660300,-0.089700,nan,1.3600,1.3600,,-1.9500,1.2399,-1134.6870,9051.6580,5178.7990,-1134.6870,9051.6580,5178.7990,-266.2987,2731.9617,1698.0764,10489.9946,,,
1780517348.275718,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65940,1.75000,1.75000,1.659400,-0.090600,nan,1.3600,1.3600,,-1.9500,1.3282,-1130.4800,9047.4550,5172.9920,-1130.4800,9047.4550,5172.9920,-262.0917,2727.7587,1692.2694,10483.0469,,,
1780517348.363918,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65860,1.75000,1.75000,1.658600,-0.091400,nan,1.3600,1.3600,,-1.9500,1.4168,-1127.4750,9043.2470,5177.8320,-1127.4750,9043.2470,5177.8320,-259.0867,2723.5507,1697.1094,10481.4818,,,
1780517348.452781,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65940,1.75000,1.75000,1.659400,-0.090600,nan,1.3600,1.3600,,-1.9500,1.5052,-1127.4750,9047.4550,5170.0880,-1127.4750,9047.4550,5170.0880,-259.0867,2727.7587,1689.3654,10481.2906,,,
1780517348.541223,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65940,1.75000,1.75000,1.659400,-0.090600,nan,1.3600,1.3600,,-1.9500,1.5939,-1128.0760,9049.2530,5168.1520,-1128.0760,9049.2530,5168.1520,-259.6877,2729.5567,1687.4294,10481.9526,,,
1780517348.629827,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65860,1.75000,1.75000,1.658600,-0.091400,nan,1.3600,1.3600,,-1.9500,1.6822,-1128.6770,9048.6550,5172.0230,-1128.6770,9048.6550,5172.0230,-260.2887,2728.9587,1691.3004,10483.4103,,,
1780517348.718131,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65770,1.75000,1.75000,1.657700,-0.092300,nan,1.3600,1.3600,,-1.9500,1.7707,-1132.2830,9047.4550,5174.9280,-1132.2830,9047.4550,5174.9280,-263.8947,2727.7587,1694.2054,10484.1970,,,
1780517348.806406,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65770,1.75000,1.75000,1.657700,-0.092300,nan,1.3600,1.3600,,-1.9500,1.8591,-1135.2890,9048.6550,5175.8980,-1135.2890,9048.6550,5175.8980,-266.9007,2728.9587,1695.1754,10486.0364,,,
1780517348.895015,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65930,1.75000,1.75000,1.659300,-0.090700,nan,1.3600,1.3600,,-1.9500,1.9474,-1129.2780,9046.8480,5172.9920,-1129.2780,9046.8480,5172.9920,-260.8897,2727.1517,1692.2694,10482.3935,,,
1780517348.983432,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65970,1.75000,1.75000,1.659700,-0.090300,nan,1.3600,1.3600,,-1.9500,2.0360,-1130.4800,9052.8580,5178.7990,-1130.4800,9052.8580,5178.7990,-262.0917,2733.1617,1698.0764,10490.5759,,,
1780517349.071907,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65870,1.75000,1.75000,1.658700,-0.091300,nan,1.3600,1.3600,,-1.9500,2.1247,-1132.2830,9044.4470,5172.9920,-1132.2830,9044.4470,5172.9920,-263.8947,2724.7507,1692.2694,10480.6456,,,
1780517349.159845,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65680,1.75000,1.75000,1.656800,-0.093200,nan,1.3600,1.3600,,-1.9500,2.2130,-1132.8840,9042.6400,5174.9280,-1132.8840,9042.6400,5174.9280,-264.4957,2722.9437,1694.2054,10480.1071,,,
1780517349.248790,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65760,1.75000,1.75000,1.657600,-0.092400,nan,1.3600,1.3600,,-1.9500,2.3013,-1132.8840,9049.2530,5175.8980,-1132.8840,9049.2530,5175.8980,-264.4957,2729.5567,1695.1754,10486.2923,,,
1780517349.337382,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65730,1.75000,1.75000,1.657300,-0.092700,nan,1.3600,1.3600,,-1.9500,2.3898,-1134.6870,9046.2500,5172.9920,-1134.6870,9046.2500,5172.9920,-266.2987,2726.5537,1692.2694,10482.4615,,,
1780517349.424857,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65620,1.75000,1.75000,1.656200,-0.093800,nan,1.3600,1.3600,,-1.9500,2.4784,-1132.2830,9044.4470,5172.9920,-1132.2830,9044.4470,5172.9920,-263.8947,2724.7507,1692.2694,10480.6456,,,
1780517349.514378,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65690,1.75000,1.75000,1.656900,-0.093100,nan,1.3600,1.3600,,-1.9500,2.5664,-1130.4800,9052.2610,5172.0230,-1130.4800,9052.2610,5172.0230,-262.0917,2732.5647,1691.3004,10486.7171,,,
1780517349.602409,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65760,1.75000,1.75000,1.657600,-0.092400,nan,1.3600,1.3600,,-1.9500,2.6552,-1131.0810,9049.8560,5173.9600,-1131.0810,9049.8560,5173.9600,-262.6927,2730.1597,1693.2374,10485.6616,,,
1780517349.690995,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65740,1.75000,1.75000,1.657400,-0.092600,nan,1.3600,1.3600,,-1.9500,2.7434,-1131.0810,9045.6480,5177.8320,-1131.0810,9045.6480,5177.8320,-262.6927,2725.9517,1697.1094,10483.9418,,,
1780517349.778919,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65750,1.75000,1.75000,1.657500,-0.092500,nan,1.3600,1.3600,,-1.9500,2.8320,-1129.8790,9043.8450,5180.7360,-1129.8790,9043.8450,5180.7360,-261.4907,2724.1487,1700.0134,10483.6914,,,
1780517349.867868,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65740,1.75000,1.75000,1.657400,-0.092600,nan,1.3600,1.3600,,-1.9500,2.9203,-1129.2780,9043.2470,5175.8980,-1129.2780,9043.2470,5175.8980,-260.8897,2723.5507,1695.1754,10480.7206,,,
1780517349.956311,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65840,1.75000,1.75000,1.658400,-0.091600,nan,1.3600,1.3600,,-1.9500,3.0088,-1131.0810,9043.8450,5174.9280,-1131.0810,9043.8450,5174.9280,-262.6927,2724.1487,1694.2054,10480.9521,,,
1780517350.044767,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65710,1.75000,1.75000,1.657100,-0.092900,nan,1.3600,1.3600,,-1.9500,3.0973,-1129.2780,9045.0450,5173.9600,-1129.2780,9045.0450,5173.9600,-260.8897,2725.3487,1693.2374,10481.3153,,,
1780517350.133317,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65650,1.75000,1.75000,1.656500,-0.093500,nan,1.3600,1.3600,,-1.9500,3.1857,-1127.4750,9045.0450,5176.8640,-1127.4750,9045.0450,5176.8640,-259.0867,2725.3487,1696.1414,10482.5550,,,
1780517350.221441,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65590,1.75000,1.75000,1.655900,-0.094100,nan,1.3600,1.3600,,-1.9500,3.2741,-1134.6870,9049.2530,5175.8980,-1134.6870,9049.2530,5175.8980,-266.2987,2729.5567,1695.1754,10486.4872,,,
1780517350.309512,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65440,1.75000,1.75000,1.654400,-0.095600,nan,1.3600,1.3600,,-1.9500,3.3624,-1133.4850,9046.2500,5177.8320,-1133.4850,9046.2500,5177.8320,-265.0967,2726.5537,1697.1094,10484.7209,,,
1780517350.398332,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65580,1.75000,1.75000,1.655800,-0.094200,nan,1.3600,1.3600,,-1.9500,3.4511,-1130.4800,9042.6400,5175.8980,-1130.4800,9042.6400,5175.8980,-262.0917,2722.9437,1695.1754,10480.3265,,,
1780517350.486975,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65620,1.75000,1.75000,1.656200,-0.093800,nan,1.3600,1.3600,,-1.9500,3.5393,-1129.2780,9046.8480,5179.7680,-1129.2780,9046.8480,5179.7680,-260.8897,2727.1517,1699.0454,10485.7391,,,
1780517350.575515,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65590,1.75000,1.75000,1.655900,-0.094100,nan,1.3600,1.3600,,-1.9500,3.6279,-1132.8840,9043.8450,5177.8320,-1132.8840,9043.8450,5177.8320,-264.4957,2724.1487,1697.1094,10482.5809,,,
1780517350.663873,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65400,1.75000,1.75000,1.654000,-0.096000,nan,1.3600,1.3600,,-1.9500,3.7163,-1135.2890,9049.2530,5172.9920,-1135.2890,9049.2530,5172.9920,-266.9007,2729.5567,1692.2694,10485.1184,,,
1780517350.752300,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65300,1.75000,1.75000,1.653000,-0.097000,nan,1.3600,1.3600,,-1.9500,3.8050,-1134.0860,9045.0450,5172.0230,-1134.0860,9045.0450,5172.0230,-265.6977,2725.3487,1691.3004,10480.8784,,,
1780517350.840812,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65520,1.75000,1.75000,1.655200,-0.094800,nan,1.3600,1.3600,,-1.9500,3.8933,-1128.6770,9049.8560,5170.0880,-1128.6770,9049.8560,5170.0880,-260.2887,2730.1597,1689.3654,10483.4925,,,
1780517350.929249,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65500,1.75000,1.75000,1.655000,-0.095000,nan,1.3600,1.3600,,-1.9500,3.9820,-1129.8790,9046.2500,5177.8320,-1129.8790,9046.2500,5177.8320,-261.4907,2726.5537,1697.1094,10484.3316,,,
1780517351.017720,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65400,1.75000,1.75000,1.654000,-0.096000,nan,1.3600,1.3600,,-1.9500,4.0703,-1129.2780,9050.4530,5187.5120,-1129.2780,9050.4530,5187.5120,-260.8897,2730.7567,1706.7894,10492.6760,,,
1780517351.106198,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65370,1.75000,1.75000,1.653700,-0.096300,nan,1.3600,1.3600,,-1.9500,4.1589,-1129.2780,9052.8580,5176.8640,-1129.2780,9052.8580,5176.8640,-260.8897,2733.1617,1696.1414,10489.4913,,,
1780517351.194429,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65210,1.75000,1.75000,1.652100,-0.097900,nan,1.3600,1.3600,,-1.9500,4.2471,-1129.2780,9051.0560,5185.5760,-1129.2780,9051.0560,5185.5760,-260.8897,2731.3597,1704.8534,10492.2391,,,
1780517351.283013,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65330,1.75000,1.75000,1.653300,-0.096700,nan,1.3600,1.3600,,-1.9500,4.3354,-1128.6770,9051.6580,5174.9280,-1128.6770,9051.6580,5174.9280,-260.2887,2731.9617,1694.2054,10487.4355,,,
1780517351.371299,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65300,1.75000,1.75000,1.653000,-0.097000,nan,1.3600,1.3600,,-1.9500,4.4240,-1130.4800,9049.2530,5179.7680,-1130.4800,9049.2530,5179.7680,-262.0917,2729.5567,1699.0454,10487.9436,,,
1780517351.459850,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65270,1.75000,1.75000,1.652700,-0.097300,nan,1.3600,1.3600,,-1.9500,4.5123,-1130.4800,9043.8450,5173.9600,-1130.4800,9043.8450,5173.9600,-262.0917,2724.1487,1693.2374,10480.4093,,,
1780517351.548323,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65290,1.75000,1.75000,1.652900,-0.097100,nan,1.3600,1.3600,,-1.9500,4.6010,-1132.8840,9052.8580,5178.7990,-1132.8840,9052.8580,5178.7990,-264.4957,2733.1617,1698.0764,10490.8352,,,
1780517351.636790,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65300,1.75000,1.75000,1.653000,-0.097000,nan,1.3600,1.3600,,-1.9500,4.6893,-1134.6870,9046.8480,5178.7990,-1134.6870,9046.8480,5178.7990,-266.2987,2727.1517,1698.0764,10485.8444,,,
1780517351.724972,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65320,1.75000,1.75000,1.653200,-0.096800,nan,1.3600,1.3600,,-1.9500,4.7778,-1131.0810,9049.8560,5181.7030,-1131.0810,9049.8560,5181.7030,-262.6927,2730.1597,1700.9804,10489.4844,,,
1780517351.813448,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65250,1.75000,1.75000,1.652500,-0.097500,nan,1.3600,1.3600,,-1.9500,4.8662,-1131.0810,9051.6580,5178.7990,-1131.0810,9051.6580,5178.7990,-262.6927,2731.9617,1698.0764,10489.6051,,,
1780517351.901514,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65260,1.75000,1.75000,1.652600,-0.097400,nan,1.3600,1.3600,,-1.9500,4.9544,-1131.6820,9049.2530,5180.7360,-1131.6820,9049.2530,5180.7360,-263.2937,2729.5567,1700.0134,10488.5514,,,
1780517351.990653,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65440,1.75000,1.75000,1.654400,-0.095600,nan,1.3600,1.3600,,-1.9500,5.0431,-1127.4750,9045.6480,5183.6400,-1127.4750,9045.6480,5183.6400,-259.0867,2725.9517,1702.9174,10486.4232,,,
1780517352.079397,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65460,1.75000,1.75000,1.654600,-0.095400,nan,1.3600,1.3600,,-1.9500,5.1323,-1126.8740,9052.2610,5176.8640,-1126.8740,9052.2610,5176.8640,-258.4857,2732.5647,1696.1414,10488.7175,,,
1780517352.167591,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65300,1.75000,1.75000,1.653000,-0.097000,nan,1.3600,1.3600,,-1.9500,5.2202,-1129.2780,9051.0560,5175.8980,-1129.2780,9051.0560,5175.8980,-260.8897,2731.3597,1695.1754,10487.4594,,,
1780517352.255411,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65080,1.75000,1.75000,1.650800,-0.099200,nan,1.3600,1.3600,,-1.9500,5.3085,-1131.0810,9053.4610,5174.9280,-1131.0810,9053.4610,5174.9280,-262.6927,2733.7647,1694.2054,10489.2507,,,
1780517352.344243,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65170,1.75000,1.75000,1.651700,-0.098300,nan,1.3600,1.3600,,-1.9500,5.3969,-1125.0710,9045.0450,5180.7360,-1125.0710,9045.0450,5180.7360,-256.6827,2725.3487,1700.0134,10484.2095,,,
1780517352.432347,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65340,1.75000,1.75000,1.653400,-0.096600,nan,1.3600,1.3600,,-1.9500,5.4856,-1128.6770,9050.4530,5174.9280,-1128.6770,9050.4530,5174.9280,-260.2887,2730.7567,1694.2054,10486.3955,,,
1780517352.521111,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65270,1.75000,1.75000,1.652700,-0.097300,nan,1.3600,1.3600,,-1.9500,5.5737,-1129.2780,9051.0560,5177.8320,-1129.2780,9051.0560,5177.8320,-260.8897,2731.3597,1697.1094,10488.4140,,,
1780517352.609722,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65260,1.75000,1.75000,1.652600,-0.097400,nan,1.3600,1.3600,,-1.9500,5.6623,-1132.2830,9046.2500,5172.9920,-1132.2830,9046.2500,5172.9920,-263.8947,2726.5537,1692.2694,10482.2016,,,
1780517352.698012,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65330,1.75000,1.75000,1.653300,-0.096700,nan,1.3600,1.3600,,-1.9500,5.7503,-1134.0860,9052.2610,5175.8980,-1134.0860,9052.2610,5175.8980,-265.6977,2732.5647,1695.1754,10489.0181,,,
1780517352.786454,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65370,1.75000,1.75000,1.653700,-0.096300,nan,1.3600,1.3600,,-1.9500,5.8392,-1125.6720,9045.6480,5168.1520,-1125.6720,9045.6480,5168.1520,-257.2837,2725.9517,1687.4294,10478.5820,,,
1780517352.874488,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65180,1.75000,1.75000,1.651800,-0.098200,nan,1.3600,1.3600,,-1.9500,5.9273,-1135.8890,9049.8560,5176.8640,-1135.8890,9049.8560,5176.8640,-267.5007,2730.1597,1696.1414,10487.6145,,,
1780517352.963300,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65170,1.75000,1.75000,1.651700,-0.098300,nan,1.3600,1.3600,,-1.9500,6.0160,-1125.6720,9046.2500,5179.7680,-1125.6720,9046.2500,5179.7680,-257.2837,2726.5537,1699.0454,10484.8354,,,
1780517353.052532,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65030,1.75000,1.75000,1.650300,-0.099700,nan,1.3600,1.3600,,-1.9500,6.1042,-1127.4750,9052.8580,5180.7360,-1127.4750,9052.8580,5180.7360,-259.0867,2733.1617,1700.0134,10491.2089,,,
1780517353.141018,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65150,1.75000,1.75000,1.651500,-0.098500,nan,1.3600,1.3600,,-1.9500,6.1936,-1128.6770,9051.0560,5185.5760,-1128.6770,9051.0560,5185.5760,-260.2887,2731.3597,1704.8534,10492.1745,,,
1780517353.228696,session_20260603_160658,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.65010,1.75000,1.75000,1.650100,-0.099900,nan,1.3600,1.3600,,-1.9500,6.2818,-1134.0860,9043.8450,5175.8980,-1134.0860,9043.8450,5175.8980,-265.6977,2724.1487,1695.1754,10481.7557,,,
