Bx_uT,By_uT,Bz_uT
7.440000000000000568e+01,-3.645000000000000284e+01,-4.525399999999999778e+01
7.515000000000000568e+01,-3.495000000000000284e+01,-4.525399999999999778e+01
7.529999999999999716e+01,-3.539999999999999858e+01,-4.525399999999999778e+01
7.484999999999999432e+01,-3.600000000000000000e+01,-4.428600000000000136e+01
7.515000000000000568e+01,-3.600000000000000000e+01,-4.501200000000000045e+01
7.469899999999999807e+01,-3.600000000000000000e+01,-4.501200000000000045e+01
7.500000000000000000e+01,-3.570000000000000284e+01,-4.525399999999999778e+01
7.500000000000000000e+01,-3.629999999999999716e+01,-4.404399999999999693e+01
7.484999999999999432e+01,-3.614999999999999858e+01,-4.525399999999999778e+01
7.515000000000000568e+01,-3.584899999999999665e+01,-4.452799999999999869e+01
7.500000000000000000e+01,-3.584899999999999665e+01,-4.428600000000000136e+01
7.440000000000000568e+01,-3.645000000000000284e+01,-4.525399999999999778e+01
7.469899999999999807e+01,-3.614999999999999858e+01,-4.477000000000000313e+01
7.529999999999999716e+01,-3.584899999999999665e+01,-4.501200000000000045e+01
7.440000000000000568e+01,-3.600000000000000000e+01,-4.549600000000000222e+01
7.454999999999999716e+01,-3.539999999999999858e+01,-4.622200000000000131e+01
7.454999999999999716e+01,-3.584899999999999665e+01,-4.428600000000000136e+01
7.500000000000000000e+01,-3.659899999999999665e+01,-4.477000000000000313e+01
7.529999999999999716e+01,-3.600000000000000000e+01,-4.428600000000000136e+01
7.515000000000000568e+01,-3.584899999999999665e+01,-4.525399999999999778e+01
7.440000000000000568e+01,-3.629999999999999716e+01,-4.404399999999999693e+01
7.544899999999999807e+01,-3.629999999999999716e+01,-4.452799999999999869e+01
7.484999999999999432e+01,-3.570000000000000284e+01,-4.452799999999999869e+01
7.469899999999999807e+01,-3.570000000000000284e+01,-4.428600000000000136e+01
7.425000000000000000e+01,-3.554999999999999716e+01,-4.477000000000000313e+01
7.500000000000000000e+01,-3.584899999999999665e+01,-4.549600000000000222e+01
7.484999999999999432e+01,-3.570000000000000284e+01,-4.452799999999999869e+01
7.454999999999999716e+01,-3.509899999999999665e+01,-4.597999999999999687e+01
7.529999999999999716e+01,-3.584899999999999665e+01,-4.477000000000000313e+01
7.515000000000000568e+01,-3.525000000000000000e+01,-4.501200000000000045e+01
7.484999999999999432e+01,-3.614999999999999858e+01,-4.597999999999999687e+01
7.454999999999999716e+01,-3.659899999999999665e+01,-4.428600000000000136e+01
7.454999999999999716e+01,-3.600000000000000000e+01,-4.501200000000000045e+01
7.544899999999999807e+01,-3.525000000000000000e+01,-4.549600000000000222e+01
7.500000000000000000e+01,-3.539999999999999858e+01,-4.549600000000000222e+01
7.515000000000000568e+01,-3.539999999999999858e+01,-4.428600000000000136e+01
7.425000000000000000e+01,-3.570000000000000284e+01,-4.525399999999999778e+01
7.484999999999999432e+01,-3.584899999999999665e+01,-4.331700000000000017e+01
7.529999999999999716e+01,-3.584899999999999665e+01,-4.404399999999999693e+01
7.515000000000000568e+01,-3.659899999999999665e+01,-4.452799999999999869e+01
7.500000000000000000e+01,-3.584899999999999665e+01,-4.549600000000000222e+01
7.544899999999999807e+01,-3.614999999999999858e+01,-4.525399999999999778e+01
7.454999999999999716e+01,-3.600000000000000000e+01,-4.525399999999999778e+01
7.469899999999999807e+01,-3.659899999999999665e+01,-4.477000000000000313e+01
7.515000000000000568e+01,-3.675000000000000000e+01,-4.380199999999999960e+01
7.529999999999999716e+01,-3.629999999999999716e+01,-4.477000000000000313e+01
7.500000000000000000e+01,-3.600000000000000000e+01,-4.452799999999999869e+01
7.484999999999999432e+01,-3.525000000000000000e+01,-4.428600000000000136e+01
7.500000000000000000e+01,-3.584899999999999665e+01,-4.525399999999999778e+01
7.440000000000000568e+01,-3.554999999999999716e+01,-4.477000000000000313e+01
7.365000000000000568e+01,-3.525000000000000000e+01,-4.477000000000000313e+01
7.440000000000000568e+01,-3.584899999999999665e+01,-4.501200000000000045e+01
7.469899999999999807e+01,-3.570000000000000284e+01,-4.331700000000000017e+01
7.454999999999999716e+01,-3.584899999999999665e+01,-4.525399999999999778e+01
7.544899999999999807e+01,-3.629999999999999716e+01,-4.428600000000000136e+01
7.515000000000000568e+01,-3.479999999999999716e+01,-4.477000000000000313e+01
