trial,hold_label,phase,control_mode,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,90,holding,force_hold,0.81000,0.800200,-0.009800,3.1100,-4.9000,28.3593,none,48.0790,-4163.7260,-4441.1840,34.8580,-688.6705,-2890.5287,6087.9423
1,90,holding,force_hold,0.81000,0.800200,-0.009800,3.1100,-4.9000,28.3597,none,49.2810,-4163.1250,-4441.1840,36.0600,-688.0695,-2890.5287,6087.5409
1,90,holding,force_hold,0.81000,0.800200,-0.009800,3.1100,-4.9000,28.3601,none,48.6800,-4164.9290,-4443.1190,35.4590,-689.8735,-2892.4637,6090.1814
1,90,holding,force_hold,0.81000,0.799400,-0.010600,3.1100,-4.9000,28.3604,none,47.4790,-4166.7310,-4463.4480,34.2580,-691.6755,-2912.7927,6106.2484
1,90,holding,force_hold,0.81000,0.798600,-0.011400,3.1100,-4.9000,28.3609,none,48.6800,-4172.1400,-4466.3510,35.4590,-697.0845,-2915.6957,6112.0711
1,90,holding,force_hold,0.81000,0.800600,-0.009400,3.1100,-4.9000,28.3613,none,48.0790,-4172.7410,-4466.3510,34.8580,-697.6855,-2915.6957,6112.4766
1,90,holding,force_hold,0.81000,0.800900,-0.009100,3.1100,-4.9000,28.3617,none,48.0790,-4172.7410,-4466.3510,34.8580,-697.6855,-2915.6957,6112.4766
1,90,holding,force_hold,0.81000,0.799300,-0.010700,3.1100,-4.9000,28.3620,none,48.6800,-4173.3430,-4466.3510,35.4590,-698.2875,-2915.6957,6112.8923
1,90,holding,force_hold,0.81000,0.798800,-0.011200,3.1100,-4.9000,28.3624,none,48.6800,-4173.9440,-4467.3200,35.4590,-698.8885,-2916.6647,6114.0107
1,90,holding,force_hold,0.81000,0.798800,-0.011200,3.1100,-4.9000,28.3628,none,48.6800,-4172.7410,-4466.3510,35.4590,-697.6855,-2915.6957,6112.4814
1,90,holding,force_hold,0.81000,0.798600,-0.011400,3.1100,-4.9000,28.3632,none,48.6800,-4173.9440,-4467.3200,35.4590,-698.8885,-2916.6647,6114.0107
1,90,holding,force_hold,0.81000,0.809400,-0.000600,3.1100,-4.9000,28.3636,none,49.2810,-4172.1400,-4465.3830,36.0600,-697.0845,-2914.7277,6111.3686
1,90,holding,force_hold,0.81000,0.829200,0.019200,3.1100,-4.9000,28.3640,none,49.2810,-4172.1400,-4466.3510,36.0600,-697.0845,-2915.6957,6112.0759
1,90,holding,force_hold,0.81000,0.827400,0.017400,3.1100,-4.9000,28.3644,none,48.6800,-4170.9370,-4464.4160,35.4590,-695.8815,-2913.7607,6109.8360
1,90,holding,force_hold,0.81000,0.824100,0.014100,3.1100,-4.9000,28.3648,none,49.2810,-4172.1400,-4466.3510,36.0600,-697.0845,-2915.6957,6112.0759
1,90,holding,force_hold,0.81000,0.822100,0.012100,3.1100,-4.9000,28.3653,none,48.6800,-4172.7410,-4466.3510,35.4590,-697.6855,-2915.6957,6112.4814
1,90,holding,force_hold,0.81000,0.819100,0.009100,3.1100,-4.9000,28.3657,none,49.2810,-4171.5390,-4465.3830,36.0600,-696.4835,-2914.7277,6110.9583
1,90,holding,force_hold,0.81000,0.818400,0.008400,3.1100,-4.9000,28.3660,none,48.6800,-4171.5390,-4466.3510,35.4590,-696.4835,-2915.6957,6111.6609
1,90,holding,force_hold,0.81000,0.816900,0.006900,3.1100,-4.9000,28.3664,none,49.2810,-4171.5390,-4465.3830,36.0600,-696.4835,-2914.7277,6110.9583
1,90,holding,force_hold,0.81000,0.816400,0.006400,3.1100,-4.9000,28.3668,none,48.6800,-4172.1400,-4465.3830,35.4590,-697.0845,-2914.7277,6111.3638
1,90,holding,force_hold,0.81000,0.815100,0.005100,3.1100,-4.9000,28.3672,none,49.2810,-4172.1400,-4466.3510,36.0600,-697.0845,-2915.6957,6112.0759
1,90,holding,force_hold,0.81000,0.815500,0.005500,3.1100,-4.9000,28.3676,none,48.0790,-4170.9370,-4465.3830,34.8580,-695.8815,-2914.7277,6110.5378
1,90,holding,force_hold,0.81000,0.816500,0.006500,3.1100,-4.9000,28.3680,none,49.2810,-4171.5390,-4464.4160,36.0600,-696.4835,-2913.7607,6110.2518
1,90,holding,force_hold,0.81000,0.816800,0.006800,3.1100,-4.9000,28.3684,none,49.2810,-4171.5390,-4465.3830,36.0600,-696.4835,-2914.7277,6110.9583
1,90,holding,force_hold,0.81000,0.815700,0.005700,3.1100,-4.9000,28.3688,none,49.2810,-4171.5390,-4465.3830,36.0600,-696.4835,-2914.7277,6110.9583
1,90,holding,force_hold,0.81000,0.814300,0.004300,3.1100,-4.9000,28.3692,none,48.6800,-4171.5390,-4464.4160,35.4590,-696.4835,-2913.7607,6110.2469
1,90,holding,force_hold,0.81000,0.815500,0.005500,3.1100,-4.9000,28.3696,none,49.2810,-4171.5390,-4465.3830,36.0600,-696.4835,-2914.7277,6110.9583
1,90,holding,force_hold,0.81000,0.813600,0.003600,3.1100,-4.9000,28.3700,none,49.2810,-4171.5390,-4466.3510,36.0600,-696.4835,-2915.6957,6111.6657
1,90,holding,force_hold,0.81000,0.814000,0.004000,3.1100,-4.9000,28.3704,none,49.2810,-4171.5390,-4465.3830,36.0600,-696.4835,-2914.7277,6110.9583
1,90,holding,force_hold,0.81000,0.813400,0.003400,3.1100,-4.9000,28.3708,none,48.6800,-4171.5390,-4465.3830,35.4590,-696.4835,-2914.7277,6110.9535
1,90,holding,force_hold,0.81000,0.813800,0.003800,3.1100,-4.9000,28.3712,none,49.2810,-4172.1400,-4465.3830,36.0600,-697.0845,-2914.7277,6111.3686
1,90,holding,force_hold,0.81000,0.814600,0.004600,3.1100,-4.9000,28.3716,none,48.6800,-4170.9370,-4466.3510,35.4590,-695.8815,-2915.6957,6111.2500
1,90,holding,force_hold,0.81000,0.812000,0.002000,3.1100,-4.9000,28.3720,none,49.2810,-4171.5390,-4467.3200,36.0600,-696.4835,-2916.6647,6112.3739
1,90,holding,force_hold,0.81000,0.812800,0.002800,3.1100,-4.9000,28.3724,none,48.6800,-4171.5390,-4466.3510,35.4590,-696.4835,-2915.6957,6111.6609
1,90,holding,force_hold,0.81000,0.812300,0.002300,3.1100,-4.9000,28.3728,none,49.2810,-4170.9370,-4466.3510,36.0600,-695.8815,-2915.6957,6111.2548
1,90,holding,force_hold,0.81000,0.812000,0.002000,3.1100,-4.9000,28.3732,none,48.6800,-4170.3380,-4465.3830,35.4590,-695.2825,-2914.7277,6110.1337
1,90,holding,force_hold,0.81000,0.813900,0.003900,3.1100,-4.9000,28.3736,none,48.6800,-4170.9370,-4465.3830,35.4590,-695.8815,-2914.7277,6110.5426
1,90,holding,force_hold,0.81000,0.813800,0.003800,3.1100,-4.9000,28.3739,none,49.2810,-4172.1400,-4467.3200,36.0600,-697.0845,-2916.6647,6112.7840
1,90,holding,force_hold,0.81000,0.812500,0.002500,3.1100,-4.9000,28.3743,none,48.6800,-4170.9370,-4465.3830,35.4590,-695.8815,-2914.7277,6110.5426
1,90,holding,force_hold,0.81000,0.811200,0.001200,3.1100,-4.9000,28.3747,none,49.2810,-4172.1400,-4465.3830,36.0600,-697.0845,-2914.7277,6111.3686
1,90,holding,force_hold,0.81000,0.811400,0.001400,3.1100,-4.9000,28.3751,none,48.0790,-4170.3380,-4466.3510,34.8580,-695.2825,-2915.6957,6110.8364
1,90,holding,force_hold,0.81000,0.813700,0.003700,3.1100,-4.9000,28.3755,none,49.2810,-4170.9370,-4465.3830,36.0600,-695.8815,-2914.7277,6110.5474
1,90,holding,force_hold,0.81000,0.814700,0.004700,3.1100,-4.9000,28.3759,none,48.6800,-4171.5390,-4467.3200,35.4590,-696.4835,-2916.6647,6112.3690
1,90,holding,force_hold,0.81000,0.812500,0.002500,3.1100,-4.9000,28.3763,none,49.2810,-4172.1400,-4466.3510,36.0600,-697.0845,-2915.6957,6112.0759
1,90,holding,force_hold,0.81000,0.811800,0.001800,3.1100,-4.9000,28.3767,none,48.6800,-4170.9370,-4467.3200,35.4590,-695.8815,-2916.6647,6111.9582
1,90,holding,force_hold,0.81000,0.810900,0.000900,3.1100,-4.9000,28.3774,none,48.6800,-4172.1400,-4468.2880,35.4590,-697.0845,-2917.6327,6113.4867
1,90,holding,force_hold,0.81000,0.810000,0.000000,3.1100,-4.9000,28.3777,none,49.2810,-4170.9370,-4465.3830,36.0600,-695.8815,-2914.7277,6110.5474
1,90,holding,force_hold,0.81000,0.810300,0.000300,3.1100,-4.9000,28.3779,none,49.2810,-4171.5390,-4464.4160,36.0600,-696.4835,-2913.7607,6110.2518
1,90,holding,force_hold,0.81000,0.809000,-0.001000,3.1100,-4.9000,28.3782,none,49.2810,-4170.9370,-4467.3200,36.0600,-695.8815,-2916.6647,6111.9630
1,90,holding,force_hold,0.81000,0.811000,0.001000,3.1100,-4.9000,28.3787,none,48.6800,-4171.5390,-4466.3510,35.4590,-696.4835,-2915.6957,6111.6609
1,90,holding,force_hold,0.81000,0.814400,0.004400,3.1100,-4.9000,28.3791,none,48.6800,-4171.5390,-4466.3510,35.4590,-696.4835,-2915.6957,6111.6609
1,90,holding,force_hold,0.81000,0.811700,0.001700,3.1100,-4.9000,28.3795,none,49.2810,-4170.9370,-4464.4160,36.0600,-695.8815,-2913.7607,6109.8408
1,90,holding,force_hold,0.81000,0.810200,0.000200,3.1100,-4.9000,28.3799,none,49.8820,-4171.5390,-4466.3510,36.6610,-696.4835,-2915.6957,6111.6706
1,90,holding,force_hold,0.81000,0.809600,-0.000400,3.1100,-4.9000,28.3803,none,49.2810,-4171.5390,-4467.3200,36.0600,-696.4835,-2916.6647,6112.3739
1,90,holding,force_hold,0.81000,0.808900,-0.001100,3.1100,-4.9000,28.3807,none,49.8820,-4170.9370,-4465.3830,36.6610,-695.8815,-2914.7277,6110.5523
1,90,holding,force_hold,0.81000,0.806900,-0.003100,3.1100,-4.9000,28.3811,none,49.2810,-4172.7410,-4467.3200,36.0600,-697.6855,-2916.6647,6113.1943
1,90,holding,force_hold,0.81000,0.809000,-0.001000,3.1100,-4.9000,28.3815,none,48.6800,-4172.1400,-4466.3510,35.4590,-697.0845,-2915.6957,6112.0711
1,90,holding,force_hold,0.81000,0.809500,-0.000500,3.1100,-4.9000,28.3820,none,49.2810,-4171.5390,-4465.3830,36.0600,-696.4835,-2914.7277,6110.9583
1,90,holding,force_hold,0.81000,0.807900,-0.002100,3.1100,-4.9000,28.3824,none,48.6800,-4172.7410,-4467.3200,35.4590,-697.6855,-2916.6647,6113.1894
1,90,holding,force_hold,0.81000,0.808000,-0.002000,3.1100,-4.9000,28.3828,none,49.2810,-4171.5390,-4465.3830,36.0600,-696.4835,-2914.7277,6110.9583
1,90,holding,force_hold,0.81000,0.808900,-0.001100,3.1100,-4.9000,28.3832,none,49.2810,-4171.5390,-4467.3200,36.0600,-696.4835,-2916.6647,6112.3739
1,90,holding,force_hold,0.81000,0.811100,0.001100,3.1100,-4.9000,28.3836,none,49.2810,-4171.5390,-4466.3510,36.0600,-696.4835,-2915.6957,6111.6657
1,90,holding,force_hold,0.81000,0.811900,0.001900,3.1100,-4.9000,28.3840,none,49.8820,-4171.5390,-4467.3200,36.6610,-696.4835,-2916.6647,6112.3787
1,90,holding,force_hold,0.81000,0.809200,-0.000800,3.1100,-4.9000,28.3844,none,49.2810,-4171.5390,-4467.3200,36.0600,-696.4835,-2916.6647,6112.3739
1,90,holding,force_hold,0.81000,0.808600,-0.001400,3.1100,-4.9000,28.3848,none,48.6800,-4171.5390,-4467.3200,35.4590,-696.4835,-2916.6647,6112.3690
1,90,holding,force_hold,0.81000,0.808400,-0.001600,3.1100,-4.9000,28.3853,none,49.2810,-4171.5390,-4467.3200,36.0600,-696.4835,-2916.6647,6112.3739
1,90,holding,force_hold,0.81000,0.807300,-0.002700,3.1100,-4.9000,28.3857,none,50.4830,-4185.9630,-4515.7190,37.2620,-710.9075,-2965.0637,6157.6418
1,90,holding,force_hold,0.81000,0.806000,-0.004000,3.1100,-4.9000,28.3861,none,50.4830,-4188.3670,-4519.5920,37.2620,-713.3115,-2968.9367,6162.1164
1,90,holding,force_hold,0.81000,0.807200,-0.002800,3.1100,-4.9000,28.3865,none,50.4830,-4187.7650,-4519.5920,37.2620,-712.7095,-2968.9367,6161.7072
1,90,holding,force_hold,0.81000,0.808200,-0.001800,3.1100,-4.9000,28.3869,none,51.0840,-4189.5690,-4519.5920,37.8630,-714.5135,-2968.9367,6162.9384
1,90,holding,force_hold,0.81000,0.809400,-0.000600,3.1100,-4.9000,28.3873,none,51.0840,-4188.3670,-4518.6240,37.8630,-713.3115,-2967.9687,6161.4114
1,90,holding,force_hold,0.81000,0.807800,-0.002200,3.1100,-4.9000,28.3877,none,50.4830,-4187.7650,-4519.5920,37.2620,-712.7095,-2968.9367,6161.7072
1,90,holding,force_hold,0.81000,0.807800,-0.002200,3.1100,-4.9000,28.3881,none,51.0840,-4188.9680,-4519.5920,37.8630,-713.9125,-2968.9367,6162.5299
1,90,holding,force_hold,0.81000,0.808300,-0.001700,3.1100,-4.9000,28.3885,none,51.0840,-4188.9680,-4519.5920,37.8630,-713.9125,-2968.9367,6162.5299
1,90,holding,force_hold,0.81000,0.808400,-0.001600,3.1100,-4.9000,28.3889,none,51.0840,-4188.9680,-4519.5920,37.8630,-713.9125,-2968.9367,6162.5299
1,90,holding,force_hold,0.81000,0.807700,-0.002300,3.1100,-4.9000,28.3893,none,49.8820,-4188.3670,-4520.5590,36.6610,-713.3115,-2969.9037,6162.8208
1,90,holding,force_hold,0.81000,0.807300,-0.002700,3.1100,-4.9000,28.3897,none,51.0840,-4188.3670,-4520.5590,37.8630,-713.3115,-2969.9037,6162.8306
1,90,holding,force_hold,0.81000,0.807000,-0.003000,3.1100,-4.9000,28.3901,none,51.0840,-4189.5690,-4519.5920,37.8630,-714.5135,-2968.9367,6162.9384
1,90,holding,force_hold,0.81000,0.805700,-0.004300,3.1100,-4.9000,28.3905,none,49.8820,-4188.9680,-4520.5590,36.6610,-713.9125,-2969.9037,6163.2293
1,90,holding,force_hold,0.81000,0.809500,-0.000500,3.1100,-4.9000,28.3909,none,49.8820,-4188.3670,-4520.5590,36.6610,-713.3115,-2969.9037,6162.8208
1,90,holding,force_hold,0.81000,0.809700,-0.000300,3.1100,-4.9000,28.3913,none,50.4830,-4187.7650,-4521.5280,37.2620,-712.7095,-2970.8727,6163.1274
1,90,holding,force_hold,0.81000,0.807600,-0.002400,3.1100,-4.9000,28.3917,none,50.4830,-4187.7650,-4521.5280,37.2620,-712.7095,-2970.8727,6163.1274
1,90,holding,force_hold,0.81000,0.807500,-0.002500,3.1100,-4.9000,28.3921,none,50.4830,-4188.3670,-4521.5280,37.2620,-713.3115,-2970.8727,6163.5365
1,90,holding,force_hold,0.81000,0.807600,-0.002400,3.1100,-4.9000,28.3925,none,50.4830,-4188.9680,-4519.5920,37.2620,-713.9125,-2968.9367,6162.5249
1,90,holding,force_hold,0.81000,0.808600,-0.001400,3.1100,-4.9000,28.3929,none,50.4830,-4188.3670,-4520.5590,37.2620,-713.3115,-2969.9037,6162.8257
1,90,holding,force_hold,0.81000,0.805900,-0.004100,3.1100,-4.9000,28.3933,none,51.0840,-4188.3670,-4520.5590,37.8630,-713.3115,-2969.9037,6162.8306
1,90,holding,force_hold,0.81000,0.807200,-0.002800,3.1100,-4.9000,28.3937,none,50.4830,-4187.7650,-4521.5280,37.2620,-712.7095,-2970.8727,6163.1274
1,90,holding,force_hold,0.81000,0.807500,-0.002500,3.1100,-4.9000,28.3941,none,51.0840,-4188.9680,-4521.5280,37.8630,-713.9125,-2970.8727,6163.9499
1,90,holding,force_hold,0.81000,0.807100,-0.002900,3.1100,-4.9000,28.3945,none,50.4830,-4187.7650,-4519.5920,37.2620,-712.7095,-2968.9367,6161.7072
1,90,holding,force_hold,0.81000,0.809400,-0.000600,3.1100,-4.9000,28.3949,none,49.8820,-4188.3670,-4520.5590,36.6610,-713.3115,-2969.9037,6162.8208
1,90,holding,force_hold,0.81000,0.808400,-0.001600,3.1100,-4.9000,28.3953,none,51.6850,-4188.3670,-4521.5280,38.4640,-713.3115,-2970.8727,6163.5465
1,90,holding,force_hold,0.81000,0.806300,-0.003700,3.1100,-4.9000,28.3957,none,50.4830,-4187.7650,-4519.5920,37.2620,-712.7095,-2968.9367,6161.7072
1,90,holding,force_hold,0.81000,0.806800,-0.003200,3.1100,-4.9000,28.3961,none,50.4830,-4188.3670,-4520.5590,37.2620,-713.3115,-2969.9037,6162.8257
1,90,holding,force_hold,0.81000,0.807100,-0.002900,3.1100,-4.9000,28.3965,none,50.4830,-4188.3670,-4521.5280,37.2620,-713.3115,-2970.8727,6163.5365
1,90,holding,force_hold,0.81000,0.807100,-0.002900,3.1100,-4.9000,28.3969,none,50.4830,-4188.9680,-4520.5590,37.2620,-713.9125,-2969.9037,6163.2341
1,90,holding,force_hold,0.81000,0.807400,-0.002600,3.1100,-4.9000,28.3977,none,50.4830,-4187.7650,-4519.5920,37.2620,-712.7095,-2968.9367,6161.7072
1,90,holding,force_hold,0.81000,0.806100,-0.003900,3.1100,-4.9000,28.3981,none,50.4830,-4188.9680,-4521.5280,37.2620,-713.9125,-2970.8727,6163.9449
1,90,holding,force_hold,0.81000,0.808500,-0.001500,3.1100,-4.9000,28.3985,none,50.4830,-4188.9680,-4521.5280,37.2620,-713.9125,-2970.8727,6163.9449
1,90,holding,force_hold,0.81000,0.810500,0.000500,3.1100,-4.9000,28.3989,none,51.0840,-4188.9680,-4521.5280,37.8630,-713.9125,-2970.8727,6163.9499
1,90,holding,force_hold,0.81000,0.808100,-0.001900,3.1100,-4.9000,28.3993,none,49.8820,-4187.7650,-4520.5590,36.6610,-712.7095,-2969.9037,6162.4117
1,90,holding,force_hold,0.81000,0.808900,-0.001100,3.1100,-4.9000,28.3997,none,51.6850,-4188.3670,-4520.5590,38.4640,-713.3115,-2969.9037,6162.8356
1,90,holding,force_hold,0.81000,0.808700,-0.001300,3.1100,-4.9000,28.4001,none,50.4830,-4188.9680,-4521.5280,37.2620,-713.9125,-2970.8727,6163.9449
1,90,holding,force_hold,0.81000,0.807900,-0.002100,3.1100,-4.9000,28.4005,none,50.4830,-4188.3670,-4520.5590,37.2620,-713.3115,-2969.9037,6162.8257
1,90,holding,force_hold,0.81000,0.810200,0.000200,3.1100,-4.9000,28.4009,none,50.4830,-4188.9680,-4520.5590,37.2620,-713.9125,-2969.9037,6163.2341
1,90,holding,force_hold,0.81000,0.810600,0.000600,3.1100,-4.9000,28.4013,none,51.0840,-4188.3670,-4521.5280,37.8630,-713.3115,-2970.8727,6163.5414
1,90,holding,force_hold,0.81000,0.807200,-0.002800,3.1100,-4.9000,28.4017,none,51.0840,-4188.9680,-4520.5590,37.8630,-713.9125,-2969.9037,6163.2391
1,90,holding,force_hold,0.81000,0.805100,-0.004900,3.1100,-4.9000,28.4021,none,51.0840,-4188.3670,-4521.5280,37.8630,-713.3115,-2970.8727,6163.5414
1,90,holding,force_hold,0.81000,0.804000,-0.006000,3.1100,-4.9000,28.4025,none,51.0840,-4187.7650,-4520.5590,37.8630,-712.7095,-2969.9037,6162.4215
1,90,holding,force_hold,0.81000,0.805700,-0.004300,3.1100,-4.9000,28.4029,none,51.0840,-4188.9680,-4520.5590,37.8630,-713.9125,-2969.9037,6163.2391
1,90,holding,force_hold,0.81000,0.805400,-0.004600,3.1100,-4.9000,28.4033,none,50.4830,-4188.3670,-4520.5590,37.2620,-713.3115,-2969.9037,6162.8257
1,90,holding,force_hold,0.81000,0.806800,-0.003200,3.1100,-4.9000,28.4037,none,51.0840,-4187.1660,-4520.5590,37.8630,-712.1105,-2969.9037,6162.0145
1,90,holding,force_hold,0.81000,0.807800,-0.002200,3.1100,-4.9000,28.4041,none,51.0840,-4187.7650,-4521.5280,37.8630,-712.7095,-2970.8727,6163.1324
1,90,holding,force_hold,0.81000,0.806000,-0.004000,3.1100,-4.9000,28.4044,none,50.4830,-4187.7650,-4521.5280,37.2620,-712.7095,-2970.8727,6163.1274
1,90,holding,force_hold,0.81000,0.804200,-0.005800,3.1100,-4.9000,28.4048,none,51.0840,-4187.7650,-4521.5280,37.8630,-712.7095,-2970.8727,6163.1324
1,90,holding,force_hold,0.81000,0.806100,-0.003900,3.1100,-4.9000,28.4052,none,51.0840,-4188.3670,-4521.5280,37.8630,-713.3115,-2970.8727,6163.5414
1,90,holding,force_hold,0.81000,0.810300,0.000300,3.1100,-4.9000,28.4056,none,50.4830,-4188.3670,-4520.5590,37.2620,-713.3115,-2969.9037,6162.8257
1,90,holding,force_hold,0.81000,0.807200,-0.002800,3.1100,-4.9000,28.4060,none,50.4830,-4188.3670,-4521.5280,37.2620,-713.3115,-2970.8727,6163.5365
1,90,holding,force_hold,0.81000,0.807800,-0.002200,3.1100,-4.9000,28.4064,none,51.0840,-4188.3670,-4520.5590,37.8630,-713.3115,-2969.9037,6162.8306
1,90,holding,force_hold,0.81000,0.806500,-0.003500,3.1100,-4.9000,28.4068,none,51.0840,-4187.7650,-4520.5590,37.8630,-712.7095,-2969.9037,6162.4215
1,90,holding,force_hold,0.81000,0.804400,-0.005600,3.1100,-4.9000,28.4072,none,50.4830,-4187.7650,-4521.5280,37.2620,-712.7095,-2970.8727,6163.1274
1,90,holding,force_hold,0.81000,0.804000,-0.006000,3.1100,-4.9000,28.4076,none,50.4830,-4187.7650,-4520.5590,37.2620,-712.7095,-2969.9037,6162.4166
1,90,holding,force_hold,0.81000,0.807100,-0.002900,3.1100,-4.9000,28.4079,none,50.4830,-4188.9680,-4521.5280,37.2620,-713.9125,-2970.8727,6163.9449
1,90,holding,force_hold,0.81000,0.806000,-0.004000,3.1100,-4.9000,28.4083,none,50.4830,-4187.7650,-4521.5280,37.2620,-712.7095,-2970.8727,6163.1274
1,90,holding,force_hold,0.81000,0.805000,-0.005000,3.1100,-4.9000,28.4087,none,50.4830,-4187.7650,-4520.5590,37.2620,-712.7095,-2969.9037,6162.4166
1,90,holding,force_hold,0.81000,0.805200,-0.004800,3.1100,-4.9000,28.4091,none,49.8820,-4188.3670,-4521.5280,36.6610,-713.3115,-2970.8727,6163.5316
1,90,holding,force_hold,0.81000,0.805500,-0.004500,3.1100,-4.9000,28.4096,none,50.4830,-4187.7650,-4522.4960,37.2620,-712.7095,-2971.8407,6163.8376
1,90,holding,force_hold,0.81000,0.806800,-0.003200,3.1100,-4.9000,28.4100,none,51.0840,-4187.1660,-4518.6240,37.8630,-712.1105,-2967.9687,6160.5951
1,90,holding,force_hold,0.81000,0.805600,-0.004400,3.1100,-4.9000,28.4104,none,49.8820,-4187.7650,-4520.5590,36.6610,-712.7095,-2969.9037,6162.4117
1,90,holding,force_hold,0.81000,0.805000,-0.005000,3.1100,-4.9000,28.4108,none,49.8820,-4188.3670,-4519.5920,36.6610,-713.3115,-2968.9367,6162.1115
1,90,holding,force_hold,0.81000,0.803000,-0.007000,3.1100,-4.9000,28.4112,none,50.4830,-4187.1660,-4520.5590,37.2620,-712.1105,-2969.9037,6162.0095
1,90,holding,force_hold,0.81000,0.805300,-0.004700,3.1100,-4.9000,28.4116,none,50.4830,-4187.7650,-4520.5590,37.2620,-712.7095,-2969.9037,6162.4166
1,90,holding,force_hold,0.81000,0.807000,-0.003000,3.1100,-4.9000,28.4119,none,51.0840,-4188.3670,-4521.5280,37.8630,-713.3115,-2970.8727,6163.5414
1,90,holding,force_hold,0.81000,0.806700,-0.003300,3.1100,-4.9000,28.4123,none,50.4830,-4188.3670,-4520.5590,37.2620,-713.3115,-2969.9037,6162.8257
1,90,holding,force_hold,0.81000,0.805900,-0.004100,3.1100,-4.9000,28.4128,none,51.0840,-4186.5650,-4521.5280,37.8630,-711.5095,-2970.8727,6162.3171
1,90,holding,force_hold,0.81000,0.806700,-0.003300,3.1100,-4.9000,28.4130,none,50.4830,-4188.3670,-4521.5280,37.2620,-713.3115,-2970.8727,6163.5365
1,90,holding,force_hold,0.81000,0.806000,-0.004000,3.1100,-4.9000,28.4133,none,50.4830,-4188.9680,-4521.5280,37.2620,-713.9125,-2970.8727,6163.9449
1,90,holding,force_hold,0.81000,0.805700,-0.004300,3.1100,-4.9000,28.4136,none,50.4830,-4187.7650,-4521.5280,37.2620,-712.7095,-2970.8727,6163.1274
1,90,holding,force_hold,0.81000,0.803900,-0.006100,3.1100,-4.9000,28.4138,none,50.4830,-4187.7650,-4521.5280,37.2620,-712.7095,-2970.8727,6163.1274
1,90,holding,force_hold,0.81000,0.804000,-0.006000,3.1100,-4.9000,28.4141,none,51.0840,-4188.3670,-4522.4960,37.8630,-713.3115,-2971.8407,6164.2516
1,90,holding,force_hold,0.81000,0.803600,-0.006400,3.1100,-4.9000,28.4144,none,49.8820,-4187.7650,-4522.4960,36.6610,-712.7095,-2971.8407,6163.8327
1,90,holding,force_hold,0.81000,0.802800,-0.007200,3.1100,-4.9000,28.4146,none,49.8820,-4187.1660,-4520.5590,36.6610,-712.1105,-2969.9037,6162.0046
1,90,holding,force_hold,0.81000,0.803100,-0.006900,3.1100,-4.9000,28.4149,none,50.4830,-4188.3670,-4522.4960,37.2620,-713.3115,-2971.8407,6164.2466
1,90,holding,force_hold,0.81000,0.803900,-0.006100,3.1100,-4.9000,28.4151,none,50.4830,-4187.7650,-4520.5590,37.2620,-712.7095,-2969.9037,6162.4166
1,90,holding,force_hold,0.81000,0.806000,-0.004000,3.1100,-4.9000,28.4154,none,50.4830,-4188.9680,-4521.5280,37.2620,-713.9125,-2970.8727,6163.9449
1,90,holding,force_hold,0.81000,0.804500,-0.005500,3.1100,-4.9000,28.4156,none,50.4830,-4187.7650,-4519.5920,37.2620,-712.7095,-2968.9367,6161.7072
1,90,holding,force_hold,0.81000,0.806500,-0.003500,3.1100,-4.9000,28.4159,none,49.8820,-4187.1660,-4519.5920,36.6610,-712.1105,-2968.9367,6161.2953
1,90,holding,force_hold,0.81000,0.805700,-0.004300,3.1100,-4.9000,28.4162,none,50.4830,-4188.3670,-4521.5280,37.2620,-713.3115,-2970.8727,6163.5365
1,90,holding,force_hold,0.81000,0.806100,-0.003900,3.1100,-4.9000,28.4167,none,51.0840,-4187.7650,-4520.5590,37.8630,-712.7095,-2969.9037,6162.4215
1,90,holding,force_hold,0.81000,0.803700,-0.006300,3.1100,-4.9000,28.4171,none,50.4830,-4188.3670,-4521.5280,37.2620,-713.3115,-2970.8727,6163.5365
1,90,holding,force_hold,0.81000,0.802800,-0.007200,3.1100,-4.9000,28.4175,none,51.0840,-4187.7650,-4520.5590,37.8630,-712.7095,-2969.9037,6162.4215
1,90,holding,force_hold,0.81000,0.803200,-0.006800,3.1100,-4.9000,28.4179,none,51.0840,-4187.7650,-4521.5280,37.8630,-712.7095,-2970.8727,6163.1324
1,90,holding,force_hold,0.81000,0.802900,-0.007100,3.1100,-4.9000,28.4184,none,50.4830,-4187.7650,-4520.5590,37.2620,-712.7095,-2969.9037,6162.4166
1,90,holding,force_hold,0.81000,0.803200,-0.006800,3.1100,-4.9000,28.4188,none,50.4830,-4188.9680,-4521.5280,37.2620,-713.9125,-2970.8727,6163.9449
1,90,holding,force_hold,0.81000,0.805100,-0.004900,3.1100,-4.9000,28.4192,none,50.4830,-4188.3670,-4520.5590,37.2620,-713.3115,-2969.9037,6162.8257
1,90,holding,force_hold,0.81000,0.807200,-0.002800,3.1100,-4.9000,28.4196,none,50.4830,-4188.3670,-4520.5590,37.2620,-713.3115,-2969.9037,6162.8257
1,90,holding,force_hold,0.81000,0.805800,-0.004200,3.1100,-4.9000,28.4200,none,50.4830,-4187.7650,-4521.5280,37.2620,-712.7095,-2970.8727,6163.1274
