trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.0000,5.459600,-724.8050,4661.9540,8381.9110,-282.2471,1835.1777,5241.3090,9618.5025
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.0530,5.458000,-722.4010,4663.1570,8392.5600,-279.8431,1836.3807,5251.9580,9628.1857
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.1413,5.456400,-728.4110,4661.3540,8407.0770,-285.8531,1834.5777,5266.4750,9640.4226
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.2293,5.456800,-721.8000,4658.9510,8394.4960,-279.2421,1832.1747,5253.8940,9627.7922
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.3173,5.455900,-724.2040,4652.3410,8395.4710,-281.6461,1825.5647,5254.8690,9625.6263
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.4052,5.454200,-727.2090,4657.7490,8394.4960,-284.6511,1830.9727,5253.8940,9627.6177
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.4933,5.451200,-725.4060,4657.7490,8397.4020,-282.8481,1830.9727,5256.8000,9630.0156
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.5812,5.450100,-725.4060,4657.1490,8392.5600,-282.8481,1830.3727,5251.9580,9625.5033
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.6695,5.452100,-726.6080,4652.9410,8394.4960,-284.0501,1826.1647,5253.8940,9625.2471
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.7575,5.452500,-724.2040,4657.7490,8394.4960,-281.6461,1830.9727,5253.8940,9627.3911
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.8455,5.449900,-727.2090,4658.3510,8397.4020,-284.6511,1831.5747,5256.8000,9630.4427
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,0.9334,5.445500,-726.6080,4655.3440,8394.4960,-284.0501,1828.5677,5253.8940,9626.4090
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,1.0214,5.446700,-730.8150,4659.5520,8392.5600,-288.2571,1832.7757,5251.9580,9627.0753
1,280,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2.8000,2.7900,-4.3800,1.1095,5.447400,-727.8100,4655.3440,8401.2690,-285.2521,1828.5677,5260.6670,9632.4066
