time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,d_target_mm,d_preload_mm,d_actual_mm,d_mm,q_mm,d_error_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780344729.166955,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.0000,1.826500,1043.3350,-4879.5190,8977.2320,341.8621,-5491.9173,4427.0207,10270.7813,,,
1780344729.255124,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.0540,1.825300,1043.9360,-4880.1170,8973.3590,342.4631,-5492.5153,4423.1477,10267.7415,,,
1780344729.343139,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.1419,1.824100,1036.1230,-4883.1250,8972.3890,334.6501,-5495.5233,4422.1777,10267.5326,,,
1780344729.431131,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.2299,1.825700,1040.3300,-4881.9220,8972.3890,338.8571,-5494.3203,4422.1777,10267.3859,,,
1780344729.519121,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.3183,1.825200,1036.1230,-4882.5220,8977.2320,334.6501,-5494.9203,4427.0207,10271.4783,,,
1780344729.607069,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.4060,1.824800,1036.1230,-4880.7190,8966.5810,334.6501,-5493.1173,4416.3697,10261.3130,,,
1780344729.695118,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.4938,1.826300,1037.9270,-4881.9220,8969.4880,336.4541,-5494.3203,4419.2767,10264.6076,,,
1780344729.782969,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.5822,1.824300,1040.3300,-4881.9220,8972.3890,338.8571,-5494.3203,4422.1777,10267.3859,,,
1780344729.871305,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.6699,1.822500,1034.9210,-4878.9170,8977.2320,333.4481,-5491.3153,4427.0207,10269.6440,,,
1780344729.959793,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.7580,1.821200,1028.9120,-4881.3200,8966.5810,327.4391,-5493.7183,4416.3697,10260.8732,,,
1780344730.047495,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.8464,1.822000,1035.5220,-4873.5090,8980.1430,334.0491,-5485.9073,4429.9317,10269.6818,,,
1780344730.134712,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,0.9341,1.823400,1034.3200,-4881.9220,8969.4880,332.8471,-5494.3203,4419.2767,10264.2435,,,
1780344730.223279,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.0221,1.821800,1040.3300,-4877.7170,8972.3890,338.8571,-5490.1153,4422.1777,10265.3872,,,
1780344730.311721,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.1101,1.821900,1034.3200,-4878.3140,8974.3300,332.8471,-5490.7123,4424.1187,10266.7602,,,
1780344730.399455,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.1990,1.820200,1036.7240,-4877.7170,8969.4880,335.2511,-5490.1153,4419.2767,10262.4868,,,
1780344730.487921,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.2865,1.819300,1038.5270,-4878.9170,8964.6500,337.0541,-5491.3153,4414.4387,10259.0116,,,
1780344730.575307,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.3744,1.820400,1036.1230,-4878.9170,8968.5220,334.6501,-5491.3153,4418.3107,10262.1523,,,
1780344730.663606,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.4623,1.822300,1039.1280,-4881.3200,8977.2320,337.6551,-5493.7183,4427.0207,10271.2106,,,
1780344730.751641,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.5504,1.821300,1036.7240,-4881.3200,8967.5520,335.2511,-5493.7183,4417.3407,10262.5080,,,
1780344730.839670,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.6384,1.819800,1036.1230,-4882.5220,8970.4530,334.6501,-5494.9203,4420.2417,10265.5540,,,
1780344730.927695,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.7265,1.818300,1034.9210,-4878.9170,8968.5220,333.4481,-5491.3153,4418.3107,10262.0310,,,
1780344731.015732,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.8145,1.818400,1035.5220,-4877.1140,8969.4880,334.0491,-5489.5123,4419.2767,10262.0788,,,
1780344731.103993,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.9025,1.818500,1037.9270,-4879.5190,8970.4530,336.4541,-5491.9173,4420.2417,10264.3083,,,
1780344731.191295,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,1.9905,1.818100,1037.3260,-4880.7190,8968.5220,335.8531,-5493.1173,4418.3107,10263.1306,,,
1780344731.280046,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,2.0786,1.819100,1040.9310,-4881.3200,8968.5220,339.4581,-5493.7183,4418.3107,10263.7814,,,
1780344731.367886,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,2.1666,1.818700,1036.1230,-4880.7190,8975.2960,334.6501,-5493.1173,4425.0847,10268.9292,,,
1780344731.455727,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,2.2547,1.818700,1039.7290,-4878.9170,8978.2020,338.2561,-5491.3153,4427.9907,10270.9775,,,
1780344731.543987,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,2.3427,1.816900,1037.3260,-4881.3200,8971.4230,335.8531,-5493.7183,4421.2117,10265.9515,,,
1780344731.632021,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,2.4308,1.814400,1036.7240,-4880.1170,8983.0400,335.2511,-5492.5153,4432.8287,10275.4730,,,
1780344731.719740,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,2.5188,1.817000,1027.7090,-4883.7270,8969.4880,326.2361,-5496.1253,4419.2767,10264.4381,,,
1780344731.807904,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,2.6069,1.817700,1035.5220,-4880.7190,8969.4880,334.0491,-5493.1173,4419.2767,10263.7926,,,
1780344731.896344,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,2.6952,1.818500,1034.9210,-4878.9170,8973.3590,333.4481,-5491.3153,4423.1477,10266.2585,,,
1780344731.984112,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,2.7829,1.816300,1039.1280,-4880.1170,8967.5520,337.6551,-5492.5153,4417.3407,10262.1790,,,
1780344732.071315,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,2.8709,1.816600,1039.7290,-4878.9170,8979.1680,338.2561,-5491.3153,4428.9567,10271.8219,,,
1780344732.160428,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,2.9591,1.813600,1034.9210,-4889.1330,8981.1040,333.4481,-5501.5313,4430.8927,10277.8846,,,
1780344732.248232,session_20260601_160931,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-7.8700,3.0470,1.813700,1038.5270,-4883.7270,8972.3890,337.0541,-5496.1253,4422.1777,10268.0618,,,
