session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,cycle,state_index,branch,state_label,path_mode,phase,d_target_mm,d_preload_mm,record_s,summary_window_s,n,d_median_mm,F_median_N,Bmag_median_uT,Bx_median_uT,By_median_uT,Bz_median_uT,delta_Bx_median_uT,delta_By_median_uT,delta_Bz_median_uT
session_20260623_182650,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,loading,loading_d_340,loading_branch,loading_dense,3.4000,4.2000,15.0,5.0,114,3.3900,12.663250,10300.6387,-695.9570,1865.5030,10105.9200,-261.4867,-84.7012,6736.7608
session_20260623_182650,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,2,loading,loading_d_350,loading_branch,loading_dense,3.5000,4.2000,15.0,5.0,114,3.4800,14.268050,10508.8724,-707.3760,1883.5330,10315.0080,-272.9057,-66.6712,6945.8488
session_20260623_182650,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,3,loading,loading_d_360,loading_branch,loading_dense,3.6000,4.2000,15.0,5.0,114,3.5800,15.836950,10724.8803,-718.7950,1908.1740,10528.9380,-284.3247,-42.0302,7159.7788
session_20260623_182650,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,4,loading,loading_d_370,loading_branch,loading_dense,3.7000,4.2000,15.0,5.0,114,3.6800,17.535950,10933.0696,-730.8150,1934.0170,10736.0900,-296.3447,-16.1872,7366.9308
session_20260623_182650,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,5,loading,loading_d_380,loading_branch,loading_dense,3.8000,4.2000,15.0,5.0,114,3.7800,19.400650,11129.8900,-744.3375,1964.3675,10929.6900,-309.8672,14.1633,7560.5308
session_20260623_182650,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,6,loading,loading_d_390,loading_branch,loading_dense,3.9000,4.2000,15.0,5.0,114,3.8900,21.365900,11312.0665,-755.4570,2000.7280,11107.8020,-320.9867,50.5238,7738.6428
session_20260623_182650,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,7,loading,loading_d_400,loading_branch,loading_dense,4.0000,4.2000,15.0,5.0,114,3.8900,21.197150,11314.7913,-756.0570,2000.7280,11110.7030,-321.5867,50.5238,7741.5438
session_20260623_182650,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,8,preload,preload_d_420,preload_loading,preload_dense,4.2000,4.2000,30.0,5.0,114,3.8900,21.040600,11316.6747,-756.0570,2000.7280,11112.6400,-321.5867,50.5238,7743.4808
session_20260623_182650,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,9,unloading,unloading_d_400,return_unloading,unloading_dense,4.0000,4.2000,15.0,5.0,114,3.8900,20.969400,11317.7230,-756.3575,2001.9300,11113.6100,-321.8872,51.7258,7744.4508
session_20260623_182650,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,10,unloading,unloading_d_390,return_unloading,unloading_dense,3.9000,4.2000,15.0,5.0,114,3.8900,20.917950,11318.4944,-756.0570,2001.3290,11114.5760,-321.5867,51.1248,7745.4168
session_20260623_182650,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,11,unloading,unloading_d_380,return_unloading,unloading_dense,3.8000,4.2000,15.0,5.0,114,3.8100,17.893150,11244.4738,-750.6480,2004.3340,11039.0720,-316.1777,54.1298,7669.9128
