time_s,session_id,trial,repeat_id,pair_id,state_index,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,nominal_F_target_N,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780425195.419127,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.64370,1.75000,1.75000,1.643700,-0.106300,nan,4.3500,4.3500,,-7.9800,3.7993,-2506.1690,11885.9730,3355.0880,-2506.1690,11885.9730,3355.0880,-1293.6443,6092.9042,709.6861,12602.1368,,,
1780425195.507186,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.64270,1.75000,1.75000,1.642700,-0.107300,nan,4.3500,4.3500,,-7.9800,3.8876,-2509.7760,11882.9700,3357.9920,-2509.7760,11882.9700,3357.9920,-1297.2513,6089.9012,712.5901,12600.7961,,,
1780425195.595111,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63700,1.75000,1.75000,1.637000,-0.113000,nan,4.3500,4.3500,,-7.9800,3.9759,-2510.9760,11886.5760,3356.0560,-2510.9760,11886.5760,3356.0560,-1298.4513,6093.5072,710.6541,12603.9201,,,
1780425195.683306,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62940,1.75000,1.75000,1.629400,-0.120600,nan,4.3500,4.3500,,-7.9800,4.0639,-2515.1830,11878.1600,3358.9600,-2515.1830,11878.1600,3358.9600,-1302.6583,6085.0912,713.5581,12597.5967,,,
1780425195.770930,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63450,1.75000,1.75000,1.634500,-0.115500,nan,4.3500,4.3500,,-7.9800,4.1521,-2512.1790,11888.3730,3353.1520,-2512.1790,11888.3730,3353.1520,-1299.6543,6095.3042,707.7501,12605.0817,,,
1780425195.859459,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63680,1.75000,1.75000,1.636800,-0.113200,nan,4.3500,4.3500,,-7.9800,4.2402,-2513.9810,11882.9700,3356.0560,-2513.9810,11882.9700,3356.0560,-1301.4563,6089.9012,710.6541,12601.1185,,,
1780425195.947831,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63670,1.75000,1.75000,1.636700,-0.113300,nan,4.3500,4.3500,,-7.9800,4.3282,-2512.7810,11884.1700,3364.7680,-2512.7810,11884.1700,3364.7680,-1300.2563,6091.1012,719.3661,12604.3337,,,
1780425196.035614,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62600,1.75000,1.75000,1.626000,-0.124000,nan,4.3500,4.3500,,-7.9800,4.4166,-2514.5830,11885.3750,3363.8000,-2514.5830,11885.3750,3363.8000,-1302.0583,6092.3062,718.3981,12605.5709,,,
1780425196.124302,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62450,1.75000,1.75000,1.624500,-0.125500,nan,4.3500,4.3500,,-7.9800,4.5048,-2513.9810,11885.9730,3351.2160,-2513.9810,11885.9730,3351.2160,-1301.4563,6092.9042,705.8141,12602.6625,,,
1780425196.212241,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63160,1.75000,1.75000,1.631600,-0.118400,nan,4.3500,4.3500,,-7.9800,4.5930,-2514.5830,11883.5670,3353.1520,-2514.5830,11883.5670,3353.1520,-1302.0583,6090.4982,707.7501,12601.0286,,,
1780425196.300338,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63320,1.75000,1.75000,1.633200,-0.116800,nan,4.3500,4.3500,,-7.9800,4.6814,-2515.7850,11884.7680,3358.9600,-2515.7850,11884.7680,3358.9600,-1303.2603,6091.6992,713.5581,12603.9477,,,
1780425196.388688,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62630,1.75000,1.75000,1.626300,-0.123700,nan,4.3500,4.3500,,-7.9800,4.7691,-2512.7810,11885.3750,3360.8950,-2512.7810,11885.3750,3360.8950,-1300.2563,6092.3062,715.4931,12604.4366,,,
1780425196.476853,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62730,1.75000,1.75000,1.627300,-0.122700,nan,4.3500,4.3500,,-7.9800,4.8574,-2515.1830,11879.3590,3357.0230,-2515.1830,11879.3590,3357.0230,-1302.6583,6086.2902,711.6211,12598.2110,,,
1780425196.564703,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62640,1.75000,1.75000,1.626400,-0.123600,nan,4.3500,4.3500,,-7.9800,4.9457,-2512.1790,11885.3750,3358.9600,-2512.1790,11885.3750,3358.9600,-1299.6543,6092.3062,713.5581,12603.8008,,,
1780425196.652731,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62980,1.75000,1.75000,1.629800,-0.120200,nan,4.3500,4.3500,,-7.9800,5.0339,-2510.9760,11894.3890,3362.8320,-2510.9760,11894.3890,3362.8320,-1298.4513,6101.3202,717.4301,12613.0936,,,
1780425196.741007,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62980,1.75000,1.75000,1.629800,-0.120200,nan,4.3500,4.3500,,-7.9800,5.1221,-2509.7760,11894.9910,3355.0880,-2509.7760,11894.9910,3355.0880,-1297.2513,6101.9222,709.6861,12611.3600,,,
1780425196.829476,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63120,1.75000,1.75000,1.631200,-0.118800,nan,4.3500,4.3500,,-7.9800,5.2101,-2512.7810,11874.5590,3354.1200,-2512.7810,11874.5590,3354.1200,-1300.2563,6081.4902,708.7181,12592.4319,,,
1780425196.917393,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62810,1.75000,1.75000,1.628100,-0.121900,nan,4.3500,4.3500,,-7.9800,5.2982,-2515.7850,11882.3680,3368.6400,-2515.7850,11882.3680,3368.6400,-1303.2603,6089.2992,723.2381,12604.2683,,,
1780425197.006137,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62810,1.75000,1.75000,1.628100,-0.121900,nan,4.3500,4.3500,,-7.9800,5.3863,-2509.1740,11882.3680,3363.8000,-2509.1740,11882.3680,3363.8000,-1296.6493,6089.2992,718.3981,12601.6576,,,
1780425197.093816,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63240,1.75000,1.75000,1.632400,-0.117600,nan,4.3500,4.3500,,-7.9800,5.4748,-2513.3810,11882.3680,3358.9600,-2513.3810,11882.3680,3358.9600,-1300.8563,6089.2992,713.5581,12601.2049,,,
1780425197.181886,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62560,1.75000,1.75000,1.625600,-0.124400,nan,4.3500,4.3500,,-7.9800,5.5629,-2515.7850,11887.1780,3359.9280,-2515.7850,11887.1780,3359.9280,-1303.2603,6094.1092,714.5261,12606.4781,,,
1780425197.270070,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63370,1.75000,1.75000,1.633700,-0.116300,nan,4.3500,4.3500,,-7.9800,5.6511,-2515.7850,11888.9760,3361.8640,-2515.7850,11888.9760,3361.8640,-1303.2603,6095.9072,716.4621,12608.6896,,,
1780425197.358361,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63260,1.75000,1.75000,1.632600,-0.117400,nan,4.3500,4.3500,,-7.9800,5.7391,-2519.9920,11881.1670,3358.9600,-2519.9920,11881.1670,3358.9600,-1307.4673,6088.0982,713.5581,12601.3928,,,
1780425197.446657,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63210,1.75000,1.75000,1.632100,-0.117900,nan,4.3500,4.3500,,-7.9800,5.8272,-2519.3900,11882.3680,3355.0880,-2519.3900,11882.3680,3355.0880,-1306.8653,6089.2992,709.6861,12601.3734,,,
1780425197.534983,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63430,1.75000,1.75000,1.634300,-0.115700,nan,4.3500,4.3500,,-7.9800,5.9156,-2511.5780,11880.5600,3361.8640,-2511.5780,11880.5600,3361.8640,-1299.0533,6087.4912,716.4621,12599.9151,,,
1780425197.623143,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63270,1.75000,1.75000,1.632700,-0.117300,nan,4.3500,4.3500,,-7.9800,6.0037,-2506.1690,11878.7670,3359.9280,-2506.1690,11878.7670,3359.9280,-1293.6443,6085.6982,714.5261,12596.6307,,,
1780425197.710944,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62900,1.75000,1.75000,1.629000,-0.121000,nan,4.3500,4.3500,,-7.9800,6.0919,-2507.3710,11882.3680,3357.0230,-2507.3710,11882.3680,3357.0230,-1294.8463,6089.2992,711.6211,12599.4913,,,
1780425197.799450,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63490,1.75000,1.75000,1.634900,-0.115100,nan,4.3500,4.3500,,-7.9800,6.1801,-2513.9810,11887.1780,3357.0230,-2513.9810,11887.1780,3357.0230,-1301.4563,6094.1092,711.6211,12605.3443,,,
1780425197.887430,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63840,1.75000,1.75000,1.638400,-0.111600,nan,4.3500,4.3500,,-7.9800,6.2681,-2513.3810,11879.9620,3356.0560,-2513.3810,11879.9620,3356.0560,-1300.8563,6086.8932,710.6541,12598.1623,,,
1780425197.975863,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63710,1.75000,1.75000,1.637100,-0.112900,nan,4.3500,4.3500,,-7.9800,6.3562,-2516.9880,11880.5600,3361.8640,-2516.9880,11880.5600,3361.8640,-1304.4633,6087.4912,716.4621,12600.9946,,,
1780425198.063913,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63780,1.75000,1.75000,1.637800,-0.112200,nan,4.3500,4.3500,,-7.9800,6.4447,-2512.7810,11884.1700,3355.0880,-2512.7810,11884.1700,3355.0880,-1300.2563,6091.1012,709.6861,12601.7531,,,
1780425198.152301,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63610,1.75000,1.75000,1.636100,-0.113900,nan,4.3500,4.3500,,-7.9800,6.5328,-2515.7850,11879.3590,3363.8000,-2515.7850,11879.3590,3363.8000,-1303.2603,6086.2902,718.3981,12600.1387,,,
1780425198.240027,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63950,1.75000,1.75000,1.639500,-0.110500,nan,4.3500,4.3500,,-7.9800,6.6210,-2510.9760,11888.9760,3364.7680,-2510.9760,11888.9760,3364.7680,-1298.4513,6095.9072,719.3661,12608.5056,,,
1780425198.328411,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63860,1.75000,1.75000,1.638600,-0.111400,nan,4.3500,4.3500,,-7.9800,6.7091,-2515.1830,11882.9700,3358.9600,-2515.1830,11882.9700,3358.9600,-1302.6583,6089.9012,713.5581,12602.1321,,,
1780425198.417032,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63600,1.75000,1.75000,1.636000,-0.114000,nan,4.3500,4.3500,,-7.9800,6.7971,-2511.5780,11887.7750,3359.9280,-2511.5780,11887.7750,3359.9280,-1299.0533,6094.7062,714.5261,12606.2022,,,
1780425198.505010,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62990,1.75000,1.75000,1.629900,-0.120100,nan,4.3500,4.3500,,-7.9800,6.8854,-2513.9810,11885.3750,3358.9600,-2513.9810,11885.3750,3358.9600,-1301.4563,6092.3062,713.5581,12604.1601,,,
1780425198.593037,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63390,1.75000,1.75000,1.633900,-0.116100,nan,4.3500,4.3500,,-7.9800,6.9737,-2513.9810,11879.3590,3357.9920,-2513.9810,11879.3590,3357.9920,-1301.4563,6086.2902,712.5901,12598.2293,,,
1780425198.681585,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63200,1.75000,1.75000,1.632000,-0.118000,nan,4.3500,4.3500,,-7.9800,7.0618,-2513.9810,11881.7650,3357.9920,-2513.9810,11881.7650,3357.9920,-1301.4563,6088.6962,712.5901,12600.4980,,,
1780425198.768827,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63910,1.75000,1.75000,1.639100,-0.110900,nan,4.3500,4.3500,,-7.9800,7.1500,-2512.1790,11878.1600,3361.8640,-2512.1790,11878.1600,3361.8640,-1299.6543,6085.0912,716.4621,12597.7719,,,
1780425198.856770,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63720,1.75000,1.75000,1.637200,-0.112800,nan,4.3500,4.3500,,-7.9800,7.2382,-2507.9720,11888.9760,3363.8000,-2507.9720,11888.9760,3363.8000,-1295.4473,6095.9072,718.3981,12607.6494,,,
1780425198.944584,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62860,1.75000,1.75000,1.628600,-0.121400,nan,4.3500,4.3500,,-7.9800,7.3261,-2514.5830,11884.7680,3349.2810,-2514.5830,11884.7680,3349.2810,-1302.0583,6091.6992,703.8791,12601.1317,,,
1780425199.033942,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63430,1.75000,1.75000,1.634300,-0.115700,nan,4.3500,4.3500,,-7.9800,7.4144,-2509.1740,11878.7670,3361.8640,-2509.1740,11878.7670,3361.8640,-1296.6493,6085.6982,716.4621,12597.7454,,,
1780425199.122108,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63200,1.75000,1.75000,1.632000,-0.118000,nan,4.3500,4.3500,,-7.9800,7.5027,-2518.1880,11881.7650,3353.1520,-2518.1880,11881.7650,3353.1520,-1305.6633,6088.6962,707.7501,12600.0492,,,
1780425199.210297,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63850,1.75000,1.75000,1.638500,-0.111500,nan,4.3500,4.3500,,-7.9800,7.5908,-2516.9880,11887.7750,3368.6400,-2516.9880,11887.7750,3368.6400,-1304.4633,6094.7062,723.2381,12609.6058,,,
1780425199.298371,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63660,1.75000,1.75000,1.636600,-0.113400,nan,4.3500,4.3500,,-7.9800,7.6790,-2513.9810,11873.3540,3356.0560,-2513.9810,11873.3540,3356.0560,-1301.4563,6080.2852,710.6541,12592.0510,,,
1780425199.386153,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63490,1.75000,1.75000,1.634900,-0.115100,nan,4.3500,4.3500,,-7.9800,7.7671,-2513.9810,11882.3680,3362.8320,-2513.9810,11882.3680,3362.8320,-1301.4563,6089.2992,717.4301,12602.3573,,,
1780425199.474826,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62840,1.75000,1.75000,1.628400,-0.121600,nan,4.3500,4.3500,,-7.9800,7.8555,-2509.7760,11885.3750,3360.8950,-2509.7760,11885.3750,3360.8950,-1297.2513,6092.3062,715.4931,12603.8379,,,
1780425199.563847,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62430,1.75000,1.75000,1.624300,-0.125700,nan,4.3500,4.3500,,-7.9800,7.9436,-2517.5880,11886.5760,3368.6400,-2517.5880,11886.5760,3368.6400,-1305.0633,6093.5072,723.2381,12608.5952,,,
1780425199.651486,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63050,1.75000,1.75000,1.630500,-0.119500,nan,4.3500,4.3500,,-7.9800,8.0326,-2513.9810,11882.3680,3354.1200,-2513.9810,11882.3680,3354.1200,-1301.4563,6089.2992,708.7181,12600.0353,,,
1780425199.739345,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63140,1.75000,1.75000,1.631400,-0.118600,nan,4.3500,4.3500,,-7.9800,8.1199,-2511.5780,11881.7650,3363.8000,-2511.5780,11881.7650,3363.8000,-1299.0533,6088.6962,718.3981,12601.5679,,,
1780425199.827380,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62700,1.75000,1.75000,1.627000,-0.123000,nan,4.3500,4.3500,,-7.9800,8.2081,-2514.5830,11882.3680,3362.8320,-2514.5830,11882.3680,3362.8320,-1302.0583,6089.2992,717.4301,12602.4774,,,
1780425199.915566,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62640,1.75000,1.75000,1.626400,-0.123600,nan,4.3500,4.3500,,-7.9800,8.2961,-2516.3860,11880.5600,3362.8320,-2516.3860,11880.5600,3362.8320,-1303.8613,6087.4912,717.4301,12601.1326,,,
1780425200.003866,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62350,1.75000,1.75000,1.623500,-0.126500,nan,4.3500,4.3500,,-7.9800,8.3844,-2512.7810,11882.3680,3366.7040,-2512.7810,11882.3680,3366.7040,-1300.2563,6089.2992,721.3021,12603.1517,,,
1780425200.092387,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62440,1.75000,1.75000,1.624400,-0.125600,nan,4.3500,4.3500,,-7.9800,8.4726,-2509.1740,11885.3750,3367.6720,-2509.1740,11885.3750,3367.6720,-1296.6493,6092.3062,722.2701,12605.5269,,,
1780425200.180436,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62620,1.75000,1.75000,1.626200,-0.123800,nan,4.3500,4.3500,,-7.9800,8.5615,-2513.3810,11882.3680,3355.0880,-2513.3810,11882.3680,3355.0880,-1300.8563,6089.2992,709.6861,12600.1734,,,
1780425200.267832,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62150,1.75000,1.75000,1.621500,-0.128500,nan,4.3500,4.3500,,-7.9800,8.6493,-2506.1690,11877.5620,3356.0560,-2506.1690,11877.5620,3356.0560,-1293.6443,6084.4932,710.6541,12594.4620,,,
1780425200.356390,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.61840,1.75000,1.75000,1.618400,-0.131600,nan,4.3500,4.3500,,-7.9800,8.7371,-2518.1880,11884.7680,3357.0230,-2518.1880,11884.7680,3357.0230,-1305.6633,6091.6992,711.6211,12603.9115,,,
1780425200.444945,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62100,1.75000,1.75000,1.621000,-0.129000,nan,4.3500,4.3500,,-7.9800,8.8251,-2516.9880,11882.9700,3359.9280,-2516.9880,11882.9700,3359.9280,-1304.4633,6089.9012,714.5261,12602.7505,,,
1780425200.532476,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62960,1.75000,1.75000,1.629600,-0.120400,nan,4.3500,4.3500,,-7.9800,8.9134,-2512.7810,11879.9620,3361.8640,-2512.7810,11879.9620,3361.8640,-1300.2563,6086.8932,716.4621,12599.5911,,,
1780425200.620655,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63670,1.75000,1.75000,1.636700,-0.113300,nan,4.3500,4.3500,,-7.9800,9.0016,-2516.3860,11877.5620,3358.9600,-2516.3860,11877.5620,3358.9600,-1303.8613,6084.4932,713.5581,12597.2731,,,
1780425200.709227,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62910,1.75000,1.75000,1.629100,-0.120900,nan,4.3500,4.3500,,-7.9800,9.0898,-2513.9810,11881.1670,3356.0560,-2513.9810,11881.1670,3356.0560,-1301.4563,6088.0982,710.6541,12599.4183,,,
1780425200.797786,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63620,1.75000,1.75000,1.636200,-0.113800,nan,4.3500,4.3500,,-7.9800,9.1779,-2512.1790,11872.7510,3357.0230,-2512.1790,11872.7510,3357.0230,-1299.6543,6079.6822,711.6211,12591.3805,,,
1780425200.885739,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62320,1.75000,1.75000,1.623200,-0.126800,nan,4.3500,4.3500,,-7.9800,9.2661,-2511.5780,11885.9730,3357.0230,-2511.5780,11885.9730,3357.0230,-1299.0533,6092.9042,711.6211,12603.7289,,,
1780425200.973258,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.61610,1.75000,1.75000,1.616100,-0.133900,nan,4.3500,4.3500,,-7.9800,9.3541,-2516.3860,11885.3750,3362.8320,-2516.3860,11885.3750,3362.8320,-1303.8613,6092.3062,717.4301,12605.6724,,,
1780425201.061827,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62800,1.75000,1.75000,1.628000,-0.122000,nan,4.3500,4.3500,,-7.9800,9.4422,-2513.3810,11878.7670,3357.0230,-2513.3810,11878.7670,3357.0230,-1300.8563,6085.6982,711.6211,12597.2931,,,
1780425201.150412,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63340,1.75000,1.75000,1.633400,-0.116600,nan,4.3500,4.3500,,-7.9800,9.5306,-2509.1740,11881.1670,3368.6400,-2509.1740,11881.1670,3368.6400,-1296.6493,6088.0982,723.2381,12601.8181,,,
1780425201.238083,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63490,1.75000,1.75000,1.634900,-0.115100,nan,4.3500,4.3500,,-7.9800,9.6189,-2509.7760,11876.3570,3353.1520,-2509.7760,11876.3570,3353.1520,-1297.2513,6083.2882,707.7501,12593.2704,,,
1780425201.325954,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63180,1.75000,1.75000,1.631800,-0.118200,nan,4.3500,4.3500,,-7.9800,9.7070,-2513.9810,11878.7670,3356.0560,-2513.9810,11878.7670,3356.0560,-1301.4563,6085.6982,710.6541,12597.1551,,,
1780425201.414032,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62970,1.75000,1.75000,1.629700,-0.120300,nan,4.3500,4.3500,,-7.9800,9.7951,-2512.1790,11879.3590,3350.2480,-2512.1790,11879.3590,3350.2480,-1299.6543,6086.2902,704.8461,12595.8078,,,
1780425201.502589,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62790,1.75000,1.75000,1.627900,-0.122100,nan,4.3500,4.3500,,-7.9800,9.8833,-2512.1790,11882.9700,3357.0230,-2512.1790,11882.9700,3357.0230,-1299.6543,6089.9012,711.6211,12601.0167,,,
1780425201.591238,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62860,1.75000,1.75000,1.628600,-0.121400,nan,4.3500,4.3500,,-7.9800,9.9718,-2513.9810,11876.3570,3348.3120,-2513.9810,11876.3570,3348.3120,-1301.4563,6083.2882,702.9101,12592.8213,,,
1780425201.678197,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62930,1.75000,1.75000,1.629300,-0.120700,nan,4.3500,4.3500,,-7.9800,10.0596,-2513.9810,11883.5670,3365.7350,-2513.9810,11883.5670,3365.7350,-1301.4563,6090.4982,720.3331,12604.2627,,,
1780425201.767311,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62380,1.75000,1.75000,1.623800,-0.126200,nan,4.3500,4.3500,,-7.9800,10.1479,-2514.5830,11886.5760,3363.8000,-2514.5830,11886.5760,3363.8000,-1302.0583,6093.5072,718.3981,12606.7033,,,
1780425201.856062,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.62530,1.75000,1.75000,1.625300,-0.124700,nan,4.3500,4.3500,,-7.9800,10.2360,-2513.9810,11876.3570,3356.0560,-2513.9810,11876.3570,3356.0560,-1301.4563,6083.2882,710.6541,12594.8826,,,
1780425201.943815,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63280,1.75000,1.75000,1.632800,-0.117200,nan,4.3500,4.3500,,-7.9800,10.3253,-2510.9760,11876.9590,3359.9280,-2510.9760,11876.9590,3359.9280,-1298.4513,6083.8902,714.5261,12595.8831,,,
1780425202.031514,session_20260602_142058,1,1,2,3,O_blind,blind_03_loading,holding,blind_force_path_state,direct_loading,175,1.75000,1.63160,1.75000,1.75000,1.631600,-0.118400,nan,4.3500,4.3500,,-7.9800,10.4123,-2516.9880,11878.1600,3364.7680,-2516.9880,11878.1600,3364.7680,-1304.4633,6085.0912,719.3661,12599.5070,,,
